"Geography","county","state","total_pop","proportion_white","proportion_black","proportion_indigenous","proportion_asian","proportion_pacific","proportion_other","proportion_multiracial","proportion_hispanic_latino","median_income","proportion_hs_degree_over_25","proportion_bachelors_degree_over_25"
"0500000US30043","Jefferson","MT",12273,0.932,0.003,0.011,0.004,0,0.006,0.044,0.03,73875,0.937,0.333
"0500000US30045","Judith Basin","MT",2039,0.929,0,0.017,0,0,0.045,0.01,0.055,58750,0.942,0.273
"0500000US30047","Lake","MT",31509,0.652,0.003,0.221,0.007,0.002,0.011,0.105,0.045,58009,0.923,0.319
"0500000US30049","Lewis and Clark","MT",71487,0.921,0.006,0.013,0.007,0,0.006,0.047,0.037,71967,0.95,0.427
"0500000US30051","Liberty","MT",1993,0.977,0,0.004,0,0,0.004,0.016,0.006,48047,0.766,0.272
"0500000US30053","Lincoln","MT",20157,0.922,0.001,0.014,0.004,0.002,0.003,0.056,0.035,44593,0.924,0.175
"0500000US30055","McCone","MT",1746,0.904,0,0.045,0.018,0,0,0.033,0,79022,0.969,0.213
"0500000US30057","Madison","MT",8742,0.941,0,0.003,0.008,0,0.006,0.042,0.045,61226,0.964,0.316
"0500000US30059","Meagher","MT",1948,0.924,0.001,0.047,0.003,0,0.001,0.026,0.026,55753,0.972,0.362
"0500000US30061","Mineral","MT",4652,0.93,0.007,0.014,0.006,0,0.003,0.039,0.033,56098,0.931,0.26
"0500000US30063","Missoula","MT",118541,0.891,0.006,0.021,0.018,0.001,0.01,0.053,0.036,66840,0.964,0.445
"0500000US30065","Musselshell","MT",4924,0.922,0,0.025,0,0,0.009,0.044,0.034,54875,0.911,0.197
"0500000US30067","Park","MT",17320,0.932,0.002,0.015,0.003,0,0.006,0.042,0.033,67602,0.969,0.363
"0500000US30069","Petroleum","MT",416,0.981,0,0,0.019,0,0,0,0,57981,0.997,0.238
"0500000US30071","Phillips","MT",4233,0.833,0,0.054,0,0,0.01,0.103,0.023,61250,0.932,0.2
"0500000US30073","Pondera","MT",5987,0.796,0.001,0.167,0.002,0,0.005,0.03,0.024,59861,0.88,0.219
"0500000US30075","Powder River","MT",1773,0.935,0,0.016,0.013,0,0,0.036,0.023,60313,0.893,0.255
"0500000US30077","Powell","MT",6998,0.885,0.009,0.049,0.015,0,0.003,0.039,0.022,60994,0.925,0.194
"0500000US30079","Prairie","MT",1283,0.901,0,0.001,0.04,0,0.058,0,0.009,44107,0.862,0.224
"0500000US30081","Ravalli","MT",44876,0.916,0.003,0.004,0.005,0,0.008,0.064,0.038,67424,0.93,0.288
"0500000US30083","Richland","MT",11366,0.904,0.002,0.002,0.001,0.01,0.03,0.052,0.058,67515,0.957,0.142
"0500000US30085","Roosevelt","MT",10799,0.332,0.003,0.583,0.007,0,0.004,0.07,0.037,51038,0.932,0.198
"0500000US30087","Rosebud","MT",8310,0.537,0.001,0.382,0.006,0,0.016,0.058,0.053,57656,0.897,0.194
"0500000US30089","Sanders","MT",12615,0.906,0.003,0.031,0.002,0.001,0.003,0.054,0.034,47110,0.906,0.181
"0500000US30091","Sheridan","MT",3700,0.928,0,0.015,0,0.002,0.005,0.05,0.045,67457,0.905,0.255
"0500000US30093","Silver Bow","MT",35306,0.925,0.002,0.019,0.005,0,0.004,0.045,0.046,56297,0.935,0.277
"0500000US30095","Stillwater","MT",8978,0.933,0.001,0.004,0.004,0,0.015,0.042,0.042,78380,0.929,0.293
"0500000US30097","Sweet Grass","MT",3697,0.933,0.015,0.01,0,0,0.006,0.035,0.023,64872,0.96,0.236
"0500000US30099","Teton","MT",6238,0.925,0.009,0.016,0,0,0.01,0.04,0.018,65224,0.898,0.255
"0500000US30101","Toole","MT",5018,0.874,0.016,0.058,0.009,0,0.009,0.034,0.042,54040,0.874,0.223
"0500000US30103","Treasure","MT",680,0.951,0,0.001,0.012,0,0.019,0.016,0.043,70096,0.941,0.322
"0500000US30105","Valley","MT",7552,0.846,0.004,0.083,0.001,0,0.009,0.058,0.027,59725,0.933,0.196
"0500000US30107","Wheatland","MT",2060,0.945,0.024,0.018,0.004,0,0,0.009,0.021,48272,0.924,0.207
"0500000US30109","Wibaux","MT",1119,0.931,0.009,0.002,0.005,0,0.021,0.031,0.072,58750,0.951,0.225
"0500000US30111","Yellowstone","MT",165524,0.875,0.008,0.039,0.008,0.001,0.016,0.053,0.062,72300,0.953,0.343
"0500000US31001","Adams","NE",31143,0.871,0.007,0.003,0.012,0,0.048,0.059,0.117,61502,0.924,0.271
"0500000US31003","Antelope","NE",6302,0.959,0.01,0.001,0.001,0,0.01,0.018,0.036,61924,0.936,0.205
"0500000US31005","Arthur","NE",485,0.938,0,0.002,0,0,0.002,0.058,0.012,66667,0.965,0.314
"0500000US31007","Banner","NE",670,0.927,0,0,0.009,0,0.042,0.022,0.051,62375,0.912,0.304
"0500000US31009","Blaine","NE",384,1,0,0,0,0,0,0,0,52083,0.904,0.208
"0500000US31011","Boone","NE",5397,0.968,0.001,0.002,0.003,0,0.005,0.021,0.028,66800,0.939,0.18
"0500000US31013","Box Butte","NE",10778,0.85,0.034,0.028,0.007,0,0.027,0.054,0.133,67893,0.919,0.181
"0500000US31015","Boyd","NE",1767,0.926,0.003,0.029,0,0,0.018,0.024,0.032,57120,0.952,0.169
"0500000US31017","Brown","NE",2691,0.931,0.001,0.001,0,0,0.019,0.049,0.04,44267,0.925,0.213
"0500000US31019","Buffalo","NE",50103,0.887,0.009,0.004,0.016,0,0.045,0.039,0.097,70093,0.926,0.352
"0500000US31021","Burt","NE",6717,0.92,0.004,0.008,0.006,0.002,0.016,0.043,0.036,54950,0.91,0.234
"0500000US31023","Butler","NE",8373,0.925,0.001,0.008,0.001,0,0.032,0.035,0.049,75690,0.924,0.253
"0500000US31025","Cass","NE",26749,0.933,0.002,0.004,0.004,0.003,0.015,0.04,0.038,87673,0.954,0.313
"0500000US31027","Cedar","NE",8375,0.964,0.001,0.004,0.002,0,0.007,0.022,0.023,72035,0.947,0.233
"0500000US31029","Chase","NE",3704,0.873,0.004,0.005,0.02,0,0.009,0.089,0.187,57313,0.879,0.244
"0500000US31031","Cherry","NE",5473,0.849,0.005,0.037,0.018,0,0.011,0.08,0.021,62373,0.978,0.259
"0500000US31033","Cheyenne","NE",9489,0.924,0.011,0.006,0.009,0.002,0.008,0.04,0.082,54038,0.923,0.238
"0500000US31035","Clay","NE",6088,0.917,0.004,0.004,0,0,0.032,0.042,0.094,73933,0.933,0.216
"0500000US31037","Colfax","NE",10563,0.652,0.033,0.06,0,0,0.121,0.134,0.461,71205,0.731,0.128
"0500000US31039","Cuming","NE",9000,0.905,0.004,0.008,0.002,0,0.024,0.056,0.103,68917,0.921,0.24
"0500000US31041","Custer","NE",10566,0.952,0.006,0.006,0,0,0.012,0.024,0.037,62288,0.947,0.258
"0500000US31043","Dakota","NE",21308,0.526,0.076,0.025,0.032,0,0.19,0.151,0.398,66112,0.786,0.143
"0500000US31045","Dawes","NE",8279,0.878,0.023,0.029,0.009,0,0,0.06,0.058,53760,0.956,0.36
"0500000US31047","Dawson","NE",24037,0.683,0.07,0.007,0.008,0.004,0.148,0.08,0.343,67462,0.788,0.16
"0500000US31049","Deuel","NE",1858,0.902,0.001,0.009,0.005,0,0.016,0.067,0.116,58875,0.897,0.208
"0500000US31051","Dixon","NE",5579,0.854,0.002,0.003,0.008,0,0.054,0.079,0.15,60568,0.844,0.222
"0500000US31053","Dodge","NE",37175,0.885,0.006,0.015,0.005,0.001,0.031,0.058,0.15,66793,0.887,0.217
"0500000US31055","Douglas","NE",582638,0.735,0.107,0.006,0.042,0,0.036,0.074,0.134,76083,0.914,0.412
"0500000US31057","Dundy","NE",1825,0.973,0.002,0.001,0,0,0.013,0.012,0.015,58977,0.942,0.263
"0500000US31059","Fillmore","NE",5557,0.954,0.003,0.004,0.005,0,0.003,0.031,0.038,72335,0.944,0.228
"0500000US31061","Franklin","NE",2901,0.952,0.002,0.007,0.002,0.002,0.01,0.024,0.028,55625,0.931,0.192
"0500000US31063","Frontier","NE",2491,0.935,0.013,0.002,0,0,0.016,0.033,0.034,62928,0.938,0.234
"0500000US31065","Furnas","NE",4630,0.958,0.003,0.007,0.002,0,0.006,0.025,0.049,58895,0.898,0.214
"0500000US31067","Gage","NE",21654,0.956,0.007,0.004,0.006,0,0.007,0.02,0.031,60035,0.925,0.2
"0500000US31069","Garden","NE",1778,0.938,0,0.002,0.002,0,0.047,0.011,0.042,47139,0.938,0.231
"0500000US31071","Garfield","NE",1833,0.967,0.005,0,0,0,0.021,0.007,0.032,64957,0.957,0.319
"0500000US31073","Gosper","NE",1873,0.971,0.003,0.005,0,0.002,0.001,0.018,0.043,76583,0.939,0.281
"0500000US31075","Grant","NE",649,0.963,0.002,0.006,0.008,0,0.006,0.015,0.003,65139,0.917,0.27
"0500000US31077","Greeley","NE",2212,0.952,0.006,0.005,0,0,0.021,0.016,0.021,52813,0.928,0.171
"0500000US31079","Hall","NE",62575,0.725,0.034,0.009,0.011,0.003,0.143,0.074,0.3,63553,0.849,0.213
"0500000US31081","Hamilton","NE",9400,0.942,0.002,0.004,0.004,0,0.006,0.042,0.039,73254,0.972,0.249
"0500000US31083","Harlan","NE",3094,0.939,0.001,0.001,0.012,0,0.012,0.035,0.034,64583,0.927,0.245
"0500000US31085","Hayes","NE",919,0.943,0,0.002,0,0,0.028,0.026,0.067,59405,0.93,0.181
"0500000US31087","Hitchcock","NE",2620,0.955,0.001,0.001,0.001,0,0.006,0.036,0.039,49456,0.935,0.188
"0500000US31089","Holt","NE",10149,0.95,0.004,0.003,0.002,0,0.016,0.025,0.053,66325,0.939,0.275
"0500000US31091","Hooker","NE",659,0.892,0.015,0.008,0,0,0.017,0.068,0,43333,0.931,0.271
"0500000US31093","Howard","NE",6476,0.935,0.004,0,0.004,0,0.011,0.045,0.029,70766,0.959,0.223
"0500000US31095","Jefferson","NE",7185,0.944,0.008,0,0.001,0,0.007,0.041,0.051,54494,0.921,0.193
"0500000US31097","Johnson","NE",5294,0.822,0.055,0.015,0.008,0,0.051,0.049,0.103,64352,0.895,0.19
"0500000US31099","Kearney","NE",6655,0.947,0.001,0.003,0.008,0,0.004,0.038,0.078,74276,0.937,0.309
"0500000US31101","Keith","NE",8303,0.911,0.014,0.002,0.005,0,0.025,0.042,0.077,59511,0.908,0.199
"0500000US31103","Keya Paha","NE",987,0.959,0.001,0,0,0,0.019,0.02,0.018,63977,0.981,0.288
"0500000US31105","Kimball","NE",3395,0.901,0.002,0.014,0,0,0.001,0.081,0.105,53151,0.853,0.115
"0500000US31107","Knox","NE",8415,0.855,0.007,0.092,0.005,0,0.005,0.036,0.034,61250,0.919,0.189
"0500000US31109","Lancaster","NE",322063,0.833,0.037,0.006,0.041,0.001,0.019,0.062,0.077,70387,0.933,0.409
"0500000US31111","Lincoln","NE",34532,0.892,0.012,0.011,0.008,0.001,0.028,0.048,0.097,63019,0.935,0.202
"0500000US31113","Logan","NE",839,0.883,0,0.021,0,0,0.014,0.081,0.017,69250,0.975,0.253
"0500000US31115","Loup","NE",629,0.857,0,0,0,0,0,0.143,0.118,50000,0.989,0.195
"0500000US31117","McPherson","NE",456,0.985,0,0,0,0,0.007,0.009,0.007,58250,0.938,0.174
"0500000US31119","Madison","NE",35538,0.833,0.009,0.015,0.012,0,0.053,0.078,0.161,61139,0.93,0.245
"0500000US31121","Merrick","NE",7675,0.929,0.001,0.003,0.017,0,0.017,0.034,0.054,57873,0.929,0.174
"0500000US31123","Morrill","NE",4562,0.86,0.001,0.013,0.011,0,0.014,0.101,0.158,57325,0.894,0.194
"0500000US31125","Nance","NE",3366,0.952,0.006,0.005,0.001,0,0.002,0.034,0.035,60054,0.922,0.19
"0500000US31127","Nemaha","NE",7019,0.916,0.016,0.005,0.004,0,0.01,0.05,0.03,57196,0.902,0.305
"0500000US31129","Nuckolls","NE",4092,0.935,0.002,0.003,0,0.003,0.005,0.053,0.015,66000,0.928,0.268
"0500000US31131","Otoe","NE",15995,0.885,0.007,0.003,0.001,0,0.042,0.062,0.085,73031,0.929,0.256
"0500000US31133","Pawnee","NE",2553,0.952,0.002,0,0,0,0.004,0.042,0.021,55833,0.859,0.204
"0500000US31135","Perkins","NE",2860,0.942,0.001,0.001,0.004,0,0.015,0.038,0.048,61786,0.906,0.259
"0500000US31137","Phelps","NE",8966,0.931,0.006,0.003,0.001,0.002,0.008,0.049,0.062,65114,0.923,0.267
"0500000US31139","Pierce","NE",7301,0.962,0.003,0.002,0.002,0,0.002,0.029,0.023,65603,0.945,0.221
"0500000US31141","Platte","NE",34219,0.84,0.007,0.001,0.004,0,0.045,0.103,0.213,69943,0.897,0.246
"0500000US31143","Polk","NE",5182,0.925,0.002,0.002,0,0,0.034,0.038,0.062,67695,0.921,0.186
"0500000US31145","Red Willow","NE",10690,0.909,0.011,0.007,0,0,0.036,0.037,0.059,58344,0.923,0.244
"0500000US31147","Richardson","NE",7850,0.921,0.011,0.023,0.001,0,0.001,0.044,0.022,50321,0.913,0.204
"0500000US31149","Rock","NE",1312,0.982,0.006,0.005,0,0,0,0.007,0.008,57566,0.951,0.286
"0500000US31151","Saline","NE",14275,0.813,0.01,0.003,0.029,0.001,0.081,0.064,0.271,71104,0.805,0.219
"0500000US31153","Sarpy","NE",191272,0.832,0.042,0.005,0.025,0.001,0.03,0.065,0.105,95911,0.957,0.412
"0500000US31155","Saunders","NE",22374,0.95,0.003,0.001,0.006,0,0.005,0.034,0.024,84474,0.953,0.291
"0500000US31157","Scotts Bluff","NE",36048,0.82,0.006,0.018,0.006,0.002,0.047,0.101,0.249,60137,0.891,0.252
"0500000US31159","Seward","NE",17644,0.958,0.007,0.002,0.003,0.001,0.004,0.026,0.027,79677,0.942,0.31
"0500000US31161","Sheridan","NE",5102,0.804,0.014,0.091,0.012,0,0.016,0.063,0.061,53609,0.897,0.217
"0500000US31163","Sherman","NE",2970,0.956,0.005,0.001,0.003,0,0.007,0.028,0.025,60194,0.909,0.189
"0500000US31165","Sioux","NE",1162,0.935,0.003,0,0.001,0,0.042,0.019,0.047,50833,0.96,0.249
"0500000US31167","Stanton","NE",5828,0.92,0.005,0.001,0.005,0,0.042,0.027,0.065,76035,0.94,0.201
"0500000US31169","Thayer","NE",5006,0.948,0.002,0.003,0,0,0.002,0.044,0.03,60305,0.935,0.225
"0500000US31171","Thomas","NE",592,0.875,0.014,0.01,0,0,0,0.101,0.035,70069,0.915,0.246
"0500000US31173","Thurston","NE",6716,0.364,0.002,0.565,0.009,0,0.012,0.049,0.079,63459,0.898,0.198
"0500000US31175","Valley","NE",4053,0.981,0.002,0.007,0.003,0,0.002,0.005,0.021,62321,0.937,0.27
"0500000US31177","Washington","NE",20884,0.954,0.004,0.003,0.003,0.002,0.008,0.027,0.029,89671,0.951,0.343
"0500000US31179","Wayne","NE",9701,0.921,0.015,0.003,0.004,0,0.018,0.039,0.068,64951,0.957,0.327
"0500000US31181","Webster","NE",3410,0.94,0.001,0.007,0.001,0.003,0.003,0.043,0.053,62571,0.939,0.215
"0500000US31183","Wheeler","NE",771,0.987,0,0,0.001,0,0.001,0.01,0.005,59167,0.979,0.247
"0500000US31185","York","NE",14212,0.923,0.011,0.005,0.007,0,0.01,0.045,0.053,72914,0.938,0.253
"0500000US32001","Churchill","NV",25409,0.772,0.019,0.041,0.028,0.002,0.05,0.088,0.152,69922,0.922,0.176
"0500000US32003","Clark","NV",2265926,0.499,0.12,0.011,0.102,0.008,0.126,0.135,0.32,69911,0.865,0.264
"0500000US32005","Douglas","NV",49476,0.841,0.007,0.015,0.021,0.002,0.047,0.068,0.132,84262,0.934,0.313
"0500000US32007","Elko","NV",53600,0.711,0.009,0.05,0.013,0.002,0.083,0.132,0.25,87755,0.889,0.17
"0500000US32009","Esmeralda","NV",980,0.899,0.002,0.013,0.019,0,0,0.066,0.303,40694,0.781,0.243
"0500000US32011","Eureka","NV",1622,0.906,0.001,0.053,0.006,0,0.035,0,0.124,73929,0.952,0.152
"0500000US32013","Humboldt","NV",17266,0.758,0.008,0.039,0.014,0.002,0.091,0.088,0.279,75574,0.854,0.208
"0500000US32015","Lander","NV",5728,0.848,0.035,0.041,0.004,0,0.006,0.065,0.215,92388,0.902,0.14
"0500000US32017","Lincoln","NV",4507,0.845,0.045,0.036,0,0.001,0.012,0.06,0.073,67412,0.882,0.153
"0500000US32019","Lyon","NV",59435,0.786,0.009,0.025,0.014,0.001,0.065,0.099,0.189,70026,0.874,0.161
"0500000US32021","Mineral","NV",4568,0.649,0.042,0.214,0,0,0.03,0.064,0.189,46625,0.903,0.146
"0500000US32023","Nye","NV",51698,0.774,0.024,0.011,0.019,0.004,0.069,0.098,0.162,53602,0.867,0.125
"0500000US32027","Pershing","NV",6587,0.741,0.04,0.033,0.015,0,0.084,0.086,0.246,66304,0.841,0.101
"0500000US32029","Storey","NV",4095,0.838,0.02,0.001,0.011,0,0.007,0.123,0.054,86932,0.924,0.314
"0500000US32031","Washoe","NV",486674,0.68,0.025,0.013,0.054,0.007,0.107,0.114,0.255,81531,0.885,0.325
"0500000US32033","White Pine","NV",8997,0.796,0.073,0.054,0.007,0,0.015,0.055,0.172,71297,0.893,0.133
"0500000US32510","Carson City","NV",58249,0.746,0.021,0.021,0.027,0,0.081,0.105,0.25,67465,0.886,0.243
"0500000US33001","Belknap","NH",63914,0.945,0.007,0.003,0.012,0,0.008,0.024,0.02,80719,0.934,0.319
"0500000US33003","Carroll","NH",50679,0.955,0.006,0.005,0.008,0,0.002,0.023,0.017,77049,0.95,0.375
"0500000US33005","Cheshire","NH",76610,0.937,0.007,0.001,0.007,0,0.007,0.041,0.022,76551,0.938,0.344
"0500000US33007","Coos","NH",31430,0.954,0.02,0.001,0.005,0,0.002,0.019,0.019,55247,0.889,0.204
"0500000US33009","Grafton","NH",90836,0.899,0.012,0.002,0.034,0.001,0.008,0.045,0.026,79949,0.932,0.433
"0500000US33011","Hillsborough","NH",422733,0.848,0.026,0.001,0.042,0,0.018,0.064,0.077,95112,0.93,0.402
"0500000US33013","Merrimack","NH",153918,0.921,0.016,0.003,0.019,0,0.005,0.035,0.025,88806,0.935,0.368
"0500000US33015","Rockingham","NH",315169,0.921,0.009,0,0.021,0,0.011,0.038,0.035,110225,0.958,0.436
"0500000US33017","Strafford","NH",130965,0.898,0.011,0,0.03,0.001,0.008,0.052,0.029,83212,0.944,0.387
"0500000US33019","Sullivan","NH",43356,0.947,0.008,0.002,0.008,0,0.004,0.033,0.019,70788,0.909,0.301
"0500000US34001","Atlantic","NJ",274339,0.601,0.135,0.003,0.078,0.001,0.091,0.09,0.197,73113,0.884,0.301
"0500000US34003","Bergen","NJ",953243,0.623,0.057,0.002,0.166,0,0.059,0.092,0.216,118714,0.93,0.517
"0500000US34005","Burlington","NJ",461853,0.677,0.165,0.002,0.055,0,0.032,0.069,0.089,102615,0.941,0.411
"0500000US34007","Camden","NJ",522581,0.582,0.193,0.002,0.059,0,0.094,0.069,0.182,82005,0.893,0.343
"0500000US34009","Cape May","NJ",95456,0.873,0.038,0.001,0.008,0,0.03,0.05,0.083,83870,0.939,0.359
"0500000US34011","Cumberland","NJ",153588,0.566,0.19,0.009,0.016,0,0.103,0.116,0.324,62310,0.812,0.173
"0500000US34013","Essex","NJ",853374,0.355,0.378,0.003,0.057,0,0.116,0.092,0.24,73785,0.869,0.374
"0500000US34015","Gloucester","NJ",302621,0.785,0.104,0.001,0.032,0,0.031,0.046,0.071,99668,0.936,0.352
"0500000US34017","Hudson","NJ",712029,0.414,0.121,0.006,0.16,0,0.146,0.153,0.425,86854,0.872,0.466
"0500000US34019","Hunterdon","NJ",129099,0.859,0.026,0.001,0.045,0,0.017,0.052,0.073,133534,0.958,0.555
"0500000US34021","Mercer","NJ",383732,0.538,0.197,0.003,0.122,0,0.07,0.07,0.192,92697,0.897,0.442
"0500000US34023","Middlesex","NJ",860147,0.479,0.102,0.006,0.25,0,0.087,0.076,0.223,105206,0.897,0.451
"0500000US34025","Monmouth","NJ",643064,0.785,0.066,0.003,0.054,0,0.032,0.059,0.113,118527,0.943,0.499
"0500000US34027","Morris","NJ",508816,0.738,0.034,0.001,0.107,0,0.041,0.078,0.141,130808,0.951,0.571
"0500000US34029","Ocean","NJ",638691,0.87,0.031,0.002,0.019,0,0.03,0.047,0.097,82379,0.931,0.329
"0500000US34031","Passaic","NJ",519986,0.506,0.107,0.003,0.055,0,0.174,0.154,0.432,84465,0.852,0.301
"0500000US34033","Salem","NJ",64840,0.754,0.146,0.003,0.009,0,0.039,0.049,0.103,73378,0.902,0.228
"0500000US34035","Somerset","NJ",344978,0.577,0.096,0.004,0.191,0,0.062,0.071,0.155,131948,0.94,0.573
"0500000US34037","Sussex","NJ",144808,0.874,0.022,0,0.019,0,0.023,0.062,0.099,111094,0.954,0.39
"0500000US34039","Union","NJ",572079,0.446,0.207,0.003,0.056,0,0.187,0.101,0.331,95000,0.868,0.383
"0500000US34041","Warren","NJ",109739,0.824,0.052,0.001,0.028,0,0.028,0.067,0.11,92620,0.938,0.355
"0500000US35001","Bernalillo","NM",674692,0.603,0.029,0.049,0.027,0.001,0.105,0.186,0.507,62220,0.902,0.366
"0500000US35003","Catron","NM",3635,0.888,0.005,0.022,0,0,0.017,0.068,0.155,44777,0.965,0.149
"0500000US35005","Chaves","NM",64701,0.694,0.016,0.01,0.012,0,0.122,0.146,0.591,49673,0.812,0.175
"0500000US35006","Cibola","NM",27211,0.427,0.015,0.417,0.003,0.001,0.034,0.103,0.384,49866,0.842,0.147
"0500000US35007","Colfax","NM",12370,0.738,0.008,0.026,0.006,0,0.078,0.144,0.492,46286,0.905,0.221
"0500000US35009","Curry","NM",48327,0.604,0.056,0.007,0.015,0.002,0.198,0.118,0.444,55427,0.809,0.215
"0500000US35011","De Baca","NM",1695,0.421,0.001,0.001,0,0,0.481,0.097,0.635,34702,0.846,0.092
"0500000US35013","Doña Ana","NM",219870,0.586,0.019,0.012,0.012,0.002,0.185,0.184,0.689,51232,0.816,0.304
"0500000US35015","Eddy","NM",61264,0.709,0.015,0.017,0.007,0,0.09,0.162,0.515,77458,0.84,0.182
"0500000US35017","Grant","NM",28006,0.714,0.009,0.011,0.008,0,0.052,0.206,0.501,44895,0.886,0.264
"0500000US35019","Guadalupe","NM",4413,0.46,0.02,0.08,0.001,0,0.204,0.236,0.753,38713,0.805,0.14
"0500000US35021","Harding","NM",671,0.508,0.001,0,0,0.01,0.337,0.143,0.429,39489,0.868,0.306
"0500000US35023","Hidalgo","NM",4160,0.694,0.002,0.007,0,0,0.087,0.211,0.594,53651,0.83,0.169
"0500000US35025","Lea","NM",73103,0.624,0.042,0.011,0.006,0,0.08,0.237,0.615,65855,0.761,0.146
"0500000US35027","Lincoln","NM",20222,0.762,0.018,0.025,0.003,0,0.04,0.152,0.343,47919,0.901,0.243
"0500000US35028","Los Alamos","NM",19253,0.786,0.012,0.01,0.053,0,0.035,0.104,0.183,135801,0.979,0.697
"0500000US35029","Luna","NM",25393,0.672,0.019,0.008,0.012,0,0.071,0.216,0.688,38241,0.732,0.119
"0500000US35031","McKinley","NM",72073,0.104,0.005,0.764,0.013,0.001,0.056,0.057,0.147,44029,0.807,0.124
"0500000US35033","Mora","NM",4208,0.526,0,0.006,0,0,0.272,0.196,0.814,40231,0.934,0.206
"0500000US35035","Otero","NM",67850,0.642,0.037,0.067,0.012,0.001,0.081,0.16,0.39,50833,0.866,0.21
"0500000US35037","Quay","NM",8641,0.725,0.026,0.025,0.006,0.004,0.088,0.126,0.461,38998,0.862,0.16
"0500000US35039","Rio Arriba","NM",40285,0.353,0.006,0.15,0.005,0,0.305,0.179,0.713,52031,0.853,0.182
"0500000US35041","Roosevelt","NM",19142,0.709,0.02,0.01,0.007,0.002,0.127,0.125,0.44,52644,0.857,0.204
"0500000US35043","Sandoval","NM",149460,0.603,0.023,0.122,0.016,0.002,0.072,0.162,0.406,76424,0.919,0.321
"0500000US35045","San Juan","NM",121798,0.45,0.007,0.395,0.008,0,0.067,0.072,0.217,50734,0.856,0.157
"0500000US35047","San Miguel","NM",27215,0.563,0.014,0.028,0.007,0,0.221,0.167,0.78,43490,0.835,0.238
"0500000US35049","Santa Fe","NM",154481,0.674,0.01,0.032,0.014,0.001,0.116,0.154,0.508,70522,0.907,0.422
"0500000US35051","Sierra","NM",11506,0.784,0.003,0.031,0.003,0,0.044,0.136,0.321,35256,0.903,0.197
"0500000US35053","Socorro","NM",16453,0.612,0.009,0.121,0.02,0,0.044,0.194,0.503,40699,0.847,0.168
"0500000US35055","Taos","NM",34475,0.649,0.001,0.06,0.007,0,0.098,0.184,0.568,55145,0.934,0.345
"0500000US35057","Torrance","NM",15203,0.661,0.022,0.023,0.008,0,0.149,0.137,0.447,50727,0.86,0.145
"0500000US35059","Union","NM",4074,0.7,0.012,0.033,0,0,0.05,0.205,0.422,41714,0.876,0.155
"0500000US35061","Valencia","NM",76613,0.631,0.015,0.041,0.008,0,0.107,0.198,0.611,56246,0.848,0.211
"0500000US36001","Albany","NY",315041,0.721,0.122,0.001,0.073,0.001,0.021,0.061,0.065,78829,0.926,0.444
"0500000US36003","Allegany","NY",47222,0.944,0.017,0.001,0.009,0.001,0.006,0.022,0.019,58725,0.914,0.245
"0500000US36005","Bronx","NY",1443229,0.179,0.341,0.01,0.039,0.001,0.32,0.11,0.564,47036,0.745,0.212
"0500000US36007","Broome","NY",198365,0.826,0.054,0.002,0.049,0,0.018,0.05,0.048,58317,0.906,0.298
"0500000US36009","Cattaraugus","NY",77000,0.9,0.015,0.027,0.007,0,0.009,0.041,0.024,56889,0.893,0.202
"0500000US36011","Cayuga","NY",76171,0.896,0.034,0.002,0.008,0,0.014,0.046,0.032,63227,0.885,0.23
"0500000US36013","Chautauqua","NY",127440,0.888,0.026,0.003,0.007,0.001,0.031,0.043,0.081,54625,0.897,0.243
"0500000US36015","Chemung","NY",83584,0.859,0.053,0.003,0.015,0,0.01,0.058,0.034,61358,0.902,0.246
"0500000US36017","Chenango","NY",47096,0.943,0.008,0,0.005,0,0.014,0.028,0.024,61741,0.885,0.183
"0500000US36019","Clinton","NY",79839,0.903,0.036,0.003,0.014,0,0.015,0.029,0.029,67097,0.879,0.272
"0500000US36021","Columbia","NY",61469,0.86,0.034,0.002,0.022,0,0.024,0.058,0.054,81741,0.92,0.364
"0500000US36023","Cortland","NY",46755,0.915,0.021,0.001,0.013,0,0.013,0.037,0.03,65029,0.906,0.278
"0500000US36025","Delaware","NY",44637,0.924,0.014,0.006,0.008,0,0.007,0.041,0.043,58338,0.904,0.25
"0500000US36027","Dutchess","NY",296467,0.733,0.106,0.003,0.034,0,0.048,0.076,0.135,94578,0.916,0.39
"0500000US36029","Erie","NY",951232,0.754,0.129,0.004,0.043,0,0.023,0.046,0.06,68014,0.922,0.364
"0500000US36031","Essex","NY",37314,0.931,0.026,0.002,0.003,0,0.013,0.024,0.029,68090,0.916,0.312
"0500000US36033","Franklin","NY",47459,0.84,0.035,0.072,0.007,0,0.02,0.026,0.03,60270,0.87,0.221
