office_type,state,county,margin_pct_1,margin_votes_1,margin_pct_2,margin_votes_2
President,AR,Poinsett,-59.75269246110889,-4494,-24.05830020821503,-1271
President,AR,Polk,-68.18610129564193,-5789,-66.44501908631942,-5396
President,AR,Pope,-50.38064833005894,-12309,-50.48038988164307,-10876
President,AR,Prairie,-61.00143061516452,-2132,-49.67685076380729,-1691
President,AR,Pulaski,22.511708912895102,38260,17.875710083181172,28195
President,AR,Randolph,-60.77510275983558,-4140,-48.835735783304294,-3083
President,AR,St. Francis,5.092853123241418,362,11.279007015650297,836
President,AR,Saline,-41.250724205130005,-23496,-43.495410902233935,-22605
President,AR,Scott,-69.81132075471699,-2479,-62.01524693404044,-1871
President,AR,Searcy,-69.09679024632993,-2777,-63.656030286641425,-2354
President,AR,Sebastian,-35.449724225710646,-16711,-38.07654337993893,-16585
President,AR,Sevier,-53.21030372933487,-2768,-48.83772415319903,-2206
President,AR,Sharp,-60.00528680941052,-4540,-54.7009735744089,-3933
President,AR,Stone,-57.86460087571573,-3436,-52.324950244255476,-2892
President,AR,Union,-29.46950081291022,-4894,-27.75125474354266,-4534
President,AR,Van Buren,-56.8848469322403,-4441,-53.93053016453382,-3835
President,AR,Washington,-3.903846561856873,-3680,-10.39243535117014,-8122
President,AR,White,-58.94123360854784,-18204,-57.8521729627336,-15881
President,AR,Woodruff,-27.746365105008078,-687,-8.901960784313726,-227
President,AR,Yell,-58.47797062750334,-3942,-48.95914853654719,-3128
President,CA,Alameda,62.52403021832428,481350,64.44312168233596,395162
President,CA,Alpine,31.309041835357625,232,18.608695652173914,107
President,CA,Amador,-24.356559949780287,-5432,-25.22401955079716,-4335
President,CA,Butte,1.662060720095647,1696,-4.003551629537719,-3517
President,CA,Calaveras,-23.82565159770284,-6472,-23.882869168084536,-5334
President,CA,Colusa,-16.601685322600932,-1320,-13.527449196239004,-892
President,CA,Contra Costa,45.336441684014936,263509,43.47383958535671,180839
President,CA,Del Norte,-15.578064966818022,-1784,-17.61563935476979,-1649
President,CA,El Dorado,-8.79729287571682,-10217,-13.88577576545479,-12390
President,CA,Fresno,7.8290283408578185,28561,3.880302400664898,9711
President,CA,Glenn,-27.169677647892314,-3068,-29.03294594306429,-2723
President,CA,Humboldt,33.41372697158133,22998,25.903793554524913,8713
President,CA,Imperial,24.385556613420782,13831,41.12955378314292,17172
President,CA,Inyo,0.14766374854973105,14,-13.669334667333667,-1093
President,CA,Kern,-10.195068572139988,-31118,-15.011137903318406,-32683
President,CA,Kings,-12.250900633863834,-5373,-14.089922480620155,-4544
President,CA,Lake,6.3125,1818,3.7408968953622077,488
President,CA,Lassen,-51.48936170212766,-6171,-51.333717136825946,-5350
President,CA,Los Angeles,44.17450872452147,1883355,48.018492710605145,1273485
President,CA,Madera,-11.559510070362235,-6210,-17.330648221113155,-5938
President,CA,Marin,66.54386043735278,103676,62.869175284925554,69119
President,CA,Mariposa,-18.11284046692607,-1862,-23.239833277008,-2063
President,CA,Mendocino,35.801642975816875,15515,29.15609969392217,3334
President,CA,Merced,10.596304436664052,9594,7.925122874679585,3370
President,CA,Modoc,-45.159059474412174,-1959,-48.07978565049122,-1615
President,CA,Mono,22.26510316164465,1500,11.951882033372138,616
President,CA,Monterey,41.28189012893345,67654,39.67375563738673,38355
President,CA,Napa,40.40514683453038,29141,35.1917411432674,14215
President,CA,Nevada,14.798109302110044,9580,4.549281375909556,1513
President,CA,Orange,9.036521053409782,137511,7.680044976907215,83875
President,CA,Placer,-6.6459022113293935,-15619,-11.298594318815933,-17008
President,CA,Plumas,-16.73773987206823,-1884,-21.0079275198188,-1855
President,CA,Riverside,7.95487855315834,79243,4.3344762818674925,29631
President,CA,Sacramento,25.254841359339544,181403,23.687238784580966,110744
President,CA,San Benito,24.419693973144582,7038,20.367630320965173,3579
President,CA,San Bernardino,10.655095364542394,89602,9.77900174186642,58555
President,CA,San Diego,22.760254276335093,364556,17.835795150699205,180436
President,CA,San Francisco,72.55230484059369,321739,76.08918819036668,277950
President,CA,San Joaquin,13.881078757328138,40039,12.886520609431914,21475
President,CA,San Luis Obispo,13.07231292389201,20874,8.291390728476822,10329
President,CA,San Mateo,57.69181425035682,215847,57.68680934542381,165849
President,CA,Santa Barbara,32.067323054801086,64227,28.241913484021826,46380
President,CA,Santa Clara,47.42440524760089,403355,52.49503905041053,346020
President,CA,Santa Cruz,60.29793640708307,87309,57.28796835493221,65027
President,CA,Shasta,-33.142088266953714,-30789,-37.37354246492268,-27116
President,CA,Sierra,-21.34715025906736,-412,-24.778270509977826,-447
President,CA,Siskiyou,-15.76545842217484,-3697,-20.699737850373058,-4106
President,CA,Solano,30.283582162064995,62333,30.476654257466343,47564
President,CA,Sonoma,51.4862890118247,138113,47.91295867365598,78606
President,CA,Stanislaus,0.7892924291219122,1696,0.626997393381623,979
President,CA,Sutter,-16.435272045028142,-7008,-16.264090177133657,-4949
President,CA,Tehama,-35.61853695901953,-10230,-36.76502732240437,-8410
President,CA,Trinity,-5.3851070629594116,-337,-11.3019508057676,-533
President,CA,Tulare,-7.814372888743598,-11474,-12.042803819352656,-11389
President,CA,Tuolumne,-18.785566264267622,-5711,-20.90149965916837,-4906
President,CA,Ventura,21.098041627828852,89181,16.800322202409372,51725
President,CA,Yolo,41.43979272906728,40306,42.04017936511072,21282
President,CA,Yuba,-21.640312888172694,-6446,-24.119099629594455,-5079
President,CO,Adams,16.281918600967327,38545,7.2314061384725195,12664
President,CO,Alamosa,-0.6915983606557377,-54,1.986370885892417,137
President,CO,Arapahoe,24.639688391498158,86284,13.749653835502631,38727
President,CO,Archuleta,-15.86832895888014,-1451,-23.93689986282579,-1745
President,CO,Baca,-69.66292134831461,-1550,-68.24869482676792,-1438
President,CO,Bent,-33.90501319261214,-771,-30.91966173361522,-585
President,CO,Boulder,56.56563696260753,116588,48.631567035391974,85949
President,CO,Broomfield,27.41036198318751,12782,14.080659846821273,5258
President,CO,Chaffee,6.838229933658964,938,-4.636785162287481,-510
President,CO,Cheyenne,-75.88028169014085,-862,-72.30483271375465,-778
President,CO,Clear Creek,12.981062919975566,850,2.874186550976139,159
President,CO,Conejos,-7.5467343641818605,-327,-3.3249370277078087,-132
President,CO,Costilla,27.22063037249284,570,29.01098901098901,528
President,CO,Crowley,-47.65714285714286,-834,-48.510919920582396,-733
President,CO,Custer,-37.47936158503027,-1362,-41.18798955613577,-1262
President,CO,Delta,-37.13990707279298,-7194,-45.231378668747375,-7536
President,CO,Denver,61.365777359094224,241675,56.383587827337266,130974
President,CO,Dolores,-51.62180814354728,-748,-57.642276422764226,-709
President,CO,Douglas,-7.174901446033878,-16617,-18.113580948840465,-33133
President,CO,Eagle,29.842141386410432,8696,19.897395073194463,4499
President,CO,Elbert,-50.23968814202181,-9537,-54.05060870673721,-8480
President,CO,El Paso,-10.792426534054465,-40887,-22.567856151024824,-70699
President,CO,Fremont,-39.70732089055836,-10148,-44.748628884826324,-9791
President,CO,Garfield,2.2974372249546984,710,-7.087511394712854,-1866
President,CO,Gilpin,9.316770186335404,390,1.9585898153329602,70
President,CO,Grand,-1.7527862208713272,-173,-13.485257840949137,-1148
President,CO,Gunnison,30.35746201966041,3397,19.550489299924724,1818
President,CO,Hinsdale,-15.50632911392405,-98,-24.108658743633278,-142
President,CO,Huerfano,-2.882433045846573,-127,-6.468716861081655,-244
President,CO,Jackson,-57.76255707762557,-506,-53.01624129930394,-457
President,CO,Jefferson,18.544508250807592,69979,6.995144235273593,21652
President,CO,Kiowa,-77.18715393133998,-697,-74.44314185228605,-635
President,CO,Kit Carson,-64.11779901834151,-2482,-65.54110157763631,-2368
President,CO,Lake,20.348396869477405,806,10.582677165354331,336
President,CO,La Plata,17.705442005214906,6315,9.208384870776642,2829
President,CO,Larimer,15.436974565165064,34631,4.923232437840709,9546
President,CO,Las Animas,-9.885692752166813,-787,-15.56850440759002,-1042
President,CO,Lincoln,-62.80648811769144,-1665,-61.36552872606161,-1474
President,CO,Logan,-55.725408279529056,-5869,-55.9575345289631,-5429
President,CO,Mesa,-27.98216768555097,-25358,-36.287996153640684,-27171
President,CO,Mineral,-14.55026455026455,-110,-16.411042944785276,-107
President,CO,Moffat,-63.57813834329633,-4467,-67.88018433179724,-4419
President,CO,Montezuma,-22.387096774193548,-3470,-30.30851566189202,-3851
President,CO,Montrose,-36.44571061712543,-9083,-42.074038917892736,-8865
President,CO,Morgan,-41.59633294528521,-5717,-41.857335127860026,-4976
President,CO,Otero,-22.462406015037594,-2151,-25.188566891623662,-1269
President,CO,Ouray,19.601990049751244,788,10.739275935503498,353
President,CO,Park,-16.98942229454841,-2088,-26.373840897999024,-2702
President,CO,Phillips,-59.23541247484909,-1472,-58.104631217838765,-1355
President,CO,Pitkin,51.927741072175294,6209,45.41253489939347,4717
President,CO,Prowers,-45.855062039201584,-2550,-46.90638810767376,-2335
President,CO,Pueblo,1.7214237986840168,1520,0.3310487090763907,199
President,CO,Rio Blanco,-67.73232186399349,-2500,-68.36437718277067,-2349
President,CO,Rio Grande,-18.477398889770022,-1165,-19.588192419825074,-1075
President,CO,Routt,27.595401753970137,4657,16.976474005228,2338
President,CO,Saguache,13.897904986721747,471,8.718138160325083,236
President,CO,San Juan,24.866785079928952,140,9.881422924901186,50
President,CO,San Miguel,54.167476199728,2788,44.76919508234748,1930
President,CO,Sedgwick,-56.708160442600274,-820,-54.83870967741935,-748
President,CO,Summit,39.55300611504951,7309,27.632152418902933,4438
President,CO,Teller,-35.20278646909499,-5963,-42.47694149123425,-6033
President,CO,Washington,-74.00265957446808,-2226,-73.67060561299853,-1995
President,CO,Weld,-18.018422691773274,-30085,-22.432917258390013,-30013
President,CO,Yuma,-66.69343505320217,-3322,-65.48027444253859,-3054
President,CT,Fairfield,27.160405082559883,128466,20.294970008213923,83266
President,CT,Hartford,27.672832802179215,124344,21.511250717024993,85877
President,CT,Litchfield,-5.055605147660493,-5437,-13.896586407208982,-13540
President,CT,Middlesex,16.313014727377197,16183,7.3063957829008395,6459
President,CT,New Haven,17.40202880520599,72737,12.03163531599403,45228
President,CT,New London,16.00885361450961,22349,6.727055176788969,8377
President,CT,Tolland,11.405904700419637,9187,5.7883195577988555,4461
President,CT,Windham,-4.274926853198311,-2440,-7.814133285998856,-3962
President,DE,Kent,4.071243895432347,3543,-4.90485232919882,-3642
President,DE,New Castle,37.085452642777426,106670,29.60132788716019,77398
President,DE,Sussex,-11.246830354381842,-14548,-21.998979341107983,-23278
President,FL,Alachua,27.160528456424785,38732,22.519499010381217,28786
President,FL,Baker,-70.23259122270431,-9874,-64.76175399715055,-8182
President,FL,Bay,-43.51887684898521,-40483,-46.265676813805925,-40321
President,FL,Bradford,-52.626173708920184,-7174,-49.5040502562407,-5989
President,FL,Brevard,-16.446762980785223,-59334,-19.754276461250186,-62095
President,FL,Broward,29.795483213459306,285343,35.05372266925284,288435
President,FL,Calhoun,-62.28930432117683,-4065,-56.22218559419812,-3411
President,FL,Charlotte,-26.620250988482034,-30970,-27.797099342836084,-26775
President,FL,Citrus,-41.047978714273455,-38260,-39.71855760773967,-31612
President,FL,Clay,-37.1070294602307,-46163,-44.31052151594069,-47130
President,FL,Collier,-24.69901548470296,-51329,-26.01448637869857,-44356
President,FL,Columbia,-45.16070455783548,-14922,-44.46612768330081,-12760
President,FL,DeSoto,-32.02464649656371,-4054,-27.720472075085958,-2983
President,FL,Dixie,-66.04628382515,-5394,-63.20466537073035,-4552
President,FL,Duval,3.8135627612515726,18794,-1.5006974021187962,-6434
President,FL,Escambia,-15.111051111685018,-25745,-20.61619033170854,-31256
President,FL,Flagler,-20.751296781750238,-14882,-20.585930015850067,-11819
President,FL,Franklin,-37.30471601693678,-2555,-39.66350158254206,-2381
President,FL,Gadsden,36.56257890749937,8688,37.46999411205218,8273
President,FL,Gilchrist,-63.96489416623645,-6195,-62.758374910905204,-5283
President,FL,Glades,-46.158290005777005,-2397,-39.60964408725603,-1725
President,FL,Gulf,-50.569643513414185,-4128,-49.52603379585108,-3605
President,FL,Hamilton,-31.76672384219554,-1852,-28.251696936341954,-1540
President,FL,Hardee,-45.06776664702416,-3824,-40.79450970040913,-3091
President,FL,Hendry,-23.006182380216384,-2977,-14.244552494147309,-1582
President,FL,Hernando,-30.198674280677917,-32893,-28.985491808517438,-27211
President,FL,Highlands,-34.377995016292886,-17935,-32.042817346289674,-14608
President,FL,Hillsborough,6.877060035418214,48969,6.804890836739084,40494
President,FL,Holmes,-78.91486546096162,-7156,-77.874441570656,-6624
President,FL,Indian River,-21.57071929752575,-21028,-24.490281237092756,-19567
President,FL,Jackson,-38.904500646772824,-8722,-37.37676810972996,-7848
President,FL,Jefferson,-6.88675896343628,-582,-5.143305850019631,-393
President,FL,Lafayette,-71.56916347731,-2618,-67.55555555555556,-2280
President,FL,Lake,-20.043158522388484,-42354,-23.1262286783835,-39291
President,FL,Lee,-19.18055135961249,-75552,-20.385700298038348,-66416
President,FL,Leon,28.272437687581707,46064,25.11699851900609,38159
President,FL,Levy,-45.556275653488875,-10544,-44.751381215469614,-8667
President,FL,Liberty,-60.432462791350744,-2152,-57.38998482549317,-1891
President,FL,Madison,-19.498933901918978,-1829,-15.55921439491944,-1323
President,FL,Manatee,-16.049650162704303,-34821,-17.14924294620801,-30615
President,FL,Marion,-25.916937409480564,-52968,-26.22116514313551,-45752
President,FL,Martin,-24.58825436055345,-24275,-26.85296415950362,-23024
President,FL,Miami-Dade,7.350434295514585,85031,29.564613199546322,289340
President,FL,Monroe,-7.93687147348477,-3812,-6.918980063156902,-2936
President,FL,Nassau,-45.91317950723504,-27002,-50.22240367879322,-23372
President,FL,Okaloosa,-39.14138159195002,-45550,-47.76319580357054,-48077
President,FL,Okeechobee,-44.37758555848063,-7080,-39.53198356807512,-5389
President,FL,Orange,23.110180212325243,149616,24.640527665811653,134488
President,FL,Osceola,13.81208100396669,23817,25.028396710982204,35035
President,FL,Palm Beach,12.78664904198107,98861,15.314004884097773,100649
President,FL,Pasco,-20.050998443553997,-60548,-21.57058974976538,-51945
President,FL,Pinellas,0.2217199824910892,1241,-1.1024983723958333,-5419
President,FL,Polk,-14.431503018155546,-49537,-14.105021350959031,-40034
President,FL,Putnam,-41.20364006268386,-14987,-36.60725223569766,-11953
President,FL,St. Johns,-26.664854887839567,-47096,-33.43011320312042,-45596
President,FL,St. Lucie,-1.5647416201522921,-2694,-2.441537401141184,-3436
President,FL,Santa Rosa,-46.548144545862634,-49773,-53.4449629426297,-46728
President,FL,Sarasota,-10.444423912039175,-28260,-11.562783085130127,-26422
President,FL,Seminole,2.7939343979449034,7287,-1.6285091609211282,-3654
President,FL,Sumter,-36.135589555062985,-33420,-39.258176884238544,-30091
President,FL,Suwannee,-56.6319988602365,-11925,-55.29317269076305,-10326
President,FL,Taylor,-53.8362792534808,-5452,-51.44950964543593,-4774
President,FL,Union,-65.33226581265012,-4080,-62.4099771649394,-3553
President,FL,Volusia,-14.066530271045638,-43246,-13.050126006515459,-33970
President,FL,Wakulla,-40.876983264507714,-7523,-40.13946819603754,-6159
President,FL,Walton,-51.72382237880625,-22609,-56.122053696474865,-18834
President,FL,Washington,-61.07730996998459,-7529,-57.15183058147882,-6369
President,GA,Appling,-57.04410011918951,-4786,-57.9465943167214,-4058
President,GA,Atkinson,-46.75118858954041,-1475,-45.19969278033794,-1177
President,GA,Bacon,-72.68052281979858,-3392,-68.55361596009975,-2749
President,GA,Baker,-15.755627009646302,-245,-8.680555555555555,-125
President,GA,Baldwin,1.2985589830694209,237,1.7045101088646968,274
President,GA,Banks,-77.97977502556527,-6863,-78.40483731644112,-5446
President,GA,Barrow,-43.11858864481422,-16351,-50.3850423199667,-14525
President,GA,Bartow,-50.691582117945465,-25581,-55.204645595089524,-21675
President,GA,Ben Hill,-26.173065204143814,-1718,-27.62113793685632,-1636
President,GA,Berrien,-66.5116879762366,-5150,-66.53969221392656,-4367
President,GA,Bibb,23.82696495743417,16849,20.220481080803058,11794
President,GA,Bleckley,-52.85564120532586,-3017,-53.1617349006891,-2623
President,GA,Brantley,-81.21047877145438,-6293,-78.63166268894193,-4942
President,GA,Brooks,-20.701309674693704,-1470,-18.746011486917677,-1175
President,GA,Bryan,-35.16287790016405,-7502,-43.17201088760539,-6503
President,GA,Bulloch,-23.725490196078432,-7139,-23.45244503333195,-5664
President,GA,Burke,-1.7972479640550407,-192,2.556149732620321,239
President,GA,Butts,-43.59867470903067,-5132,-43.800780837817875,-4151
President,GA,Calhoun,15.468607825295724,340,17.251606524962927,349
President,GA,Camden,-30.7438993498269,-7282,-33.853917662682605,-6373
President,GA,Candler,-42.06725344166102,-1864,-43.59861591695502,-1638
President,GA,Carroll,-38.99250991334998,-21240,-40.144934162399416,-17561
President,GA,Catoosa,-55.94759610959409,-18235,-60.69784986797435,-16091
President,GA,Charlton,-50.656742556917685,-2314,-48.55289421157685,-1946
President,GA,Chatham,18.75074958023507,25015,14.47841302481771,15349
President,GA,Chattahoochee,-13.463969658659924,-213,-11.054913294797688,-153
President,GA,Chattooga,-61.791044776119406,-6210,-58.755760368663594,-4845
President,GA,Cherokee,-39.2265994544764,-56806,-49.99593954432664,-55408
President,GA,Clarke,42.07727963229853,21605,38.043011239004095,16823
President,GA,Clay,10.731707317073171,154,10.30684500393391,131
President,GA,Clayton,70.91159975073444,79655,71.9081984849164,64168
President,GA,Clinch,-47.570779447745544,-1361,-42.52967662709783,-1039
President,GA,Cobb,14.327403689856958,56411,2.0874690586476485,6814
President,GA,Coffee,-39.87774418298935,-6067,-39.47179044329303,-5485
President,GA,Colquitt,-47.16523685192092,-7587,-47.321954090641555,-6432
President,GA,Columbia,-25.790878063915606,-20781,-37.69590278859636,-24197
President,GA,Cook,-40.38379530916844,-2841,-40.12918184829414,-2423
President,GA,Coweta,-35.53561895337179,-27291,-42.30775503547256,-25941
President,GA,Crawford,-46.09963946247132,-2813,-42.91254605390731,-2213
President,GA,Crisp,-24.93464459106187,-2003,-22.72,-1704
President,GA,Dade,-64.63545870325531,-4805,-65.43764026931709,-4082
