office_type,state,district,margin_pct_1,margin_votes_1,margin_pct_2,absentee_pct_1,absentee_margin_pct_1
Senate,NV,0,-0.6354171029347456,-6155,5.463347624558106,0,NA
Senate,NY,0,45.232649165680634,2650625,NA,0,NA
Senate,OH,0,0,274671,6.804021544972698,0,NA
Senate,PA,0,8.885457634187727,489559,13.121204037898108,0,NA
Senate,RI,0,29.486808236355717,121067,23.08688583547199,0,NA
Senate,TN,0,-34.599230335074,-795915,-10.79023490719194,0,NA
Senate,TX,0,-16.248416835536023,-1273285,-2.579215617422174,0,NA
Senate,UT,0,-34.98102737285736,-320092,-31.592248650081594,0,NA
Senate,VA,0,-2.3057335869128788,-59705,9.580760490728077,0,NA
Senate,VT,0,46.3311808294366,135624,-27.433630652432438,0,NA
Senate,WA,0,20.448712896212175,578818,16.907579717925426,0,NA
Senate,WI,0,5.576190624438543,167021,10.956889330222984,0,NA
Senate,WV,0,24.053958421089277,156707,3.308152433712352,0,NA
Senate,WY,0,-54.21835593237309,-131935,-36.536769750277735,0,NA
House,MI,1,-22.565935578835767,-87691,NA,NA,NA
House,WI,2,44.077593471708184,166850,NA,NA,NA
House,WI,5,-28.838406120632037,-109160,NA,NA,NA
House,MI,9,-30.729750457200165,-114598,NA,NA,NA
House,MI,7,5.415767839702931,20185,NA,NA,NA
House,PA,1,-9.734335020959225,-35762,NA,NA,NA
House,MI,6,31.77525774881652,116592,NA,NA,NA
House,PA,4,22.578077075125755,82813,NA,NA,NA
House,MI,11,22.637835594067383,82895,NA,NA,NA
House,CO,7,14.981806980728877,54474,NA,NA,NA
House,PA,17,6.784363038706332,24602,NA,NA,NA
House,AZ,1,-0.8838736627779914,-3195,NA,NA,NA
House,ME,1,25.266796597959445,90490,NA,NA,NA
House,CO,4,-24.37287208085458,-86405,NA,NA,NA
House,OR,5,-2.0781076948919948,-7299,NA,NA,NA
House,AZ,6,-1.4979257507522554,-5232,NA,NA,NA
House,CO,2,41.9697912217384,146407,NA,NA,NA
House,FL,17,-28.31658565419247,-98685,NA,NA,NA
House,WA,6,20.109637712613512,69956,NA,NA,NA
House,WA,7,71.19375041468699,246791,NA,NA,NA
House,VA,1,-13.012411668251922,-44599,NA,NA,NA
House,MA,9,17.951555678848315,61476,NA,NA,NA
House,FL,8,-29.820460071067888,-102048,NA,NA,NA
House,FL,13,-8.084123368448173,-27611,NA,NA,NA
House,MI,2,-29.385516654345388,-99770,NA,NA,NA
House,OR,4,7.46644567458129,25317,NA,NA,NA
House,MI,3,12.909011528431686,43760,NA,NA,NA
House,MI,4,-11.894853819144785,-40246,NA,NA,NA
House,WI,7,-23.75246845696312,-80347,NA,NA,NA
House,CA,3,-7.296591651660709,-24677,NA,NA,NA
House,WA,2,20.313799297473093,68645,NA,NA,NA
House,WA,8,6.852498824537701,23027,NA,NA,NA
House,MI,8,10.26474783297452,34472,NA,NA,NA
House,MN,3,19.191964566469316,64086,NA,NA,NA
House,GA,6,-24.44345529897924,-81274,NA,NA,NA
House,TX,21,-25.681878084470174,-84771,NA,NA,NA
House,MN,8,NA,NA,NA,NA,NA
House,PA,12,12.393646156655103,40728,NA,NA,NA
House,FL,21,-27.00811250970305,-88723,NA,NA,NA
House,SD,0,NA,NA,NA,NA,NA
House,CO,3,-0.16682707731793392,-546,NA,NA,NA
House,NY,1,-5.771559262747209,-18876,NA,NA,NA
House,FL,11,-27.662434286869008,-90348,NA,NA,NA
House,PA,6,16.62843088307814,54289,NA,NA,NA
House,MI,10,-0.4904409984152625,-1600,NA,NA,NA
House,MN,2,5.225334283747911,17007,NA,NA,NA
House,NC,11,-9.282459433426363,-30067,NA,NA,NA
House,AZ,2,-7.736026419621764,-25018,NA,NA,NA
House,MA,6,27.040355135094973,87349,NA,NA,NA
House,FL,12,-40.749390518486315,-131211,NA,NA,NA
House,DE,0,12.502759218900106,40215,NA,NA,NA
House,AZ,5,-19.34792748530738,-62221,NA,NA,NA
House,IA,2,-8.1618751691254,-26241,NA,NA,NA
House,PA,16,-18.724317655745214,-60103,NA,NA,NA
House,MN,6,NA,NA,NA,NA,NA
House,WA,3,0.8221817055970277,2629,NA,NA,NA
House,WI,3,-3.700907769830336,-11766,NA,NA,NA
House,MI,5,-27.445801209110567,-87074,NA,NA,NA
House,WA,5,-19.2624114370075,-61063,NA,NA,NA
House,PA,11,-23.09027668183798,-73156,NA,NA,NA
House,ME,2,6.003502095568016,18994,NA,NA,NA
House,MO,2,-11.842263658423777,-37382,NA,NA,NA
House,PA,5,30.163141763910833,95070,NA,NA,NA
House,IA,3,-0.6808680829992477,-2145,NA,NA,NA
House,PA,10,-7.666923120942565,-24116,NA,NA,NA
House,FL,19,-36.009691196843654,-112809,NA,NA,NA
House,ID,1,-45.01315444146434,-140640,NA,NA,NA
House,GA,3,-37.49971826995212,-116467,NA,NA,NA
House,NV,2,-21.931220168889975,-68096,NA,NA,NA
House,OR,1,35.98469586743295,111640,NA,NA,NA
House,WI,8,NA,NA,NA,NA,NA
House,NJ,7,-2.802707574824327,-8691,NA,NA,NA
House,NH,1,8.117769274943381,25162,NA,NA,NA
House,IA,1,-6.7070020921042435,-20774,NA,NA,NA
House,CA,2,48.80695969865489,150691,NA,NA,NA
House,OR,2,-35.14591351449416,-108487,NA,NA,NA
House,VA,5,-15.333506611650801,-47195,NA,NA,NA
House,GA,10,-29.066085882391185,-89416,NA,NA,NA
House,NH,2,11.722651373283396,36057,NA,NA,NA
House,NY,23,-19.235870197239045,-58886,NA,NA,NA
House,MN,7,NA,NA,NA,NA,NA
House,FL,16,-24.29508969799383,-74187,NA,NA,NA
House,PA,15,-39.878615482424806,-121688,NA,NA,NA
House,FL,7,-17.065004686652085,-51887,NA,NA,NA
House,GA,11,-25.197838350507315,-76515,NA,NA,NA
House,OH,7,-10.711426905554841,-32517,NA,NA,NA
House,OR,3,43.63276124667858,132353,NA,NA,NA
House,PA,9,-38.62170194859629,-116563,NA,NA,NA
House,FL,2,-19.603568809744218,-59083,NA,NA,NA
House,KS,3,12.176810689890937,36688,NA,NA,NA
House,WI,1,-8.902604805445595,-26785,NA,NA,NA
House,FL,6,NA,NA,NA,NA,NA
House,IL,15,-42.28781942732705,-126611,NA,NA,NA
House,IL,16,-32.65558188396555,-97296,NA,NA,NA
House,TX,24,-19.49769159741459,-58069,NA,NA,NA
House,OH,14,-23.4826346337719,-69750,NA,NA,NA
House,VA,2,-3.4037495454484237,-10109,NA,NA,NA
House,PA,7,1.9660414091366865,5837,NA,NA,NA
House,MN,1,NA,NA,NA,NA,NA
House,OH,1,5.5175158698570534,16358,NA,NA,NA
House,VA,10,6.497492782251937,19242,NA,NA,NA
House,MN,4,35.328222506782716,104562,NA,NA,NA
House,NY,20,11.843893927404793,35025,NA,NA,NA
House,GA,5,64.95654175240983,191918,NA,NA,NA
House,NC,2,29.355069539354766,86559,NA,NA,NA
House,OR,6,2.449240259938786,7210,NA,NA,NA
House,GA,9,-44.70758623503254,-131502,NA,NA,NA
House,MD,1,-11.304276685824147,-33162,NA,NA,NA
House,NY,19,-1.9017215980750366,-5564,NA,NA,NA
House,VT,0,33.60004110222466,98097,NA,NA,NA
House,CA,49,5.260596088916311,15347,NA,NA,NA
House,MD,3,20.47756874095514,59713,NA,NA,NA
House,MA,4,NA,NA,NA,NA,NA
House,NC,4,33.81350261645363,98541,NA,NA,NA
House,NY,17,2.6497727491177723,7719,NA,NA,NA
House,IL,12,-50.0008586019899,-145588,NA,NA,NA
House,FL,1,-35.720868177816904,-103882,NA,NA,NA
House,OH,4,-38.38969381987621,-111390,NA,NA,NA
House,VA,11,33.67762603736588,97556,NA,NA,NA
House,NY,21,-13.10351257004941,-37950,NA,NA,NA
House,MN,5,49.79840808310722,143522,NA,NA,NA
House,PA,8,2.4490564196231257,7026,NA,NA,NA
House,WA,1,27.09010617962635,77663,NA,NA,NA
House,TX,37,55.78766152651082,159435,NA,NA,NA
House,NY,24,-21.475877769021977,-61319,NA,NA,NA
House,CT,2,18.047159782620135,51440,NA,NA,NA
House,NY,25,11.181094073476263,31865,NA,NA,NA
House,FL,3,-26.227039625403222,-74719,NA,NA,NA
House,MA,5,46.51170137706622,132503,NA,NA,NA
House,MA,8,37.90142067516331,107861,NA,NA,NA
House,OH,13,5.352502909542244,15223,NA,NA,NA
House,CA,40,-13.670593118099546,-38867,NA,NA,NA
House,NC,7,-15.416735556814144,-43825,NA,NA,NA
House,IA,4,-35.98196625535839,-102237,NA,NA,NA
House,UT,3,-34.86837462065072,-98810,NA,NA,NA
House,CA,19,37.30118950972433,105678,NA,NA,NA
House,CA,5,-22.618803660389357,-64018,NA,NA,NA
House,CO,1,62.77033147450958,177399,NA,NA,NA
House,CO,6,23.17180459831526,65056,NA,NA,NA
House,NM,1,11.512055039530269,32311,NA,NA,NA
House,OH,6,-35.445444267305795,-99383,NA,NA,NA
House,MA,2,31.66447079490558,88683,NA,NA,NA
House,OH,5,-33.81796618524882,-94669,NA,NA,NA
House,NY,3,-4.937592039231946,-13814,NA,NA,NA
House,FL,23,4.755437217119574,13270,NA,NA,NA
House,OH,8,-29.276914913450646,-81658,NA,NA,NA
House,CA,36,39.500938746351814,110035,NA,NA,NA
House,NY,4,0.5449689102057814,1518,NA,NA,NA
House,CO,5,-15.667496510339468,-43550,NA,NA,NA
House,MO,3,-30.22186839194948,-83895,NA,NA,NA
House,MI,12,44.584025333511065,123755,NA,NA,NA
House,NC,5,-26.305359793621285,-73010,NA,NA,NA
House,NC,13,3.1851910609851952,8834,NA,NA,NA
House,MD,5,31.950743897154414,88478,NA,NA,NA
House,IL,6,8.721045730859391,24145,NA,NA,NA
House,OH,12,-38.53611210663307,-106451,NA,NA,NA
House,GA,4,56.970475340487745,157030,NA,NA,NA
House,VA,7,4.650934119960668,12771,NA,NA,NA
House,IL,5,40.752868329994534,111887,NA,NA,NA
House,FL,4,-20.902361521034063,-57294,NA,NA,NA
House,NY,22,5.979976713713724,16384,NA,NA,NA
House,NJ,11,18.812850795135642,51484,NA,NA,NA
House,OH,10,-23.334102674008374,-63693,NA,NA,NA
House,SC,1,-13.921395330074336,-37961,NA,NA,NA
House,NY,18,2.2727856296562576,6196,NA,NA,NA
House,FL,22,10.218806483372765,27816,NA,NA,NA
House,NJ,3,11.822342432639585,32083,NA,NA,NA
House,TX,3,-23.637818149644616,-64119,NA,NA,NA
House,ID,2,-27.182081670882717,-73714,NA,NA,NA
House,VA,6,-28.949538319825876,-77942,NA,NA,NA
House,VA,8,48.774057768390996,131171,NA,NA,NA
House,CA,50,25.684292813669106,68997,NA,NA,NA
House,MD,2,18.59786763226715,49923,NA,NA,NA
House,NC,10,-45.30344099892993,-121507,NA,NA,NA
House,WA,10,14.105427491521878,37767,NA,NA,NA
House,UT,1,-33.94940319795811,-90448,NA,NA,NA
House,OH,9,13.267197209200916,35293,NA,NA,NA
House,NJ,5,10.410501498441395,27686,NA,NA,NA
House,CA,47,3.4306473168068967,9113,NA,NA,NA
House,AZ,4,12.21101477223934,32420,NA,NA,NA
House,GA,12,-19.19304662606761,-50899,NA,NA,NA
House,TX,26,NA,NA,NA,NA,NA
House,GA,13,63.548689421652504,168160,NA,NA,NA
House,IL,11,12.906021397133678,34103,NA,NA,NA
House,MD,8,62.026221963165106,163877,NA,NA,NA
House,GA,1,-18.294470857878885,-48291,NA,NA,NA
House,PA,3,NA,NA,NA,NA,NA
House,MA,1,22.472511008871578,59249,NA,NA,NA
House,AK,0,23.02150904745647,60687,NA,NA,NA
House,NC,8,-39.82142178654204,-104806,NA,NA,NA
House,FL,14,13.797479898466355,36310,NA,NA,NA
House,CA,11,67.90375002375839,178631,NA,NA,NA
House,MO,6,-42.83584133408396,-112612,NA,NA,NA
House,CA,24,21.133337396020597,55486,NA,NA,NA
House,CA,4,35.603874177388875,92893,NA,NA,NA
House,GA,8,-37.152418011712065,-96814,NA,NA,NA
House,PA,13,NA,NA,NA,NA,NA
House,TX,38,-27.434976853722453,-71295,NA,NA,NA
House,KY,3,23.99311213581574,62283,NA,NA,NA
House,UT,2,-25.69747763098547,-66659,NA,NA,NA
House,NC,6,8.848716978509486,22918,NA,NA,NA
House,NJ,4,-35.54768653315931,-92055,NA,NA,NA
House,OK,5,-21.59752111457118,-55900,NA,NA,NA
House,OH,3,40.90812490098417,105869,NA,NA,NA
House,GA,14,-31.729313995300966,-81973,NA,NA,NA
House,OH,2,-49.00760872094376,-126372,NA,NA,NA
House,NC,1,4.738998199987586,12216,NA,NA,NA
House,NC,14,15.411713585151618,39724,NA,NA,NA
House,KY,4,-33.98840968990292,-87564,NA,NA,NA
House,CA,48,-20.722290729020386,-53271,NA,NA,NA
House,MD,6,9.564817198262077,24524,NA,NA,NA
House,NY,2,-14.641355318077284,-37499,NA,NA,NA
House,TX,4,-35.78077333218754,-91602,NA,NA,NA
House,MO,4,-45.01389765523622,-114821,NA,NA,NA
House,WI,4,52.66222765987483,134295,NA,NA,NA
House,UT,4,-28.705536902845402,-72929,NA,NA,NA
House,SC,7,-29.704764343253302,-75410,NA,NA,NA
House,CT,5,0.18764388659371156,476,NA,NA,NA
House,NV,3,3.966784180450412,10003,NA,NA,NA
House,WI,6,NA,NA,NA,NA,NA
House,MO,7,-44.0993542292625,-111107,NA,NA,NA
House,TX,10,-29.0012979435335,-73065,NA,NA,NA
House,MA,3,26.218728743103316,65911,NA,NA,NA
House,CA,10,NA,NA,NA,NA,NA
House,NY,26,28.41026661360923,71395,NA,NA,NA
House,OH,15,-13.919546588869299,-34973,NA,NA,NA
House,NY,12,57.30410470053131,143878,NA,NA,NA
House,IL,9,43.388017403105415,108700,NA,NA,NA
House,IL,13,13.232980634857256,33142,NA,NA,NA
House,NC,3,-33.805816037091496,-84142,NA,NA,NA
House,VA,9,-46.69764301102929,-116180,NA,NA,NA
House,FL,15,-17.086602110830707,-42384,NA,NA,NA
House,MT,1,-3.160590417809324,-7837,NA,NA,NA
House,KY,6,-29.072839096014068,-71757,NA,NA,NA
House,CA,26,9.060776614841018,22361,NA,NA,NA
House,AR,2,-24.787580240701818,-61088,NA,NA,NA
House,CA,1,-24.145801604223777,-59453,NA,NA,NA
House,SC,2,-20.15959305396423,-49618,NA,NA,NA
House,KY,1,-49.80761252430265,-122456,NA,NA,NA
House,MO,8,-54.08993663277573,-132734,NA,NA,NA
House,VA,4,30.01943031619166,73541,NA,NA,NA
House,WV,2,-31.12264482248883,-76215,NA,NA,NA
House,LA,1,-47.61559390929504,-116203,NA,NA,NA
House,CT,1,21.879522616670698,53367,NA,NA,NA
House,CT,3,16.163131410956478,39220,NA,NA,NA
House,IL,10,26.00169306051659,62967,NA,NA,NA
House,CA,32,38.33962045870536,92793,NA,NA,NA
House,SC,5,-29.550654304591923,-71426,NA,NA,NA
House,GA,2,9.948620203861772,24010,NA,NA,NA
House,TX,22,-26.682005679580456,-64361,NA,NA,NA
House,CA,16,NA,NA,NA,NA,NA
House,IN,5,-22.14125303634447,-53141,NA,NA,NA
House,CA,12,80.94837249811434,194251,NA,NA,NA
House,WA,9,43.408742203395484,104115,NA,NA,NA
House,ND,0,NA,NA,NA,NA,NA
House,KS,1,-35.332284785571986,-84241,NA,NA,NA
House,TX,12,-28.54327482677043,-67927,NA,NA,NA
House,FL,27,-14.58629896985369,-34634,NA,NA,NA
House,IL,1,34.067179109192374,80884,NA,NA,NA
House,KY,2,-43.71564891931079,-103718,NA,NA,NA
House,CA,41,-4.690709015458211,-11100,NA,NA,NA
House,IL,14,8.322062552831783,19690,NA,NA,NA
House,CO,8,0.690060507143733,1632,NA,NA,NA
House,NJ,2,-18.899798717883662,-44695,NA,NA,NA
House,CT,4,19.879788549838192,46933,NA,NA,NA
House,LA,6,NA,NA,NA,NA,NA
House,GA,7,21.741498219444434,51101,NA,NA,NA
House,TX,1,-56.15992363484501,-131786,NA,NA,NA
House,MI,13,47.11700875262323,110463,NA,NA,NA
House,FL,25,10.187239707789992,23874,NA,NA,NA
House,OK,1,-26.478511317158826,-61826,NA,NA,NA
House,KS,2,-15.278670540542857,-35654,NA,NA,NA
House,IL,17,3.970007249391952,9255,NA,NA,NA
House,CA,51,23.726573762614127,55300,NA,NA,NA
House,NC,9,-13.002514452730438,-30251,NA,NA,NA
House,OK,2,-49.055992955557855,-113649,NA,NA,NA
House,PA,14,NA,NA,NA,NA,NA
House,NM,3,16.314963905330572,37652,NA,NA,NA
House,MO,5,24.584155624471386,56680,NA,NA,NA
House,TX,2,-31.827675900072517,-73295,NA,NA,NA
House,CA,20,-34.492811903086356,-78913,NA,NA,NA
House,KS,4,-26.684445221649035,-61038,NA,NA,NA
House,WV,1,-37.88931143153929,-86083,NA,NA,NA
House,WA,4,-35.257029654043514,-79909,NA,NA,NA
House,CA,28,32.471740003619395,73567,NA,NA,NA
House,IN,9,-29.94815248850299,-67466,NA,NA,NA
House,TX,8,-37.521780875502294,-84412,NA,NA,NA
House,LA,3,-53.78798674694503,-120782,NA,NA,NA
House,OK,4,-33.49514130734905,-75212,NA,NA,NA
House,NV,1,5.609563670887769,12585,NA,NA,NA
House,FL,18,NA,NA,NA,NA,NA
House,NC,12,25.492613037497545,57080,NA,NA,NA
House,NJ,1,27.141287452430724,60765,NA,NA,NA
House,AR,3,-30.797717229905004,-68860,NA,NA,NA
House,LA,5,-51.858395995580466,-115931,NA,NA,NA
House,NE,1,-15.821029283265744,-35307,NA,NA,NA
House,NV,4,4.830394584852149,10747,NA,NA,NA
House,NY,16,23.857723705645835,52868,NA,NA,NA
House,TN,5,-13.517116709976273,-29910,NA,NA,NA
House,MO,1,48.530489957367465,107232,NA,NA,NA
House,CA,7,36.52147508962117,80585,NA,NA,NA
House,NE,3,-62.50861474844935,-137864,NA,NA,NA
House,NE,2,-2.6682462295530143,-5856,NA,NA,NA
House,CA,45,-4.826469695436608,-10494,NA,NA,NA
House,TX,17,-32.96686601383921,-71607,NA,NA,NA
House,HI,2,25.59301334193608,55533,NA,NA,NA
House,AR,4,-44.81162550300883,-97105,NA,NA,NA
House,CA,6,11.892339046967646,25733,NA,NA,NA
House,KY,5,-64.34688121329819,-139163,NA,NA,NA
House,IN,8,-34.20014812071839,-73886,NA,NA,NA
House,OH,11,55.50693060127023,119734,NA,NA,NA
House,MT,2,-36.3973997551838,-78499,NA,NA,NA
House,TX,13,-50.70734172733921,-108857,NA,NA,NA
House,IN,1,5.681802192235715,12114,NA,NA,NA
House,TX,14,-40.31780585412083,-85937,NA,NA,NA
House,AL,5,-37.53585440638291,-79695,NA,NA,NA
House,TX,5,-30.03561908805699,-63665,NA,NA,NA
House,FL,28,-27.3701160312574,-57792,NA,NA,NA
House,CA,30,NA,NA,NA,NA,NA
House,SC,6,24.188259377902458,51044,NA,NA,NA
House,TN,8,-49.68737370135273,-104500,NA,NA,NA
House,TX,36,-38.920401688810436,-81583,NA,NA,NA
House,IL,2,34.25504959961754,71653,NA,NA,NA
House,TX,23,-17.10062459286508,-35702,NA,NA,NA
House,AR,1,-47.59564624805636,-99176,NA,NA,NA
House,VA,3,34.63603560259803,71991,NA,NA,NA
House,TN,2,-35.81790702823423,-74416,NA,NA,NA
House,IL,8,13.775547137031586,28545,NA,NA,NA
House,TX,27,-28.88753640829457,-59805,NA,NA,NA
House,LA,2,54.22805503128551,111193,NA,NA,NA
House,AZ,8,NA,NA,NA,NA,NA
House,HI,1,45.62205378054927,92329,NA,NA,NA
House,FL,9,7.270912397216951,14714,NA,NA,NA
House,NY,10,66.22982125453295,133871,NA,NA,NA
House,FL,26,-41.74599718962139,-84372,NA,NA,NA
House,IN,3,-35.229381468874976,-71002,NA,NA,NA
House,RI,2,3.7112920149784423,7463,NA,NA,NA
House,FL,10,19.564303936771548,39111,NA,NA,NA
House,TN,3,-38.184957213631584,-76305,NA,NA,NA
House,AL,2,-39.93043862867597,-79446,NA,NA,NA
House,CA,14,38.67703966462432,76760,NA,NA,NA
House,NJ,12,27.21728119781866,53952,NA,NA,NA
House,WY,0,-42.864206500570134,-84956,NA,NA,NA
House,OK,3,-49.07873713164654,-97064,NA,NA,NA
House,IN,4,-36.43435947758703,-72030,NA,NA,NA
House,AZ,9,NA,NA,NA,NA,NA
House,CA,27,-6.4788617720694495,-12732,NA,NA,NA
House,AZ,7,29.088848270721222,56974,NA,NA,NA
House,AL,4,-70.48428215988106,-137961,NA,NA,NA
House,TN,6,-32.66278074263187,-63713,NA,NA,NA
House,CA,15,NA,NA,NA,NA,NA
House,SC,3,NA,NA,NA,NA,NA
House,IN,2,-32.16418564148542,-62422,NA,NA,NA
House,AL,7,28.780550685779108,55817,NA,NA,NA
House,IN,6,-35.05921746140014,-67848,NA,NA,NA
House,NM,2,0.7006690091502182,1350,NA,NA,NA
House,CA,8,51.45704842948968,98867,NA,NA,NA
House,NY,11,-18.938367097020667,-36188,NA,NA,NA
House,AL,3,-46.0820562377236,-87743,NA,NA,NA
House,MA,7,65.68824737923406,124696,NA,NA,NA
House,TX,19,NA,NA,NA,NA,NA
House,FL,20,44.62801142456706,84064,NA,NA,NA
House,TN,1,-58.61183066227667,-110192,NA,NA,NA
House,MS,3,-41.476047072894644,-77678,NA,NA,NA
House,PA,2,51.3035466539535,95775,NA,NA,NA
House,FL,24,43.570156704735574,80993,NA,NA,NA
House,TX,25,NA,NA,NA,NA,NA
House,NJ,6,16.439089547315312,30399,NA,NA,NA
House,MD,7,64.34110205031358,118903,NA,NA,NA
House,AL,6,NA,NA,NA,NA,NA
House,TX,31,NA,NA,NA,NA,NA
House,SC,4,NA,NA,NA,NA,NA
House,TX,7,27.585808644385658,50159,NA,NA,NA
House,TN,7,-21.815929477607813,-39448,NA,NA,NA
House,TX,30,52.99729105382992,95667,NA,NA,NA
House,CA,17,41.859497484091804,75453,NA,NA,NA
House,MS,2,20.203808646326504,36401,NA,NA,NA
House,TX,35,45.153666950405444,80630,NA,NA,NA
House,IL,3,36.99897051626078,65769,NA,NA,NA
House,TX,32,30.710595552651,54511,NA,NA,NA
House,IN,7,36.350039958899416,63678,NA,NA,NA
House,CA,9,9.630733944954128,16796,NA,NA,NA
House,CA,38,16.183143920922948,28209,NA,NA,NA
House,MS,4,-48.74209505445948,-84937,NA,NA,NA
House,TN,4,-44.830687800181046,-77753,NA,NA,NA
