office_type,district,state,county,fips,margin_pct_1,margin_votes_1,margin_pct_2,margin_votes_2
President,0,AR,Calhoun,013,-53.02474793767186,-1157,-40.8,-918
President,0,AR,Carroll,015,-28.829363397473934,-3401,-32.2728978978979,-3439
President,0,AR,Chicot,017,12.381184499146965,508,15.280790551940227,634
President,0,AR,Clark,019,-14.032162001191185,-1178,-9.468021518230723,-792
President,0,AR,Clay,021,-60.273972602739725,-3124,-29.77584476413516,-1780
President,0,AR,Cleburne,023,-65.77287066246056,-8340,-61.43883689839572,-7353
President,0,AR,Cleveland,025,-61.55555555555556,-2216,-52.65231888451046,-1737
President,0,AR,Columbia,027,-31.17455896007428,-2686,-26.207989136584814,-2316
President,0,AR,Conway,029,-35.451928612550375,-3079,-27.931606482072223,-2189
President,0,AR,Craighead,031,-35.41066188881099,-13637,-35.243651338366504,-12324
President,0,AR,Crawford,033,-56.65186169108796,-13648,-54.97178966373279,-12179
President,0,AR,Crittenden,035,7.2157389869860085,1181,8.956829978478288,1415
President,0,AR,Cross,037,-45.721694036300775,-3174,-37.798272580881275,-2582
President,0,AR,Dallas,039,-23.027557568893922,-610,-12.47719810288216,-342
President,0,AR,Desha,041,2.281460134486071,95,7.382867960246096,312
President,0,AR,Drew,043,-27.837290098436597,-1923,-24.465811965811966,-1603
President,0,AR,Faulkner,045,-29.532593518042184,-16074,-31.587007160728152,-14645
President,0,AR,Franklin,047,-61.39711039416468,-4377,-54.613317408181544,-3658
President,0,AR,Fulton,049,-57.159601484664975,-2926,-50.65345699831366,-2403
