office_type,district,state,county,fips,margin_pct_1,margin_votes_1,margin_pct_2,margin_votes_2
President,0,IL,Kane,089,14.400369162828408,33391,8.941602067183462,17302
President,0,IL,Kankakee,091,-16.50912288415036,-8261,-13.25930062720165,-6173
President,0,IL,Kendall,093,5.725410793551904,3676,-1.4956213716422315,-760
President,0,IL,Knox,095,-5.628097392803276,-1306,-3.273538517574212,-719
President,0,IL,Lake,097,24.071990327870814,80438,20.29403148780205,59578
President,0,IL,LaSalle,099,-14.28943985991841,-7671,-14.432266187792846,-6992
President,0,IL,Lawrence,101,-53.98629710370601,-3467,-53.469117403543635,-3229
President,0,IL,Lee,103,-19.604622871046228,-3223,-20.361485376273414,-3098
President,0,IL,Livingston,105,-44.2121812041458,-7593,-41.01748807631161,-6192
President,0,IL,Logan,107,-39.83752068602377,-5296,-40.115416323165704,-4866
President,0,IL,McDonough,109,-16.564916564916565,-2035,-11.704105344694035,-1511
President,0,IL,McHenry,111,-2.494865656406081,-4106,-8.055942060009276,-11290
President,0,IL,McLean,113,3.926123425145041,3431,-1.472245078802456,-1163
President,0,IL,Macon,115,-17.70101443699759,-8742,-18.127022397056024,-8571
President,0,IL,Macoupin,117,-36.51017864561695,-8788,-35.01668113888762,-7662
President,0,IL,Madison,119,-13.227147821282658,-18195,-15.604916264014637,-19959
President,0,IL,Marion,121,-46.61559570089184,-8154,-44.855421686746986,-7446
President,0,IL,Marshall,123,-34.54688731284476,-2192,-33.74555310858885,-1992
President,0,IL,Mason,125,-39.447236180904525,-2669,-31.758122182496503,-2043
President,0,IL,Massac,127,-47.990613083015546,-3272,-49.585406301824214,-3289
President,0,IL,Menard,129,-39.43054357204487,-2742,-37.70823602677876,-2422
President,0,IL,Mercer,131,-23.98474310074041,-2138,-20.660567898301057,-1739
President,0,IL,Monroe,133,-35.71159105913421,-7573,-37.181503617489774,-7092
President,0,IL,Montgomery,135,-40.978126589637384,-5639,-39.95634889703017,-5126
President,0,IL,Morgan,137,-31.787647557555598,-4874,-29.89662490586705,-4367
President,0,IL,Moultrie,139,-48.96204033214709,-3302,-47.94652923176035,-2977
President,0,IL,Ogle,141,-25.89217919514047,-6820,-26.552651483317927,-6319
President,0,IL,Peoria,143,6.342514855965608,5326,2.7586652036403536,2137
President,0,IL,Perry,145,-46.67858206732201,-4701,-45.15763445291572,-4383
President,0,IL,Piatt,147,-29.63150949142219,-2919,-33.599280818069445,-2990
President,0,IL,Pike,149,-60.866290018832395,-4848,-58.15231965674444,-4337
President,0,IL,Pope,151,-59.264367816091955,-1289,-61.16322701688556,-1304
President,0,IL,Pulaski,153,-30.71075636640061,-808,-30.974524868580673,-766
President,0,IL,Putnam,155,-19.321533923303836,-655,-20.123537061118334,-619
President,0,IL,Randolph,157,-50.1945003353454,-7484,-46.82867730900798,-6571
President,0,IL,Richland,159,-52.82153044772417,-4259,-54.48230668414155,-4157
President,0,IL,Rock Island,161,12.104703892721911,8088,8.399104349621254,5289
President,0,IL,St. Clair,163,8.723381002935115,11175,5.621597134252229,6701
President,0,IL,Saline,165,-47.92136351339165,-5314,-50.71212390956026,-5697
President,0,IL,Sangamon,167,-4.36081755782761,-4568,-9.424496226884484,-9092
President,0,IL,Schuyler,169,-43.51710056151097,-1705,-38.212025316455694,-1449
President,0,IL,Scott,171,-56.25684056913535,-1542,-55.63298490127758,-1437
President,0,IL,Shelby,173,-57.22079854509383,-6922,-54.34384164222874,-5930
President,0,IL,Stark,175,-41.1988911988912,-1189,-38.01256002955301,-1029
President,0,IL,Stephenson,177,-15.720246734397678,-3466,-16.973111395646608,-3314
President,0,IL,Tazewell,179,-25.6245383846722,-17694,-28.497008540262364,-18052
President,0,IL,Union,181,-40.22911051212938,-3582,-39.82851773549448,-3391
President,0,IL,Vermilion,183,-32.874028190379875,-10402,-29.215745494815263,-8706
President,0,IL,Wabash,185,-53.21919029784198,-2984,-53.554239170677526,-2893
President,0,IL,Warren,187,-20.015143866733972,-1586,-16.675324675324674,-1284
President,0,IL,Washington,189,-56.48276732735766,-4474,-55.856832971800436,-4120
President,0,IL,Wayne,191,-70.46711377809154,-5989,-71.64486434108527,-5915
President,0,IL,White,193,-57.51581213833939,-4274,-57.99149403210317,-4227
President,0,IL,Whiteside,195,-8.306849315068494,-2274,-6.314954383181277,-1592
President,0,IL,Will,197,8.317016397798225,28799,5.671282773787842,16504
President,0,IL,Williamson,199,-37.34175338729283,-12595,-41.25771752275476,-12964
President,0,IL,Winnebago,201,2.5017618040873857,3195,-1.1740557565891336,-1327
President,0,IL,Woodford,203,-40.18513350079077,-8639,-41.83815565526845,-8112
President,0,IN,Adams,001,-52.43155746357942,-7450,-52.458010583633715,-6840
President,0,IN,Allen,003,-11.174459729598656,-18894,-19.603256806162413,-28579
President,0,IN,Bartholomew,005,-26.151510970056574,-9476,-33.33230417734416,-10796
President,0,IN,Benton,007,-48.565872630043756,-1998,-47.04433497536946,-1719
President,0,IN,Blackford,009,-46.074766355140184,-2465,-43.674823724595605,-2106
President,0,IN,Boone,011,-18.450155763239877,-7107,-29.546801409812545,-9473
President,0,IN,Brown,013,-30.51998663845897,-2741,-31.5756196256955,-2497
President,0,IN,Carroll,015,-51.20589784096893,-4862,-50.90022069926821,-4382
President,0,IN,Cass,017,-41.11067245690222,-6248,-42.01627166607712,-5939
President,0,IN,Clark,019,-18.274032729095026,-10575,-21.95718534752661,-11221
President,0,IN,Clay,021,-56.6316132713785,-6947,-55.262456701305624,-6222
President,0,IN,Clinton,023,-46.127114062862,-5973,-48.00773369199731,-5711
President,0,IN,Crawford,025,-43.042071197411005,-2128,-36.81115225441081,-1690
President,0,IN,Daviess,027,-61.96252300485193,-7407,-62.826005961251866,-6745
President,0,IN,Dearborn,029,-55.478075877555845,-14082,-55.31994981179423,-13227
President,0,IN,Decatur,031,-58.07764303735656,-7136,-57.38621000450654,-6367
President,0,IN,DeKalb,033,-47.23354391685348,-9271,-48.24571836346337,-8113
President,0,IN,Delaware,035,-13.182959473760661,-6353,-13.684869907604197,-6117
President,0,IN,Dubois,037,-40.15158474965549,-8741,-40.04619169553648,-7976
President,0,IN,Elkhart,039,-28.047911597456544,-20864,-32.434381088253794,-21143
President,0,IN,Fayette,041,-54.439621152328336,-5518,-48.13221406086044,-4587
President,0,IN,Floyd,043,-14.087842686952778,-5889,-20.11551376762928,-7488
President,0,IN,Fountain,045,-56.661657901327324,-4525,-55.994112924806,-4185
President,0,IN,Franklin,047,-62.95,-7554,-60.94631483166515,-6698
President,0,IN,Fulton,049,-48.25625888269378,-4414,-48.363983759254836,-4050
President,0,IN,Gibson,051,-48.22721366252088,-7794,-47.56334022750776,-7359
President,0,IN,Grant,053,-38.764313855443866,-10528,-39.541978683783036,-9980
President,0,IN,Greene,055,-52.178030303030305,-7714,-53.374990917677835,-7346
President,0,IN,Hamilton,057,-6.802612384599921,-13197,-19.582763783115276,-30085
President,0,IN,Hancock,059,-37.52184754491855,-16101,-44.82471479723541,-16149
President,0,IN,Harrison,061,-45.572247479739076,-9222,-44.34909326424871,-8217
President,0,IN,Hendricks,063,-23.951189198350377,-21198,-34.19038507534083,-25731
President,0,IN,Henry,065,-45.16880646695197,-9499,-43.691158156911584,-8771
President,0,IN,Howard,067,-32.35540241201083,-13146,-33.90107199216412,-12460
President,0,IN,Huntington,069,-49.873801110550225,-8892,-50.976586953799924,-8143
President,0,IN,Jackson,071,-53.29556086911321,-10253,-51.41455624001825,-9014
President,0,IN,Jasper,073,-49.01453957996769,-7585,-45.405445953041784,-6053
President,0,IN,Jay,075,-52.41697198912658,-4435,-47.82717910072846,-3808
President,0,IN,Jefferson,077,-33.55786895284752,-4932,-31.29782334150509,-4213
President,0,IN,Jennings,079,-56.8688270345278,-6967,-52.703553756185336,-5858
President,0,IN,Johnson,081,-34.11966296477621,-26483,-42.48592006522822,-28138
President,0,IN,Knox,083,-47.392417712822436,-7588,-47.180778918814184,-7305
President,0,IN,Kosciusko,085,-50.67482605415374,-18135,-55.154041432914404,-17598
President,0,IN,LaGrange,087,-54.12395372895702,-5755,-51.76926298157454,-4945
President,0,IN,Lake,089,15.053010602120423,33110,20.640009588158623,41331
President,0,IN,LaPorte,091,-7.227891156462585,-3570,-6.407521002800373,-2883
President,0,IN,Lawrence,093,-50.6064209274673,-10640,-51.49926609352065,-9824
President,0,IN,Madison,095,-22.572548413878323,-11691,-25.682072307118897,-13781
President,0,IN,Marion,097,29.15591898752371,113597,22.83435344946963,82448
President,0,IN,Marshall,099,-40.808952677272046,-8132,-41.581519324744555,-7488
President,0,IN,Martin,101,-58.67029548989114,-3018,-58.539629706677765,-2814
President,0,IN,Miami,103,-53.13342085262212,-7690,-53.638392857142854,-7209
President,0,IN,Monroe,105,28.17057528780225,17790,23.698870242785,13656
President,0,IN,Montgomery,107,-49.11036166996163,-8446,-50.91715780411893,-7689
President,0,IN,Morgan,109,-54.56732763627313,-19731,-56.55548428479795,-17634
President,0,IN,Newton,111,-52.08617812168108,-3433,-46.12329476774305,-2671
President,0,IN,Noble,113,-49.68733715476811,-9535,-49.10597986974541,-8294
President,0,IN,Ohio,115,-51.89633375474084,-1642,-49.091532396297566,-1432
President,0,IN,Orange,117,-47.64492753623188,-4208,-45.81756014165344,-3752
President,0,IN,Owen,119,-49.131663974151856,-4866,-49.35446009389671,-4205
President,0,IN,Parke,121,-55.55555555555556,-3895,-52.037712895377126,-3422
President,0,IN,Perry,123,-24.558587479935795,-2142,-18.61682242990654,-1494
President,0,IN,Pike,125,-52.68488745980707,-3277,-51.88221515810607,-3101
President,0,IN,Porter,127,-6.082604122114462,-5262,-6.782408617894681,-5188
President,0,IN,Posey,129,-40.76004835297673,-5395,-39.187017994858614,-4878
President,0,IN,Pulaski,131,-47.93317258008956,-2783,-46.47783704248666,-2527
President,0,IN,Putnam,133,-50.20184370669398,-8332,-49.59809264305177,-7281
President,0,IN,Randolph,135,-52.38482384823848,-5799,-48.47934200459066,-5069
President,0,IN,Ripley,137,-59.47025436199285,-8487,-57.3494917904613,-7335
President,0,IN,Rush,139,-53.97125567322239,-4281,-52.21790962018298,-3767
President,0,IN,St. Joseph,141,5.841823009771082,6732,0.20831049227058437,228
President,0,IN,Scott,143,-45.56638126168684,-4630,-37.88079470198676,-3432
President,0,IN,Shelby,145,-47.746485918663396,-9545,-47.231669919152495,-8471
President,0,IN,Spencer,147,-38.48082458909834,-4144,-37.26277738728788,-3711
President,0,IN,Starke,149,-46.802721088435376,-4816,-42.03338391502276,-3878
President,0,IN,Steuben,151,-42.160623685187474,-6814,-43.9504473503097,-6386
President,0,IN,Sullivan,153,-50.45585946186346,-4538,-47.02652178992873,-4025
President,0,IN,Switzerland,155,-52.21473278767453,-2169,-44.737565265182745,-1628
President,0,IN,Tippecanoe,157,0.6102340163475535,436,-5.659280315265844,-3504
President,0,IN,Tipton,159,-52.68605224248398,-4276,-53.28894806924101,-4002
President,0,IN,Union,161,-56.043640539764574,-1952,-52.647595861229455,-1730
President,0,IN,Vanderburgh,163,-9.565810821251063,-7429,-16.851730894839974,-12126
President,0,IN,Vermillion,165,-40.62291137548456,-3039,-35.15116447273253,-2430
President,0,IN,Vigo,167,-14.731385052988944,-6422,-15.16843994035735,-6002
President,0,IN,Wabash,169,-49.87305290605915,-7268,-50.69698099142751,-6801
President,0,IN,Warren,171,-54.27101967799642,-2427,-52.48787956111253,-2057
President,0,IN,Warrick,173,-27.79567826421118,-9403,-33.93225032929177,-10047
President,0,IN,Washington,175,-52.14597578054205,-6330,-49.14850436777552,-5570
President,0,IN,Wayne,177,-29.05813071281477,-8043,-30.130987292277617,-7706
President,0,IN,Wells,179,-56.419928825622776,-7927,-56.49622799664711,-7414
President,0,IN,White,181,-44.10711087229088,-4925,-42.920622096546154,-4250
President,0,IN,Whitley,183,-49.14559125085441,-8628,-51.35500482780817,-7978
President,0,IA,Adair,001,-41.15393823318171,-1719,-35.35514764565044,-1329
President,0,IA,Adams,003,-43.51851851851852,-940,-39.76945244956772,-828
President,0,IA,Allamakee,005,-29.08919428725411,-2159,-24.323533713617085,-1663
President,0,IA,Appanoose,007,-40.22406384284837,-2621,-36.384514435695536,-2218
President,0,IA,Audubon,009,-35.78947368421053,-1224,-31.25184965966262,-1056
President,0,IA,Benton,011,-27.509903018713292,-4028,-25.960555149744337,-3554
President,0,IA,Black Hawk,013,9.020467616716472,6007,7.314025402951551,4624
President,0,IA,Boone,015,-15.59322033898305,-2392,-13.880148741418765,-1941
President,0,IA,Bremer,017,-16.059397772583527,-2336,-13.857677902621722,-1850
President,0,IA,Buchanan,019,-20.89289029144236,-2251,-15.172141659268028,-1538
President,0,IA,Buena Vista,021,-25.6520142035019,-2095,-24.990830174838,-2044
President,0,IA,Butler,023,-38.50333415658187,-3118,-36.94515220598096,-2755
President,0,IA,Calhoun,025,-42.20235831114492,-2219,-40.54848188050931,-2070
President,0,IA,Carroll,027,-37.78561976179974,-4283,-31.835170100622904,-3322
President,0,IA,Cass,029,-38.042880703683345,-2768,-39.81573352232459,-2809
President,0,IA,Cedar,031,-17.041950854900495,-1824,-18.08011932665672,-1697
President,0,IA,Cerro Gordo,033,-6.306457711860846,-1501,-7.70114434675032,-1743
President,0,IA,Cherokee,035,-39.26050935869899,-2559,-40.607824118978336,-2512
President,0,IA,Chickasaw,037,-31.292414417131653,-2075,-23.166326370347104,-1475
President,0,IA,Clarke,039,-35.93147751605996,-1678,-28.217934165720774,-1243
President,0,IA,Clay,041,-38.7445646114394,-3475,-42.425661437602436,-3624
President,0,IA,Clayton,043,-28.830519074421513,-2766,-22.785227522532423,-2073
President,0,IA,Clinton,045,-10.325272410580467,-2549,-5.143309301916652,-1170
President,0,IA,Crawford,047,-36.81856304165502,-2634,-38.225007286505395,-2623
President,0,IA,Dallas,049,-1.9777944378993966,-1108,-9.639258845734641,-3626
President,0,IA,Davis,051,-49.219892735251094,-2019,-45.23068947641265,-1745
President,0,IA,Decatur,053,-39.300736067297585,-1495,-29.570618417499325,-1095
President,0,IA,Delaware,055,-35.079476157152854,-3509,-29.809056192034916,-2732
President,0,IA,Des Moines,057,-8.513730206454198,-1699,-6.95238604178913,-1301
President,0,IA,Dickinson,059,-33.59124866595518,-3777,-36.030057577827655,-3692
President,0,IA,Dubuque,061,-2.8872899899862774,-1557,-1.2439586434732957,-610
President,0,IA,Emmet,063,-35.95713991345559,-1745,-37.497344380709585,-1765
President,0,IA,Fayette,065,-22.67818574514039,-2310,-19.616834810965045,-1925
President,0,IA,Floyd,067,-19.422310756972113,-1560,-14.953036944270508,-1194
President,0,IA,Franklin,069,-35.00974658869396,-1796,-33.8351983723296,-1663
President,0,IA,Fremont,071,-42.28675136116153,-1631,-40.5740011254924,-1442
President,0,IA,Greene,073,-28.7522246391141,-1454,-23.75052498950021,-1131
President,0,IA,Grundy,075,-37.42440901594283,-2723,-39.447236180904525,-2669
President,0,IA,Guthrie,077,-35.89703343274211,-2287,-33.303855677396534,-1883
President,0,IA,Hamilton,079,-26.6020395316631,-2113,-22.862037159045986,-1735
President,0,IA,Hancock,081,-43.859364873622816,-2707,-41.1006018916595,-2390
President,0,IA,Hardin,083,-31.972410724218488,-2874,-29.1701294075745,-2457
President,0,IA,Harrison,085,-38.36909871244635,-3129,-37.5304960693955,-2769
President,0,IA,Henry,087,-32.378280905630135,-3232,-30.87443463278053,-2867
President,0,IA,Howard,089,-27.329568374344493,-1355,-20.789882405147548,-937
President,0,IA,Humboldt,091,-44.62173831424817,-2377,-45.95668587323664,-2313
President,0,IA,Ida,093,-51.00025980774227,-1963,-51.8941504178273,-1863
President,0,IA,Iowa,095,-25.272018066105524,-2462,-24.155193992490613,-2123
President,0,IA,Jackson,097,-26.14279299506062,-2911,-19.443355546844376,-1984
President,0,IA,Jasper,099,-21.536860879904875,-4347,-18.363868768640817,-3448
President,0,IA,Jefferson,101,-1.3840830449826989,-124,-0.4499437570303712,-36
President,0,IA,Johnson,103,43.23383143910031,36252,38.27359625580073,28949
President,0,IA,Jones,105,-21.466921466921466,-2359,-19.36869443612027,-1939
President,0,IA,Keokuk,107,-44.93682821044692,-2383,-43.63935776039522,-2120
President,0,IA,Kossuth,109,-39.37293729372937,-3579,-36.54320987654321,-3108
President,0,IA,Lee,111,-19.31397155491813,-3232,-16.151764927955703,-2567
President,0,IA,Linn,113,13.73785874562601,17510,8.981022814484058,10298
President,0,IA,Louisa,115,-33.27081770442611,-1774,-28.666801537527817,-1417
President,0,IA,Lucas,117,-43.26133909287257,-2003,-38.09634628810798,-1637
President,0,IA,Lyon,119,-67.60891738306863,-4640,-67.4084595959596,-4271
President,0,IA,Madison,121,-34.33428338762215,-3373,-31.326997536078846,-2670
President,0,IA,Mahaska,123,-47.37811294282708,-5403,-45.72136458928912,-4798
President,0,IA,Marion,125,-33.71984193011647,-6485,-31.166685655691012,-5471
President,0,IA,Marshall,127,-7.691883546537274,-1395,-8.485875706214689,-1502
President,0,IA,Mills,129,-37.21577164973392,-3077,-39.03785488958991,-2970
President,0,IA,Mitchell,131,-27.894194434902097,-1624,-24.27238805970149,-1301
President,0,IA,Monona,133,-38.93824027072758,-1841,-41.348066298342545,-1871
President,0,IA,Monroe,135,-46.4041095890411,-1897,-41.15504682622269,-1582
President,0,IA,Montgomery,137,-38.971278393091794,-2076,-42.396958783513405,-2119
President,0,IA,Muscatine,139,-7.019495912147453,-1451,-6.627894791994132,-1265
President,0,IA,O'Brien,141,-56.840153622036816,-4292,-60.166031573217204,-4421
President,0,IA,Osceola,143,-62.77043269230769,-2089,-61.807944948389114,-1976
President,0,IA,Page,145,-42.946333687566415,-3233,-44.11595866819747,-3074
President,0,IA,Palo Alto,147,-37.3336022589754,-1851,-36.0290971330766,-1684
President,0,IA,Plymouth,149,-49.32337186354666,-6998,-51.93382859768707,-6781
President,0,IA,Pocahontas,151,-49.51608684279362,-1893,-45.157922213521275,-1730
President,0,IA,Polk,153,15.24608220131012,39450,11.491988442343052,26250
President,0,IA,Pottawattamie,155,-16.771598461000348,-7672,-21.55070335812059,-9100
President,0,IA,Poweshiek,157,-13.323471400394478,-1351,-6.850304343340555,-664
President,0,IA,Ringgold,159,-46.38909358879882,-1259,-39.75409836065574,-1067
President,0,IA,Sac,161,-48.27461607949413,-2672,-46.97557192710353,-2423
President,0,IA,Scott,163,3.5021976479227637,3243,1.4361789863097623,1219
President,0,IA,Shelby,165,-40.29433406916851,-2738,-42.91866028708134,-2691
President,0,IA,Sioux,167,-66.45845362448165,-12661,-69.3312579909945,-12472
President,0,IA,Story,169,17.310631294329713,8835,12.214271110202413,5974
President,0,IA,Tama,171,-19.07603890362511,-1726,-20.541917554423343,-1774
President,0,IA,Taylor,173,-52.847029855340104,-1717,-45.05494505494506,-1353
President,0,IA,Union,175,-31.51172190784155,-1949,-27.756588072122053,-1601
President,0,IA,Van Buren,177,-52.33447639145344,-1984,-47.674418604651166,-1681
President,0,IA,Wapello,179,-23.635898420008957,-3695,-20.798879701253668,-3119
President,0,IA,Warren,181,-16.778891072521667,-5208,-16.354584633675138,-4402
President,0,IA,Washington,183,-20.484487887802803,-2410,-20.620842572062084,-2232
President,0,IA,Wayne,185,-51.81730459954969,-1611,-46.21704895583704,-1350
President,0,IA,Webster,187,-24.267758949612837,-4325,-21.78780671732699,-3756
President,0,IA,Winnebago,189,-26.331658291457288,-1572,-26.534895924435894,-1517
President,0,IA,Winneshiek,191,-5.122679045092839,-618,-0.8380137291610947,-94
President,0,IA,Woodbury,193,-15.501961994621048,-7032,-19.856520625160133,-8525
President,0,IA,Worth,195,-25.848800362154822,-1142,-21.821631878557874,-920
President,0,IA,Wright,197,-34.21810041573393,-2140,-31.93814086401076,-1900
President,0,KS,Allen,001,-44.436836699760356,-2596,-40.96725630410237,-2177
President,0,KS,Anderson,003,-56.693548387096776,-2109,-52.51754653646628,-1721
President,0,KS,Atchison,005,-34.354485776805255,-2512,-31.769122477709995,-2031
President,0,KS,Barber,007,-73.84349329874621,-1708,-69.76007243096424,-1541
President,0,KS,Barton,009,-56.3634704862695,-6178,-58.91157811260904,-5943
President,0,KS,Bourbon,011,-51.98473282442748,-3405,-50.82798242649544,-3008
President,0,KS,Brown,013,-48.180163785259325,-2118,-50.782828282828284,-2011
President,0,KS,Butler,015,-41.46685030989795,-13247,-45.440094636057815,-12292
President,0,KS,Chase,017,-52.300405953991884,-773,-48.5096870342772,-651
President,0,KS,Chautauqua,019,-72.52141982864137,-1185,-71.32791327913279,-1316
President,0,KS,Cherokee,021,-49.84907769703745,-4459,-48.39017409968996,-4058
President,0,KS,Cheyenne,023,-67,-938,-69.83676366217175,-984
President,0,KS,Clark,025,-70.80152671755725,-742,-70.70193285859614,-695
President,0,KS,Clay,027,-54.32994678277697,-2246,-58.11644754494231,-2166
President,0,KS,Cloud,029,-54.839482510781025,-2289,-55.12920908379013,-2112
President,0,KS,Coffey,031,-55.73291366906475,-2479,-57.31953558808682,-2271
President,0,KS,Comanche,033,-68.47345132743362,-619,-70.36172695449241,-603
President,0,KS,Cowley,035,-37.890877722665515,-5271,-37.630432996467015,-4580
President,0,KS,Crawford,037,-23.124775690872113,-3866,-23.118578172729798,-3330
President,0,KS,Decatur,039,-70.23319615912209,-1024,-71.36986301369863,-1042
President,0,KS,Dickinson,041,-54.13151633138654,-5005,-53.98351648351648,-4323
President,0,KS,Doniphan,043,-61.81273816004355,-2271,-59.92275698158051,-2017
President,0,KS,Douglas,045,39.44907890163365,22699,32.71962016130704,15781
President,0,KS,Edwards,047,-60.86341118188252,-860,-63.07339449541284,-825
President,0,KS,Elk,049,-69.71046770601336,-939,-70.53216838760922,-888
President,0,KS,Ellis,051,-43.967113547144656,-5936,-48.38765008576329,-5642
President,0,KS,Ellsworth,053,-52.03136136849608,-1460,-53.998476770753996,-1418
President,0,KS,Finney,055,-25.501482644339788,-2924,-32.360497379508786,-3149
President,0,KS,Ford,057,-32.056497175141246,-2837,-39.89225589225589,-2962
President,0,KS,Franklin,059,-38.401241120274356,-4703,-39.36948770876337,-4196
President,0,KS,Geary,061,-14.692299430780796,-1368,-21.70009819048955,-1547
President,0,KS,Gove,063,-76.27355198883461,-1093,-73.644578313253,-978
President,0,KS,Graham,065,-63.74807987711213,-830,-65.45454545454545,-828
President,0,KS,Grant,067,-57.62642740619902,-1413,-57.4643011683254,-1328
President,0,KS,Gray,069,-68.48214285714286,-1534,-69.31874689209349,-1394
President,0,KS,Greeley,071,-73.13195548489666,-460,-68.85758998435055,-440
President,0,KS,Greenwood,073,-60.79207920792079,-1842,-59.12486659551761,-1662
President,0,KS,Hamilton,075,-65.71087216248506,-550,-68.00472255017709,-576
President,0,KS,Harper,077,-63.78522467631379,-1675,-62.15678471945881,-1562
President,0,KS,Harvey,079,-19.742867206762945,-3363,-24.050894085281982,-3497
President,0,KS,Haskell,081,-60.88214027476501,-842,-60.23076923076923,-783
President,0,KS,Hodgeman,083,-69.21587608906098,-715,-71.66998011928429,-721
President,0,KS,Jackson,085,-39.935064935064936,-2583,-41.88929631569757,-2399
President,0,KS,Jefferson,087,-32.220018787182966,-3087,-32.253711201079625,-2629
President,0,KS,Jewell,089,-72.01492537313433,-1158,-69.04922454484154,-1024
President,0,KS,Johnson,091,8.193802842701196,28628,-2.7106054269301847,-7583
President,0,KS,Kearny,093,-62.20806794055202,-879,-62.18867924528302,-824
President,0,KS,Kingman,095,-59.98981929244083,-2357,-58.3053946967388,-1913
President,0,KS,Kiowa,097,-70.58823529411765,-804,-72.72727272727273,-744
President,0,KS,Labette,099,-36.035179462800095,-3032,-37.858315443869174,-2998
President,0,KS,Lane,101,-72.40990990990991,-643,-69.79542719614922,-580
President,0,KS,Leavenworth,103,-21.11311089574969,-7625,-24.676506267691064,-7323
President,0,KS,Lincoln,105,-64.14012738853503,-1007,-65.88397790055248,-954
President,0,KS,Linn,107,-62.75749541097287,-3077,-62.07057723767235,-2656
President,0,KS,Logan,109,-72.79053583855254,-1046,-72.3293768545994,-975
President,0,KS,Lyon,111,-11.033622081926296,-1503,-16.160068114091104,-1898
President,0,KS,McPherson,113,-40.272569945197574,-5585,-41.9834445069517,-5224
President,0,KS,Marion,115,-48.818897637795274,-2914,-50.338517840805125,-2751
President,0,KS,Marshall,117,-48.23810471829584,-2423,-47.83748361730013,-2190
President,0,KS,Meade,119,-69.00940785832873,-1247,-70.68656716417911,-1184
President,0,KS,Miami,121,-39.62210621879255,-6983,-40.03534529635672,-5890
President,0,KS,Mitchell,123,-62.750904902928596,-1907,-61.86260623229462,-1747
President,0,KS,Montgomery,125,-50.246641875996055,-6621,-50.838853996386476,-5909
President,0,KS,Morris,127,-47.87644787644788,-1364,-46.88473520249221,-1204
President,0,KS,Morton,129,-73.68873602751505,-857,-71.12068965517241,-825
President,0,KS,Nemaha,131,-65.63555555555556,-3692,-66.70646766169155,-3352
President,0,KS,Neosho,133,-46.28149042087796,-3068,-46.7566249390343,-2876
President,0,KS,Ness,135,-78.54741089441829,-1168,-73.58885017421603,-1056
President,0,KS,Norton,137,-67.61506276150628,-1616,-69.90867579908675,-1531
President,0,KS,Osage,139,-44.241733181299885,-3492,-43.26950971859588,-2983
President,0,KS,Osborne,141,-69.24697209057399,-1315,-68.79634911580148,-1206
President,0,KS,Ottawa,143,-65.74865463754352,-2077,-64.09630146545709,-1837
President,0,KS,Pawnee,145,-51.36430678466077,-1393,-50.15372790161414,-1305
President,0,KS,Phillips,147,-75.21802325581395,-2070,-72.92225201072387,-1904
President,0,KS,Pottawatomie,149,-46.74209910261413,-5990,-50.777102036876144,-5260
President,0,KS,Pratt,151,-52.66617969320672,-2163,-53.99369416710457,-2055
President,0,KS,Rawlins,153,-69.45187165775401,-1039,-72.44475138121547,-1049
President,0,KS,Reno,155,-34.30354193429987,-9346,-35.95189355168884,-8430
President,0,KS,Republic,157,-66.2883087400681,-1752,-65.33816425120773,-1623
President,0,KS,Rice,159,-52.81323877068558,-2234,-55.620970002803475,-1984
President,0,KS,Riley,161,3.2110668622930203,766,-4.517704517704518,-925
President,0,KS,Rooks,163,-73.73167981961669,-1962,-72.58200168208579,-1726
President,0,KS,Rush,165,-64.8741418764302,-1134,-64.4504748982361,-950
President,0,KS,Russell,167,-63.400408282298045,-2174,-66.39135959339264,-2090
President,0,KS,Saline,169,-30.49224206432186,-7291,-34.34405356974441,-7283
President,0,KS,Scott,171,-73.25581395348837,-1701,-74.10838351088466,-1600
President,0,KS,Sedgwick,173,-12.565089533228441,-26833,-19.14412171507607,-34603
President,0,KS,Seward,175,-30.37850558933124,-1549,-32.34239932532152,-1534
President,0,KS,Shawnee,177,2.9864610668586424,2572,-2.822887247447317,-2079
President,0,KS,Sheridan,179,-78.23908375089478,-1093,-77.82672540381792,-1060
President,0,KS,Sherman,181,-68.68686868686869,-1836,-67.1265273945605,-1703
President,0,KS,Smith,183,-67.20841300191205,-1406,-66.53426017874875,-1340
President,0,KS,Stafford,185,-63.26227069905801,-1276,-62.738853503184714,-1182
President,0,KS,Stanton,187,-59.97392438070404,-460,-60.37735849056604,-448
President,0,KS,Stevens,189,-75.01251877816725,-1498,-72.80086346465191,-1349
President,0,KS,Sumner,191,-50.53344466091474,-5447,-50.61091215504529,-4805
President,0,KS,Thomas,193,-65.47179757511861,-2484,-67.90123456790124,-2365
President,0,KS,Trego,195,-68.80848409232689,-1103,-69.77381768334476,-1018
President,0,KS,Wabaunsee,197,-48.096348096348095,-1857,-47.455089820359284,-1585
President,0,KS,Wallace,199,-87.88249694002448,-718,-85.49422336328627,-666
President,0,KS,Washington,201,-65.59971860710517,-1865,-65.67052670900262,-1758
President,0,KS,Wichita,203,-68.26222684703434,-656,-67.0235546038544,-626
President,0,KS,Wilson,205,-61.55424467812259,-2400,-63.095921883974725,-2197
