state,county,total_winner,total_margin,total_votes,democrat_votes,republican_votes,democrat_vote_share,republican_vote_share,absentee_votes,absentee_vote_share,absentee_winner,absentee_margin,republican_absentee_votes,democrat_absentee_votes,republican_absentee_vote_share,democrat_absentee_vote_share
Illinois,Ford County,REPUBLICAN,47.9,6396,1414,4480,22.1,70.0,6396,100.0,REPUBLICAN,47.9,4480,1414,70.0,22.1
Illinois,Franklin County,REPUBLICAN,44.8,18711,4727,13116,25.3,70.1,18711,100.0,REPUBLICAN,44.8,13116,4727,70.1,25.3
Illinois,Fulton County,REPUBLICAN,14.9,15797,6133,8492,38.8,53.8,15797,100.0,REPUBLICAN,14.9,8492,6133,53.8,38.8
Illinois,Gallatin County,REPUBLICAN,47.5,2707,657,1942,24.3,71.7,2707,100.0,REPUBLICAN,47.5,1942,657,71.7,24.3
Illinois,Greene County,REPUBLICAN,52.6,5585,1205,4145,21.6,74.2,5585,100.0,REPUBLICAN,52.6,4145,1205,74.2,21.6
Illinois,Grundy County,REPUBLICAN,23.2,23237,8065,13454,34.7,57.9,23237,100.0,REPUBLICAN,23.2,13454,8065,57.9,34.7
Illinois,Hamilton County,REPUBLICAN,57.7,4166,802,3206,19.3,77.0,4166,100.0,REPUBLICAN,57.7,3206,802,77.0,19.3
Illinois,Hancock County,REPUBLICAN,47.0,9121,2139,6430,23.5,70.5,9121,100.0,REPUBLICAN,47.0,6430,2139,70.5,23.5
Illinois,Hardin County,REPUBLICAN,57.4,2148,420,1653,19.6,77.0,2148,100.0,REPUBLICAN,57.4,1653,420,77.0,19.6
Illinois,Henderson County,REPUBLICAN,28.4,3518,1155,2155,32.8,61.3,3518,100.0,REPUBLICAN,28.4,2155,1155,61.3,32.8
Illinois,Henry County,REPUBLICAN,20.8,24643,8871,13985,36.0,56.8,24643,100.0,REPUBLICAN,20.8,13985,8871,56.8,36.0
Illinois,Iroquois County,REPUBLICAN,55.5,13064,2504,9750,19.2,74.6,13064,100.0,REPUBLICAN,55.5,9750,2504,74.6,19.2
Illinois,Jackson County,DEMOCRAT,3.2,24617,11634,10843,47.3,44.0,24617,100.0,DEMOCRAT,3.2,10843,11634,44.0,47.3
Illinois,Jasper County,REPUBLICAN,59.4,5136,924,3975,18.0,77.4,5136,100.0,REPUBLICAN,59.4,3975,924,77.4,18.0
Illinois,Jefferson County,REPUBLICAN,42.8,16999,4425,11695,26.0,68.8,16999,100.0,REPUBLICAN,42.8,11695,4425,68.8,26.0
Illinois,Jersey County,REPUBLICAN,46.1,10991,2679,7748,24.4,70.5,10991,100.0,REPUBLICAN,46.1,7748,2679,70.5,24.4
Illinois,Jo Daviess County,REPUBLICAN,14.6,11334,4462,6121,39.4,54.0,11334,100.0,REPUBLICAN,14.6,6121,4462,54.0,39.4
Illinois,Johnson County,REPUBLICAN,57.6,6089,1142,4649,18.8,76.4,6089,100.0,REPUBLICAN,57.6,4649,1142,76.4,18.8
Illinois,Kane County,DEMOCRAT,10.5,199069,103665,82734,52.1,41.6,199069,100.0,DEMOCRAT,10.5,82734,103665,41.6,52.1
Illinois,Kankakee County,REPUBLICAN,13.0,47305,18971,25129,40.1,53.1,47305,100.0,REPUBLICAN,13.0,25129,18971,53.1,40.1
Illinois,Kendall County,REPUBLICAN,0.1,54055,24884,24961,46.0,46.2,54055,100.0,REPUBLICAN,0.1,24961,24884,46.2,46.0
Illinois,Knox County,REPUBLICAN,2.9,22503,10083,10737,44.8,47.7,22503,100.0,REPUBLICAN,2.9,10737,10083,47.7,44.8
Illinois,LaSalle County,REPUBLICAN,14.4,49743,19543,26689,39.3,53.7,49743,100.0,REPUBLICAN,14.4,26689,19543,53.7,39.3
Illinois,Lake County,DEMOCRAT,20.2,303520,171095,109767,56.4,36.2,303520,100.0,DEMOCRAT,20.2,109767,171095,36.2,56.4
Illinois,Lawrence County,REPUBLICAN,53.0,6094,1290,4521,21.2,74.2,6094,100.0,REPUBLICAN,53.0,4521,1290,74.2,21.2
Illinois,Lee County,REPUBLICAN,19.9,15489,5528,8612,35.7,55.6,15489,100.0,REPUBLICAN,19.9,8612,5528,55.6,35.7
Illinois,Livingston County,REPUBLICAN,40.5,15269,4023,10208,26.3,66.9,15269,100.0,REPUBLICAN,40.5,10208,4023,66.9,26.3
Illinois,Logan County,REPUBLICAN,39.3,12401,3313,8181,26.7,66.0,12401,100.0,REPUBLICAN,39.3,8181,3313,66.0,26.7
Illinois,Macon County,REPUBLICAN,17.7,48060,18343,26866,38.2,55.9,48060,100.0,REPUBLICAN,17.7,26866,18343,55.9,38.2
Illinois,Macoupin County,REPUBLICAN,34.1,22360,6689,14322,29.9,64.1,22360,100.0,REPUBLICAN,34.1,14322,6689,64.1,29.9
Illinois,Madison County,REPUBLICAN,15.3,130179,50587,70490,38.9,54.1,130179,100.0,REPUBLICAN,15.3,70490,50587,54.1,38.9
Illinois,Marion County,REPUBLICAN,43.9,17074,4369,11859,25.6,69.5,17074,100.0,REPUBLICAN,43.9,11859,4369,69.5,25.6
Illinois,Marshall County,REPUBLICAN,33.4,5984,1789,3785,29.9,63.3,5984,100.0,REPUBLICAN,33.4,3785,1789,63.3,29.9
Illinois,Mason County,REPUBLICAN,31.5,6486,2014,4058,31.1,62.6,6486,100.0,REPUBLICAN,31.5,4058,2014,62.6,31.1
Illinois,Massac County,REPUBLICAN,49.2,6683,1558,4846,23.3,72.5,6683,100.0,REPUBLICAN,49.2,4846,1558,72.5,23.3
Illinois,McDonough County,REPUBLICAN,11.5,13092,5288,6795,40.4,51.9,13092,100.0,REPUBLICAN,11.5,6795,5288,51.9,40.4
Illinois,McHenry County,REPUBLICAN,7.8,145396,61978,73355,42.6,50.5,145396,100.0,REPUBLICAN,7.8,73355,61978,50.5,42.6
Illinois,McLean County,REPUBLICAN,1.3,80985,36196,37237,44.7,46.0,80985,100.0,REPUBLICAN,1.3,37237,36196,46.0,44.7
Illinois,Menard County,REPUBLICAN,37.1,6515,1817,4231,27.9,64.9,6515,100.0,REPUBLICAN,37.1,4231,1817,64.9,27.9
Illinois,Mercer County,REPUBLICAN,20.4,8525,3071,4807,36.0,56.4,8525,100.0,REPUBLICAN,20.4,4807,3071,56.4,36.0
Illinois,Monroe County,REPUBLICAN,36.7,19354,5535,12629,28.6,65.3,19354,100.0,REPUBLICAN,36.7,12629,5535,65.3,28.6
Illinois,Montgomery County,REPUBLICAN,39.5,12978,3504,8630,27.0,66.5,12978,100.0,REPUBLICAN,39.5,8630,3504,66.5,27.0
Illinois,Morgan County,REPUBLICAN,29.6,14800,4696,9076,31.7,61.3,14800,100.0,REPUBLICAN,29.6,9076,4696,61.3,31.7
Illinois,Moultrie County,REPUBLICAN,47.3,6283,1481,4455,23.6,70.9,6283,100.0,REPUBLICAN,47.3,4455,1481,70.9,23.6
Illinois,Ogle County,REPUBLICAN,26.0,24193,8050,14352,33.3,59.3,24193,100.0,REPUBLICAN,26.0,14352,8050,59.3,33.3
Illinois,Peoria County,DEMOCRAT,3.1,78503,38060,35633,48.5,45.4,78503,100.0,DEMOCRAT,3.1,35633,38060,45.4,48.5
Illinois,Perry County,REPUBLICAN,44.6,9853,2462,6855,25.0,69.6,9853,100.0,REPUBLICAN,44.6,6855,2462,69.6,25.0
Illinois,Piatt County,REPUBLICAN,33.2,9008,2645,5634,29.4,62.5,9008,100.0,REPUBLICAN,33.2,5634,2645,62.5,29.4
Illinois,Pike County,REPUBLICAN,57.6,7530,1413,5754,18.8,76.4,7530,100.0,REPUBLICAN,57.6,5754,1413,76.4,18.8
Illinois,Pope County,REPUBLICAN,60.8,2142,375,1678,17.5,78.3,2142,100.0,REPUBLICAN,60.8,1678,375,78.3,17.5
Illinois,Pulaski County,REPUBLICAN,26.1,2735,962,1675,35.2,61.2,2735,100.0,REPUBLICAN,26.1,1675,962,61.2,35.2
Illinois,Putnam County,REPUBLICAN,19.9,3111,1147,1767,36.9,56.8,3111,100.0,REPUBLICAN,19.9,1767,1147,56.8,36.9
Illinois,Randolph County,REPUBLICAN,46.4,14194,3439,10023,24.2,70.6,14194,100.0,REPUBLICAN,46.4,10023,3439,70.6,24.2
Illinois,Richland County,REPUBLICAN,54.1,7684,1584,5739,20.6,74.7,7684,100.0,REPUBLICAN,54.1,5739,1584,74.7,20.6
Illinois,Rock Island County,REPUBLICAN,0.0,63994,0,0,0.0,0.0,63994,100.0,REPUBLICAN,0.0,0,0,0.0,0.0
Illinois,Saline County,REPUBLICAN,50.1,11384,2572,8276,22.6,72.7,11384,100.0,REPUBLICAN,50.1,8276,2572,72.7,22.6
Illinois,Sangamon County,REPUBLICAN,9.2,98373,40907,49944,41.6,50.8,98373,100.0,REPUBLICAN,9.2,49944,40907,50.8,41.6
Illinois,Schuyler County,REPUBLICAN,37.9,3828,1075,2524,28.1,65.9,3828,100.0,REPUBLICAN,37.9,2524,1075,65.9,28.1
Illinois,Scott County,REPUBLICAN,54.9,2608,535,1966,20.5,75.4,2608,100.0,REPUBLICAN,54.9,1966,535,75.4,20.5
Illinois,Shelby County,REPUBLICAN,54.0,11010,2288,8229,20.8,74.7,11010,100.0,REPUBLICAN,54.0,8229,2288,74.7,20.8
Illinois,St. Clair County,DEMOCRAT,5.7,121436,60756,53857,50.0,44.4,121436,100.0,DEMOCRAT,5.7,53857,60756,44.4,50.0
Illinois,Stark County,REPUBLICAN,37.4,2743,751,1778,27.4,64.8,2743,100.0,REPUBLICAN,37.4,1778,751,64.8,27.4
Illinois,Stephenson County,REPUBLICAN,16.3,20343,7768,11083,38.2,54.5,20343,100.0,REPUBLICAN,16.3,11083,7768,54.5,38.2
Illinois,Tazewell County,REPUBLICAN,28.0,64400,20685,38707,32.1,60.1,64400,100.0,REPUBLICAN,28.0,38707,20685,60.1,32.1
Illinois,Union County,REPUBLICAN,39.7,8537,2402,5790,28.1,67.8,8537,100.0,REPUBLICAN,39.7,5790,2402,67.8,28.1
Illinois,Vermilion County,REPUBLICAN,29.4,30782,10039,19087,32.6,62.0,30782,100.0,REPUBLICAN,29.4,19087,10039,62.0,32.6
Illinois,Wabash County,REPUBLICAN,53.0,5464,1151,4047,21.1,74.1,5464,100.0,REPUBLICAN,53.0,4047,1151,74.1,21.1
Illinois,Warren County,REPUBLICAN,16.5,7807,2987,4275,38.3,54.8,7807,100.0,REPUBLICAN,16.5,4275,2987,54.8,38.3
Illinois,Washington County,REPUBLICAN,55.5,7427,1448,5571,19.5,75.0,7427,100.0,REPUBLICAN,55.5,5571,1448,75.0,19.5
Illinois,Wayne County,REPUBLICAN,71.6,8261,1048,6967,12.7,84.3,8261,100.0,REPUBLICAN,71.6,6967,1048,84.3,12.7
Illinois,White County,REPUBLICAN,57.6,7335,1412,5640,19.3,76.9,7335,100.0,REPUBLICAN,57.6,5640,1412,76.9,19.3
Illinois,Whiteside County,REPUBLICAN,6.2,25582,11035,12615,43.1,49.3,25582,100.0,REPUBLICAN,6.2,12615,11035,49.3,43.1
Illinois,Will County,DEMOCRAT,6.3,304226,151927,132720,49.9,43.6,304226,100.0,DEMOCRAT,6.3,132720,151927,43.6,49.9
Illinois,Williamson County,REPUBLICAN,40.8,31852,8581,21570,26.9,67.7,31852,100.0,REPUBLICAN,40.8,21570,8581,67.7,26.9
Illinois,Winnebago County,DEMOCRAT,0.1,120055,55713,55624,46.4,46.3,120055,100.0,DEMOCRAT,0.1,55624,55713,46.3,46.4
Illinois,Woodford County,REPUBLICAN,40.9,19864,5092,13207,25.6,66.5,19864,100.0,REPUBLICAN,40.9,13207,5092,66.5,25.6
Indiana,Adams County,REPUBLICAN,52.4,13048,2805,9648,21.5,73.9,13048,100.0,REPUBLICAN,52.4,9648,2805,73.9,21.5
Indiana,Allen County,REPUBLICAN,19.5,146047,55379,83867,37.9,57.4,146047,100.0,REPUBLICAN,19.5,83867,55379,57.4,37.9
Indiana,Bartholomew County,REPUBLICAN,33.3,32391,9841,20639,30.4,63.7,32391,100.0,REPUBLICAN,33.3,20639,9841,63.7,30.4
Indiana,Benton County,REPUBLICAN,48.8,5313,1213,3807,22.8,71.7,5313,100.0,REPUBLICAN,48.8,3807,1213,71.7,22.8
Indiana,Blackford County,REPUBLICAN,43.7,4823,1243,3350,25.8,69.5,4823,100.0,REPUBLICAN,43.7,3350,1243,69.5,25.8
Indiana,Boone County,REPUBLICAN,38.0,41550,11762,27537,28.3,66.3,41550,100.0,REPUBLICAN,38.0,27537,11762,66.3,28.3
Indiana,Brown County,REPUBLICAN,32.9,12135,3846,7838,31.7,64.6,12135,100.0,REPUBLICAN,32.9,7838,3846,64.6,31.7
Indiana,Carroll County,REPUBLICAN,51.3,12644,2792,9278,22.1,73.4,12644,100.0,REPUBLICAN,51.3,9278,2792,73.4,22.1
Indiana,Cass County,REPUBLICAN,42.0,14140,3759,9701,26.6,68.6,14140,100.0,REPUBLICAN,42.0,9701,3759,68.6,26.6
Indiana,Clark County,REPUBLICAN,21.9,51146,18808,30034,36.8,58.7,51146,100.0,REPUBLICAN,21.9,30034,18808,58.7,36.8
Indiana,Clay County,REPUBLICAN,58.2,13380,2580,10373,19.3,77.5,13380,100.0,REPUBLICAN,58.2,10373,2580,77.5,19.3
Indiana,Clinton County,REPUBLICAN,48.0,11897,2819,8531,23.7,71.7,11897,100.0,REPUBLICAN,48.0,8531,2819,71.7,23.7
Indiana,Crawford County,REPUBLICAN,36.8,4593,1323,3015,28.8,65.6,4593,100.0,REPUBLICAN,36.8,3015,1323,65.6,28.8
Indiana,Daviess County,REPUBLICAN,62.8,10736,1800,8545,16.8,79.6,10736,100.0,REPUBLICAN,62.8,8545,1800,79.6,16.8
Indiana,DeKalb County,REPUBLICAN,48.2,16816,3941,12054,23.4,71.7,16816,100.0,REPUBLICAN,48.2,12054,3941,71.7,23.4
Indiana,Dearborn County,REPUBLICAN,55.3,23914,4883,18113,20.4,75.7,23914,100.0,REPUBLICAN,55.3,18113,4883,75.7,20.4
Indiana,Decatur County,REPUBLICAN,57.4,11098,2121,8490,19.1,76.5,11098,100.0,REPUBLICAN,57.4,8490,2121,76.5,19.1
Indiana,Delaware County,REPUBLICAN,13.7,44699,18100,24217,40.5,54.2,44699,100.0,REPUBLICAN,13.7,24217,18100,54.2,40.5
Indiana,Dubois County,REPUBLICAN,39.5,23454,6507,15779,27.7,67.3,23454,100.0,REPUBLICAN,39.5,15779,6507,67.3,27.7
Indiana,Elkhart County,REPUBLICAN,33.6,103411,32580,67307,31.5,65.1,103411,100.0,REPUBLICAN,33.6,67307,32580,65.1,31.5
Indiana,Fayette County,REPUBLICAN,47.3,11886,2908,8535,24.5,71.8,11886,100.0,REPUBLICAN,47.3,8535,2908,71.8,24.5
Indiana,Floyd County,REPUBLICAN,18.8,53292,20542,30552,38.5,57.3,53292,100.0,REPUBLICAN,18.8,30552,20542,57.3,38.5
Indiana,Fountain County,REPUBLICAN,56.0,10904,2178,8282,20.0,76.0,10904,100.0,REPUBLICAN,56.0,8282,2178,76.0,20.0
Indiana,Franklin County,REPUBLICAN,61.2,14062,2500,11108,17.8,79.0,14062,100.0,REPUBLICAN,61.2,11108,2500,79.0,17.8
Indiana,Fulton County,REPUBLICAN,48.6,11861,2790,8552,23.5,72.1,11861,100.0,REPUBLICAN,48.6,8552,2790,72.1,23.5
Indiana,Gibson County,REPUBLICAN,47.6,15475,3721,11081,24.0,71.6,15475,100.0,REPUBLICAN,47.6,11081,3721,71.6,24.0
Indiana,Grant County,REPUBLICAN,39.6,25216,7010,17008,27.8,67.4,25216,100.0,REPUBLICAN,39.6,17008,7010,67.4,27.8
Indiana,Greene County,REPUBLICAN,53.4,13765,2929,10277,21.3,74.7,13765,100.0,REPUBLICAN,53.4,10277,2929,74.7,21.3
Indiana,Hamilton County,REPUBLICAN,19.6,153630,57214,87299,37.2,56.8,153630,100.0,REPUBLICAN,19.6,87299,57214,56.8,37.2
Indiana,Hancock County,REPUBLICAN,44.8,36027,8901,25050,24.7,69.5,36027,100.0,REPUBLICAN,44.8,25050,8901,69.5,24.7
Indiana,Harrison County,REPUBLICAN,44.1,18485,4783,12943,25.9,70.0,18485,100.0,REPUBLICAN,44.1,12943,4783,70.0,25.9
Indiana,Hendricks County,REPUBLICAN,34.2,75275,22600,48337,30.0,64.2,75275,100.0,REPUBLICAN,34.2,48337,22600,64.2,30.0
Indiana,Henry County,REPUBLICAN,43.7,20075,5124,13895,25.5,69.2,20075,100.0,REPUBLICAN,43.7,13895,5124,69.2,25.5
Indiana,Howard County,REPUBLICAN,33.9,36762,11220,23678,30.5,64.4,36762,100.0,REPUBLICAN,33.9,23678,11220,64.4,30.5
Indiana,Huntington County,REPUBLICAN,50.9,16075,3542,11719,22.0,72.9,16075,100.0,REPUBLICAN,50.9,11719,3542,72.9,22.0
Indiana,Jackson County,REPUBLICAN,51.4,17534,3843,12859,21.9,73.3,17534,100.0,REPUBLICAN,51.4,12859,3843,73.3,21.9
Indiana,Jasper County,REPUBLICAN,45.4,13331,3329,9382,25.0,70.4,13331,100.0,REPUBLICAN,45.4,9382,3329,70.4,25.0
Indiana,Jay County,REPUBLICAN,47.8,7962,1889,5697,23.7,71.6,7962,100.0,REPUBLICAN,47.8,5697,1889,71.6,23.7
Indiana,Jefferson County,REPUBLICAN,31.3,13470,4326,8546,32.1,63.4,13470,100.0,REPUBLICAN,31.3,8546,4326,63.4,32.1
Indiana,Jennings County,REPUBLICAN,52.7,11117,2364,8224,21.3,74.0,11117,100.0,REPUBLICAN,52.7,8224,2364,74.0,21.3
Indiana,Johnson County,REPUBLICAN,42.5,66228,17317,45456,26.1,68.6,66228,100.0,REPUBLICAN,42.5,45456,17317,68.6,26.1
Indiana,Knox County,REPUBLICAN,47.0,15627,3819,11167,24.4,71.5,15627,100.0,REPUBLICAN,47.0,11167,3819,71.5,24.4
Indiana,Kosciusko County,REPUBLICAN,55.2,31917,6313,23917,19.8,74.9,31917,100.0,REPUBLICAN,55.2,23917,6313,74.9,19.8
Indiana,LaGrange County,REPUBLICAN,51.8,9552,2080,7025,21.8,73.5,9552,100.0,REPUBLICAN,51.8,7025,2080,73.5,21.8
Indiana,LaPorte County,REPUBLICAN,6.3,45609,19798,22687,43.4,49.7,45609,100.0,REPUBLICAN,6.3,22687,19798,49.7,43.4
Indiana,Lake County,DEMOCRAT,20.6,200349,116935,75625,58.4,37.7,200349,100.0,DEMOCRAT,20.6,75625,116935,37.7,58.4
Indiana,Lawrence County,REPUBLICAN,51.5,19077,4210,14035,22.1,73.6,19077,100.0,REPUBLICAN,51.5,14035,4210,73.6,22.1
Indiana,Madison County,REPUBLICAN,25.7,53679,18600,32389,34.7,60.3,53679,100.0,REPUBLICAN,25.7,32389,18600,60.3,34.7
Indiana,Marion County,DEMOCRAT,22.8,362087,212866,130309,58.8,36.0,362087,100.0,DEMOCRAT,22.8,130309,212866,36.0,58.8
Indiana,Marshall County,REPUBLICAN,44.2,22970,5940,16100,25.9,70.1,22970,100.0,REPUBLICAN,44.2,16100,5940,70.1,25.9
Indiana,Martin County,REPUBLICAN,58.3,5925,1104,4556,18.6,76.9,5925,100.0,REPUBLICAN,58.3,4556,1104,76.9,18.6
Indiana,Miami County,REPUBLICAN,53.6,13440,2766,9975,20.6,74.2,13440,100.0,REPUBLICAN,53.6,9975,2766,74.2,20.6
Indiana,Monroe County,DEMOCRAT,23.3,58480,34236,20600,58.5,35.2,58480,100.0,DEMOCRAT,23.3,20600,34236,35.2,58.5
Indiana,Montgomery County,REPUBLICAN,50.8,15158,3362,11059,22.2,73.0,15158,100.0,REPUBLICAN,50.8,11059,3362,73.0,22.2
Indiana,Morgan County,REPUBLICAN,56.5,31186,6040,23674,19.4,75.9,31186,100.0,REPUBLICAN,56.5,23674,6040,75.9,19.4
Indiana,Newton County,REPUBLICAN,43.7,7914,1881,5340,23.8,67.5,7914,100.0,REPUBLICAN,43.7,5340,1881,67.5,23.8
Indiana,Noble County,REPUBLICAN,49.1,16890,3904,12198,23.1,72.2,16890,100.0,REPUBLICAN,49.1,12198,3904,72.2,23.1
Indiana,Ohio County,REPUBLICAN,49.1,2917,686,2118,23.5,72.6,2917,100.0,REPUBLICAN,49.1,2118,686,72.6,23.5
Indiana,Orange County,REPUBLICAN,45.8,8192,2048,5803,25.0,70.8,8192,100.0,REPUBLICAN,45.8,5803,2048,70.8,25.0
Indiana,Owen County,REPUBLICAN,49.4,8522,1946,6153,22.8,72.2,8522,100.0,REPUBLICAN,49.4,6153,1946,72.2,22.8
Indiana,Parke County,REPUBLICAN,52.0,6576,1441,4863,21.9,74.0,6576,100.0,REPUBLICAN,52.0,4863,1441,74.0,21.9
Indiana,Perry County,REPUBLICAN,18.6,8025,3062,4556,38.2,56.8,8025,100.0,REPUBLICAN,18.6,4556,3062,56.8,38.2
Indiana,Pike County,REPUBLICAN,51.9,5979,1297,4399,21.7,73.6,5979,100.0,REPUBLICAN,51.9,4399,1297,73.6,21.7
Indiana,Porter County,REPUBLICAN,4.5,106124,48150,52924,45.4,49.9,106124,100.0,REPUBLICAN,4.5,52924,48150,49.9,45.4
Indiana,Posey County,REPUBLICAN,39.2,12467,3521,8404,28.2,67.4,12467,100.0,REPUBLICAN,39.2,8404,3521,67.4,28.2
Indiana,Pulaski County,REPUBLICAN,46.5,5437,1327,3854,24.4,70.9,5437,100.0,REPUBLICAN,46.5,3854,1327,70.9,24.4
Indiana,Putnam County,REPUBLICAN,49.6,14680,3356,10637,22.9,72.5,14680,100.0,REPUBLICAN,49.6,10637,3356,72.5,22.9
Indiana,Randolph County,REPUBLICAN,48.5,10459,2446,7517,23.4,71.9,10459,100.0,REPUBLICAN,48.5,7517,2446,71.9,23.4
Indiana,Ripley County,REPUBLICAN,57.3,12790,2471,9806,19.3,76.7,12790,100.0,REPUBLICAN,57.3,9806,2471,76.7,19.3
Indiana,Rush County,REPUBLICAN,52.2,7214,1525,5292,21.1,73.4,7214,100.0,REPUBLICAN,52.2,5292,1525,73.4,21.1
Indiana,Scott County,REPUBLICAN,37.9,9060,2642,6074,29.2,67.0,9060,100.0,REPUBLICAN,37.9,6074,2642,67.0,29.2
Indiana,Shelby County,REPUBLICAN,47.2,17935,4247,12718,23.7,70.9,17935,100.0,REPUBLICAN,47.2,12718,4247,70.9,23.7
Indiana,Spencer County,REPUBLICAN,37.3,9959,2861,6572,28.7,66.0,9959,100.0,REPUBLICAN,37.3,6572,2861,66.0,28.7
Indiana,St. Joseph County,DEMOCRAT,2.3,151248,74231,70805,49.1,46.8,151248,100.0,DEMOCRAT,2.3,70805,74231,46.8,49.1
Indiana,Starke County,REPUBLICAN,42.0,9226,2489,6367,27.0,69.0,9226,100.0,REPUBLICAN,42.0,6367,2489,69.0,27.0
Indiana,Steuben County,REPUBLICAN,43.9,14539,3744,10133,25.8,69.7,14539,100.0,REPUBLICAN,43.9,10133,3744,69.7,25.8
Indiana,Sullivan County,REPUBLICAN,47.0,8559,2113,6138,24.7,71.7,8559,100.0,REPUBLICAN,47.0,6138,2113,71.7,24.7
Indiana,Switzerland County,REPUBLICAN,44.6,3649,930,2558,25.5,70.1,3649,100.0,REPUBLICAN,44.6,2558,930,70.1,25.5
Indiana,Tippecanoe County,REPUBLICAN,5.6,62052,27282,30768,44.0,49.6,62052,100.0,REPUBLICAN,5.6,30768,27282,49.6,44.0
Indiana,Tipton County,REPUBLICAN,53.3,7510,1587,5589,21.1,74.4,7510,100.0,REPUBLICAN,53.3,5589,1587,74.4,21.1
Indiana,Union County,REPUBLICAN,52.6,3286,715,2445,21.8,74.4,3286,100.0,REPUBLICAN,52.6,2445,715,74.4,21.8
Indiana,Vanderburgh County,REPUBLICAN,16.6,72289,28530,40496,39.5,56.0,72289,100.0,REPUBLICAN,16.6,40496,28530,56.0,39.5
Indiana,Vermillion County,REPUBLICAN,34.7,6865,2081,4463,30.3,65.0,6865,100.0,REPUBLICAN,34.7,4463,2081,65.0,30.3
Indiana,Vigo County,REPUBLICAN,15.2,39591,15931,21937,40.2,55.4,39591,100.0,REPUBLICAN,15.2,21937,15931,55.4,40.2
Indiana,Wabash County,REPUBLICAN,54.0,17859,3817,13452,21.4,75.3,17859,100.0,REPUBLICAN,54.0,13452,3817,75.3,21.4
Indiana,Warren County,REPUBLICAN,53.4,5640,1197,4209,21.2,74.6,5640,100.0,REPUBLICAN,53.4,4209,1197,74.6,21.2
Indiana,Warrick County,REPUBLICAN,37.9,38098,11124,25558,29.2,67.1,38098,100.0,REPUBLICAN,37.9,25558,11124,67.1,29.2
Indiana,Washington County,REPUBLICAN,48.1,14755,3532,10634,23.9,72.1,14755,100.0,REPUBLICAN,48.1,10634,3532,72.1,23.9
Indiana,Wayne County,REPUBLICAN,30.3,37452,12288,23622,32.8,63.1,37452,100.0,REPUBLICAN,30.3,23622,12288,63.1,32.8
Indiana,Wells County,REPUBLICAN,59.2,16825,3164,13116,18.8,78.0,16825,100.0,REPUBLICAN,59.2,13116,3164,78.0,18.8
Indiana,White County,REPUBLICAN,44.0,14616,3760,10194,25.7,69.7,14616,100.0,REPUBLICAN,44.0,10194,3760,69.7,25.7
Indiana,Whitley County,REPUBLICAN,54.1,19397,4048,14540,20.9,75.0,19397,100.0,REPUBLICAN,54.1,14540,4048,75.0,20.9
Iowa,Adair County,REPUBLICAN,34.8,3811,1133,2461,29.7,64.6,3811,100.0,REPUBLICAN,34.8,2461,1133,64.6,29.7
Iowa,Adams County,REPUBLICAN,39.4,2106,565,1395,26.8,66.2,2106,100.0,REPUBLICAN,39.4,1395,565,66.2,26.8
Iowa,Allamakee County,REPUBLICAN,24.2,6923,2421,4093,35.0,59.1,6923,100.0,REPUBLICAN,24.2,4093,2421,59.1,35.0
Iowa,Appanoose County,REPUBLICAN,36.2,6136,1814,4033,29.6,65.7,6136,100.0,REPUBLICAN,36.2,4033,1814,65.7,29.6
Iowa,Audubon County,REPUBLICAN,30.9,3412,1080,2136,31.7,62.6,3412,100.0,REPUBLICAN,30.9,2136,1080,62.6,31.7
Iowa,Benton County,REPUBLICAN,25.7,13844,4678,8232,33.8,59.5,13844,100.0,REPUBLICAN,25.7,8232,4678,59.5,33.8
Iowa,Black Hawk County,DEMOCRAT,7.4,64405,32233,27476,50.0,42.7,64405,100.0,DEMOCRAT,7.4,27476,32233,42.7,50.0
Iowa,Boone County,REPUBLICAN,13.7,14196,5541,7484,39.0,52.7,14196,100.0,REPUBLICAN,13.7,7484,5541,52.7,39.0
Iowa,Bremer County,REPUBLICAN,13.7,13538,5356,7208,39.6,53.2,13538,100.0,REPUBLICAN,13.7,7208,5356,53.2,39.6
Iowa,Buchanan County,REPUBLICAN,15.0,10252,3970,5510,38.7,53.7,10252,100.0,REPUBLICAN,15.0,5510,3970,53.7,38.7
Iowa,Buena Vista County,REPUBLICAN,24.7,8278,2856,4903,34.5,59.2,8278,100.0,REPUBLICAN,24.7,4903,2856,59.2,34.5
Iowa,Butler County,REPUBLICAN,36.8,7513,2157,4921,28.7,65.5,7513,100.0,REPUBLICAN,36.8,4921,2157,65.5,28.7
Iowa,Calhoun County,REPUBLICAN,40.1,5159,1398,3468,27.1,67.2,5159,100.0,REPUBLICAN,40.1,3468,1398,67.2,27.1
Iowa,Carroll County,REPUBLICAN,31.6,10544,3309,6638,31.4,63.0,10544,100.0,REPUBLICAN,31.6,6638,3309,63.0,31.4
Iowa,Cass County,REPUBLICAN,39.4,7125,1951,4761,27.4,66.8,7125,100.0,REPUBLICAN,39.4,4761,1951,66.8,27.4
Iowa,Cedar County,REPUBLICAN,17.8,9541,3599,5295,37.7,55.5,9541,100.0,REPUBLICAN,17.8,5295,3599,55.5,37.7
Iowa,Cerro Gordo County,REPUBLICAN,7.7,22965,9862,11621,42.9,50.6,22965,100.0,REPUBLICAN,7.7,11621,9862,50.6,42.9
