state,county,winner,margin,total_votes,democrat_votes,republican_votes,democrat_vote_share,republican_vote_share
Illinois,Rock Island County,Democrat,12.1,66817,36691,28603,54.9,42.8
Illinois,St. Clair County,Democrat,8.7,128104,68325,57150,53.3,44.6
Illinois,Saline County,Republican,47.9,11089,2789,8103,25.2,73.1
Illinois,Sangamon County,Republican,4.4,104751,48917,53485,46.7,51.1
Illinois,Schuyler County,Republican,43.5,3918,1068,2773,27.3,70.8
Illinois,Scott County,Republican,56.2,2741,572,2114,20.9,77.1
Illinois,Shelby County,Republican,57.2,12097,2504,9426,20.7,77.9
Illinois,Stark County,Republican,41.2,2886,815,2004,28.2,69.4
Illinois,Stephenson County,Republican,15.7,22048,9055,12521,41.1,56.8
Illinois,Tazewell County,Republican,25.7,69051,24819,42513,35.9,61.6
Illinois,Union County,Republican,40.2,8904,2579,6161,29.0,69.2
Illinois,Vermilion County,Republican,32.9,31642,10323,20725,32.6,65.5
Illinois,Wabash County,Republican,53.3,5607,1253,4237,22.3,75.6
Illinois,Warren County,Republican,20.0,7924,3090,4676,39.0,59.0
Illinois,Washington County,Republican,56.5,7921,1641,6115,20.7,77.2
Illinois,Wayne County,Republican,70.4,8499,1187,7176,14.0,84.4
Illinois,White County,Republican,57.5,7431,1517,5791,20.4,77.9
Illinois,Whiteside County,Republican,8.3,27375,12253,14527,44.8,53.1
Illinois,Will County,Democrat,8.3,346266,183915,155116,53.1,44.8
Illinois,Williamson County,Republican,37.3,33729,10206,22801,30.3,67.6
Illinois,Winnebago County,Democrat,2.5,127710,64056,60861,50.2,47.7
Illinois,Woodford County,Republican,40.1,21498,6160,14799,28.7,68.8
Indiana,Adams County,Republican,52.4,14209,3236,10686,22.8,75.2
Indiana,Allen County,Republican,11.2,169082,73189,92083,43.3,54.5
Indiana,Bartholomew County,Republican,26.1,36235,12934,22410,35.7,61.8
Indiana,Benton County,Republican,48.6,4114,1009,3007,24.5,73.1
Indiana,Blackford County,Republican,46.1,5350,1376,3841,25.7,71.8
Indiana,Boone County,Republican,18.4,38520,15244,22351,39.6,58.0
Indiana,Brown County,Republican,30.5,8981,3036,5777,33.8,64.3
Indiana,Carroll County,Republican,51.2,9495,2224,7086,23.4,74.6
Indiana,Cass County,Republican,41.1,15198,4304,10552,28.3,69.4
Indiana,Clark County,Republican,18.3,57869,23093,33668,39.9,58.2
Indiana,Clay County,Republican,56.6,12267,2552,9499,20.8,77.4
Indiana,Clinton County,Republican,46.1,12949,3361,9334,26.0,72.1
Indiana,Crawford County,Republican,43.0,4944,1355,3483,27.4,70.4
Indiana,Daviess County,Republican,62.0,11954,2169,9576,18.1,80.1
Indiana,Dearborn County,Republican,55.4,25383,5446,19528,21.5,76.9
Indiana,Decatur County,Republican,58.0,12287,2439,9575,19.9,77.9
Indiana,DeKalb County,Republican,47.2,19628,4966,14237,25.3,72.5
Indiana,Delaware County,Republican,13.2,48191,20474,26827,42.5,55.7
Indiana,Dubois County,Republican,40.2,21770,6292,15033,28.9,69.1
Indiana,Elkhart County,Republican,28.0,74387,26108,46972,35.1,63.1
Indiana,Fayette County,Republican,54.4,10136,2237,7755,22.1,76.5
Indiana,Floyd County,Republican,14.1,41802,17511,23400,41.9,56.0
Indiana,Fountain County,Republican,56.7,7986,1629,6154,20.4,77.1
Indiana,Franklin County,Republican,63.0,12000,2137,9691,17.8,80.8
Indiana,Fulton County,Republican,48.3,9147,2280,6694,24.9,73.2
Indiana,Gibson County,Republican,48.2,16161,4023,11817,24.9,73.1
Indiana,Grant County,Republican,38.8,27159,8015,18543,29.5,68.3
Indiana,Greene County,Republican,52.2,14784,3389,11103,22.9,75.1
Indiana,Hamilton County,Republican,6.8,193999,88390,101587,45.6,52.4
Indiana,Hancock County,Republican,37.5,42911,12895,28996,30.1,67.6
Indiana,Harrison County,Republican,45.6,20236,5343,14565,26.4,72.0
Indiana,Hendricks County,Republican,24.0,88505,32604,53802,36.8,60.8
Indiana,Henry County,Republican,45.1,21030,5544,15043,26.4,71.5
Indiana,Howard County,Republican,32.4,40630,13303,26449,32.7,65.1
Indiana,Huntington County,Republican,49.8,17829,4255,13147,23.9,73.7
Indiana,Jackson County,Republican,53.3,19238,4302,14555,22.4,75.7
Indiana,Jasper County,Republican,49.1,15475,3798,11383,24.5,73.6
Indiana,Jay County,Republican,52.4,8461,1926,6361,22.8,75.2
Indiana,Jefferson County,Republican,33.5,14697,4731,9663,32.2,65.7
Indiana,Jennings County,Republican,56.9,12251,2523,9490,20.6,77.5
Indiana,Johnson County,Republican,34.1,77618,24736,51219,31.9,66.0
Indiana,Knox County,Republican,47.4,16011,4067,11655,25.4,72.8
Indiana,Kosciusko County,Republican,50.6,35787,8364,26499,23.4,74.0
Indiana,LaGrange County,Republican,54.2,10633,2355,8110,22.1,76.3
Indiana,Lake County,Democrat,15.1,219956,124870,91760,56.8,41.7
Indiana,LaPorte County,Republican,7.2,49392,22427,25997,45.4,52.6
Indiana,Lawrence County,Republican,50.6,21025,4961,15601,23.6,74.2
Indiana,Madison County,Republican,22.6,51793,19524,31215,37.7,60.3
Indiana,Marion County,Democrat,29.2,389619,247772,134175,63.6,34.4
Indiana,Marshall County,Republican,40.8,19927,5712,13844,28.7,69.5
Indiana,Martin County,Republican,58.6,5144,1011,4029,19.7,78.3
Indiana,Miami County,Republican,53.1,14473,3235,10925,22.4,75.5
Indiana,Monroe County,Democrat,28.2,63151,39861,22071,63.1,34.9
Indiana,Montgomery County,Republican,49.1,17198,4213,12659,24.5,73.6
Indiana,Morgan County,Republican,54.6,36159,7781,27512,21.5,76.1
Indiana,Newton County,Republican,52.1,6591,1509,4942,22.9,75.0
Indiana,Noble County,Republican,49.7,19190,4660,14195,24.3,74.0
Indiana,Ohio County,Republican,51.9,3164,750,2392,23.7,75.6
Indiana,Orange County,Republican,47.6,8832,2224,6432,25.2,72.8
Indiana,Owen County,Republican,49.2,9904,2420,7286,24.4,73.6
Indiana,Parke County,Republican,55.6,7011,1503,5398,21.4,77.0
Indiana,Perry County,Republican,24.6,8722,3203,5345,36.7,61.3
Indiana,Pike County,Republican,52.7,6220,1415,4692,22.7,75.4
Indiana,Porter County,Republican,6.1,86509,39746,45008,45.9,52.0
Indiana,Posey County,Republican,40.8,13236,3811,9206,28.8,69.6
Indiana,Pulaski County,Republican,47.9,5806,1463,4246,25.2,73.1
Indiana,Putnam County,Republican,50.2,16597,3946,12278,23.8,74.0
Indiana,Randolph County,Republican,52.4,11070,2513,8312,22.7,75.1
Indiana,Ripley County,Republican,59.5,14271,2774,11261,19.4,78.9
Indiana,Rush County,Republican,54.0,7932,1754,6035,22.1,76.1
Indiana,St. Joseph County,Democrat,5.9,115238,59896,53164,52.0,46.1
Indiana,Scott County,Republican,45.5,10161,2698,7328,26.6,72.1
Indiana,Shelby County,Republican,47.8,19991,5023,14568,25.1,72.9
Indiana,Spencer County,Republican,38.5,10769,3213,7357,29.8,68.3
Indiana,Starke County,Republican,46.8,10290,2650,7466,25.8,72.6
Indiana,Steuben County,Republican,42.2,16162,4513,11327,27.9,70.1
Indiana,Sullivan County,Republican,50.5,8994,2153,6691,23.9,74.4
Indiana,Switzerland County,Republican,52.2,4154,964,3133,23.2,75.4
Indiana,Tippecanoe County,Democrat,0.6,71448,35017,34581,49.0,48.4
Indiana,Tipton County,Republican,52.7,8116,1834,6110,22.6,75.3
Indiana,Union County,Republican,56.1,3483,736,2688,21.1,77.2
Indiana,Vanderburgh County,Republican,9.6,77662,34415,41844,44.3,53.9
Indiana,Vermillion County,Republican,40.6,7481,2145,5184,28.7,69.3
Indiana,Vigo County,Republican,14.7,43594,18123,24545,41.6,56.3
Indiana,Wabash County,Republican,49.8,14573,3494,10762,24.0,73.8
Indiana,Warren County,Republican,54.3,4472,974,3401,21.8,76.1
Indiana,Warrick County,Republican,27.8,33829,11923,21326,35.2,63.0
Indiana,Washington County,Republican,52.2,12139,2784,9114,22.9,75.1
Indiana,Wayne County,Republican,29.1,27679,9524,17567,34.4,63.5
Indiana,Wells County,Republican,56.5,14050,2928,10855,20.8,77.3
Indiana,White County,Republican,44.1,11166,3032,7957,27.2,71.3
Indiana,Whitley County,Republican,49.2,17556,4234,12862,24.1,73.3
Iowa,Adair County,Republican,41.1,4177,1198,2917,28.7,69.8
Iowa,Adams County,Republican,43.5,2160,590,1530,27.3,70.8
Iowa,Allamakee County,Republican,29.1,7422,2576,4735,34.7,63.8
Iowa,Appanoose County,Republican,40.2,6516,1891,4512,29.0,69.2
Iowa,Audubon County,Republican,35.8,3420,1071,2295,31.3,67.1
Iowa,Benton County,Republican,27.6,14642,5160,9188,35.2,62.8
Iowa,Black Hawk County,Democrat,9.0,66593,35647,29640,53.5,44.5
Iowa,Boone County,Republican,15.6,15340,6303,8695,41.1,56.7
Iowa,Bremer County,Republican,16.0,14546,5958,8294,41.0,57.0
Iowa,Buchanan County,Republican,20.9,10774,4169,6420,38.7,59.6
Iowa,Buena Vista County,Republican,25.6,8167,2961,5056,36.3,61.9
Iowa,Butler County,Republican,38.5,8098,2424,5542,29.9,68.4
Iowa,Calhoun County,Republican,42.2,5258,1470,3689,28.0,70.2
Iowa,Carroll County,Republican,37.8,11335,3454,7737,30.5,68.3
Iowa,Cass County,Republican,38.0,7276,2201,4969,30.3,68.3
Iowa,Cedar County,Republican,17.1,10703,4337,6161,40.5,57.6
Iowa,Cerro Gordo County,Republican,6.3,23801,10941,12442,46.0,52.3
Iowa,Cherokee County,Republican,39.3,6518,1936,4495,29.7,69.0
Iowa,Chickasaw County,Republican,31.3,6631,2233,4308,33.7,65.0
Iowa,Clarke County,Republican,35.9,4670,1466,3144,31.4,67.3
Iowa,Clay County,Republican,38.7,8969,2662,6137,29.7,68.4
Iowa,Clayton County,Republican,28.8,9594,3340,6106,34.8,63.6
Iowa,Clinton County,Republican,10.3,24687,10812,13361,43.8,54.1
Iowa,Crawford County,Republican,36.9,7154,2220,4854,31.0,67.9
Iowa,Dallas County,Republican,2.0,56022,26879,27987,48.0,50.0
Iowa,Davis County,Republican,49.2,4102,1013,3032,24.7,73.9
Iowa,Decatur County,Republican,39.3,3804,1120,2615,29.4,68.7
Iowa,Delaware County,Republican,35.0,10003,3157,6666,31.6,66.6
Iowa,Des Moines County,Republican,8.5,19956,8893,10592,44.6,53.1
Iowa,Dickinson County,Republican,33.6,11244,3661,7438,32.6,66.2
Iowa,Dubuque County,Republican,2.9,53926,25657,27214,47.6,50.5
Iowa,Emmet County,Republican,36.0,4853,1520,3265,31.3,67.3
Iowa,Fayette County,Republican,22.7,10186,3835,6145,37.6,60.3
Iowa,Floyd County,Republican,19.4,8032,3172,4732,39.5,58.9
Iowa,Franklin County,Republican,35.0,5130,1626,3422,31.7,66.7
Iowa,Fremont County,Republican,42.3,3857,1080,2711,28.0,70.3
Iowa,Greene County,Republican,28.7,5057,1769,3223,35.0,63.7
Iowa,Grundy County,Republican,37.4,7276,2206,4929,30.3,67.7
Iowa,Guthrie County,Republican,35.9,6371,1985,4272,31.2,67.1
Iowa,Hamilton County,Republican,26.6,7943,2843,4956,35.8,62.4
Iowa,Hancock County,Republican,43.8,6172,1683,4390,27.3,71.1
Iowa,Hardin County,Republican,32.0,8989,2976,5850,33.1,65.1
Iowa,Harrison County,Republican,38.4,8155,2440,5569,29.9,68.3
Iowa,Henry County,Republican,32.4,9982,3275,6507,32.8,65.2
Iowa,Howard County,Republican,27.4,4958,1772,3127,35.7,63.1
Iowa,Humboldt County,Republican,44.6,5327,1442,3819,27.1,71.7
Iowa,Ida County,Republican,51.0,3849,917,2880,23.8,74.8
Iowa,Iowa County,Republican,25.3,9742,3547,6009,36.4,61.7
Iowa,Jackson County,Republican,26.1,11135,4029,6940,36.2,62.3
Iowa,Jasper County,Republican,21.6,20184,7737,12084,38.3,59.9
Iowa,Jefferson County,Republican,1.4,8959,4319,4443,48.2,49.6
Iowa,Johnson County,Democrat,43.3,83851,59177,22925,70.6,27.3
Iowa,Jones County,Republican,21.5,10989,4213,6572,38.3,59.8
Iowa,Keokuk County,Republican,44.9,5303,1414,3797,26.7,71.6
Iowa,Kossuth County,Republican,39.3,9090,2696,6275,29.7,69.0
Iowa,Lee County,Republican,19.3,16734,6541,9773,39.1,58.4
Iowa,Linn County,Democrat,13.7,127458,70874,53364,55.6,41.9
Iowa,Louisa County,Republican,33.2,5332,1726,3500,32.4,65.6
Iowa,Lucas County,Republican,43.3,4630,1284,3287,27.7,71.0
Iowa,Lyon County,Republican,67.7,6863,1067,5707,15.5,83.2
Iowa,Madison County,Republican,34.3,9824,3134,6507,31.9,66.2
Iowa,Mahaska County,Republican,47.4,11404,2894,8297,25.4,72.8
Iowa,Marion County,Republican,33.7,19232,6178,12663,32.1,65.8
Iowa,Marshall County,Republican,7.7,18136,8176,9571,45.1,52.8
Iowa,Mills County,Republican,37.2,8268,2508,5585,30.3,67.5
Iowa,Mitchell County,Republican,27.9,5822,2053,3677,35.3,63.2
Iowa,Monona County,Republican,38.9,4728,1407,3248,29.8,68.7
Iowa,Monroe County,Republican,46.4,4088,1078,2975,26.4,72.8
Iowa,Montgomery County,Republican,39.0,5327,1583,3659,29.7,68.7
Iowa,Muscatine County,Republican,7.1,20671,9372,10823,45.3,52.4
Iowa,O'Brien County,Republican,56.8,7551,1569,5861,20.8,77.6
Iowa,Osceola County,Republican,62.7,3328,601,2690,18.1,80.8
Iowa,Page County,Republican,43.0,7528,2086,5319,27.7,70.7
Iowa,Palo Alto County,Republican,37.4,4958,1519,3370,30.6,68.0
Iowa,Plymouth County,Republican,49.3,14188,3494,10492,24.6,73.9
Iowa,Pocahontas County,Republican,49.5,3823,933,2826,24.4,73.9
Iowa,Polk County,Democrat,15.2,258755,146250,106800,56.5,41.3
Iowa,Pottawattamie County,Republican,16.8,45744,18575,26247,40.6,57.4
Iowa,Poweshiek County,Republican,13.3,10140,4306,5657,42.5,55.8
Iowa,Ringgold County,Republican,46.4,2714,709,1968,26.1,72.5
Iowa,Sac County,Republican,48.3,5535,1389,4061,25.1,73.4
Iowa,Scott County,Democrat,3.5,92599,46926,43683,50.7,47.2
Iowa,Shelby County,Republican,40.3,6795,1959,4697,28.8,69.1
Iowa,Sioux County,Republican,66.5,19051,3019,15680,15.8,82.3
Iowa,Story County,Democrat,17.3,51038,29175,20340,57.2,39.9
Iowa,Tama County,Republican,19.1,9048,3577,5303,39.5,58.6
Iowa,Taylor County,Republican,52.8,3249,746,2463,23.0,75.8
Iowa,Union County,Republican,31.5,6185,2061,4010,33.3,64.8
Iowa,Van Buren County,Republican,52.3,3791,875,2859,23.1,75.4
Iowa,Wapello County,Republican,23.7,15633,5821,9516,37.2,60.9
Iowa,Warren County,Republican,16.8,31039,12574,17782,40.5,57.3
Iowa,Washington County,Republican,20.5,11765,4561,6971,38.8,59.3
Iowa,Wayne County,Republican,51.8,3109,727,2338,23.4,75.2
Iowa,Webster County,Republican,24.3,17822,6613,10938,37.1,61.4
Iowa,Winnebago County,Republican,26.3,5970,2135,3707,35.8,62.1
Iowa,Winneshiek County,Republican,5.1,12064,5617,6235,46.6,51.7
Iowa,Woodbury County,Republican,15.5,45362,18704,25736,41.2,56.7
Iowa,Worth County,Republican,25.9,4418,1596,2738,36.1,62.0
Iowa,Wright County,Republican,34.2,6254,1996,4136,31.9,66.1
Kansas,Allen County,Republican,44.4,5842,1559,4155,26.7,71.1
Kansas,Anderson County,Republican,56.7,3720,765,2874,20.6,77.3
Kansas,Atchison County,Republican,34.4,7312,2314,4826,31.6,66.0
Kansas,Barber County,Republican,73.8,2313,284,1992,12.3,86.1
Kansas,Barton County,Republican,56.4,10961,2302,8480,21.0,77.4
Kansas,Bourbon County,Republican,52.0,6550,1505,4910,23.0,75.0
Kansas,Brown County,Republican,48.2,4396,1088,3206,24.7,72.9
Kansas,Butler County,Republican,41.4,31946,9003,22250,28.2,69.6
Kansas,Chase County,Republican,52.3,1478,341,1114,23.1,75.4
Kansas,Chautauqua County,Republican,72.5,1634,212,1397,13.0,85.5
Kansas,Cherokee County,Republican,49.8,8945,2163,6622,24.2,74.0
Kansas,Cheyenne County,Republican,67.0,1400,220,1158,15.7,82.7
Kansas,Clark County,Republican,70.8,1048,143,885,13.6,84.4
Kansas,Clay County,Republican,54.3,4134,883,3129,21.4,75.7
Kansas,Cloud County,Republican,54.8,4174,893,3182,21.4,76.2
Kansas,Coffey County,Republican,55.7,4448,928,3407,20.9,76.6
Kansas,Comanche County,Republican,68.5,904,126,745,13.9,82.4
Kansas,Cowley County,Republican,37.9,13911,4171,9442,30.0,67.9
Kansas,Crawford County,Republican,23.1,16718,6179,10045,37.0,60.1
Kansas,Decatur County,Republican,70.2,1458,208,1232,14.3,84.5
Kansas,Dickinson County,Republican,54.1,9246,2040,7045,22.1,76.2
Kansas,Doniphan County,Republican,61.8,3674,678,2949,18.5,80.3
Kansas,Douglas County,Democrat,39.4,57540,39436,16737,68.5,29.1
Kansas,Edwards County,Republican,60.9,1413,267,1127,18.9,79.8
Kansas,Elk County,Republican,69.7,1347,191,1130,14.2,83.9
Kansas,Ellis County,Republican,44.0,13501,3633,9569,26.9,70.9
Kansas,Ellsworth County,Republican,52.1,2806,646,2106,23.0,75.1
Kansas,Finney County,Republican,25.5,11466,4155,7079,36.2,61.7
Kansas,Ford County,Republican,32.0,8850,2926,5763,33.1,65.1
Kansas,Franklin County,Republican,38.4,12247,3623,8326,29.6,68.0
Kansas,Geary County,Republican,14.7,9311,3825,5193,41.1,55.8
Kansas,Gove County,Republican,76.2,1433,163,1256,11.4,87.6
Kansas,Graham County,Republican,63.7,1302,222,1052,17.1,80.8
Kansas,Grant County,Republican,57.6,2452,497,1910,20.3,77.9
Kansas,Gray County,Republican,68.5,2240,337,1871,15.0,83.5
Kansas,Greeley County,Republican,73.2,629,77,537,12.2,85.4
Kansas,Greenwood County,Republican,60.8,3030,562,2404,18.5,79.3
Kansas,Hamilton County,Republican,65.7,837,134,684,16.0,81.7
Kansas,Harper County,Republican,63.7,2626,453,2128,17.3,81.0
Kansas,Harvey County,Republican,19.7,17034,6652,10015,39.1,58.8
Kansas,Haskell County,Republican,60.9,1383,261,1103,18.9,79.8
Kansas,Hodgeman County,Republican,69.2,1033,151,866,14.6,83.8
Kansas,Jackson County,Republican,40.0,6468,1852,4435,28.6,68.6
Kansas,Jefferson County,Republican,32.2,9581,3106,6193,32.4,64.6
Kansas,Jewell County,Republican,72.0,1608,211,1369,13.1,85.1
Kansas,Johnson County,Democrat,8.2,349386,184259,155631,52.7,44.5
Kansas,Kearny County,Republican,62.3,1413,255,1134,18.0,80.3
Kansas,Kingman County,Republican,60.0,3929,745,3102,19.0,79.0
Kansas,Kiowa County,Republican,70.6,1139,153,957,13.4,84.0
Kansas,Labette County,Republican,36.0,8414,2607,5639,31.0,67.0
Kansas,Lane County,Republican,72.4,888,114,757,12.8,85.2
Kansas,Leavenworth County,Republican,21.1,36115,13753,21378,38.1,59.2
Kansas,Lincoln County,Republican,64.2,1570,266,1273,16.9,81.1
Kansas,Linn County,Republican,62.8,4903,863,3940,17.6,80.4
Kansas,Logan County,Republican,72.8,1437,185,1231,12.9,85.7
Kansas,Lyon County,Republican,11.0,13622,5878,7381,43.2,54.2
Kansas,McPherson County,Republican,40.3,13868,3977,9562,28.7,69.0
Kansas,Marion County,Republican,48.8,5969,1463,4377,24.5,73.3
Kansas,Marshall County,Republican,48.2,5023,1239,3662,24.7,72.9
Kansas,Meade County,Republican,69.1,1807,261,1508,14.4,83.5
Kansas,Miami County,Republican,39.6,17624,5133,12116,29.1,68.7
Kansas,Mitchell County,Republican,62.8,3039,547,2454,18.0,80.8
Kansas,Montgomery County,Republican,50.2,13177,3147,9768,23.9,74.1
Kansas,Morris County,Republican,47.9,2849,721,2085,25.3,73.2
Kansas,Morton County,Republican,73.7,1163,147,1004,12.6,86.3
Kansas,Nemaha County,Republican,65.6,5625,920,4612,16.4,82.0
Kansas,Neosho County,Republican,46.2,6629,1727,4795,26.1,72.3
Kansas,Ness County,Republican,78.5,1487,147,1315,9.9,88.4
Kansas,Norton County,Republican,67.6,2390,361,1977,15.1,82.7
Kansas,Osage County,Republican,44.2,7893,2099,5591,26.6,70.8
Kansas,Osborne County,Republican,69.2,1899,275,1590,14.5,83.7
Kansas,Ottawa County,Republican,65.7,3159,504,2581,16.0,81.7
Kansas,Pawnee County,Republican,51.4,2712,635,2028,23.4,74.8
Kansas,Phillips County,Republican,75.2,2752,318,2388,11.6,86.8
Kansas,Pottawatomie County,Republican,46.8,12815,3257,9247,25.4,72.2
Kansas,Pratt County,Republican,52.7,4107,924,3087,22.5,75.2
Kansas,Rawlins County,Republican,69.5,1496,214,1253,14.3,83.8
Kansas,Reno County,Republican,34.3,27245,8602,17948,31.6,65.9
Kansas,Republic County,Republican,66.3,2643,420,2172,15.9,82.2
Kansas,Rice County,Republican,52.8,4230,953,3187,22.5,75.3
Kansas,Riley County,Democrat,3.3,23855,11940,11174,50.1,46.8
Kansas,Rooks County,Republican,73.7,2661,332,2294,12.5,86.2
Kansas,Rush County,Republican,64.9,1748,291,1425,16.6,81.5
Kansas,Russell County,Republican,63.4,3429,591,2765,17.2,80.6
Kansas,Saline County,Republican,30.5,23911,8022,15313,33.5,64.0
Kansas,Scott County,Republican,73.2,2322,290,1991,12.5,85.7
Kansas,Sedgwick County,Republican,12.6,213552,90820,117653,42.5,55.1
Kansas,Seward County,Republican,30.4,5099,1736,3285,34.0,64.4
Kansas,Shawnee County,Democrat,2.9,86122,43015,40443,49.9,47.0
Kansas,Sheridan County,Republican,78.2,1397,144,1237,10.3,88.5
Kansas,Sherman County,Republican,68.7,2673,386,2222,14.4,83.1
Kansas,Smith County,Republican,67.2,2092,328,1734,15.7,82.9
Kansas,Stafford County,Republican,63.3,2017,355,1631,17.6,80.9
Kansas,Stanton County,Republican,59.9,767,147,607,19.2,79.1
Kansas,Stevens County,Republican,75.0,1997,233,1731,11.7,86.7
Kansas,Sumner County,Republican,50.5,10779,2551,7998,23.7,74.2
Kansas,Thomas County,Republican,65.5,3794,622,3106,16.4,81.9
Kansas,Trego County,Republican,68.9,1603,238,1341,14.8,83.7
Kansas,Wabaunsee County,Republican,48.1,3861,956,2813,24.8,72.9
Kansas,Wallace County,Republican,87.9,817,44,762,5.4,93.3
Kansas,Washington County,Republican,65.6,2843,467,2332,16.4,82.0
Kansas,Wichita County,Republican,68.3,961,147,803,15.3,83.6
Kansas,Wilson County,Republican,61.6,3899,711,3111,18.2,79.8
Kansas,Woodson County,Republican,60.6,1495,283,1189,18.9,79.5
Kansas,Wyandotte County,Democrat,30.9,55107,35566,18512,64.5,33.6
Kentucky,Adair County,Republican,67.1,8768,1392,7276,15.9,83.0
Kentucky,Allen County,Republican,63.5,9364,1642,7587,17.5,81.0
Kentucky,Anderson County,Republican,47.6,13254,3348,9661,25.3,72.9
Kentucky,Ballard County,Republican,59.9,4225,825,3356,19.5,79.4
Kentucky,Barren County,Republican,47.4,20064,5127,14654,25.6,73.0
Kentucky,Bath County,Republican,42.8,5627,1573,3986,28.0,70.8
Kentucky,Bell County,Republican,63.2,10044,1789,8140,17.8,81.0
Kentucky,Boone County,Republican,35.7,66998,20901,44814,31.2,66.9
Kentucky,Bourbon County,Republican,30.0,9648,3296,6190,34.2,64.2
Kentucky,Boyd County,Republican,33.1,21751,7083,14295,32.6,65.7
Kentucky,Boyle County,Republican,24.7,14478,5298,8872,36.6,61.3
Kentucky,Bracken County,Republican,61.2,4246,800,3398,18.8,80.0
Kentucky,Breathitt County,Republican,52.3,5661,1301,4265,23.0,75.3
Kentucky,Breckinridge County,Republican,52.5,10201,2350,7701,23.0,75.5
Kentucky,Bullitt County,Republican,48.0,41998,10552,30708,25.1,73.1
Kentucky,Butler County,Republican,63.4,6125,1079,4960,17.6,81.0
Kentucky,Caldwell County,Republican,54.0,6434,1433,4906,22.3,76.3
Kentucky,Calloway County,Republican,31.8,17457,5797,11352,33.2,65.0
Kentucky,Campbell County,Republican,18.7,48878,19374,28482,39.6,58.3
Kentucky,Carlisle County,Republican,64.2,2638,463,2159,17.6,81.8
Kentucky,Carroll County,Republican,44.4,4136,1116,2954,27.0,71.4
Kentucky,Carter County,Republican,52.9,11586,2642,8775,22.8,75.7
Kentucky,Casey County,Republican,73.4,7171,918,6179,12.8,86.2
Kentucky,Christian County,Republican,28.4,23863,8296,15080,34.8,63.2
Kentucky,Clark County,Republican,32.0,18139,6004,11811,33.1,65.1
Kentucky,Clay County,Republican,77.1,7591,831,6677,10.9,88.0
Kentucky,Clinton County,Republican,74.6,4932,603,4280,12.2,86.8
Kentucky,Crittenden County,Republican,64.2,4242,731,3451,17.2,81.4
Kentucky,Cumberland County,Republican,68.3,3309,508,2769,15.4,83.7
Kentucky,Daviess County,Republican,27.8,49287,17286,31025,35.1,62.9
Kentucky,Edmonson County,Republican,58.7,6132,1227,4828,20.0,78.7
Kentucky,Elliott County,Republican,51.2,2995,712,2246,23.8,75.0
Kentucky,Estill County,Republican,57.3,6540,1355,5100,20.7,78.0
Kentucky,Fayette County,Democrat,20.7,152912,90600,58860,59.2,38.5
Kentucky,Fleming County,Republican,57.4,7068,1474,5534,20.9,78.3
Kentucky,Floyd County,Republican,51.1,16353,3884,12250,23.8,74.9
Kentucky,Franklin County,Republican,1.0,26072,12652,12900,48.5,49.5
Kentucky,Fulton County,Republican,33.5,2426,794,1606,32.7,66.2
Kentucky,Gallatin County,Republican,55.4,3849,822,2955,21.4,76.8
Kentucky,Garrard County,Republican,56.6,8706,1830,6754,21.0,77.6
Kentucky,Grant County,Republican,58.6,11108,2205,8725,19.9,78.5
Kentucky,Graves County,Republican,56.7,17019,3560,13206,20.9,77.6
Kentucky,Grayson County,Republican,58.9,11985,2400,9453,20.0,78.9
Kentucky,Green County,Republican,67.4,5812,920,4838,15.8,83.2
Kentucky,Greenup County,Republican,45.1,18176,4873,13064,26.8,71.9
Kentucky,Hancock County,Republican,39.1,4587,1351,3145,29.5,68.6
Kentucky,Hardin County,Republican,24.0,48941,18101,29832,37.0,61.0
Kentucky,Harlan County,Republican,71.8,10971,1494,9367,13.6,85.4
Kentucky,Harrison County,Republican,44.4,8859,2400,6334,27.1,71.5
Kentucky,Hart County,Republican,53.0,8370,1908,6345,22.8,75.8
Kentucky,Henderson County,Republican,24.6,20697,7639,12730,36.9,61.5
Kentucky,Henry County,Republican,45.6,8110,2142,5843,26.4,72.0
Kentucky,Hickman County,Republican,57.1,2199,458,1714,20.8,77.9
Kentucky,Hopkins County,Republican,47.9,21512,5439,15757,25.3,73.2
Kentucky,Jackson County,Republican,79.3,6113,605,5453,9.9,89.2
Kentucky,Jefferson County,Democrat,20.1,386629,228358,150646,59.1,39.0
Kentucky,Jessamine County,Republican,32.5,26280,8567,17096,32.6,65.1
Kentucky,Johnson County,Republican,67.1,10192,1608,8450,15.8,82.9
Kentucky,Kenton County,Republican,19.3,82198,32271,48129,39.3,58.6
Kentucky,Knott County,Republican,53.9,6252,1412,4780,22.6,76.5
Kentucky,Knox County,Republican,67.1,13273,2114,11012,15.9,83.0
Kentucky,Larue County,Republican,57.3,7301,1504,5685,20.6,77.9
Kentucky,Laurel County,Republican,66.8,28111,4475,23237,15.9,82.7
Kentucky,Lawrence County,Republican,63.2,6955,1238,5633,17.8,81.0
Kentucky,Lee County,Republican,63.9,2801,481,2273,17.2,81.1
Kentucky,Leslie County,Republican,80.5,4813,446,4321,9.3,89.8
Kentucky,Letcher County,Republican,59.4,9135,1799,7226,19.7,79.1
Kentucky,Lewis County,Republican,70.8,5883,823,4986,14.0,84.8
Kentucky,Lincoln County,Republican,57.1,10914,2254,8489,20.7,77.8
Kentucky,Livingston County,Republican,61.3,5004,939,4010,18.8,80.1
