state,county,winner,margin,total_votes,democrat_votes,republican_votes,democrat_vote_share,republican_vote_share
Montana,Lake County,Republican,14.5,16626,6916,9322,41.6,56.1
Montana,Lewis and Clark County,Republican,3.9,42485,19743,21409,46.5,50.4
Montana,Liberty County,Republican,52.8,1083,249,821,23.0,75.8
Montana,Lincoln County,Republican,49.7,11747,2835,8672,24.1,73.8
Montana,McCone County,Republican,71.1,1128,155,956,13.7,84.8
Montana,Madison County,Republican,39.6,6113,1771,4191,29.0,68.6
Montana,Meagher County,Republican,51.8,1110,258,833,23.2,75.0
Montana,Mineral County,Republican,44.5,2563,686,1828,26.8,71.3
Montana,Missoula County,Democrat,23.6,71986,43357,26347,60.2,36.6
Montana,Musselshell County,Republican,69.8,2881,413,2423,14.3,84.1
Montana,Park County,Republican,6.5,11618,5280,6025,45.4,51.9
Montana,Petroleum County,Republican,73.8,351,39,298,11.1,84.9
Montana,Phillips County,Republican,63.7,2386,416,1936,17.4,81.1
Montana,Pondera County,Republican,37.6,2995,903,2031,30.2,67.8
Montana,Powder River County,Republican,71.8,1136,154,970,13.6,85.4
Montana,Powell County,Republican,50.2,3195,752,2355,23.5,73.7
Montana,Prairie County,Republican,64.1,744,126,603,16.9,81.0
Montana,Ravalli County,Republican,36.4,28507,8763,19114,30.7,67.1
Montana,Richland County,Republican,67.7,5798,875,4800,15.1,82.8
Montana,Roosevelt County,Republican,2.2,4028,1910,1996,47.4,49.6
Montana,Rosebud County,Republican,34.0,3784,1199,2486,31.7,65.7
Montana,Sanders County,Republican,50.2,7652,1820,5660,23.8,74.0
Montana,Sheridan County,Republican,40.8,2030,574,1403,28.3,69.1
Montana,Silver Bow County,Democrat,14.1,18827,10392,7745,55.2,41.1
Montana,Stillwater County,Republican,57.6,5741,1156,4462,20.1,77.7
Montana,Sweet Grass County,Republican,52.8,2446,549,1840,22.4,75.2
Montana,Teton County,Republican,43.3,3695,1007,2608,27.3,70.6
Montana,Toole County,Republican,53.2,2123,467,1596,22.0,75.2
Montana,Treasure County,Republican,64.1,460,78,373,17.0,81.1
Montana,Valley County,Republican,49.3,4272,1030,3135,24.1,73.4
Montana,Wheatland County,Republican,56.0,1068,225,823,21.1,77.1
Montana,Wibaux County,Republican,73.4,598,77,516,12.9,86.3
Montana,Yellowstone County,Republican,24.0,83821,30679,50772,36.6,60.6
Nebraska,Adams County,Republican,40.0,14653,4213,10085,28.8,68.8
Nebraska,Antelope County,Republican,73.7,3583,452,3093,12.6,86.3
Nebraska,Arthur County,Republican,83.8,285,21,260,7.4,91.2
Nebraska,Banner County,Republican,77.6,411,43,362,10.5,88.1
Nebraska,Blaine County,Republican,77.3,317,35,280,11.0,88.3
Nebraska,Boone County,Republican,66.7,3226,499,2653,15.5,82.2
Nebraska,Box Butte County,Republican,56.8,5200,1051,4002,20.2,77.0
Nebraska,Boyd County,Republican,75.7,1155,135,1010,11.7,87.4
Nebraska,Brown County,Republican,76.0,1684,191,1470,11.3,87.3
Nebraska,Buffalo County,Republican,43.4,23711,6350,16640,26.8,70.2
Nebraska,Burt County,Republican,40.6,3739,1063,2580,28.4,69.0
Nebraska,Butler County,Republican,59.1,4518,873,3542,19.3,78.4
Nebraska,Cass County,Republican,35.1,15326,4737,10121,30.9,66.0
Nebraska,Cedar County,Republican,68.7,5015,725,4174,14.5,83.2
Nebraska,Chase County,Republican,75.7,2000,226,1740,11.3,87.0
Nebraska,Cherry County,Republican,75.6,3269,373,2844,11.4,87.0
Nebraska,Cheyenne County,Republican,61.9,4776,855,3813,17.9,79.8
Nebraska,Clay County,Republican,62.1,3570,632,2848,17.7,79.8
Nebraska,Colfax County,Republican,43.2,3726,1025,2636,27.5,70.7
Nebraska,Cuming County,Republican,59.1,4459,870,3507,19.5,78.6
Nebraska,Custer County,Republican,71.6,6010,786,5090,13.1,84.7
Nebraska,Dakota County,Republican,17.3,6817,2744,3926,40.3,57.6
Nebraska,Dawes County,Republican,44.5,4151,1082,2931,26.1,70.6
Nebraska,Dawson County,Republican,43.8,9191,2497,6524,27.2,71.0
Nebraska,Deuel County,Republican,70.6,1034,141,871,13.6,84.2
Nebraska,Dixon County,Republican,54.5,3094,651,2335,21.0,75.5
Nebraska,Dodge County,Republican,32.1,16938,5544,10984,32.7,64.8
Nebraska,Douglas County,Democrat,11.3,276540,150350,119159,54.4,43.1
Nebraska,Dundy County,Republican,77.5,1003,105,883,10.5,88.0
Nebraska,Fillmore County,Republican,52.9,3148,693,2359,22.0,74.9
Nebraska,Franklin County,Republican,67.2,1728,276,1437,16.0,83.2
Nebraska,Frontier County,Republican,71.9,1446,189,1229,13.1,85.0
Nebraska,Furnas County,Republican,67.8,2602,399,2163,15.3,83.1
Nebraska,Gage County,Republican,36.6,11119,3385,7445,30.4,67.0
Nebraska,Garden County,Republican,71.3,1200,161,1016,13.4,84.7
Nebraska,Garfield County,Republican,74.3,1076,133,933,12.4,86.7
Nebraska,Gosper County,Republican,60.5,1121,215,893,19.2,79.7
Nebraska,Grant County,Republican,88.3,402,20,375,5.0,93.3
Nebraska,Greeley County,Republican,62.5,1259,229,1016,18.2,80.7
Nebraska,Hall County,Republican,34.8,24450,7681,16189,31.4,66.2
Nebraska,Hamilton County,Republican,57.3,5566,1118,4309,20.1,77.4
Nebraska,Harlan County,Republican,68.9,1934,282,1615,14.6,83.5
Nebraska,Hayes County,Republican,85.9,536,34,494,6.3,92.2
Nebraska,Hitchcock County,Republican,74.1,1470,175,1264,11.9,86.0
Nebraska,Holt County,Republican,73.5,5550,686,4769,12.4,85.9
Nebraska,Hooker County,Republican,71.8,442,59,376,13.3,85.1
Nebraska,Howard County,Republican,60.9,3511,648,2786,18.5,79.4
Nebraska,Jefferson County,Republican,42.9,3730,1016,2616,27.2,70.1
Nebraska,Johnson County,Republican,39.0,2233,647,1518,29.0,68.0
Nebraska,Kearney County,Republican,58.6,3617,701,2822,19.4,78.0
Nebraska,Keith County,Republican,63.6,4369,763,3544,17.5,81.1
Nebraska,Keya Paha County,Republican,80.6,530,49,476,9.2,89.8
Nebraska,Kimball County,Republican,69.0,1877,268,1563,14.3,83.3
Nebraska,Knox County,Republican,59.8,4708,905,3721,19.2,79.0
Nebraska,Lancaster County,Democrat,7.7,157215,82293,70092,52.3,44.6
Nebraska,Lincoln County,Republican,54.7,17163,3692,13071,21.5,76.2
Nebraska,Logan County,Republican,82.0,450,38,407,8.4,90.4
Nebraska,Loup County,Republican,65.0,454,75,370,16.5,81.5
Nebraska,McPherson County,Republican,85.5,302,17,275,5.6,91.1
Nebraska,Madison County,Republican,53.5,15819,3478,11940,22.0,75.5
Nebraska,Merrick County,Republican,62.4,4282,743,3419,17.4,79.8
Nebraska,Morrill County,Republican,67.5,2558,386,2113,15.1,82.6
Nebraska,Nance County,Republican,58.8,1832,359,1437,19.6,78.4
Nebraska,Nemaha County,Republican,43.9,3432,921,2428,26.8,70.7
Nebraska,Nuckolls County,Republican,62.9,2305,409,1857,17.7,80.6
Nebraska,Otoe County,Republican,37.8,8355,2490,5649,29.8,67.6
Nebraska,Pawnee County,Republican,52.4,1429,322,1071,22.5,74.9
Nebraska,Perkins County,Republican,72.6,1545,199,1321,12.9,85.5
Nebraska,Phelps County,Republican,67.8,5021,752,4157,15.0,82.8
Nebraska,Pierce County,Republican,74.3,4012,480,3462,12.0,86.3
Nebraska,Platte County,Republican,56.8,15721,3260,12186,20.7,77.5
Nebraska,Polk County,Republican,61.0,2887,530,2291,18.4,79.4
Nebraska,Red Willow County,Republican,67.9,5470,811,4525,14.8,82.7
Nebraska,Richardson County,Republican,50.2,4134,996,3073,24.1,74.3
Nebraska,Rock County,Republican,78.4,842,84,744,10.0,88.4
Nebraska,Saline County,Republican,28.4,5780,1986,3631,34.4,62.8
Nebraska,Sarpy County,Republican,11.2,96193,41206,51979,42.8,54.0
Nebraska,Saunders County,Republican,45.1,12786,3331,9108,26.1,71.2
Nebraska,Scotts Bluff County,Republican,43.5,15524,4196,10952,27.0,70.5
Nebraska,Seward County,Republican,44.1,9199,2438,6490,26.5,70.6
Nebraska,Sheridan County,Republican,72.7,2684,340,2292,12.7,85.4
Nebraska,Sherman County,Republican,57.6,1700,343,1322,20.2,77.8
Nebraska,Sioux County,Republican,78.0,731,72,642,9.8,87.8
Nebraska,Stanton County,Republican,64.1,3165,532,2561,16.8,80.9
Nebraska,Thayer County,Republican,56.3,2989,624,2308,20.9,77.2
Nebraska,Thomas County,Republican,77.8,427,45,377,10.5,88.3
Nebraska,Thurston County,Republican,2.4,2379,1122,1180,47.2,49.6
Nebraska,Valley County,Republican,63.5,2344,412,1901,17.6,81.1
Nebraska,Washington County,Republican,40.3,12467,3554,8583,28.5,68.8
Nebraska,Wayne County,Republican,48.2,4218,1022,3055,24.2,72.4
Nebraska,Webster County,Republican,62.6,1876,335,1511,17.9,80.5
Nebraska,Wheeler County,Republican,75.4,503,59,438,11.7,87.1
Nebraska,York County,Republican,51.7,7161,1630,5337,22.8,74.5
Nevada,Churchill County,Republican,49.0,12890,3051,9372,23.7,72.7
Nevada,Clark County,Democrat,9.4,972510,521852,430930,53.7,44.3
Nevada,Douglas County,Republican,29.5,34125,11571,21630,33.9,63.4
Nevada,Elko County,Republican,55.5,21967,4557,16741,20.7,76.2
Nevada,Esmeralda County,Republican,66.9,487,74,400,15.2,82.1
Nevada,Eureka County,Republican,77.7,1017,105,895,10.3,88.0
Nevada,Humboldt County,Republican,53.9,7771,1689,5877,21.7,75.6
Nevada,Lander County,Republican,61.6,2765,496,2198,17.9,79.5
Nevada,Lincoln County,Republican,71.0,2446,330,2067,13.5,84.5
Nevada,Lyon County,Republican,41.2,30238,8473,20914,28.0,69.2
Nevada,Mineral County,Republican,25.4,2335,829,1423,35.5,60.9
Nevada,Nye County,Republican,40.4,25378,7288,17528,28.7,69.1
Nevada,Pershing County,Republican,51.0,2320,547,1731,23.6,74.6
Nevada,Storey County,Republican,34.9,2877,902,1908,31.4,66.3
Nevada,Washoe County,Democrat,4.5,252142,128128,116760,50.8,46.3
Nevada,White Pine County,Republican,58.2,4369,859,3403,19.7,77.9
Nevada,Carson City,Republican,11.4,29739,12735,16113,42.8,54.2
New Hampshire,Belknap County,Republican,10.4,38453,16894,20899,43.9,54.3
New Hampshire,Carroll County,Democrat,1.5,33272,16649,16150,50.0,48.5
New Hampshire,Cheshire County,Democrat,17.2,44206,25506,17892,57.7,40.5
New Hampshire,Coos County,Republican,5.9,16528,7640,8617,46.2,52.1
New Hampshire,Grafton County,Democrat,24.6,53989,33180,19905,61.5,36.9
New Hampshire,Hillsborough County,Democrat,7.7,231040,122344,104625,53.0,45.3
New Hampshire,Merrimack County,Democrat,9.8,89887,48533,39711,54.0,44.2
New Hampshire,Rockingham County,Democrat,2.1,198943,100064,95858,50.3,48.2
New Hampshire,Strafford County,Democrat,15.2,73729,41721,30489,56.6,41.4
New Hampshire,Sullivan County,Democrat,3.6,24383,12390,11508,50.8,47.2
New Jersey,Atlantic County,Democrat,6.7,140441,73808,64438,52.6,45.9
New Jersey,Bergen County,Democrat,16.4,497460,285967,204417,57.5,41.1
New Jersey,Burlington County,Democrat,19.6,262650,154595,103345,58.9,39.3
New Jersey,Camden County,Democrat,33.4,265599,175065,86207,65.9,32.5
New Jersey,Cape May County,Republican,15.9,57933,23941,33158,41.3,57.2
New Jersey,Cumberland County,Democrat,6.0,62575,32742,28952,52.3,46.3
New Jersey,Essex County,Democrat,55.4,345311,266820,75475,77.3,21.9
New Jersey,Gloucester County,Democrat,2.0,173453,86702,83340,50.0,48.0
New Jersey,Hudson County,Democrat,46.2,250458,181452,65698,72.4,26.2
New Jersey,Hunterdon County,Republican,4.4,84673,39457,43153,46.6,51.0
New Jersey,Mercer County,Democrat,40.0,177223,122532,51641,69.1,29.1
New Jersey,Middlesex County,Democrat,22.0,375692,226250,143467,60.2,38.2
New Jersey,Monmouth County,Republican,2.8,378390,181291,191808,47.9,50.7
New Jersey,Morris County,Democrat,4.2,300917,153881,141134,51.1,46.9
New Jersey,Ocean County,Republican,28.6,342746,119456,217740,34.9,63.5
New Jersey,Passaic County,Democrat,16.5,224330,129097,92009,57.5,41.0
New Jersey,Salem County,Republican,12.8,34042,14479,18827,42.5,55.3
New Jersey,Somerset County,Democrat,21.0,186891,111173,71996,59.5,38.5
New Jersey,Sussex County,Republican,19.5,88352,34481,51698,39.0,58.5
New Jersey,Union County,Democrat,35.5,254041,170245,80002,67.0,31.5
New Jersey,Warren County,Republican,16.1,61057,24901,34769,40.8,56.9
New Mexico,Bernalillo County,Democrat,24.4,317590,193757,116135,61.0,36.6
New Mexico,Catron County,Republican,47.4,2326,595,1698,25.6,73.0
New Mexico,Chaves County,Republican,41.4,22443,6381,15656,28.4,69.8
New Mexico,Cibola County,Democrat,8.7,8903,4745,3975,53.3,44.6
New Mexico,Colfax County,Republican,11.0,6016,2611,3271,43.4,54.4
New Mexico,Curry County,Republican,40.7,15101,4307,10444,28.5,69.2
New Mexico,De Baca County,Republican,47.2,901,231,656,25.6,72.8
New Mexico,Do̱a Ana County,Democrat,18.3,82641,47957,32802,58.0,39.7
New Mexico,Eddy County,Republican,51.8,23222,5424,17454,23.4,75.2
New Mexico,Grant County,Democrat,7.2,14435,7590,6553,52.6,45.4
New Mexico,Guadalupe County,Democrat,14.5,2189,1234,917,56.4,41.9
New Mexico,Harding County,Republican,27.8,505,179,319,35.4,63.2
New Mexico,Hidalgo County,Republican,15.0,1974,823,1120,41.7,56.7
New Mexico,Lea County,Republican,59.6,20918,4061,16531,19.4,79.0
New Mexico,Lincoln County,Republican,36.4,10306,3194,6942,31.0,67.4
New Mexico,Los Alamos County,Democrat,26.6,12293,7554,4278,61.4,34.8
New Mexico,Luna County,Republican,10.4,8103,3563,4408,44.0,54.4
New Mexico,McKinley County,Democrat,38.6,26486,18029,7801,68.1,29.5
New Mexico,Mora County,Democrat,31.4,2686,1745,903,65.0,33.6
New Mexico,Otero County,Republican,25.6,23571,8485,14521,36.0,61.6
New Mexico,Quay County,Republican,37.8,3873,1170,2634,30.2,68.0
New Mexico,Rio Arriba County,Democrat,33.6,16628,10990,5408,66.1,32.5
New Mexico,Roosevelt County,Republican,42.8,6608,1802,4634,27.3,70.1
New Mexico,Sandoval County,Democrat,8.4,76562,40588,34174,53.0,44.6
New Mexico,San Juan County,Republican,28.3,52294,18083,32874,34.6,62.9
New Mexico,San Miguel County,Democrat,38.7,11531,7888,3421,68.4,29.7
New Mexico,Santa Fe County,Democrat,53.7,82227,62530,18329,76.0,22.3
New Mexico,Sierra County,Republican,21.5,5945,2265,3542,38.1,59.6
New Mexico,Socorro County,Democrat,6.5,7160,3722,3255,52.0,45.5
New Mexico,Taos County,Democrat,54.8,17181,13121,3715,76.4,21.6
New Mexico,Torrance County,Republican,33.3,7281,2344,4772,32.2,65.5
New Mexico,Union County,Republican,56.2,1789,383,1388,21.4,77.6
New Mexico,Valencia County,Republican,9.6,32277,14263,17364,44.2,53.8
New York,Albany County,Democrat,31.5,154101,99474,51081,64.6,33.1
New York,Allegany County,Republican,38.9,20782,6048,14135,29.1,68.0
New York,Bronx County,Democrat,67.6,425715,355374,67740,83.5,15.9
New York,Broome County,Democrat,3.5,92794,47010,43800,50.7,47.2
New York,Cattaraugus County,Republican,29.5,34845,11879,22155,34.1,63.6
New York,Cayuga County,Republican,9.3,36421,16149,19512,44.3,53.6
New York,Chautauqua County,Republican,19.9,59304,23087,34853,38.9,58.8
New York,Chemung County,Republican,13.4,39410,16636,21922,42.2,55.6
New York,Chenango County,Republican,23.3,22282,8290,13482,37.2,60.5
New York,Clinton County,Democrat,5.2,35437,18364,16514,51.8,46.6
New York,Columbia County,Democrat,16.7,35522,20386,14464,57.4,40.7
New York,Cortland County,Republican,2.0,21678,10369,10789,47.8,49.8
New York,Delaware County,Republican,18.4,23025,9143,13387,39.7,58.1
New York,Dutchess County,Democrat,9.6,151122,81443,66872,53.9,44.3
New York,Erie County,Democrat,14.7,473021,267174,197527,56.5,41.8
New York,Essex County,Democrat,5.0,19259,9947,8976,51.6,46.6
New York,Franklin County,Republican,2.2,19268,9253,9668,48.0,50.2
New York,Fulton County,Republican,31.4,23744,7931,15378,33.4,64.8
New York,Genesee County,Republican,31.7,29217,9625,18876,32.9,64.6
New York,Greene County,Republican,15.5,25194,10346,14271,41.1,56.6
New York,Hamilton County,Republican,30.3,3460,1178,2225,34.0,64.3
New York,Herkimer County,Republican,30.5,29319,9937,18870,33.9,64.4
New York,Jefferson County,Republican,18.9,43848,17307,25629,39.5,58.4
New York,Kings County,Democrat,54.8,913246,703310,202772,77.0,22.2
New York,Lewis County,Republican,39.2,12944,3824,8894,29.5,68.7
New York,Livingston County,Republican,18.2,31401,12477,18182,39.7,57.9
New York,Madison County,Republican,10.6,34038,14807,18408,43.5,54.1
New York,Monroe County,Democrat,21.1,380983,225746,145661,59.3,38.2
New York,Montgomery County,Republican,22.6,21134,7977,12745,37.7,60.3
New York,Nassau County,Democrat,9.5,732756,396504,326716,54.1,44.6
New York,New York County,Democrat,74.5,694904,603040,85185,86.8,12.3
New York,Niagara County,Republican,9.7,104080,46029,56068,44.2,53.9
New York,Oneida County,Republican,15.5,100746,41567,57180,41.3,56.8
New York,Onondaga County,Democrat,20.6,234735,138894,90619,59.2,38.6
New York,Ontario County,Republican,0.1,59674,29025,29039,48.6,48.7
New York,Orange County,Republican,0.2,172099,84684,84996,49.2,49.4
New York,Orleans County,Republican,36.0,18154,5587,12126,30.8,66.8
New York,Oswego County,Republican,20.2,54491,21143,32138,38.8,59.0
New York,Otsego County,Republican,5.0,28008,12975,14382,46.3,51.3
New York,Putnam County,Republican,7.9,54989,24953,29283,45.4,53.3
New York,Queens County,Democrat,45.2,787860,569038,212665,72.2,27.0
New York,Rensselaer County,Democrat,5.6,79409,40969,36500,51.6,46.0
New York,Richmond County,Republican,15.0,216153,90997,123320,42.1,57.1
New York,Rockland County,Democrat,1.7,150369,75802,73186,50.4,48.7
New York,St. Lawrence County,Republican,11.7,44907,19361,24608,43.1,54.8
New York,Saratoga County,Democrat,5.4,132655,68471,61305,51.6,46.2
New York,Schenectady County,Democrat,15.7,74826,42465,30741,56.8,41.1
New York,Schoharie County,Republican,29.0,15710,5345,9903,34.0,63.0
New York,Schuyler County,Republican,17.6,9766,3903,5621,40.0,57.6
New York,Seneca County,Republican,9.1,15630,6914,8329,44.2,53.3
New York,Steuben County,Republican,29.6,46178,15790,29474,34.2,63.8
New York,Suffolk County,Republican,0.0,771541,381021,381253,49.4,49.4
New York,Sullivan County,Republican,9.2,34647,15489,18665,44.7,53.9
New York,Tioga County,Republican,20.6,25044,9634,14791,38.5,59.1
New York,Tompkins County,Democrat,49.2,45735,33619,11096,73.5,24.3
New York,Ulster County,Democrat,20.9,97420,57970,37590,59.5,38.6
New York,Warren County,Republican,0.2,36131,17642,17699,48.8,49.0
New York,Washington County,Republican,15.6,28138,11565,15941,41.1,56.7
New York,Wayne County,Republican,19.6,44714,17456,26204,39.0,58.6
New York,Westchester County,Democrat,36.3,462122,312371,144713,67.6,31.3
New York,Wyoming County,Republican,45.4,19399,5073,13898,26.2,71.6
New York,Yates County,Republican,18.6,10701,4219,6208,39.4,58.0
North Carolina,Alamance County,Republican,8.4,86091,38825,46056,45.1,53.5
North Carolina,Alexander County,Republican,58.0,20236,4145,15888,20.5,78.5
North Carolina,Alleghany County,Republican,50.0,6076,1486,4527,24.5,74.5
North Carolina,Anson County,Democrat,4.2,11194,5789,5321,51.7,47.5
North Carolina,Ashe County,Republican,46.1,15814,4164,11451,26.3,72.4
North Carolina,Avery County,Republican,52.6,9458,2191,7172,23.2,75.8
North Carolina,Beaufort County,Republican,25.9,26315,9633,16437,36.6,62.5
North Carolina,Bertie County,Democrat,21.6,9815,5939,3817,60.5,38.9
North Carolina,Bladen County,Republican,13.7,17125,7326,9676,42.8,56.5
North Carolina,Brunswick County,Republican,25.0,90175,33310,55850,36.9,61.9
North Carolina,Buncombe County,Democrat,21.1,161569,96515,62412,59.7,38.6
North Carolina,Burke County,Republican,40.1,44602,13118,31019,29.4,69.5
North Carolina,Cabarrus County,Republican,9.4,117227,52162,63237,44.5,53.9
North Carolina,Caldwell County,Republican,51.1,42829,10245,32119,23.9,75.0
North Carolina,Camden County,Republican,46.6,5953,1537,4312,25.8,72.4
North Carolina,Carteret County,Republican,42.0,42695,12093,30028,28.3,70.3
North Carolina,Caswell County,Republican,18.5,12051,4860,7089,40.3,58.8
North Carolina,Catawba County,Republican,37.0,83425,25689,56588,30.8,67.8
North Carolina,Chatham County,Democrat,11.5,48599,26787,21186,55.1,43.6
North Carolina,Cherokee County,Republican,55.1,16423,3583,12628,21.8,76.9
North Carolina,Chowan County,Republican,15.7,7784,3247,4471,41.7,57.4
North Carolina,Clay County,Republican,49.6,6893,1699,5112,24.6,74.2
North Carolina,Cleveland County,Republican,32.9,51308,16955,33798,33.0,65.9
North Carolina,Columbus County,Republican,27.9,26446,9446,16832,35.7,63.6
North Carolina,Craven County,Republican,18.6,53065,21148,31032,39.9,58.5
North Carolina,Cumberland County,Democrat,16.6,147150,84469,60032,57.4,40.8
North Carolina,Currituck County,Republican,46.2,16147,4195,11657,26.0,72.2
North Carolina,Dare County,Republican,16.5,24232,9936,13938,41.0,57.5
North Carolina,Davidson County,Republican,47.4,88514,22636,64658,25.6,73.0
North Carolina,Davie County,Republican,45.5,25311,6713,18228,26.5,72.0
North Carolina,Duplin County,Republican,22.1,22715,8767,13793,38.6,60.7
North Carolina,Durham County,Democrat,62.4,179914,144688,32459,80.4,18.0
North Carolina,Edgecombe County,Democrat,27.1,25477,16089,9206,63.2,36.1
North Carolina,Forsyth County,Democrat,13.9,201270,113033,85064,56.2,42.3
North Carolina,Franklin County,Republican,13.5,37351,15879,20901,42.5,56.0
North Carolina,Gaston County,Republican,27.7,115498,40959,73033,35.5,63.2
North Carolina,Gates County,Republican,13.8,5971,2546,3367,42.6,56.4
North Carolina,Graham County,Republican,60.1,4665,905,3710,19.4,79.5
North Carolina,Granville County,Republican,6.6,31598,14565,16647,46.1,52.7
North Carolina,Greene County,Republican,11.9,8753,3832,4874,43.8,55.7
North Carolina,Guilford County,Democrat,23.1,284486,173086,107294,60.8,37.7
North Carolina,Halifax County,Democrat,21.2,25759,15545,10080,60.3,39.1
North Carolina,Harnett County,Republican,22.4,58293,22093,35177,37.9,60.3
North Carolina,Haywood County,Republican,26.5,36542,13144,22834,36.0,62.5
North Carolina,Henderson County,Republican,18.8,68371,27211,40032,39.8,58.6
North Carolina,Hertford County,Democrat,34.0,10634,7097,3479,66.7,32.7
North Carolina,Hoke County,Democrat,10.8,21639,11804,9453,54.5,43.7
North Carolina,Hyde County,Republican,14.9,2492,1046,1418,42.0,56.9
North Carolina,Iredell County,Republican,32.4,102371,33888,67010,33.1,65.5
North Carolina,Jackson County,Republican,8.2,21428,9591,11356,44.8,53.0
North Carolina,Johnston County,Republican,24.4,111357,41257,68353,37.0,61.4
North Carolina,Jones County,Republican,19.6,5525,2197,3280,39.8,59.4
North Carolina,Lee County,Republican,14.9,29008,12143,16469,41.9,56.8
North Carolina,Lenoir County,Republican,3.5,28409,13605,14590,47.9,51.4
North Carolina,Lincoln County,Republican,46.0,50217,13274,36341,26.4,72.4
North Carolina,McDowell County,Republican,48.0,23003,5832,16883,25.4,73.4
North Carolina,Macon County,Republican,38.5,20743,6230,14211,30.0,68.5
North Carolina,Madison County,Republican,23.5,13076,4901,7979,37.5,61.0
North Carolina,Martin County,Republican,5.0,12540,5911,6532,47.1,52.1
North Carolina,Mecklenburg County,Democrat,35.1,567053,378107,179211,66.7,31.6
North Carolina,Mitchell County,Republican,57.7,9041,1867,7090,20.7,78.4
North Carolina,Montgomery County,Republican,31.8,12849,4327,8411,33.7,65.5
North Carolina,Moore County,Republican,27.4,58339,20779,36764,35.6,63.0
North Carolina,Nash County,Democrat,0.2,52271,25947,25827,49.6,49.4
North Carolina,New Hanover County,Democrat,2.2,131830,66138,63331,50.2,48.0
North Carolina,Northampton County,Democrat,20.5,10109,6069,3989,60.0,39.5
North Carolina,Onslow County,Republican,30.2,72235,24266,46078,33.6,63.8
North Carolina,Orange County,Democrat,51.1,84997,63594,20176,74.8,23.7
North Carolina,Pamlico County,Republican,27.9,7631,2713,4849,35.6,63.5
North Carolina,Pasquotank County,Democrat,0.3,19897,9832,9770,49.4,49.1
North Carolina,Pender County,Republican,30.0,34169,11723,21956,34.3,64.3
North Carolina,Perquimans County,Republican,32.2,7484,2492,4903,33.3,65.5
North Carolina,Person County,Republican,21.5,21894,8465,13184,38.7,60.2
North Carolina,Pitt County,Democrat,9.5,87573,47252,38982,54.0,44.5
North Carolina,Polk County,Republican,25.6,12358,4518,7689,36.6,62.2
North Carolina,Randolph County,Republican,56.3,73316,15618,56894,21.3,77.6
North Carolina,Richmond County,Republican,14.8,20763,8754,11830,42.2,57.0
North Carolina,Robeson County,Republican,18.6,47188,19020,27806,40.3,58.9
North Carolina,Rockingham County,Republican,32.1,47809,15992,31301,33.4,65.5
North Carolina,Rowan County,Republican,35.7,73408,23114,49297,31.5,67.2
North Carolina,Rutherford County,Republican,45.8,34429,9135,24891,26.5,72.3
North Carolina,Sampson County,Republican,22.5,28618,10966,17411,38.3,60.8
North Carolina,Scotland County,Republican,2.0,14775,7186,7473,48.6,50.6
North Carolina,Stanly County,Republican,51.0,33939,8129,25458,24.0,75.0
North Carolina,Stokes County,Republican,57.8,25701,5286,20142,20.6,78.4
North Carolina,Surry County,Republican,51.4,36638,8721,27538,23.8,75.2
North Carolina,Swain County,Republican,19.6,7068,2780,4161,39.3,58.9
North Carolina,Transylvania County,Republican,15.6,20404,8444,11636,41.4,57.0
North Carolina,Tyrrell County,Republican,15.8,1817,758,1044,41.7,57.5
North Carolina,Union County,Republican,24.2,131011,48725,80382,37.2,61.4
North Carolina,Vance County,Democrat,19.2,20999,12431,8391,59.2,40.0
North Carolina,Wake County,Democrat,26.5,631830,393336,226197,62.3,35.8
North Carolina,Warren County,Democrat,25.7,10293,6400,3752,62.2,36.5
North Carolina,Washington County,Democrat,9.9,6205,3396,2781,54.7,44.8
North Carolina,Watauga County,Democrat,8.2,32220,17122,14451,53.1,44.9
North Carolina,Wayne County,Republican,11.7,55537,24215,30709,43.6,55.3
North Carolina,Wilkes County,Republican,56.6,35466,7511,27592,21.2,77.8
North Carolina,Wilson County,Democrat,2.8,40735,20754,19581,50.9,48.1
North Carolina,Yadkin County,Republican,61.1,19923,3763,15933,18.9,80.0
North Carolina,Yancey County,Republican,33.7,11352,3688,7516,32.5,66.2
North Dakota,Adams County,Republican,57.0,1269,258,981,20.3,77.3
North Dakota,Barnes County,Republican,31.4,5565,1820,3568,32.7,64.1
North Dakota,Benson County,Republican,13.9,1961,822,1094,41.9,55.8
North Dakota,Billings County,Republican,73.9,635,72,541,11.3,85.2
North Dakota,Bottineau County,Republican,50.5,3471,821,2575,23.7,74.2
North Dakota,Bowman County,Republican,70.4,1657,228,1395,13.8,84.2
North Dakota,Burke County,Republican,74.2,1155,137,994,11.9,86.1
North Dakota,Burleigh County,Republican,40.2,50753,14348,34744,28.3,68.5
North Dakota,Cass County,Republican,2.7,86053,40311,42619,46.8,49.5
North Dakota,Cavalier County,Republican,50.7,2020,474,1499,23.5,74.2
North Dakota,Dickey County,Republican,46.8,2424,608,1742,25.1,71.9
North Dakota,Divide County,Republican,53.2,1202,265,904,22.0,75.2
North Dakota,Dunn County,Republican,68.8,2338,342,1951,14.6,83.4
North Dakota,Eddy County,Republican,37.3,1261,383,854,30.4,67.7
North Dakota,Emmons County,Republican,74.7,2009,237,1738,11.8,86.5
North Dakota,Foster County,Republican,55.6,1778,373,1362,21.0,76.6
