state,county,winner,margin,total_votes,democrat_votes,republican_votes,democrat_vote_share,republican_vote_share
MT,Big Horn County,Democrat,5.5,4148,2061,1833,49.7,44.2
MT,Blaine County,Republican,2.7,2621,1187,1259,45.3,48.0
MT,Broadwater County,Republican,56.9,3097,566,2329,18.3,75.2
MT,Carbon County,Republican,32.2,5923,1824,3729,30.8,63.0
MT,Carter County,Republican,78.1,777,70,677,9.0,87.1
MT,Cascade County,Republican,21.5,33791,12053,19343,35.7,57.2
MT,Chouteau County,Republican,36.8,2571,729,1676,28.4,65.2
MT,Custer County,Republican,47.9,5145,1172,3638,22.8,70.7
MT,Daniels County,Republican,59.1,952,167,729,17.5,76.6
MT,Dawson County,Republican,58.5,4297,786,3298,18.3,76.8
MT,Deer Lodge County,Democrat,6.8,4099,2018,1736,49.2,42.4
MT,Fallon County,Republican,76.2,1474,154,1276,10.4,86.6
MT,Fergus County,Republican,52.5,5782,1196,4235,20.7,73.2
MT,Flathead County,Republican,36.5,46144,13233,30079,28.7,65.2
MT,Gallatin County,Democrat,1.0,52169,23879,23360,45.8,44.8
MT,Garfield County,Republican,86.5,715,34,653,4.8,91.3
MT,Glacier County,Democrat,29.7,4969,3076,1598,61.9,32.2
MT,Golden Valley County,Republican,62.8,468,71,365,15.2,78.0
MT,Granite County,Republican,40.7,1762,469,1185,26.6,67.3
MT,Hill County,Republican,17.3,6347,2350,3446,37.0,54.3
MT,Jefferson County,Republican,32.5,6535,1975,4099,30.2,62.7
MT,Judith Basin County,Republican,53.4,1189,232,867,19.5,72.9
MT,Lake County,Republican,21.3,12898,4703,7453,36.5,57.8
MT,Lewis and Clark County,Republican,7.0,33697,14331,16665,42.5,49.5
MT,Liberty County,Republican,51.6,949,205,695,21.6,73.2
MT,Lincoln County,Republican,50.5,9250,2040,6720,22.1,72.6
MT,Madison County,Republican,44.7,4708,1175,3280,25.0,69.7
MT,McCone County,Republican,66.6,1056,154,858,14.6,81.2
MT,Meagher County,Republican,55.4,970,191,728,19.7,75.1
MT,Mineral County,Republican,40.9,1974,515,1322,26.1,67.0
MT,Missoula County,Democrat,15.8,57271,30740,21699,53.7,37.9
MT,Musselshell County,Republican,67.8,2404,331,1961,13.8,81.6
MT,Park County,Republican,14.9,9056,3521,4872,38.9,53.8
MT,Petroleum County,Republican,77.1,319,30,276,9.4,86.5
MT,Phillips County,Republican,65.2,2147,315,1715,14.7,79.9
MT,Pondera County,Republican,38.9,2692,737,1786,27.4,66.3
MT,Powder River County,Republican,71.9,1047,127,880,12.1,84.0
MT,Powell County,Republican,53.1,2768,549,2017,19.8,72.9
MT,Prairie County,Republican,66.3,686,100,555,14.6,80.9
MT,Ravalli County,Republican,38.6,22063,6166,14673,27.9,66.5
MT,Richland County,Republican,66.8,4812,669,3885,13.9,80.7
MT,Roosevelt County,Republican,6.3,3486,1504,1722,43.1,49.4
MT,Rosebud County,Republican,37.0,3357,969,2211,28.9,65.9
MT,Sanders County,Republican,52.1,5871,1211,4268,20.6,72.7
MT,Sheridan County,Republican,41.7,1825,476,1237,26.1,67.8
MT,Silver Bow County,Democrat,14.2,16122,8545,6252,53.0,38.8
MT,Stillwater County,Republican,56.6,4816,904,3630,18.8,75.4
MT,Sweet Grass County,Republican,56.9,2077,398,1580,19.2,76.1
MT,Teton County,Republican,43.0,3143,803,2152,25.5,68.5
MT,Toole County,Republican,54.3,2018,399,1495,19.8,74.1
MT,Treasure County,Republican,66.0,441,59,350,13.4,79.4
MT,Valley County,Republican,46.9,3860,886,2697,23.0,69.9
MT,Wheatland County,Republican,55.7,932,179,698,19.2,74.9
MT,Wibaux County,Republican,76.0,533,55,460,10.3,86.3
MT,Yellowstone County,Republican,27.1,64675,21117,38675,32.7,59.8
NC,Alamance County,Republican,12.9,69264,29268,38235,42.3,55.2
NC,Alexander County,Republican,56.0,18011,3750,13826,20.8,76.8
NC,Alleghany County,Republican,47.8,5214,1300,3789,24.9,72.7
NC,Anson County,Democrat,12.6,10394,5785,4480,55.7,43.1
NC,Ashe County,Republican,44.7,13160,3476,9353,26.4,71.1
NC,Avery County,Republican,56.5,8060,1670,6226,20.7,77.2
NC,Beaufort County,Republican,24.5,23599,8699,14478,36.9,61.4
NC,Bertie County,Democrat,25.1,9380,5837,3476,62.2,37.1
NC,Bladen County,Republican,9.5,15743,7021,8511,44.6,54.1
NC,Brunswick County,Republican,28.7,67255,23117,42440,34.4,63.1
NC,Buncombe County,Democrat,14.6,134507,74937,55339,55.7,41.1
NC,Burke County,Republican,39.4,37638,10930,25741,29.0,68.4
NC,Cabarrus County,Republican,20.0,91002,35048,53224,38.5,58.5
NC,Caldwell County,Republican,50.6,35747,8403,26499,23.5,74.1
NC,Camden County,Republican,45.8,4939,1266,3527,25.6,71.4
NC,Carteret County,Republican,44.4,36919,9806,26228,26.6,71.0
NC,Caswell County,Republican,11.5,10515,4549,5758,43.3,54.8
NC,Catawba County,Republican,38.0,71065,21050,48062,29.6,67.6
NC,Chatham County,Democrat,10.1,39080,20953,17012,53.6,43.5
NC,Cherokee County,Republican,57.0,13860,2809,10711,20.3,77.3
NC,Chowan County,Republican,14.3,7108,2965,3983,41.7,56.0
NC,Clay County,Republican,51.7,5885,1352,4395,23.0,74.7
NC,Cleveland County,Republican,30.6,44137,14896,28394,33.7,64.3
NC,Columbus County,Republican,22.1,23472,8991,14177,38.3,60.4
NC,Craven County,Republican,21.8,46231,17481,27556,37.8,59.6
NC,Cumberland County,Democrat,16.0,124402,70523,50593,56.7,40.7
NC,Currituck County,Republican,49.8,12423,2879,9070,23.2,73.0
NC,Dare County,Republican,22.2,19009,7079,11283,37.2,59.4
NC,Davidson County,Republican,49.3,72013,17328,52870,24.1,73.4
NC,Davie County,Republican,48.1,21350,5228,15502,24.5,72.6
NC,Duplin County,Republican,19.2,20601,8196,12151,39.8,59.0
NC,Durham County,Democrat,60.4,150543,118783,27879,78.9,18.5
NC,Edgecombe County,Democrat,32.2,24653,16152,8219,65.5,33.3
NC,Forsyth County,Democrat,10.2,172509,92488,74793,53.6,43.4
NC,Franklin County,Republican,11.8,29902,12811,16320,42.8,54.6
NC,Gaston County,Republican,32.1,94872,30982,61467,32.7,64.8
NC,Gates County,Republican,9.0,5328,2371,2851,44.5,53.5
NC,Graham County,Republican,61.0,4094,761,3260,18.6,79.6
NC,Granville County,Republican,2.5,26920,12827,13500,47.6,50.1
NC,Greene County,Republican,9.8,8013,3570,4358,44.6,54.4
NC,Guilford County,Democrat,20.0,252087,147949,97461,58.7,38.7
NC,Halifax County,Democrat,26.9,24881,15642,8954,62.9,36.0
NC,Harnett County,Republican,24.1,44955,16452,27278,36.6,60.7
NC,Haywood County,Republican,28.0,30156,10414,18844,34.5,62.5
NC,Henderson County,Republican,28.0,56810,19664,35535,34.6,62.6
NC,Hertford County,Democrat,37.7,10100,6886,3081,68.2,30.5
NC,Hoke County,Democrat,10.8,17847,9608,7676,53.8,43.0
NC,Hyde County,Republican,14.0,2273,956,1275,42.1,56.1
NC,Iredell County,Republican,36.8,80727,24441,54164,30.3,67.1
NC,Jackson County,Republican,11.9,18004,7564,9706,42.0,53.9
NC,Johnston County,Republican,30.7,84553,28153,54082,33.3,64.0
NC,Jones County,Republican,17.9,5039,2041,2941,40.5,58.4
NC,Lee County,Republican,13.1,24676,10380,13625,42.1,55.2
NC,Lenoir County,Republican,6.3,25500,11752,13354,46.1,52.4
NC,Lincoln County,Republican,47.7,39449,9836,28653,24.9,72.6
NC,Macon County,Republican,41.5,17336,4841,12035,27.9,69.4
NC,Madison County,Republican,25.8,10966,3899,6735,35.6,61.4
NC,Martin County,Republican,0.5,11852,5814,5874,49.1,49.6
NC,McDowell County,Republican,50.4,19557,4645,14517,23.8,74.2
NC,Mecklenburg County,Democrat,29.9,461834,292258,154303,63.3,33.4
NC,Mitchell County,Republican,58.4,7948,1585,6225,19.9,78.3
NC,Montgomery County,Republican,25.9,11449,4108,7070,35.9,61.8
NC,Moore County,Republican,29.6,47746,16148,30273,33.8,63.4
NC,Nash County,Republican,0.2,46903,23024,23142,49.1,49.3
NC,New Hanover County,Republican,4.1,108737,50219,54665,46.2,50.3
NC,Northampton County,Democrat,26.2,9761,6113,3556,62.6,36.4
NC,Onslow County,Republican,34.6,55364,17156,36342,31.0,65.6
NC,Orange County,Democrat,51.0,79830,59105,18373,74.0,23.0
NC,Pamlico County,Republican,26.6,6772,2427,4225,35.8,62.4
NC,Pasquotank County,Democrat,2.2,16964,8455,8082,49.8,47.6
NC,Pender County,Republican,30.4,27072,9086,17317,33.6,64.0
NC,Perquimans County,Republican,28.1,6595,2291,4143,34.7,62.8
NC,Person County,Republican,17.3,19303,7772,11116,40.3,57.6
NC,Pitt County,Democrat,7.3,78264,40967,35191,52.3,45.0
NC,Polk County,Republican,28.2,10723,3715,6738,34.6,62.8
NC,Randolph County,Republican,56.7,63615,13074,49156,20.6,77.3
NC,Richmond County,Republican,10.1,18813,8290,10199,44.1,54.2
NC,Robeson County,Republican,4.8,39454,18377,20294,46.6,51.4
NC,Rockingham County,Republican,30.0,41374,14057,26463,34.0,64.0
NC,Rowan County,Republican,36.7,63078,19208,42388,30.5,67.2
NC,Rutherford County,Republican,47.9,29764,7451,21694,25.0,72.9
NC,Sampson County,Republican,16.7,25638,10486,14761,40.9,57.6
NC,Scotland County,Democrat,7.8,13743,7279,6212,53.0,45.2
NC,Stanly County,Republican,50.2,29451,7008,21788,23.8,74.0
NC,Stokes County,Republican,55.6,22182,4645,16976,20.9,76.5
NC,Surry County,Republican,50.7,31663,7438,23495,23.5,74.2
NC,Swain County,Republican,23.0,5982,2186,3557,36.5,59.5
NC,Transylvania County,Republican,22.5,17440,6520,10441,37.4,59.9
NC,Tyrrell County,Republican,15.4,1700,705,968,41.5,56.9
NC,Union County,Republican,31.1,103596,34051,66265,32.9,64.0
NC,Vance County,Democrat,24.6,19762,12168,7304,61.6,37.0
NC,Wake County,Democrat,20.5,510940,298353,193607,58.4,37.9
NC,Warren County,Democrat,33.3,10123,6668,3302,65.9,32.6
NC,Washington County,Democrat,15.2,6115,3490,2560,57.1,41.9
NC,Watauga County,Democrat,1.5,28769,13953,13521,48.5,47.0
NC,Wayne County,Republican,11.7,49824,21520,27360,43.2,54.9
NC,Wilkes County,Republican,55.2,30844,6596,23613,21.4,76.6
NC,Wilson County,Democrat,5.6,37593,19527,17410,51.9,46.3
NC,Yadkin County,Republican,61.5,17350,3140,13815,18.1,79.6
NC,Yancey County,Republican,32.5,9808,3181,6367,32.4,64.9
ND,Adams County,Republican,57.1,1206,216,904,17.9,75.0
ND,Barnes County,Republican,29.7,5253,1597,3156,30.4,60.1
ND,Benson County,Republican,4.4,1940,842,927,43.4,47.8
ND,Billings County,Republican,73.3,592,58,492,9.8,83.1
ND,Bottineau County,Republican,50.8,3437,734,2482,21.4,72.2
ND,Bowman County,Republican,68.9,1769,227,1445,12.8,81.7
ND,Burke County,Republican,73.9,1031,118,879,11.4,85.3
ND,Burleigh County,Republican,46.1,46874,10865,32499,23.2,69.3
ND,Cass County,Republican,10.7,78807,31291,39738,39.7,50.4
ND,Cavalier County,Republican,44.7,1969,476,1356,24.2,68.9
ND,Dickey County,Republican,46.6,2372,551,1656,23.2,69.8
ND,Divide County,Republican,52.0,1187,243,860,20.5,72.5
ND,Dunn County,Republican,63.5,2199,356,1753,16.2,79.7
ND,Eddy County,Republican,35.8,1219,354,790,29.0,64.8
ND,Emmons County,Republican,74.3,1959,215,1672,11.0,85.3
ND,Foster County,Republican,52.4,1699,346,1237,20.4,72.8
ND,Golden Valley County,Republican,73.7,942,99,793,10.5,84.2
ND,Grand Forks County,Republican,18.5,29711,10828,16325,36.4,54.9
ND,Grant County,Republican,67.0,1361,187,1098,13.7,80.7
ND,Griggs County,Republican,44.0,1247,298,847,23.9,67.9
ND,Hettinger County,Republican,68.5,1261,168,1032,13.3,81.8
ND,Kidder County,Republican,68.2,1358,179,1106,13.2,81.4
ND,LaMoure County,Republican,46.1,2115,500,1475,23.6,69.7
ND,Logan County,Republican,73.3,1030,112,867,10.9,84.2
ND,McHenry County,Republican,56.5,2687,474,1991,17.6,74.1
ND,McIntosh County,Republican,60.6,1423,233,1095,16.4,77.0
ND,McKenzie County,Republican,64.5,4594,696,3661,15.2,79.7
ND,McLean County,Republican,52.9,5206,1070,3827,20.6,73.5
ND,Mercer County,Republican,67.9,4564,616,3715,13.5,81.4
ND,Morton County,Republican,53.0,15547,3077,11319,19.8,72.8
ND,Mountrail County,Republican,33.4,4009,1211,2551,30.2,63.6
ND,Nelson County,Republican,28.9,1694,536,1025,31.6,60.5
ND,Oliver County,Republican,70.6,1002,119,827,11.9,82.5
ND,Pembina County,Republican,49.3,3093,681,2204,22.0,71.3
ND,Pierce County,Republican,49.6,2020,431,1433,21.3,70.9
ND,Ramsey County,Republican,32.8,5218,1505,3216,28.8,61.6
ND,Ransom County,Republican,16.1,2317,836,1209,36.1,52.2
ND,Renville County,Republican,62.0,1255,200,978,15.9,77.9
ND,Richland County,Republican,36.1,7460,2064,4759,27.7,63.8
ND,Rolette County,Democrat,24.3,3662,2097,1210,57.3,33.0
ND,Sargent County,Republican,20.0,1978,693,1088,35.0,55.0
ND,Sheridan County,Republican,71.1,774,94,644,12.1,83.2
ND,Sioux County,Democrat,42.6,1177,758,256,64.4,21.8
ND,Slope County,Republican,74.7,427,42,361,9.8,84.5
ND,Stark County,Republican,65.8,12115,1745,9718,14.4,80.2
ND,Steele County,Republican,17.9,984,361,537,36.7,54.6
ND,Stutsman County,Republican,42.5,9938,2484,6706,25.0,67.5
ND,Towner County,Republican,37.7,1137,305,733,26.8,64.5
ND,Traill County,Republican,26.5,3864,1239,2263,32.1,58.6
ND,Walsh County,Republican,40.1,4543,1166,2991,25.7,65.8
ND,Ward County,Republican,47.6,26861,5792,18601,21.6,69.2
ND,Wells County,Republican,58.4,2352,419,1793,17.8,76.2
ND,Williams County,Republican,66.4,12529,1722,10033,13.7,80.1
NE,Adams County,Republican,45.1,13172,3272,9205,24.8,69.9
NE,Antelope County,Republican,72.6,3220,381,2717,11.8,84.4
NE,Arthur County,Republican,84.0,263,16,237,6.1,90.1
NE,Banner County,Republican,86.4,390,18,355,4.6,91.0
NE,Blaine County,Republican,77.6,313,30,273,9.6,87.2
NE,Boone County,Republican,65.8,2867,414,2299,14.4,80.2
NE,Box Butte County,Republican,54.6,4761,953,3550,20.0,74.6
NE,Boyd County,Republican,74.4,1142,128,978,11.2,85.6
NE,Brown County,Republican,77.7,1579,153,1380,9.7,87.4
NE,Buffalo County,Republican,47.5,20477,4690,14424,22.9,70.4
NE,Burt County,Republican,40.7,3523,928,2360,26.3,67.0
NE,Butler County,Republican,60.8,3914,690,3068,17.6,78.4
NE,Cass County,Republican,39.1,12609,3461,8388,27.4,66.5
NE,Cedar County,Republican,67.9,4360,572,3533,13.1,81.0
NE,Chase County,Republican,78.4,1851,171,1621,9.2,87.6
NE,Cherry County,Republican,74.8,3082,317,2623,10.3,85.1
NE,Cheyenne County,Republican,63.6,4569,702,3610,15.4,79.0
NE,Clay County,Republican,64.0,2973,470,2373,15.8,79.8
NE,Colfax County,Republican,41.4,3172,857,2171,27.0,68.4
NE,Cuming County,Republican,59.7,3988,712,3095,17.9,77.6
NE,Custer County,Republican,72.5,5489,635,4616,11.6,84.1
NE,Dakota County,Republican,15.5,7259,2904,4028,40.0,55.5
NE,Dawes County,Republican,49.6,3578,785,2559,21.9,71.5
NE,Dawson County,Republican,45.0,8486,2116,5935,24.9,69.9
NE,Deuel County,Republican,70.5,977,120,809,12.3,82.8
NE,Dixon County,Republican,54.1,2744,556,2041,20.3,74.4
NE,Dodge County,Republican,35.3,14959,4451,9736,29.8,65.1
NE,Douglas County,Democrat,1.4,219531,105207,102151,47.9,46.5
NE,Dundy County,Republican,77.3,949,89,823,9.4,86.7
NE,Fillmore County,Republican,51.7,2879,610,2100,21.2,72.9
NE,Franklin County,Republican,66.1,1656,250,1345,15.1,81.2
NE,Frontier County,Republican,72.1,1310,161,1106,12.3,84.4
NE,Furnas County,Republican,69.6,2315,304,1915,13.1,82.7
NE,Gage County,Republican,34.6,9854,2930,6333,29.7,64.3
NE,Garden County,Republican,67.3,1063,153,869,14.4,81.7
NE,Garfield County,Republican,72.1,968,121,819,12.5,84.6
NE,Gosper County,Republican,62.7,1000,165,792,16.5,79.2
NE,Grant County,Republican,88.0,394,20,367,5.1,93.1
NE,Greeley County,Republican,60.2,1165,210,911,18.0,78.2
NE,Hall County,Republican,37.5,21331,6142,14139,28.8,66.3
NE,Hamilton County,Republican,59.0,4902,873,3763,17.8,76.8
NE,Harlan County,Republican,68.5,1582,219,1302,13.8,82.3
NE,Hayes County,Republican,86.5,510,30,471,5.9,92.4
NE,Hitchcock County,Republican,73.4,1440,158,1216,11.0,84.4
NE,Holt County,Republican,75.4,4979,522,4275,10.5,85.9
NE,Hooker County,Republican,76.0,414,40,355,9.7,85.7
NE,Howard County,Republican,58.8,2958,544,2284,18.4,77.2
NE,Jefferson County,Republican,45.4,3430,831,2387,24.2,69.6
NE,Johnson County,Republican,38.4,2051,560,1348,27.3,65.7
NE,Kearney County,Republican,60.7,3242,550,2519,17.0,77.7
NE,Keith County,Republican,67.0,3945,560,3203,14.2,81.2
NE,Keya Paha County,Republican,81.5,514,39,458,7.6,89.1
NE,Kimball County,Republican,66.6,1636,227,1317,13.9,80.5
NE,Knox County,Republican,60.7,4061,715,3181,17.6,78.3
NE,Lancaster County,Republican,0.0,129803,60533,60456,46.6,46.6
NE,Lincoln County,Republican,58.1,15674,2878,11992,18.4,76.5
NE,Logan County,Republican,81.6,451,32,400,7.1,88.7
NE,Loup County,Republican,72.0,382,48,323,12.6,84.6
NE,Madison County,Republican,56.3,13956,2663,10518,19.1,75.4
NE,McPherson County,Republican,85.0,286,14,257,4.9,89.9
NE,Merrick County,Republican,62.4,3707,601,2914,16.2,78.6
NE,Morrill County,Republican,69.5,2166,282,1788,13.0,82.5
NE,Nance County,Republican,61.1,1599,280,1257,17.5,78.6
NE,Nemaha County,Republican,42.9,3035,765,2068,25.2,68.1
NE,Nuckolls County,Republican,63.2,2153,348,1709,16.2,79.4
NE,Otoe County,Republican,38.7,7279,2017,4833,27.7,66.4
NE,Pawnee County,Republican,52.6,1314,279,970,21.2,73.8
NE,Perkins County,Republican,73.5,1418,160,1202,11.3,84.8
NE,Phelps County,Republican,70.7,4609,571,3832,12.4,83.1
NE,Pierce County,Republican,74.6,3580,382,3052,10.7,85.3
NE,Platte County,Republican,58.7,14047,2612,10864,18.6,77.3
NE,Polk County,Republican,63.4,2538,411,2019,16.2,79.6
NE,Red Willow County,Republican,70.6,5061,638,4212,12.6,83.2
NE,Richardson County,Republican,51.4,3666,798,2684,21.8,73.2
NE,Rock County,Republican,77.8,793,70,687,8.8,86.6
NE,Saline County,Republican,25.4,4795,1630,2849,34.0,59.4
NE,Sarpy County,Republican,21.8,77781,27704,44649,35.6,57.4
NE,Saunders County,Republican,46.9,10598,2509,7486,23.7,70.6
NE,Scotts Bluff County,Republican,48.9,13895,3151,9952,22.7,71.6
NE,Seward County,Republican,46.0,7754,1881,5451,24.3,70.3
NE,Sheridan County,Republican,74.3,2565,286,2192,11.2,85.5
NE,Sherman County,Republican,51.8,1553,338,1143,21.8,73.6
NE,Sioux County,Republican,74.0,709,77,602,10.9,84.9
NE,Stanton County,Republican,63.9,2748,417,2173,15.2,79.1
NE,Thayer County,Republican,57.5,2613,490,1993,18.8,76.3
NE,Thomas County,Republican,81.1,387,30,344,7.8,88.9
NE,Thurston County,Republican,5.0,2029,911,1013,44.9,49.9
NE,Valley County,Republican,66.0,2172,337,1770,15.5,81.5
NE,Washington County,Republican,45.1,10584,2606,7374,24.6,69.7
NE,Wayne County,Republican,49.4,3740,828,2675,22.1,71.5
NE,Webster County,Republican,60.1,1687,306,1320,18.1,78.2
NE,Wheeler County,Republican,68.6,459,62,377,13.5,82.1
NE,York County,Republican,56.0,6256,1181,4686,18.9,74.9
NH,Belknap County,Republican,16.8,34462,13517,19315,39.2,56.0
NH,Carroll County,Republican,5.7,29063,12987,14635,44.7,50.4
NH,Cheshire County,Democrat,12.6,41080,22064,16876,53.7,41.1
NH,Coos County,Republican,9.1,15255,6558,7951,43.0,52.1
NH,Grafton County,Democrat,18.9,50065,28510,19010,56.9,38.0
NH,Hillsborough County,Republican,0.2,210622,99589,100013,47.3,47.5
NH,Merrimack County,Democrat,3.0,81982,40198,37674,49.0,46.0
NH,Rockingham County,Republican,5.8,179005,79994,90447,44.7,50.5
NH,Strafford County,Democrat,8.6,67918,34894,29072,51.4,42.8
NH,Sullivan County,Republican,2.6,22101,10210,10796,46.2,48.8
NJ,Atlantic County,Democrat,6.2,105738,54472,47882,51.5,45.3
NJ,Bergen County,Democrat,12.0,383965,209251,163220,54.5,42.5
NJ,Burlington County,Democrat,14.8,194988,108361,79539,55.6,40.8
NJ,Camden County,Democrat,32.4,220437,142375,71020,64.6,32.2
NJ,Cape May County,Republican,19.9,48375,18626,28237,38.5,58.4
NJ,Cumberland County,Democrat,5.3,53018,27045,24213,51.0,45.7
NJ,Essex County,Democrat,56.4,299808,231031,62059,77.1,20.7
NJ,Gloucester County,Republican,0.5,138388,66355,66949,47.9,48.4
NJ,Hudson County,Democrat,51.9,201425,149980,45615,74.5,22.6
NJ,Hunterdon County,Republican,13.8,70582,28797,38565,40.8,54.6
NJ,Mercer County,Democrat,36.2,141332,93721,42604,66.3,30.1
NJ,Middlesex County,Democrat,19.7,282668,164887,108981,58.3,38.6
NJ,Monmouth County,Republican,9.5,311474,135825,165305,43.6,53.1
NJ,Morris County,Republican,4.4,248848,114437,125376,46.0,50.4
NJ,Ocean County,Republican,34.0,259592,81845,170103,31.5,65.5
NJ,Passaic County,Democrat,21.7,189099,112608,71488,59.5,37.8
NJ,Salem County,Republican,15.3,29220,11766,16256,40.3,55.6
NJ,Somerset County,Democrat,12.5,154249,83839,64640,54.4,41.9
NJ,Sussex County,Republican,30.2,73860,24132,46486,32.7,62.9
NJ,Union County,Democrat,35.5,219385,145412,67582,66.3,30.8
NJ,Warren County,Republican,25.6,48442,16991,29393,35.1,60.7
NM,Bernalillo County,Democrat,17.8,269861,141960,93874,52.6,34.8
NM,Catron County,Republican,50.8,2024,426,1453,21.0,71.8
NM,Chaves County,Republican,36.4,20159,5530,12869,27.4,63.8
NM,Cibola County,Democrat,6.8,7975,3721,3179,46.7,39.9
NM,Colfax County,Republican,8.5,5271,2118,2569,40.2,48.7
NM,Curry County,Republican,42.4,11292,2776,7560,24.6,67.0
NM,De Baca County,Republican,47.0,903,192,617,21.3,68.3
NM,Dona Ana County,Democrat,18.0,69324,37543,25095,54.2,36.2
NM,Eddy County,Republican,41.5,19523,5008,13124,25.7,67.2
NM,Grant County,Democrat,7.7,12633,6226,5251,49.3,41.6
NM,Guadalupe County,Democrat,20.5,1809,962,591,53.2,32.7
NM,Harding County,Republican,29.4,527,156,311,29.6,59.0
NM,Hidalgo County,Republican,6.8,1836,780,906,42.5,49.3
NM,Lea County,Republican,48.6,17369,3877,12306,22.3,70.9
NM,Lincoln County,Republican,40.2,8856,2329,5889,26.3,66.5
NM,Los Alamos County,Democrat,20.3,10430,5443,3329,52.2,31.9
NM,Luna County,Republican,3.9,7245,3195,3478,44.1,48.0
NM,McKinley County,Democrat,39.8,20791,13162,4893,63.3,23.5
NM,Mora County,Democrat,35.8,2429,1533,662,63.1,27.3
NM,Otero County,Republican,29.2,19636,6033,11756,30.7,59.9
NM,Quay County,Republican,33.6,3550,1016,2208,28.6,62.2
NM,Rio Arriba County,Democrat,40.3,14767,9534,3583,64.6,24.3
NM,Roosevelt County,Republican,41.3,5855,1445,3865,24.7,66.0
NM,Sandoval County,Democrat,2.7,60597,27405,25748,45.2,42.5
NM,San Juan County,Republican,33.1,45476,12826,27879,28.2,61.3
NM,San Miguel County,Democrat,46.4,10662,7249,2302,68.0,21.6
NM,Santa Fe County,Democrat,51.0,70082,49956,14198,71.3,20.3
NM,Sierra County,Republican,27.3,5129,1600,2998,31.2,58.5
NM,Socorro County,Democrat,10.1,6756,3275,2592,48.5,38.4
NM,Taos County,Democrat,52.0,15072,10550,2706,70.0,18.0
NM,Torrance County,Republican,30.8,6250,1770,3695,28.3,59.1
NM,Union County,Republican,53.1,1688,318,1214,18.8,71.9
NM,Valencia County,Republican,8.7,27350,10810,13175,39.5,48.2
NV,Carson City,Republican,14.1,25016,9610,13125,38.4,52.5
NV,Churchill County,Republican,51.4,10936,2210,7828,20.2,71.6
NV,Clark County,Democrat,10.6,765421,401068,319571,52.4,41.8
NV,Douglas County,Republican,32.2,27871,8453,17406,30.3,62.5
NV,Elko County,Republican,54.7,18545,3400,13542,18.3,73.0
NV,Esmeralda County,Republican,62.4,423,65,329,15.4,77.8
NV,Eureka County,Republican,76.0,854,74,723,8.7,84.7
NV,Humboldt County,Republican,48.8,6433,1386,4521,21.5,70.3
NV,Lander County,Republican,59.1,2413,403,1828,16.7,75.8
NV,Lincoln County,Republican,65.0,2132,285,1671,13.4,78.4
NV,Lyon County,Republican,41.5,23762,6146,16005,25.9,67.4
NV,Mineral County,Republican,27.1,1997,637,1179,31.9,59.0
NV,Nye County,Republican,42.0,19592,5095,13320,26.0,68.0
NV,Pershing County,Republican,49.1,1982,430,1403,21.7,70.8
NV,Storey County,Republican,33.8,2558,752,1616,29.4,63.2
NV,Washoe County,Democrat,1.2,209282,97032,94529,46.4,45.2
NV,White Pine County,Republican,53.5,3773,707,2723,18.7,72.2
NY,Albany County,Democrat,24.3,125644,74775,44227,59.5,35.2
NY,Allegany County,Republican,42.3,17111,4473,11712,26.1,68.4
NY,Bronx County,Democrat,79.1,358857,318403,34424,88.7,9.6
NY,Broome County,Republican,3.7,77657,35212,38077,45.3,49.0
NY,Cattaraugus County,Republican,34.4,28961,8717,18668,30.1,64.5
NY,Cayuga County,Republican,13.3,30124,12202,16194,40.5,53.8
NY,Chautauqua County,Republican,24.6,49381,17281,29418,35.0,59.6
NY,Chemung County,Republican,20.0,33195,12394,19025,37.3,57.3
NY,Chenango County,Republican,28.1,18113,5943,11024,32.8,60.9
NY,Clinton County,Democrat,1.0,28378,13446,13181,47.4,46.4
NY,Columbia County,Democrat,1.3,27255,13123,12756,48.1,46.8
NY,Cortland County,Republican,6.7,18424,7976,9207,43.3,50.0
NY,Delaware County,Republican,29.1,17778,5825,11012,32.8,61.9
NY,Dutchess County,Republican,1.1,120199,56874,58163,47.3,48.4
NY,Erie County,Democrat,4.7,383248,192065,173817,50.1,45.4
NY,Essex County,Republican,3.4,15079,6760,7275,44.8,48.2
NY,Franklin County,Republican,7.4,15148,6517,7636,43.0,50.4
NY,Fulton County,Republican,35.5,19563,5805,12759,29.7,65.2
NY,Genesee County,Republican,36.9,24463,6946,15986,28.4,65.3
NY,Greene County,Republican,27.4,18869,6370,11546,33.8,61.2
NY,Hamilton County,Republican,38.8,2688,752,1795,28.0,66.8
NY,Herkimer County,Republican,34.6,24261,7289,15664,30.0,64.6
NY,Jefferson County,Republican,22.3,34263,12289,19947,35.9,58.2
NY,Kings County,Democrat,61.8,746295,595086,133653,79.7,17.9
NY,Lewis County,Republican,39.7,10312,2828,6916,27.4,67.1
NY,Livingston County,Republican,27.9,31363,10478,19211,33.4,61.3
NY,Madison County,Republican,15.9,27392,10548,14901,38.5,54.4
NY,Monroe County,Democrat,14.1,320164,174063,128871,54.4,40.3
NY,Montgomery County,Republican,26.5,17438,5961,10579,34.2,60.7
NY,Nassau County,Democrat,5.4,599649,307326,275479,51.3,45.9
NY,New York County,Democrat,77.2,591368,515481,58935,87.2,10.0
NY,Niagara County,Republican,19.0,86000,32888,49223,38.2,57.2
