state,county,total_winner,total_margin,total_votes,democrat_votes,republican_votes,democrat_vote_share,republican_vote_share,absentee_votes,absentee_vote_share,absentee_winner,absentee_margin,republican_absentee_votes,democrat_absentee_votes,republican_absentee_vote_share,democrat_absentee_vote_share
MINNESOTA,GOODHUE,REPUBLICAN,56.1,28636,0,16052,0.0,56.1,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,SCOTT,REPUBLICAN,52.1,87965,0,45872,0.0,52.1,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,WABASHA,REPUBLICAN,62.1,13123,0,8153,0.0,62.1,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,REDWOOD,REPUBLICAN,69.7,8284,0,5771,0.0,69.7,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,CARVER,REPUBLICAN,51.2,66361,0,34009,0.0,51.2,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,CHIPPEWA,REPUBLICAN,64.3,6611,0,4250,0.0,64.3,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,KOOCHICHING,REPUBLICAN,59.7,6922,0,4131,0.0,59.7,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,HOUSTON,REPUBLICAN,55.4,11440,0,6334,0.0,55.4,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,PENNINGTON,REPUBLICAN,62.3,7277,0,4532,0.0,62.3,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,HENNEPIN,REPUBLICAN,27.2,755969,0,205973,0.0,27.2,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,MILLE LACS,REPUBLICAN,67.8,14689,0,9952,0.0,67.8,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,RICE,REPUBLICAN,48.9,35686,0,17464,0.0,48.9,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,RED LAKE,REPUBLICAN,66.2,2196,0,1454,0.0,66.2,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,YELLOW MEDICINE,REPUBLICAN,67.5,5528,0,3734,0.0,67.5,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,OLMSTED,REPUBLICAN,43.4,91385,0,39692,0.0,43.4,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,COOK,REPUBLICAN,31.6,3806,0,1203,0.0,31.6,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,MARTIN,REPUBLICAN,67.9,11009,0,7480,0.0,67.9,0,0.0,REPUBLICAN,,0,0,,
MINNESOTA,LE SUEUR,REPUBLICAN,64.1,16818,0,10775,0.0,64.1,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,PIKE,DEMOCRAT,1.0,17342,8646,8479,49.9,48.9,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,HOLMES,DEMOCRAT,64.3,8115,6588,1369,81.2,16.9,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,MONROE,REPUBLICAN,30.7,17259,5874,11177,34.0,64.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,MARSHALL,DEMOCRAT,3.1,15817,8057,7566,50.9,47.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,LAUDERDALE,REPUBLICAN,16.0,31247,12960,17967,41.5,57.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,JEFFERSON DAVIS,DEMOCRAT,17.1,6213,3599,2534,57.9,40.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,SUNFLOWER,DEMOCRAT,41.1,9681,6781,2799,70.0,28.9,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,ALCORN,REPUBLICAN,63.5,15793,2782,12818,17.6,81.2,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,WALTHALL,REPUBLICAN,19.5,7119,2835,4220,39.8,59.3,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,CARROLL,REPUBLICAN,38.5,5701,1729,3924,30.3,68.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,LAFAYETTE,REPUBLICAN,12.3,23423,10070,12949,43.0,55.3,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,ISSAQUENA,DEMOCRAT,7.0,676,355,308,52.5,45.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,HARRISON,REPUBLICAN,25.2,75768,27728,46822,36.6,61.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,SMITH,REPUBLICAN,56.0,8327,1791,6458,21.5,77.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,GEORGE,REPUBLICAN,76.9,11049,1218,9713,11.0,87.9,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,LOWNDES,REPUBLICAN,2.6,27241,13087,13800,48.0,50.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,LINCOLN,REPUBLICAN,39.0,16801,5040,11596,30.0,69.0,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,PONTOTOC,REPUBLICAN,62.2,14361,2614,11550,18.2,80.4,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,DESOTO,REPUBLICAN,23.9,76124,28265,46462,37.1,61.0,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,PEARL RIVER,REPUBLICAN,64.3,24033,4148,19595,17.3,81.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,ITAWAMBA,REPUBLICAN,75.7,10819,1249,9438,11.5,87.2,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,STONE,REPUBLICAN,52.8,7878,1802,5964,22.9,75.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,WINSTON,REPUBLICAN,11.6,9236,4040,5112,43.7,55.3,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,WARREN,DEMOCRAT,0.4,21053,10442,10365,49.6,49.2,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,AMITE,REPUBLICAN,26.2,7196,2620,4503,36.4,62.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,CHICKASAW,REPUBLICAN,4.5,8141,3810,4175,46.8,51.3,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,SHARKEY,DEMOCRAT,35.6,2183,1465,688,67.1,31.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,JONES,REPUBLICAN,42.2,30091,8517,21226,28.3,70.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,JASPER,DEMOCRAT,0.4,8736,4341,4302,49.7,49.2,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,FRANKLIN,REPUBLICAN,32.3,4461,1480,2923,33.2,65.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,RANKIN,REPUBLICAN,45.4,70655,18847,50895,26.7,72.0,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,WASHINGTON,DEMOCRAT,40.0,18008,12503,5300,69.4,29.4,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,TATE,REPUBLICAN,34.6,13093,4183,8707,31.9,66.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,NESHOBA,REPUBLICAN,43.2,11703,3260,8320,27.9,71.1,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,HANCOCK,REPUBLICAN,55.5,20957,4504,16132,21.5,77.0,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,PERRY,REPUBLICAN,53.0,5916,1362,4500,23.0,76.1,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,LAWRENCE,REPUBLICAN,30.6,6613,2260,4285,34.2,64.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,LAMAR,REPUBLICAN,46.9,28485,7340,20704,25.8,72.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,BENTON,REPUBLICAN,20.8,4289,1679,2570,39.1,59.9,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,LEE,REPUBLICAN,32.5,36954,12189,24207,33.0,65.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,PRENTISS,REPUBLICAN,58.4,10644,2153,8370,20.2,78.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,MARION,REPUBLICAN,36.8,12177,3787,8273,31.1,67.9,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,KEMPER,DEMOCRAT,23.3,4731,2887,1787,61.0,37.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,TUNICA,DEMOCRAT,46.4,3562,2580,926,72.4,26.0,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,CALHOUN,REPUBLICAN,41.3,6590,1902,4625,28.9,70.2,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,FORREST,REPUBLICAN,11.2,31654,13755,17290,43.5,54.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,PANOLA,REPUBLICAN,4.2,15627,7403,8060,47.4,51.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,UNION,REPUBLICAN,64.8,12683,2160,10373,17.0,81.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,SCOTT,REPUBLICAN,18.2,10733,4330,6285,40.3,58.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,WAYNE,REPUBLICAN,26.7,10056,3624,6307,36.0,62.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,YALOBUSHA,REPUBLICAN,13.6,6535,2785,3671,42.6,56.2,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,COPIAH,DEMOCRAT,1.7,12883,6470,6250,50.2,48.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,CLARKE,REPUBLICAN,30.9,8338,2838,5417,34.0,65.0,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,OKTIBBEHA,DEMOCRAT,6.6,19757,10299,9004,52.1,45.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,WEBSTER,REPUBLICAN,60.2,5395,1043,4291,19.3,79.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,TISHOMINGO,REPUBLICAN,75.2,9138,1059,7933,11.6,86.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,HUMPHREYS,DEMOCRAT,45.3,4189,3016,1118,72.0,26.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,BOLIVAR,DEMOCRAT,30.8,13744,8904,4671,64.8,34.0,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,YAZOO,DEMOCRAT,6.4,10436,5496,4832,52.7,46.3,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,ATTALA,REPUBLICAN,18.5,8823,3542,5178,40.1,58.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,JACKSON,REPUBLICAN,34.7,54543,17375,36295,31.9,66.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,TALLAHATCHIE,DEMOCRAT,10.9,5685,3105,2488,54.6,43.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,TIPPAH,REPUBLICAN,60.6,10102,1937,8054,19.2,79.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,COAHOMA,DEMOCRAT,42.9,8501,6020,2375,70.8,27.9,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,HINDS,DEMOCRAT,48.4,99995,73550,25141,73.6,25.1,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,SIMPSON,REPUBLICAN,30.5,11815,4037,7635,34.2,64.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,GRENADA,REPUBLICAN,12.3,10911,4734,6081,43.4,55.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,NOXUBEE,DEMOCRAT,52.4,5339,4040,1240,75.7,23.2,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,CHOCTAW,REPUBLICAN,43.0,4223,1185,3001,28.1,71.1,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,CLAY,DEMOCRAT,16.3,10189,5844,4181,57.4,41.0,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,MADISON,REPUBLICAN,11.8,56212,24440,31091,43.5,55.3,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,JEFFERSON,DEMOCRAT,71.5,3908,3327,531,85.1,13.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,LEFLORE,DEMOCRAT,41.5,10893,7648,3129,70.2,28.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,WILKINSON,DEMOCRAT,34.5,4127,2749,1324,66.6,32.1,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,NEWTON,REPUBLICAN,38.5,10183,3075,6997,30.2,68.7,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,COVINGTON,REPUBLICAN,26.0,9360,3416,5854,36.5,62.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,LEAKE,REPUBLICAN,14.5,9200,3897,5228,42.4,56.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,CLAIBORNE,DEMOCRAT,71.2,4449,3772,603,84.8,13.6,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,QUITMAN,DEMOCRAT,34.8,3226,2150,1026,66.6,31.8,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,ADAMS,DEMOCRAT,16.1,13759,7917,5696,57.5,41.4,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,MONTGOMERY,REPUBLICAN,15.7,5075,2121,2917,41.8,57.5,0,0.0,REPUBLICAN,,0,0,,
MISSISSIPPI,GREENE,REPUBLICAN,65.9,5812,966,4794,16.6,82.5,0,0.0,REPUBLICAN,,0,0,,
MONTANA,LIBERTY,REPUBLICAN,52.8,1083,249,821,23.0,75.8,0,0.0,REPUBLICAN,,0,0,,
MONTANA,JEFFERSON,REPUBLICAN,33.4,8151,2625,5345,32.2,65.6,0,0.0,REPUBLICAN,,0,0,,
MONTANA,ROOSEVELT,REPUBLICAN,2.1,4017,1910,1996,47.5,49.7,0,0.0,REPUBLICAN,,0,0,,
MONTANA,SHERIDAN,REPUBLICAN,40.8,2030,574,1403,28.3,69.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,SANDERS,REPUBLICAN,50.4,7622,1820,5660,23.9,74.3,0,0.0,REPUBLICAN,,0,0,,
MONTANA,VALLEY,REPUBLICAN,49.4,4261,1030,3135,24.2,73.6,0,0.0,REPUBLICAN,,0,0,,
MONTANA,YELLOWSTONE,REPUBLICAN,24.0,83821,30679,50772,36.6,60.6,0,0.0,REPUBLICAN,,0,0,,
MONTANA,PARK,REPUBLICAN,6.4,11566,5280,6025,45.7,52.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,STILLWATER,REPUBLICAN,57.8,5724,1156,4462,20.2,78.0,0,0.0,REPUBLICAN,,0,0,,
MONTANA,MINERAL,REPUBLICAN,44.6,2563,686,1828,26.8,71.3,0,0.0,REPUBLICAN,,0,0,,
MONTANA,MADISON,REPUBLICAN,39.8,6087,1771,4191,29.1,68.9,0,0.0,REPUBLICAN,,0,0,,
MONTANA,LAKE,REPUBLICAN,14.5,16626,6916,9322,41.6,56.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,BLAINE,DEMOCRAT,3.8,3117,1589,1469,51.0,47.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,CHOUTEAU,REPUBLICAN,30.4,2965,991,1891,33.4,63.8,0,0.0,REPUBLICAN,,0,0,,
MONTANA,MISSOULA,DEMOCRAT,23.8,71495,43357,26347,60.6,36.9,0,0.0,REPUBLICAN,,0,0,,
MONTANA,PONDERA,REPUBLICAN,37.7,2995,903,2031,30.2,67.8,0,0.0,REPUBLICAN,,0,0,,
MONTANA,CUSTER,REPUBLICAN,45.9,5860,1514,4205,25.8,71.8,0,0.0,REPUBLICAN,,0,0,,
MONTANA,LINCOLN,REPUBLICAN,49.7,11747,2835,8672,24.1,73.8,0,0.0,REPUBLICAN,,0,0,,
MONTANA,TOOLE,REPUBLICAN,53.3,2119,467,1596,22.0,75.3,0,0.0,REPUBLICAN,,0,0,,
MONTANA,GOLDEN VALLEY,REPUBLICAN,66.8,503,78,414,15.5,82.3,0,0.0,REPUBLICAN,,0,0,,
MONTANA,CARBON,REPUBLICAN,29.0,7052,2421,4468,34.3,63.4,0,0.0,REPUBLICAN,,0,0,,
MONTANA,CASCADE,REPUBLICAN,19.7,39885,15456,23315,38.8,58.5,0,0.0,REPUBLICAN,,0,0,,
MONTANA,GLACIER,DEMOCRAT,30.7,5617,3610,1884,64.3,33.5,0,0.0,REPUBLICAN,,0,0,,
MONTANA,RAVALLI,REPUBLICAN,36.3,28507,8763,19114,30.7,67.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,LEWIS AND CLARK,REPUBLICAN,3.9,42265,19743,21409,46.7,50.7,0,0.0,REPUBLICAN,,0,0,,
MONTANA,PHILLIPS,REPUBLICAN,63.8,2382,416,1936,17.5,81.3,0,0.0,REPUBLICAN,,0,0,,
MONTANA,GALLATIN,DEMOCRAT,7.5,70979,37044,31696,52.2,44.7,0,0.0,REPUBLICAN,,0,0,,
MONTANA,FERGUS,REPUBLICAN,51.8,6507,1496,4869,23.0,74.8,0,0.0,REPUBLICAN,,0,0,,
MONTANA,HILL,REPUBLICAN,13.6,7182,2981,3957,41.5,55.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,BIG HORN,DEMOCRAT,5.9,4784,2491,2207,52.1,46.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,WIBAUX,REPUBLICAN,73.4,598,77,516,12.9,86.3,0,0.0,REPUBLICAN,,0,0,,
MONTANA,GRANITE,REPUBLICAN,37.2,2102,638,1419,30.4,67.5,0,0.0,REPUBLICAN,,0,0,,
MONTANA,TETON,REPUBLICAN,43.5,3679,1007,2608,27.4,70.9,0,0.0,REPUBLICAN,,0,0,,
MONTANA,CARTER,REPUBLICAN,81.1,864,74,775,8.6,89.7,0,0.0,REPUBLICAN,,0,0,,
MONTANA,POWELL,REPUBLICAN,50.4,3179,752,2355,23.7,74.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,DANIELS,REPUBLICAN,59.6,1014,195,799,19.2,78.8,0,0.0,REPUBLICAN,,0,0,,
MONTANA,GARFIELD,REPUBLICAN,88.9,813,41,764,5.0,94.0,0,0.0,REPUBLICAN,,0,0,,
MONTANA,RICHLAND,REPUBLICAN,67.7,5798,875,4800,15.1,82.8,0,0.0,REPUBLICAN,,0,0,,
MONTANA,BEAVERHEAD,REPUBLICAN,40.9,5661,1608,3923,28.4,69.3,0,0.0,REPUBLICAN,,0,0,,
MONTANA,DAWSON,REPUBLICAN,57.9,4825,962,3758,19.9,77.9,0,0.0,REPUBLICAN,,0,0,,
MONTANA,WHEATLAND,REPUBLICAN,56.0,1068,225,823,21.1,77.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,JUDITH BASIN,REPUBLICAN,56.9,1344,275,1040,20.5,77.4,0,0.0,REPUBLICAN,,0,0,,
MONTANA,TREASURE,REPUBLICAN,64.1,460,78,373,17.0,81.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,MUSSELSHELL,REPUBLICAN,69.8,2881,413,2423,14.3,84.1,0,0.0,REPUBLICAN,,0,0,,
MONTANA,SWEET GRASS,REPUBLICAN,52.8,2446,549,1840,22.4,75.2,0,0.0,REPUBLICAN,,0,0,,
MONTANA,FALLON,REPUBLICAN,76.4,1575,172,1375,10.9,87.3,0,0.0,REPUBLICAN,,0,0,,
MONTANA,BROADWATER,REPUBLICAN,57.1,4097,835,3173,20.4,77.4,0,0.0,REPUBLICAN,,0,0,,
MONTANA,FLATHEAD,REPUBLICAN,30.1,59936,20274,38321,33.8,63.9,0,0.0,REPUBLICAN,,0,0,,
MONTANA,DEER LODGE,DEMOCRAT,7.7,4891,2562,2186,52.4,44.7,0,0.0,REPUBLICAN,,0,0,,
MONTANA,ROSEBUD,REPUBLICAN,34.1,3773,1199,2486,31.8,65.9,0,0.0,REPUBLICAN,,0,0,,
MONTANA,MCCONE,REPUBLICAN,71.0,1128,155,956,13.7,84.8,0,0.0,REPUBLICAN,,0,0,,
MONTANA,MEAGHER,REPUBLICAN,51.8,1110,258,833,23.2,75.0,0,0.0,REPUBLICAN,,0,0,,
MONTANA,PRAIRIE,REPUBLICAN,64.1,744,126,603,16.9,81.0,0,0.0,REPUBLICAN,,0,0,,
MONTANA,POWDER RIVER,REPUBLICAN,71.8,1136,154,970,13.6,85.4,0,0.0,REPUBLICAN,,0,0,,
MONTANA,PETROLEUM,REPUBLICAN,74.4,348,39,298,11.2,85.6,0,0.0,REPUBLICAN,,0,0,,
MONTANA,SILVER BOW,DEMOCRAT,14.2,18658,10392,7745,55.7,41.5,0,0.0,REPUBLICAN,,0,0,,
NORTH CAROLINA,BURKE,REPUBLICAN,40.1,44602,13118,31019,29.4,69.5,36926,82.8,REPUBLICAN,37.1,25139,11452,68.1,31.0
NORTH CAROLINA,STANLY,REPUBLICAN,51.1,33939,8129,25458,24.0,75.0,27384,80.7,REPUBLICAN,49.5,20348,6784,74.3,24.8
NORTH CAROLINA,WARREN,DEMOCRAT,25.7,10293,6400,3752,62.2,36.5,8367,81.3,DEMOCRAT,33.9,2713,5549,32.4,66.3
NORTH CAROLINA,UNION,REPUBLICAN,24.2,131011,48725,80382,37.2,61.4,110734,84.5,REPUBLICAN,20.2,65834,43493,59.5,39.3
NORTH CAROLINA,MECKLENBURG,DEMOCRAT,35.1,567053,378107,179211,66.7,31.6,499612,88.1,DEMOCRAT,38.9,148944,343290,29.8,68.7
NORTH CAROLINA,SURRY,REPUBLICAN,51.4,36638,8721,27538,23.8,75.2,29972,81.8,REPUBLICAN,48.5,22116,7577,73.8,25.3
NORTH CAROLINA,STOKES,REPUBLICAN,57.8,25701,5286,20142,20.6,78.4,18371,71.5,REPUBLICAN,52.7,13937,4258,75.9,23.2
NORTH CAROLINA,CATAWBA,REPUBLICAN,37.0,83425,25689,56588,30.8,67.8,68651,82.3,REPUBLICAN,34.3,45681,22138,66.5,32.2
NORTH CAROLINA,MACON,REPUBLICAN,38.5,20743,6230,14211,30.0,68.5,16744,80.7,REPUBLICAN,33.2,11043,5489,66.0,32.8
NORTH CAROLINA,AVERY,REPUBLICAN,52.7,9458,2191,7172,23.2,75.8,6069,64.2,REPUBLICAN,42.8,4309,1710,71.0,28.2
NORTH CAROLINA,WAYNE,REPUBLICAN,11.7,55537,24215,30709,43.6,55.3,46949,84.5,REPUBLICAN,8.8,25323,21185,53.9,45.1
NORTH CAROLINA,WATAUGA,DEMOCRAT,8.3,32220,17122,14451,53.1,44.9,27897,86.6,DEMOCRAT,14.8,11656,15773,41.8,56.5
NORTH CAROLINA,FRANKLIN,REPUBLICAN,13.4,37351,15879,20901,42.5,56.0,30473,81.6,REPUBLICAN,6.0,15944,14111,52.3,46.3
NORTH CAROLINA,ALLEGHANY,REPUBLICAN,50.0,6076,1486,4527,24.5,74.5,5048,83.1,REPUBLICAN,46.7,3678,1319,72.9,26.1
NORTH CAROLINA,HOKE,DEMOCRAT,10.9,21639,11804,9453,54.5,43.7,17762,82.1,DEMOCRAT,16.9,7246,10252,40.8,57.7
NORTH CAROLINA,DURHAM,DEMOCRAT,62.4,179914,144688,32459,80.4,18.0,165556,92.0,DEMOCRAT,65.1,27751,135549,16.8,81.9
NORTH CAROLINA,MITCHELL,REPUBLICAN,57.8,9041,1867,7090,20.7,78.4,7444,82.3,REPUBLICAN,53.8,5694,1691,76.5,22.7
NORTH CAROLINA,ROBESON,REPUBLICAN,18.6,47188,19020,27806,40.3,58.9,33797,71.6,REPUBLICAN,8.2,18177,15395,53.8,45.6
NORTH CAROLINA,BRUNSWICK,REPUBLICAN,25.0,90175,33310,55850,36.9,61.9,79833,88.5,REPUBLICAN,21.1,47946,31116,60.1,39.0
NORTH CAROLINA,DAVIE,REPUBLICAN,45.5,25311,6713,18228,26.5,72.0,20397,80.6,REPUBLICAN,40.9,14236,5885,69.8,28.9
NORTH CAROLINA,RICHMOND,REPUBLICAN,14.8,20763,8754,11830,42.2,57.0,16565,79.8,REPUBLICAN,12.5,9256,7178,55.9,43.3
NORTH CAROLINA,ROWAN,REPUBLICAN,35.7,73408,23114,49297,31.5,67.2,57854,78.8,REPUBLICAN,31.9,37834,19362,65.4,33.5
NORTH CAROLINA,ALAMANCE,REPUBLICAN,8.4,86091,38825,46056,45.1,53.5,69428,80.6,REPUBLICAN,2.1,34999,33561,50.4,48.3
NORTH CAROLINA,GASTON,REPUBLICAN,27.8,115498,40959,73033,35.5,63.2,97619,84.5,REPUBLICAN,25.0,60481,36074,62.0,37.0
NORTH CAROLINA,YANCEY,REPUBLICAN,33.7,11352,3688,7516,32.5,66.2,9172,80.8,REPUBLICAN,27.4,5791,3278,63.1,35.7
NORTH CAROLINA,WAKE,DEMOCRAT,26.5,631830,393336,226197,62.3,35.8,547874,86.7,DEMOCRAT,32.3,180699,357920,33.0,65.3
NORTH CAROLINA,CABARRUS,REPUBLICAN,9.4,117227,52162,63237,44.5,53.9,97785,83.4,REPUBLICAN,4.5,50408,46047,51.5,47.1
NORTH CAROLINA,SCOTLAND,REPUBLICAN,1.9,14775,7186,7473,48.6,50.6,12150,82.2,DEMOCRAT,1.0,5968,6095,49.1,50.2
NORTH CAROLINA,BUNCOMBE,DEMOCRAT,21.1,161569,96515,62412,59.7,38.6,142061,87.9,DEMOCRAT,27.3,50649,89434,35.7,63.0
NORTH CAROLINA,PITT,DEMOCRAT,9.4,87573,47252,38982,54.0,44.5,73481,83.9,DEMOCRAT,13.9,31143,41390,42.4,56.3
NORTH CAROLINA,EDGECOMBE,DEMOCRAT,27.0,25477,16089,9206,63.2,36.1,20456,80.3,DEMOCRAT,34.5,6633,13697,32.4,67.0
NORTH CAROLINA,FORSYTH,DEMOCRAT,13.9,201270,113033,85064,56.2,42.3,171147,85.0,DEMOCRAT,19.2,67997,100851,39.7,58.9
NORTH CAROLINA,ASHE,REPUBLICAN,46.1,15814,4164,11451,26.3,72.4,11359,71.8,REPUBLICAN,37.9,7771,3466,68.4,30.5
NORTH CAROLINA,CRAVEN,REPUBLICAN,18.6,53065,21148,31032,39.9,58.5,45000,84.8,REPUBLICAN,15.1,25567,18792,56.8,41.8
NORTH CAROLINA,RUTHERFORD,REPUBLICAN,45.8,34429,9135,24891,26.5,72.3,26134,75.9,REPUBLICAN,40.2,18189,7677,69.6,29.4
NORTH CAROLINA,DAVIDSON,REPUBLICAN,47.5,88514,22636,64658,25.6,73.0,67992,76.8,REPUBLICAN,45.5,49045,18142,72.1,26.7
NORTH CAROLINA,CHOWAN,REPUBLICAN,15.7,7784,3247,4471,41.7,57.4,6670,85.7,REPUBLICAN,13.0,3744,2876,56.1,43.1
NORTH CAROLINA,TYRRELL,REPUBLICAN,15.7,1817,758,1044,41.7,57.5,1248,68.7,REPUBLICAN,16.5,723,517,57.9,41.4
NORTH CAROLINA,GATES,REPUBLICAN,13.7,5971,2546,3367,42.6,56.4,4410,73.9,REPUBLICAN,0.8,2207,2171,50.0,49.2
NORTH CAROLINA,WILKES,REPUBLICAN,56.6,35466,7511,27592,21.2,77.8,24547,69.2,REPUBLICAN,49.4,18226,6100,74.2,24.9
NORTH CAROLINA,CHATHAM,DEMOCRAT,11.5,48599,26787,21186,55.1,43.6,43724,90.0,DEMOCRAT,17.7,17729,25483,40.5,58.3
NORTH CAROLINA,PAMLICO,REPUBLICAN,28.0,7631,2713,4849,35.6,63.5,5952,78.0,REPUBLICAN,20.6,3566,2342,59.9,39.3
