test_data,ddhq_id,year,office_type,state,county,district,fips,x_name,percent_precincts_reporting,x_votes,x_votes_percent,margin_votes,margin_percent,absentee_percent,absentee_margin
,,2022,Senate,UT,Daggett,0,49009,[],100,"[0, 377]","[0.0, 75.7]",-377,-75.7,100.0,-0.8
,,2022,Senate,UT,Tooele,0,49045,[],100,"[0, 13371]","[0.0, 60.6]",-13371,-60.6,100.0,-0.6
,,2022,Senate,UT,Morgan,0,49029,[],100,"[0, 3665]","[0.0, 71.1]",-3665,-71.1,100.0,-0.7
,,2022,Senate,UT,Emery,0,49015,[],100,"[0, 3269]","[0.0, 79.6]",-3269,-79.6,100.0,-0.8
,,2022,Senate,UT,Rich,0,49033,[],100,"[0, 844]","[0.0, 78.7]",-844,-78.7,100.0,-0.8
,,2022,Senate,UT,Iron,0,49021,[],100,"[0, 12923]","[0.0, 74.7]",-12923,-74.7,100.0,-0.7
,,2022,Senate,UT,Uintah,0,49047,[],100,"[0, 8905]","[0.0, 82.2]",-8905,-82.2,100.0,-0.8
,,2022,Senate,UT,Cache,0,49005,[],100,"[0, 24588]","[0.0, 58.6]",-24588,-58.6,100.0,-0.6
,,2022,Senate,UT,Millard,0,49027,[],100,"[0, 4279]","[0.0, 83.4]",-4279,-83.4,100.0,-0.8
,,2022,Senate,UT,Beaver,0,49001,[],100,"[0, 1971]","[0.0, 80.5]",-1971,-80.5,100.0,-0.8
,,2022,Senate,UT,San Juan,0,49037,[],100,"[0, 3118]","[0.0, 56.1]",-3118,-56.1,100.0,-0.6
,,2022,Senate,UT,Box Elder,0,49003,[],100,"[0, 14434]","[0.0, 72.5]",-14434,-72.5,100.0,-0.7
,,2022,Senate,UT,Summit,0,49043,[],100,"[0, 7305]","[0.0, 35.9]",-7305,-35.9,100.0,-0.4
,,2022,Senate,UT,Sevier,0,49041,[],100,"[0, 6411]","[0.0, 82.5]",-6411,-82.5,100.0,-0.8
,,2022,Senate,UT,Juab,0,49023,[],100,"[0, 3886]","[0.0, 82.1]",-3886,-82.1,100.0,-0.8
,,2022,Senate,UT,Grand,0,49019,[],100,"[0, 1901]","[0.0, 40.9]",-1901,-40.9,100.0,-0.4
,,2022,Senate,UT,Wasatch,0,49051,[],100,"[0, 7528]","[0.0, 55.9]",-7528,-55.9,100.0,-0.6
,,2022,Senate,UT,Garfield,0,49017,[],100,"[0, 1795]","[0.0, 75.3]",-1795,-75.3,100.0,-0.8
,,2022,Senate,UT,Wayne,0,49055,[],100,"[0, 1056]","[0.0, 69.7]",-1056,-69.7,100.0,-0.7
,,2022,Senate,UT,Sanpete,0,49039,[],100,"[0, 7829]","[0.0, 78.3]",-7829,-78.3,100.0,-0.8
,,2022,Senate,UT,Piute,0,49031,[],100,"[0, 692]","[0.0, 88.4]",-692,-88.4,100.0,-0.9
,,2022,Senate,UT,Duchesne,0,49013,[],100,"[0, 5170]","[0.0, 82.3]",-5170,-82.3,100.0,-0.8
,,2022,Senate,UT,Washington,0,49053,[],100,"[0, 49420]","[0.0, 71.1]",-49420,-71.1,100.0,-0.7
,,2022,Senate,UT,Utah,0,49049,[],100,"[0, 127096]","[0.0, 61.7]",-127096,-61.7,100.0,-0.6
,,2022,Senate,UT,Weber,0,49057,[],100,"[0, 42007]","[0.0, 54.5]",-42007,-54.5,100.0,-0.5
,,2022,Senate,UT,Carbon,0,49007,[],100,"[0, 4265]","[0.0, 63.4]",-4265,-63.4,100.0,-0.6
,,2022,Senate,UT,Kane,0,49025,[],100,"[0, 2553]","[0.0, 69.8]",-2553,-69.8,100.0,-0.7
,,2022,Senate,UT,Davis,0,49011,[],100,"[0, 66385]","[0.0, 53.6]",-66385,-53.6,100.0,-0.5
,,2022,Senate,UT,Salt Lake,0,49035,[],100,"[0, 144931]","[0.0, 38.0]",-144931,-38.0,100.0,-0.4
,,2022,Senate,VT,,0,,[],100,"[196575, 80468]","[68.4, 28.0]",116107,40.4,100.0,-0.3
,,2022,Senate,MD,Frederick,0,24021,[],100,"[0, 47406]","[0.0, 44.6]",-47406,-44.6,100.0,-0.4
,,2022,Senate,MD,Howard,0,24027,[],100,"[0, 37617]","[0.0, 28.9]",-37617,-28.9,100.0,-0.3
,,2022,Senate,MD,Harford,0,24025,[],100,"[0, 57713]","[0.0, 56.0]",-57713,-56.0,100.0,-0.6
,,2022,Senate,MD,Worcester,0,24047,[],100,"[0, 14481]","[0.0, 60.8]",-14481,-60.8,100.0,-0.6
,,2022,Senate,MD,Montgomery,0,24031,[],100,"[0, 65956]","[0.0, 19.2]",-65956,-19.2,100.0,-0.2
,,2022,Senate,MD,Queen Anne'S,0,24035,[],100,"[0, 14064]","[0.0, 61.7]",-14064,-61.7,100.0,-0.6
,,2022,Senate,MD,Washington,0,24043,[],100,"[0, 29072]","[0.0, 59.9]",-29072,-59.9,100.0,-0.6
,,2022,Senate,MD,Charles,0,24017,[],100,"[0, 16207]","[0.0, 29.7]",-16207,-29.7,100.0,-0.3
,,2022,Senate,MD,Talbot,0,24041,[],100,"[0, 8548]","[0.0, 48.6]",-8548,-48.6,100.0,-0.5
,,2022,Senate,MD,Somerset,0,24039,[],100,"[0, 4146]","[0.0, 60.9]",-4146,-60.9,100.0,-0.6
,,2022,Senate,MD,Calvert,0,24009,[],100,"[0, 20382]","[0.0, 54.5]",-20382,-54.5,100.0,-0.5
,,2022,Senate,MD,Baltimore,0,24005,[],100,"[0, 97307]","[0.0, 35.6]",-97307,-35.6,100.0,-0.4
,,2022,Senate,MD,Cecil,0,24015,[],100,"[0, 20725]","[0.0, 63.0]",-20725,-63.0,100.0,-0.6
,,2022,Senate,MD,Carroll,0,24013,[],100,"[0, 43761]","[0.0, 61.1]",-43761,-61.1,100.0,-0.6
,,2022,Senate,MD,Caroline,0,24011,[],100,"[0, 7054]","[0.0, 66.2]",-7054,-66.2,100.0,-0.7
,,2022,Senate,MD,Dorchester,0,24019,[],100,"[0, 6511]","[0.0, 56.8]",-6511,-56.8,100.0,-0.6
,,2022,Senate,MD,Prince George'S,0,24033,[],100,"[0, 21127]","[0.0, 8.8]",-21127,-8.8,100.0,-0.1
,,2022,Senate,MD,Kent,0,24029,[],100,"[0, 3950]","[0.0, 46.9]",-3950,-46.9,100.0,-0.5
,,2022,Senate,MD,St. Mary'S,0,24037,[],100,"[0, 21869]","[0.0, 58.2]",-21869,-58.2,100.0,-0.6
,,2022,Senate,MD,Allegany,0,24001,[],100,"[0, 14326]","[0.0, 66.4]",-14326,-66.4,100.0,-0.7
,,2022,Senate,MD,Garrett,0,24023,[],100,"[0, 8647]","[0.0, 76.8]",-8647,-76.8,100.0,-0.8
,,2022,Senate,MD,Anne Arundel,0,24003,[],100,"[0, 91471]","[0.0, 42.4]",-91471,-42.4,100.0,-0.4
,,2022,Senate,MD,Baltimore City,0,24510,[],100,"[0, 13849]","[0.0, 9.7]",-13849,-9.7,100.0,-0.1
,,2022,Senate,MD,Wicomico,0,24045,[],100,"[0, 16104]","[0.0, 52.9]",-16104,-52.9,100.0,-0.5
,,2022,Senate,WI,Dodge,0,55027,[],100,"[12830, 25914]","[33.1, 66.9]",-13084,-33.8,100.0,-0.7
,,2022,Senate,WI,Dane,0,55025,[],100,"[231818, 68228]","[77.1, 22.7]",163590,54.4,100.0,-0.2
,,2022,Senate,WI,Green Lake,0,55047,[],100,"[2626, 6061]","[30.2, 69.7]",-3435,-39.5,100.0,-0.7
,,2022,Senate,WI,Brown,0,55009,[],100,"[51421, 62221]","[45.2, 54.6]",-10800,-9.4,100.0,-0.5
,,2022,Senate,WI,Lafayette,0,55065,[],100,"[2787, 3779]","[42.4, 57.6]",-992,-15.2,100.0,-0.6
,,2022,Senate,WI,Shawano,0,55115,[],100,"[5495, 12415]","[30.7, 69.3]",-6920,-38.6,100.0,-0.7
,,2022,Senate,WI,Manitowoc,0,55071,[],100,"[13288, 22561]","[37.0, 62.8]",-9273,-25.8,100.0,-0.6
,,2022,Senate,WI,Langlade,0,55067,[],100,"[2818, 6190]","[31.3, 68.7]",-3372,-37.4,100.0,-0.7
,,2022,Senate,WI,Green,0,55045,[],100,"[9097, 8350]","[52.0, 47.8]",747,4.2,100.0,-0.5
,,2022,Senate,WI,Door,0,55029,[],100,"[8611, 8685]","[49.7, 50.1]",-74,-0.4,100.0,-0.5
,,2022,Senate,WI,Taylor,0,55119,[],100,"[2130, 6527]","[24.6, 75.4]",-4397,-50.8,100.0,-0.8
,,2022,Senate,WI,Kenosha,0,55059,[],100,"[31371, 34393]","[47.6, 52.2]",-3022,-4.6,100.0,-0.5
,,2022,Senate,WI,Monroe,0,55081,[],100,"[6461, 10801]","[37.3, 62.4]",-4340,-25.1,100.0,-0.6
,,2022,Senate,WI,Trempealeau,0,55121,[],100,"[4920, 7322]","[40.1, 59.7]",-2402,-19.6,100.0,-0.6
,,2022,Senate,WI,Grant,0,55043,[],100,"[8671, 11397]","[43.1, 56.7]",-2726,-13.6,100.0,-0.6
,,2022,Senate,WI,Sawyer,0,55113,[],100,"[3597, 4949]","[42.0, 57.8]",-1352,-15.8,100.0,-0.6
,,2022,Senate,WI,Wood,0,55141,[],100,"[12925, 20004]","[39.2, 60.6]",-7079,-21.4,100.0,-0.6
,,2022,Senate,WI,Clark,0,55019,[],100,"[3451, 8181]","[29.6, 70.2]",-4730,-40.6,100.0,-0.7
,,2022,Senate,WI,Polk,0,55095,[],100,"[7313, 13132]","[35.8, 64.2]",-5819,-28.4,100.0,-0.6
,,2022,Senate,WI,Rock,0,55105,[],100,"[36024, 28758]","[55.5, 44.3]",7266,11.2,100.0,-0.4
,,2022,Senate,WI,Outagamie,0,55087,[],100,"[37922, 47805]","[44.2, 55.8]",-9883,-11.6,100.0,-0.6
,,2022,Senate,WI,Juneau,0,55057,[],100,"[3782, 6944]","[35.2, 64.6]",-3162,-29.4,100.0,-0.6
,,2022,Senate,WI,Calumet,0,55015,[],100,"[9444, 15466]","[37.9, 62.0]",-6022,-24.1,100.0,-0.6
,,2022,Senate,WI,Oneida,0,55085,[],100,"[8279, 11866]","[41.0, 58.8]",-3587,-17.8,100.0,-0.6
,,2022,Senate,WI,Racine,0,55101,[],100,"[37252, 44221]","[45.6, 54.1]",-6969,-8.5,100.0,-0.5
,,2022,Senate,WI,St. Croix,0,55109,[],100,"[17827, 26143]","[40.5, 59.4]",-8316,-18.9,100.0,-0.6
,,2022,Senate,WI,Price,0,55099,[],100,"[2459, 4584]","[34.9, 65.0]",-2125,-30.1,100.0,-0.7
,,2022,Senate,WI,Vilas,0,55125,[],100,"[4803, 8350]","[36.4, 63.4]",-3547,-27.0,100.0,-0.6
,,2022,Senate,WI,Washburn,0,55129,[],100,"[3074, 5277]","[36.8, 63.2]",-2203,-26.4,100.0,-0.6
,,2022,Senate,WI,Rusk,0,55107,[],100,"[2056, 4326]","[32.2, 67.8]",-2270,-35.6,100.0,-0.7
,,2022,Senate,WI,Oconto,0,55083,[],100,"[5527, 13961]","[28.3, 71.5]",-8434,-43.2,100.0,-0.7
,,2022,Senate,WI,Adams,0,55001,[],100,"[3644, 6202]","[36.9, 62.7]",-2558,-25.8,100.0,-0.6
,,2022,Senate,WI,Waukesha,0,55133,[],100,"[83408, 140156]","[37.2, 62.5]",-56748,-25.3,100.0,-0.6
,,2022,Senate,WI,Burnett,0,55013,[],100,"[2834, 5362]","[34.6, 65.4]",-2528,-30.8,100.0,-0.7
,,2022,Senate,WI,Menominee,0,55078,[],100,"[962, 264]","[78.5, 21.5]",698,57.0,100.0,-0.2
,,2022,Senate,WI,Columbia,0,55021,[],100,"[13410, 13899]","[49.0, 50.8]",-489,-1.8,100.0,-0.5
,,2022,Senate,WI,Pepin,0,55091,[],100,"[1177, 2122]","[35.7, 64.3]",-945,-28.6,100.0,-0.6
,,2022,Senate,WI,Kewaunee,0,55061,[],100,"[3273, 6627]","[33.0, 66.8]",-3354,-33.8,100.0,-0.7
,,2022,Senate,WI,Washington,0,55131,[],100,"[21566, 52401]","[29.2, 70.8]",-30835,-41.6,100.0,-0.7
,,2022,Senate,WI,Marinette,0,55075,[],100,"[5816, 12677]","[31.4, 68.4]",-6861,-37.0,100.0,-0.7
,,2022,Senate,WI,Marathon,0,55073,[],100,"[23912, 37527]","[38.9, 61.0]",-13615,-22.1,100.0,-0.6
,,2022,Senate,WI,Douglas,0,55031,[],100,"[10270, 8373]","[55.0, 44.9]",1897,10.1,100.0,-0.4
,,2022,Senate,WI,Waushara,0,55137,[],100,"[3567, 7765]","[31.5, 68.5]",-4198,-37.0,100.0,-0.7
,,2022,Senate,WI,Pierce,0,55093,[],100,"[7709, 10313]","[42.7, 57.2]",-2604,-14.5,100.0,-0.6
,,2022,Senate,WI,Dunn,0,55033,[],100,"[7876, 10544]","[42.8, 57.2]",-2668,-14.4,100.0,-0.6
,,2022,Senate,WI,Sheboygan,0,55117,[],100,"[21350, 32058]","[39.9, 59.9]",-10708,-20.0,100.0,-0.6
,,2022,Senate,WI,Milwaukee,0,55079,[],100,"[243638, 103666]","[70.0, 29.8]",139972,40.2,100.0,-0.3
,,2022,Senate,WI,Bayfield,0,55007,[],100,"[5183, 4082]","[55.9, 44.0]",1101,11.9,100.0,-0.4
,,2022,Senate,WI,Iron,0,55051,[],100,"[1197, 2064]","[36.7, 63.2]",-867,-26.5,100.0,-0.6
,,2022,Senate,WI,Sauk,0,55111,[],100,"[14618, 14289]","[50.6, 49.4]",329,1.2,100.0,-0.5
,,2022,Senate,WI,Buffalo,0,55011,[],100,"[2201, 3907]","[36.0, 63.9]",-1706,-27.9,100.0,-0.6
,,2022,Senate,WI,Ashland,0,55003,[],100,"[3903, 3074]","[55.9, 44.0]",829,11.9,100.0,-0.4
,,2022,Senate,WI,Florence,0,55037,[],100,"[620, 1898]","[24.6, 75.4]",-1278,-50.8,100.0,-0.8
,,2022,Senate,WI,Crawford,0,55023,[],100,"[3179, 3797]","[45.5, 54.3]",-618,-8.8,100.0,-0.5
,,2022,Senate,WI,Chippewa,0,55017,[],100,"[11069, 17694]","[38.4, 61.4]",-6625,-23.0,100.0,-0.6
,,2022,Senate,WI,Forest,0,55041,[],100,"[1371, 2785]","[32.9, 66.9]",-1414,-34.0,100.0,-0.7
,,2022,Senate,WI,Portage,0,55097,[],100,"[17186, 16339]","[51.2, 48.7]",847,2.5,100.0,-0.5
,,2022,Senate,WI,Iowa,0,55049,[],100,"[6514, 5082]","[56.1, 43.7]",1432,12.4,100.0,-0.4
,,2022,Senate,WI,Ozaukee,0,55089,[],100,"[21954, 30209]","[42.0, 57.8]",-8255,-15.8,100.0,-0.6
,,2022,Senate,WI,Marquette,0,55077,[],100,"[2589, 4753]","[35.2, 64.6]",-2164,-29.4,100.0,-0.6
,,2022,Senate,WI,La Crosse,0,55063,[],100,"[30695, 24413]","[55.6, 44.2]",6282,11.4,100.0,-0.4
,,2022,Senate,WI,Richland,0,55103,[],100,"[3173, 3827]","[45.3, 54.6]",-654,-9.3,100.0,-0.5
,,2022,Senate,WI,Vernon,0,55123,[],100,"[6206, 6950]","[47.1, 52.8]",-744,-5.7,100.0,-0.5
,,2022,Senate,WI,Jefferson,0,55055,[],100,"[16141, 22402]","[41.8, 58.0]",-6261,-16.2,100.0,-0.6
,,2022,Senate,WI,Barron,0,55005,[],100,"[7121, 12928]","[35.5, 64.4]",-5807,-28.9,100.0,-0.6
,,2022,Senate,WI,Walworth,0,55127,[],100,"[17824, 27995]","[38.8, 61.0]",-10171,-22.2,100.0,-0.6
,,2022,Senate,WI,Winnebago,0,55139,[],100,"[34860, 39372]","[46.8, 52.9]",-4512,-6.1,100.0,-0.5
,,2022,Senate,WI,Eau Claire,0,55035,[],100,"[26529, 21208]","[55.4, 44.3]",5321,11.1,100.0,-0.4
,,2022,Senate,WI,Waupaca,0,55135,[],100,"[7653, 15525]","[33.0, 66.9]",-7872,-33.9,100.0,-0.7
,,2022,Senate,WI,Jackson,0,55053,[],100,"[3288, 4700]","[41.2, 58.8]",-1412,-17.6,100.0,-0.6
,,2022,Senate,WI,Lincoln,0,55069,[],100,"[4920, 8541]","[36.5, 63.3]",-3621,-26.8,100.0,-0.6
,,2022,Senate,WI,Fond Du Lac,0,55039,[],100,"[15982, 30584]","[34.3, 65.6]",-14602,-31.3,100.0,-0.7
,,2022,Senate,KY,Martin,0,21159,[],100,"[358, 2241]","[13.8, 86.2]",-1883,-72.4,100.0,-0.9
,,2022,Senate,KY,Leslie,0,21131,[],100,"[371, 2509]","[12.9, 87.1]",-2138,-74.2,100.0,-0.9
,,2022,Senate,KY,Oldham,0,21185,[],100,"[10295, 15998]","[39.1, 60.8]",-5703,-21.7,100.0,-0.6
,,2022,Senate,KY,Owen,0,21187,[],100,"[958, 2937]","[24.6, 75.4]",-1979,-50.8,100.0,-0.8
,,2022,Senate,KY,Union,0,21225,[],100,"[1193, 3688]","[24.4, 75.6]",-2495,-51.2,100.0,-0.8
,,2022,Senate,KY,Allen,0,21003,[],100,"[1171, 4931]","[19.2, 80.8]",-3760,-61.6,100.0,-0.8
,,2022,Senate,KY,Clark,0,21049,[],100,"[4533, 8270]","[35.4, 64.6]",-3737,-29.2,100.0,-0.6
,,2022,Senate,KY,Bath,0,21011,[],100,"[1404, 2827]","[33.2, 66.8]",-1423,-33.6,100.0,-0.7
,,2022,Senate,KY,Bourbon,0,21017,[],100,"[2429, 4381]","[35.6, 64.3]",-1952,-28.7,100.0,-0.6
,,2022,Senate,KY,Washington,0,21229,[],100,"[1464, 3492]","[29.5, 70.5]",-2028,-41.0,100.0,-0.7
,,2022,Senate,KY,Monroe,0,21171,[],100,"[451, 3356]","[11.8, 88.2]",-2905,-76.4,100.0,-0.9
,,2022,Senate,KY,Garrard,0,21079,[],100,"[1347, 4560]","[22.8, 77.2]",-3213,-54.4,100.0,-0.8
,,2022,Senate,KY,Hancock,0,21091,[],100,"[1034, 2223]","[31.7, 68.3]",-1189,-36.6,100.0,-0.7
,,2022,Senate,KY,Clay,0,21051,[],100,"[687, 4238]","[13.9, 86.1]",-3551,-72.2,100.0,-0.9
,,2022,Senate,KY,Harrison,0,21097,[],100,"[2030, 4624]","[30.5, 69.4]",-2594,-38.9,100.0,-0.7
,,2022,Senate,KY,Owsley,0,21189,[],100,"[292, 1467]","[16.6, 83.4]",-1175,-66.8,100.0,-0.8
,,2022,Senate,KY,Clinton,0,21053,[],100,"[409, 3016]","[11.9, 88.1]",-2607,-76.2,100.0,-0.9
,,2022,Senate,KY,Daviess,0,21059,[],100,"[11906, 20998]","[36.2, 63.8]",-9092,-27.6,100.0,-0.6
,,2022,Senate,KY,Calloway,0,21035,[],100,"[3934, 7906]","[33.2, 66.8]",-3972,-33.6,100.0,-0.7
,,2022,Senate,KY,Hardin,0,21093,[],100,"[11459, 19413]","[37.1, 62.9]",-7954,-25.8,100.0,-0.6
,,2022,Senate,KY,Powell,0,21197,[],100,"[1089, 2503]","[30.3, 69.7]",-1414,-39.4,100.0,-0.7
,,2022,Senate,KY,Mason,0,21161,[],100,"[1927, 3879]","[33.2, 66.8]",-1952,-33.6,100.0,-0.7
,,2022,Senate,KY,Mclean,0,21149,[],100,"[874, 2760]","[24.1, 75.9]",-1886,-51.8,100.0,-0.8
,,2022,Senate,KY,Greenup,0,21089,[],100,"[3735, 8899]","[29.6, 70.4]",-5164,-40.8,100.0,-0.7
,,2022,Senate,KY,Hart,0,21099,[],100,"[1602, 4624]","[25.7, 74.3]",-3022,-48.6,100.0,-0.7
,,2022,Senate,KY,Trigg,0,21221,[],100,"[1396, 4057]","[25.6, 74.4]",-2661,-48.8,100.0,-0.7
,,2022,Senate,KY,Hickman,0,21105,[],100,"[283, 1264]","[18.3, 81.7]",-981,-63.4,100.0,-0.8
,,2022,Senate,KY,Carlisle,0,21039,[],100,"[377, 1750]","[17.7, 82.2]",-1373,-64.5,100.0,-0.8
,,2022,Senate,KY,Harlan,0,21095,[],100,"[1333, 6386]","[17.3, 82.7]",-5053,-65.4,100.0,-0.8
,,2022,Senate,KY,Henderson,0,21101,[],100,"[5233, 8765]","[37.4, 62.6]",-3532,-25.2,100.0,-0.6
,,2022,Senate,KY,Ballard,0,21007,[],100,"[639, 2488]","[20.4, 79.6]",-1849,-59.2,100.0,-0.8
,,2022,Senate,KY,Jessamine,0,21113,[],100,"[5732, 11569]","[33.1, 66.9]",-5837,-33.8,100.0,-0.7
,,2022,Senate,KY,Henry,0,21103,[],100,"[1810, 4228]","[30.0, 70.0]",-2418,-40.0,100.0,-0.7
,,2022,Senate,KY,Lawrence,0,21127,[],100,"[948, 3179]","[23.0, 77.0]",-2231,-54.0,100.0,-0.8
,,2022,Senate,KY,Barren,0,21009,[],100,"[3845, 10298]","[27.2, 72.8]",-6453,-45.6,100.0,-0.7
,,2022,Senate,KY,Mccreary,0,21147,[],100,"[629, 3738]","[14.4, 85.6]",-3109,-71.2,100.0,-0.9
,,2022,Senate,KY,Rowan,0,21205,[],100,"[3180, 4235]","[42.9, 57.1]",-1055,-14.2,100.0,-0.6
,,2022,Senate,KY,Todd,0,21219,[],100,"[814, 2681]","[23.3, 76.7]",-1867,-53.4,100.0,-0.8
,,2022,Senate,KY,Lyon,0,21143,[],100,"[874, 2356]","[27.1, 72.9]",-1482,-45.8,100.0,-0.7
,,2022,Senate,KY,Grayson,0,21085,[],100,"[1687, 6229]","[21.3, 78.7]",-4542,-57.4,100.0,-0.8
,,2022,Senate,KY,Carter,0,21043,[],100,"[2383, 5792]","[29.1, 70.8]",-3409,-41.7,100.0,-0.7
,,2022,Senate,KY,Estill,0,21065,[],100,"[1110, 3511]","[24.0, 76.0]",-2401,-52.0,100.0,-0.8
,,2022,Senate,KY,Nelson,0,21179,[],100,"[5787, 11205]","[34.1, 65.9]",-5418,-31.8,100.0,-0.7
,,2022,Senate,KY,Pendleton,0,21191,[],100,"[1051, 3841]","[21.5, 78.5]",-2790,-57.0,100.0,-0.8
,,2022,Senate,KY,Gallatin,0,21077,[],100,"[788, 2224]","[26.2, 73.8]",-1436,-47.6,100.0,-0.7
,,2022,Senate,KY,Perry,0,21193,[],100,"[2250, 5212]","[30.2, 69.8]",-2962,-39.6,100.0,-0.7
,,2022,Senate,KY,Marion,0,21155,[],100,"[2112, 3782]","[35.8, 64.1]",-1670,-28.3,100.0,-0.6
,,2022,Senate,KY,Floyd,0,21071,[],100,"[4000, 7636]","[34.4, 65.6]",-3636,-31.2,100.0,-0.7
,,2022,Senate,KY,Scott,0,21209,[],100,"[8198, 12302]","[40.0, 60.0]",-4104,-20.0,100.0,-0.6
,,2022,Senate,KY,Warren,0,21227,[],100,"[15403, 22951]","[40.2, 59.8]",-7548,-19.6,100.0,-0.6
,,2022,Senate,KY,Madison,0,21151,[],100,"[11420, 18593]","[38.0, 61.9]",-7173,-23.9,100.0,-0.6
,,2022,Senate,KY,Russell,0,21207,[],100,"[985, 5422]","[15.4, 84.6]",-4437,-69.2,100.0,-0.8
,,2022,Senate,KY,Kenton,0,21117,[],100,"[21096, 30057]","[41.2, 58.8]",-8961,-17.6,100.0,-0.6
,,2022,Senate,KY,Laurel,0,21125,[],100,"[3096, 14474]","[17.6, 82.4]",-11378,-64.8,100.0,-0.8
,,2022,Senate,KY,Bell,0,21013,[],100,"[1375, 5420]","[20.2, 79.8]",-4045,-59.6,100.0,-0.8
,,2022,Senate,KY,Campbell,0,21037,[],100,"[14812, 20849]","[41.5, 58.5]",-6037,-17.0,100.0,-0.6
,,2022,Senate,KY,Fayette,0,21067,[],100,"[64467, 42041]","[60.5, 39.5]",22426,21.0,100.0,-0.4
,,2022,Senate,KY,Lee,0,21129,[],100,"[423, 1648]","[20.4, 79.6]",-1225,-59.2,100.0,-0.8
,,2022,Senate,KY,Livingston,0,21139,[],100,"[606, 2609]","[18.8, 81.1]",-2003,-62.3,100.0,-0.8
,,2022,Senate,KY,Taylor,0,21217,[],100,"[2244, 6751]","[24.9, 75.0]",-4507,-50.1,100.0,-0.8
,,2022,Senate,KY,Fulton,0,21075,[],100,"[445, 1087]","[29.0, 71.0]",-642,-42.0,100.0,-0.7
,,2022,Senate,KY,Fleming,0,21069,[],100,"[1254, 3803]","[24.8, 75.2]",-2549,-50.4,100.0,-0.8
,,2022,Senate,KY,Magoffin,0,21153,[],100,"[1472, 3404]","[30.2, 69.8]",-1932,-39.6,100.0,-0.7
,,2022,Senate,KY,Pike,0,21195,[],100,"[4067, 11667]","[25.8, 74.1]",-7600,-48.3,100.0,-0.7
,,2022,Senate,KY,Carroll,0,21041,[],100,"[886, 1992]","[30.8, 69.2]",-1106,-38.4,100.0,-0.7
,,2022,Senate,KY,Boone,0,21015,[],100,"[14409, 30898]","[31.8, 68.2]",-16489,-36.4,100.0,-0.7
,,2022,Senate,KY,Boyd,0,21019,[],100,"[5098, 9071]","[36.0, 64.0]",-3973,-28.0,100.0,-0.6
,,2022,Senate,KY,Jefferson,0,21111,[],100,"[164131, 113726]","[59.1, 40.9]",50405,18.2,100.0,-0.4
,,2022,Senate,KY,Lincoln,0,21137,[],100,"[1715, 5687]","[23.2, 76.8]",-3972,-53.6,100.0,-0.8
,,2022,Senate,KY,Larue,0,21123,[],100,"[1250, 3955]","[24.0, 76.0]",-2705,-52.0,100.0,-0.8
,,2022,Senate,KY,Whitley,0,21235,[],100,"[1822, 8221]","[18.1, 81.9]",-6399,-63.8,100.0,-0.8
,,2022,Senate,KY,Bracken,0,21023,[],100,"[756, 2478]","[23.4, 76.6]",-1722,-53.2,100.0,-0.8
,,2022,Senate,KY,Simpson,0,21213,[],100,"[1763, 3975]","[30.7, 69.3]",-2212,-38.6,100.0,-0.7
,,2022,Senate,KY,Graves,0,21083,[],100,"[2575, 9514]","[21.3, 78.7]",-6939,-57.4,100.0,-0.8
,,2022,Senate,KY,Ohio,0,21183,[],100,"[1660, 5617]","[22.8, 77.2]",-3957,-54.4,100.0,-0.8
,,2022,Senate,KY,Muhlenberg,0,21177,[],100,"[3137, 7062]","[30.8, 69.2]",-3925,-38.4,100.0,-0.7
,,2022,Senate,KY,Cumberland,0,21057,[],100,"[355, 2123]","[14.3, 85.7]",-1768,-71.4,100.0,-0.9
,,2022,Senate,KY,Pulaski,0,21199,[],100,"[4177, 17000]","[19.7, 80.3]",-12823,-60.6,100.0,-0.8
,,2022,Senate,KY,Johnson,0,21115,[],100,"[1084, 4559]","[19.2, 80.8]",-3475,-61.6,100.0,-0.8
,,2022,Senate,KY,Nicholas,0,21181,[],100,"[824, 1649]","[33.3, 66.7]",-825,-33.4,100.0,-0.7
,,2022,Senate,KY,Webster,0,21233,[],100,"[1054, 3158]","[25.0, 75.0]",-2104,-50.0,100.0,-0.7
,,2022,Senate,KY,Boyle,0,21021,[],100,"[4021, 6304]","[38.9, 61.0]",-2283,-22.1,100.0,-0.6
,,2022,Senate,KY,Rockcastle,0,21203,[],100,"[761, 4020]","[15.9, 84.1]",-3259,-68.2,100.0,-0.8
,,2022,Senate,KY,Menifee,0,21165,[],100,"[679, 1586]","[30.0, 70.0]",-907,-40.0,100.0,-0.7
,,2022,Senate,KY,Christian,0,21047,[],100,"[5210, 10255]","[33.7, 66.3]",-5045,-32.6,100.0,-0.7
,,2022,Senate,KY,Green,0,21087,[],100,"[655, 3658]","[15.2, 84.8]",-3003,-69.6,100.0,-0.8
,,2022,Senate,KY,Bullitt,0,21029,[],100,"[6895, 17945]","[27.8, 72.2]",-11050,-44.4,100.0,-0.7
,,2022,Senate,KY,Morgan,0,21175,[],100,"[1127, 2894]","[28.0, 72.0]",-1767,-44.0,100.0,-0.7
,,2022,Senate,KY,Logan,0,21141,[],100,"[2268, 6240]","[26.7, 73.3]",-3972,-46.6,100.0,-0.7
,,2022,Senate,KY,Edmonson,0,21061,[],100,"[957, 3309]","[22.4, 77.6]",-2352,-55.2,100.0,-0.8
