test_data,ddhq_id,year,office_type,state,county,district,fips,dem_name,rep_name,ind_name,green_name,percent_precincts_reporting,dem_votes,rep_votes,ind_votes,green_votes,dem_votes_percent,rep_votes_percent,ind_votes_percent,green_votes_percent,margin_votes,margin_percent,absentee_percent,absentee_margin
,,2020,Governor,DE,Kent,0,10001,,,,,100,44352,39332,,,51.9,46.0,,,5020,5.9,,
,,2020,Governor,DE,New Castle,0,10003,,,,,100,191678,82545,,,68.4,29.5,,,109133,38.9,,
,,2020,Governor,DE,Sussex,0,10005,,,,,100,56873,68435,,,44.7,53.8,,,-11562,-9.1,,
,,2020,Governor,IN,Adams,0,18001,,,,,100,2143,9441,,,15.1,66.7,,,-7298,-51.6,,
,,2020,Governor,IN,Allen,0,18003,,,,,100,53895,98406,,,32.0,58.5,,,-44511,-26.5,,
,,2020,Governor,IN,Bartholomew,0,18005,,,,,100,9013,21959,,,25.0,60.9,,,-12946,-35.9,,
,,2020,Governor,IN,Benton,0,18007,,,,,100,671,2815,,,16.4,68.7,,,-2144,-52.3,,
,,2020,Governor,IN,Blackford,0,18009,,,,,100,933,3333,,,17.7,63.1,,,-2400,-45.4,,
,,2020,Governor,IN,Boone,0,18011,,,,,100,9661,23737,,,25.1,61.7,,,-14076,-36.6,,
,,2020,Governor,IN,Brown,0,18013,,,,,100,2381,4953,,,26.6,55.3,,,-2572,-28.7,,
,,2020,Governor,IN,Carroll,0,18015,,,,,100,1569,6077,,,16.5,63.9,,,-4508,-47.4,,
,,2020,Governor,IN,Cass,0,18017,,,,,100,3373,8833,,,22.3,58.3,,,-5460,-36.0,,
,,2020,Governor,IN,Clark,0,18019,,,,,100,19077,34669,,,33.2,60.4,,,-15592,-27.2,,
,,2020,Governor,IN,Clay,0,18021,,,,,100,1780,8164,,,14.6,67.0,,,-6384,-52.4,,
,,2020,Governor,IN,Clinton,0,18023,,,,,100,2406,7971,,,18.7,61.8,,,-5565,-43.1,,
,,2020,Governor,IN,Crawford,0,18025,,,,,100,1242,3064,,,25.6,63.1,,,-1822,-37.5,,
,,2020,Governor,IN,Daviess,0,18027,,,,,100,1531,8313,,,12.9,70.1,,,-6782,-57.2,,
,,2020,Governor,IN,Dearborn,0,18029,,,,,100,4559,18353,,,18.0,72.6,,,-13794,-54.6,,
,,2020,Governor,IN,Decatur,0,18031,,,,,100,1562,7911,,,12.7,64.5,,,-6349,-51.8,,
,,2020,Governor,IN,De Kalb,0,18033,,,,,100,3293,13042,,,16.9,66.9,,,-9749,-50.0,,
,,2020,Governor,IN,Delaware,0,18035,,,,,100,15638,26829,,,32.6,56.0,,,-11191,-23.4,,
,,2020,Governor,IN,Dubois,0,18037,,,,,100,4586,14403,,,21.2,66.7,,,-9817,-45.5,,
,,2020,Governor,IN,Elkhart,0,18039,,,,,100,20512,46223,,,27.6,62.1,,,-25711,-34.5,,
,,2020,Governor,IN,Fayette,0,18041,,,,,100,1707,6933,,,17.0,69.0,,,-5226,-52.0,,
,,2020,Governor,IN,Floyd,0,18043,,,,,100,14948,24972,,,35.9,60.0,,,-10024,-24.1,,
,,2020,Governor,IN,Fountain,0,18045,,,,,100,1150,5189,,,14.5,65.3,,,-4039,-50.8,,
,,2020,Governor,IN,Franklin,0,18047,,,,,100,1690,8633,,,14.3,73.0,,,-6943,-58.7,,
,,2020,Governor,IN,Fulton,0,18049,,,,,100,1603,5436,,,17.6,59.6,,,-3833,-42.0,,
,,2020,Governor,IN,Gibson,0,18051,,,,,100,2990,11607,,,18.5,72.0,,,-8617,-53.5,,
,,2020,Governor,IN,Grant,0,18053,,,,,100,5849,16847,,,21.6,62.3,,,-10998,-40.7,,
