total_population,median_household_income,median_household_income_black,median_household_income_hispanicOrLatino,median_household_income_white_notHispanic,proportion_white,proportion_white_notHispanic,proportion_black,proportion_hispanicOrLatino,proportion_asian,proportion_bachelorsDegreeOrHigher_white,proportion_bachelorsDegreeOrHigher_white_notHispanic,proportion_bachelorsDegreeOrHigher_black,proportion_bachelorsDegreeOrHigher_hispanicOrLatino,proportion_bachelorsDegreeOrHigher_asian,proportion_less_than_hs_white,proportion_less_than_hs_white_notHispanic,proportion_less_than_hs_black,proportion_less_than_hs_hispanicOrLatino,proportion_less_than_hs_asian,fips,state
119259,105910,104158,80174,107459,0.613010338842352,0.583125801826277,0.249322902254756,0.077302341961613,0.0467134555882575,0.335617656311981,0.34078196223919,0.324914239591041,0.180279856817442,0.418775803266918,0.0261397677376995,0.022288368347641,0.026837963274366,0.111183425534223,0.074313408723748,113,GA
98541,57868,31015,47829,67220,0.742401639926528,0.698328614485341,0.139261830101176,0.11819445712952,0.0132838107995657,0.1708517298413,0.17996337954486,0.0929825839830941,0.0303940928994591,0.314744079449962,0.0893284306354826,0.0784288080913768,0.115645267069883,0.260925560230102,0.118411000763942,115,GA
253225,131660,102266,102837,128509,0.695969987165564,0.660807582189752,0.0410346529766018,0.0961476947378813,0.165986770658505,0.34602268536119,0.353612258191749,0.364353767683572,0.218671704932846,0.53511610201751,0.0307653897876155,0.0264861085380648,0.051294389375421,0.151435495132871,0.0262657023220404,117,GA
23480,52597,42344,65208,52541,0.83015332197615,0.819974446337308,0.09190800681431,0.05293867120954,0.0150340715502555,0.121537040837267,0.122578299485794,0.103336422613531,0.0563153660498793,0.0481586402266289,0.124923045351939,0.123253518932114,0.124652455977757,0.238938053097345,0.175637393767705,119,GA
1061944,86267,55598,74566,128483,0.410040454110575,0.383801782391539,0.433913652697317,0.0730010245361337,0.0759333825512456,0.546734337681426,0.56452538912988,0.239149117172173,0.2437857152071,0.564095886503714,0.0188062649274297,0.0132686909926002,0.0628092501605931,0.11422416573146,0.0287337078512345,121,GA
31519,70334,42344,77500,69776,0.899298835622958,0.842602874456677,0.00764618166820013,0.124210793489641,0.00368031980710048,0.182466043393897,0.18950975224038,0.045643153526971,0.0860791826309068,0.0948275862068965,0.0977950255777033,0.0926651103245726,0.045643153526971,0.192081736909323,0,123,GA
2903,60469,42344,57679,60673,0.883568722011712,0.870823286255598,0.105752669652084,0.0127454357561144,0,0.0994152046783626,0.100870253164557,0.00651465798045603,0,0.296456941497841,0.10448343079922,0.106012658227848,0.267100977198697,0,0.0573966585614558,125,GA
84566,65970,37301,36154,76544,0.666390748054774,0.632464583875316,0.247167892533642,0.0683726320270558,0.0119906345339735,0.265961599886432,0.277386183041974,0.113577648071955,0.0494638533379453,0.514792899408284,0.069453809844909,0.0583902028606151,0.120993206391733,0.227084053960567,0.0571992110453649,127,GA
57785,57555,33538,54058,60085,0.813307951890629,0.760197283031929,0.0358397508003807,0.167950160076144,0.011802370857489,0.120688554588591,0.122382079766891,0.112506035731531,0.0650180319422978,0.343108504398827,0.140477051726706,0.132603350937898,0.190729116368904,0.238021638330757,0.0249266862170088,129,GA
26075,51929,32376,48750,59158,0.628839884947268,0.574688398849473,0.292770853307766,0.118581016299137,0.00264621284755513,0.140025614441666,0.152018685352019,0.0496463190987687,0.0271668822768435,0.376811594202899,0.110569006525584,0.0971638304971638,0.127456117369662,0.292367399741268,0.260869565217391,131,GA
19020,77527,41985,57679,94877,0.597423764458465,0.586382754994742,0.313774973711882,0.0656677181913775,0.0116719242902208,0.370412743113614,0.377387250067246,0.0479222520107239,0.0840672538030424,0.202702702702703,0.0610754202235325,0.0622254102035327,0.138572386058981,0.125700560448359,0.0540540540540541,133,GA
957977,82296,76747,63883,101949,0.394251636521545,0.337531068073659,0.284580945054004,0.218241147751982,0.127460262615908,0.297494731045001,0.325167699097255,0.242841736910447,0.0979863203711676,0.332405162812029,0.0499438684191017,0.0325501705598011,0.0298178430207393,0.188951069019945,0.110659765445849,135,GA
46326,61292,68068,59144,61397,0.81010663558261,0.752579544963951,0.0346673574234771,0.162953848810603,0.0216293226266028,0.172426656718804,0.18299678751721,0.110211706102117,0.039078023579282,0.125748502994012,0.121852434117616,0.11062987608995,0.0485678704856787,0.257120148364022,0.155688622754491,137,GA
204953,74153,61661,66961,81829,0.719696710953243,0.588505657394622,0.0683181021990408,0.29317453269774,0.020487623991842,0.20168266623278,0.238102739271738,0.102485359234395,0.0406244279128597,0.261728983091212,0.100444733702137,0.0666495324003449,0.104413655192115,0.258075790104349,0.0914503453203144,139,GA
