office_type,state,district,democratic_votes_1,democratic_votes_2,republican_votes_1,republican_votes_2,margin_pct_1,margin_votes_1,margin_pct_2,margin_votes_2,democratic_percent_1,republican_percent_1,democratic_percent_2,republican_percent_2
House,CA,49,153541,NA,138194,NA,5.260596088916311,15347,NA,NA,52.63029804445816,47.36970195554184,NA,NA
House,MD,3,175514,NA,115801,NA,20.47756874095514,59713,NA,NA,60.18957345971564,39.712004718760504,NA,NA
House,MA,4,201882,NA,NA,NA,NA,NA,NA,NA,69.23987117972075,NA,NA,NA
House,NC,4,194983,NA,96442,NA,33.81350261645363,98541,NA,NA,66.90675130822682,33.093248691773184,NA,NA
House,NY,17,133457,NA,125738,NA,2.6497727491177723,7719,NA,NA,45.8130226427012,43.163249893583426,NA,NA
House,IL,12,72791,NA,218379,NA,-50.0008586019899,-145588,NA,NA,24.999398978607072,75.00025758059697,NA,NA
House,FL,1,93467,NA,197349,NA,-35.720868177816904,-103882,NA,NA,32.13956591109155,67.86043408890845,NA,NA
House,OH,4,89383,NA,200773,NA,-38.38969381987621,-111390,NA,NA,30.805153090061896,69.19484690993811,NA,NA
House,VA,11,193190,NA,95634,NA,33.67762603736588,97556,NA,NA,66.69175216448723,33.01412612712134,NA,NA
House,NY,21,112645,NA,150595,NA,-13.10351257004941,-37950,NA,NA,38.89447097373428,51.99798354378369,NA,NA
House,MN,5,214224,NA,70702,NA,49.79840808310722,143522,NA,NA,74.33016661693372,24.531758533826498,NA,NA
House,PA,8,146956,NA,139930,NA,2.4490564196231257,7026,NA,NA,51.22452820981156,48.77547179018844,NA,NA
House,WA,1,181992,NA,104329,NA,27.09010617962635,77663,NA,NA,63.481742964378896,36.39163678475255,NA,NA
House,TX,37,219358,NA,59923,NA,55.78766152651082,159435,NA,NA,76.75522850774523,20.967566981234405,NA,NA
House,NY,24,95028,NA,156347,NA,-21.475877769021977,-61319,NA,NA,33.281849225111635,54.75772699413361,NA,NA
House,CT,2,165946,NA,114506,NA,18.047159782620135,51440,NA,NA,58.22033392859022,40.17317414597009,NA,NA
House,NY,25,139875,NA,108010,NA,11.181094073476263,31865,NA,NA,49.08066949717534,37.899575423699076,NA,NA
House,FL,3,103382,NA,178101,NA,-26.227039625403222,-74719,NA,NA,36.288009884412745,62.51504950981597,NA,NA
House,MA,5,203994,NA,71491,NA,46.51170137706622,132503,NA,NA,71.60674106030237,25.09503968323616,NA,NA
House,MA,8,189987,NA,82126,NA,37.90142067516331,107861,NA,NA,66.7597853701732,28.858364695009893,NA,NA
House,OH,13,149816,NA,134593,NA,5.352502909542244,15223,NA,NA,52.67625145477112,47.32374854522888,NA,NA
House,CA,40,122722,NA,161589,NA,-13.670593118099546,-38867,NA,NA,43.16470344095023,56.83529655904977,NA,NA
House,NC,7,120222,NA,164047,NA,-15.416735556814144,-43825,NA,NA,42.29163222159293,57.70836777840707,NA,NA
House,IA,4,84230,NA,186467,NA,-35.98196625535839,-102237,NA,NA,29.644463527772107,65.62642978313049,NA,NA
House,UT,3,83687,NA,182497,NA,-34.86837462065072,-98810,NA,NA,29.53172418660456,64.40009880725528,NA,NA
House,CA,19,194494,NA,88816,NA,37.30118950972433,105678,NA,NA,68.65059475486217,31.349405245137834,NA,NA
House,CA,5,109506,NA,173524,NA,-22.618803660389357,-64018,NA,NA,38.69059816980532,61.30940183019468,NA,NA
House,CO,1,226929,NA,49530,NA,62.77033147450958,177399,NA,NA,80.29587850652476,17.525547032015172,NA,NA
House,CO,6,170140,NA,105084,NA,23.17180459831526,65056,NA,NA,60.60087977061851,37.42907517230326,NA,NA
House,NM,1,156462,NA,124151,NA,11.512055039530269,32311,NA,NA,55.74569513772353,44.233640098193256,NA,NA
House,OH,6,90500,NA,189883,NA,-35.445444267305795,-99383,NA,NA,32.277277866347106,67.7227221336529,NA,NA
House,MA,2,180639,NA,91956,NA,31.66447079490558,88683,NA,NA,64.49757382949323,32.83310303458766,NA,NA
House,OH,5,92634,NA,187303,NA,-33.81796618524882,-94669,NA,NA,33.09101690737559,66.90898309262441,NA,NA
House,NY,3,120045,NA,133859,NA,-4.937592039231946,-13814,NA,NA,42.90815378236564,47.84574582159759,NA,NA
House,FL,23,143951,NA,130681,NA,4.755437217119574,13270,NA,NA,51.58628054571061,46.83084332859104,NA,NA
House,OH,8,98629,NA,180287,NA,-29.276914913450646,-81658,NA,NA,35.36154254327468,64.63845745672532,NA,NA
House,CA,36,194299,NA,84264,NA,39.500938746351814,110035,NA,NA,69.7504693731759,30.249530626824093,NA,NA
House,NY,4,130871,NA,129353,NA,0.5449689102057814,1518,NA,NA,46.98328474805061,46.438315837844826,NA,NA
House,CO,5,111978,NA,155528,NA,-15.667496510339468,-43550,NA,NA,40.285072887136465,55.95256939747593,NA,NA
House,MO,3,96851,NA,180746,NA,-30.22186839194948,-83895,NA,NA,34.88906580402526,65.11093419597474,NA,NA
House,MI,12,196643,NA,72888,NA,44.584025333511065,123755,NA,NA,70.84268509278506,26.258659759274003,NA,NA
House,NC,5,102269,NA,175279,NA,-26.305359793621285,-73010,NA,NA,36.84732010318936,63.15267989681064,NA,NA
House,NC,13,143090,NA,134256,NA,3.1851910609851952,8834,NA,NA,51.592595530492595,48.407404469507405,NA,NA
House,MD,5,182478,NA,94000,NA,31.950743897154414,88478,NA,NA,65.8955655062834,33.944821609128994,NA,NA
House,IL,6,150496,NA,126351,NA,8.721045730859391,24145,NA,NA,54.358355697304404,45.63730996644502,NA,NA
House,OH,12,84893,NA,191344,NA,-38.53611210663307,-106451,NA,NA,30.731943946683465,69.26805605331654,NA,NA
House,GA,4,216332,NA,59302,NA,56.970475340487745,157030,NA,NA,78.48523767024388,21.514762329756127,NA,NA
House,VA,7,143357,NA,130586,NA,4.650934119960668,12771,NA,NA,52.2076550493463,47.55672092938563,NA,NA
House,IL,5,190999,NA,79112,NA,40.752868329994534,111887,NA,NA,69.5680203970133,28.815152067018758,NA,NA
House,FL,4,108402,NA,165696,NA,-20.902361521034063,-57294,NA,NA,39.54790717358073,60.4502686946148,NA,NA
House,NY,22,132913,NA,116529,NA,5.979976713713724,16384,NA,NA,48.511758114613784,42.531781400900066,NA,NA
House,NJ,11,161436,NA,109952,NA,18.812850795135642,51484,NA,NA,58.99058699719364,40.177736202058,NA,NA
House,OH,10,104634,NA,168327,NA,-23.334102674008374,-63693,NA,NA,38.33294866299581,61.66705133700419,NA,NA
House,SC,1,115796,NA,153757,NA,-13.921395330074336,-37961,NA,NA,42.46573835360733,56.38713368368167,NA,NA
House,NY,18,123168,NA,116972,NA,2.2727856296562576,6196,NA,NA,45.17986772651742,42.90708209686117,NA,NA
House,FL,22,150010,NA,122194,NA,10.218806483372765,27816,NA,NA,55.10940324168638,44.89059675831362,NA,NA
House,NJ,3,150498,NA,118415,NA,11.822342432639585,32083,NA,NA,55.45737279641531,43.63503036377572,NA,NA
House,TX,3,100121,NA,164240,NA,-23.637818149644616,-64119,NA,NA,36.910151296192524,60.54796944583714,NA,NA
House,ID,2,98736,NA,172450,NA,-27.182081670882717,-73714,NA,NA,36.408959164558645,63.591040835441355,NA,NA
House,VA,6,95410,NA,173352,NA,-28.949538319825876,-77942,NA,NA,35.437574749103014,64.38711306892888,NA,NA
House,VA,8,197760,NA,66589,NA,48.774057768390996,131171,NA,NA,73.53422375583781,24.76016598744683,NA,NA
House,CA,50,168816,NA,99819,NA,25.684292813669106,68997,NA,NA,62.84214640683455,37.15785359316545,NA,NA
House,MD,2,158998,NA,109075,NA,18.59786763226715,49923,NA,NA,59.231691961524994,40.63382432925784,NA,NA
House,NC,10,73174,NA,194681,NA,-45.30344099892993,-121507,NA,NA,27.2826585435876,72.58609954251753,NA,NA
House,WA,10,152544,NA,114777,NA,14.105427491521878,37767,NA,NA,56.972974588045474,42.867547096523595,NA,NA
House,UT,1,87986,NA,178434,NA,-33.94940319795811,-90448,NA,NA,33.02529840102095,66.97470159897905,NA,NA
House,OH,9,150655,NA,115362,NA,13.267197209200916,35293,NA,NA,56.63359860460046,43.36640139539954,NA,NA
House,NJ,5,145559,NA,117873,NA,10.410501498441395,27686,NA,NA,54.73315710509395,44.32265560665255,NA,NA
House,CA,47,137374,NA,128261,NA,3.4306473168068967,9113,NA,NA,51.71532365840345,48.28467634159655,NA,NA
House,AZ,4,148941,NA,116521,NA,12.21101477223934,32420,NA,NA,56.098727674031444,43.887712901792106,NA,NA
House,GA,12,107148,NA,158047,NA,-19.19304662606761,-50899,NA,NA,40.403476686966194,59.596523313033806,NA,NA
House,TX,26,NA,NA,183639,NA,NA,NA,NA,NA,NA,69.29172185055637,NA,NA
House,GA,13,216388,NA,48228,NA,63.548689421652504,168160,NA,NA,81.77434471082626,18.225655289173748,NA,NA
House,IL,11,149172,NA,115069,NA,12.906021397133678,34103,NA,NA,56.453010698566835,43.546989301433165,NA,NA
House,MD,8,211842,NA,47965,NA,62.026221963165106,163877,NA,NA,80.18061664004603,18.15439467688092,NA,NA
House,GA,1,107837,NA,156128,NA,-18.294470857878885,-48291,NA,NA,40.852764571060554,59.147235428939446,NA,NA
House,PA,3,251115,NA,NA,NA,NA,NA,NA,NA,95.14274347850797,NA,NA,NA
House,MA,1,157635,NA,98386,NA,22.472511008871578,59249,NA,NA,59.78926687173574,37.31675586286416,NA,NA
House,AK,0,128553,NA,67866,NA,23.02150904745647,60687,NA,NA,48.76635939456015,25.744850347103675,NA,NA
House,NC,8,79192,NA,183998,NA,-39.82142178654204,-104806,NA,NA,30.08928910672898,69.91071089327102,NA,NA
House,FL,14,149737,NA,113427,NA,13.797479898466355,36310,NA,NA,56.898739949233175,43.101260050766825,NA,NA
House,CA,11,220848,NA,42217,NA,67.90375002375839,178631,NA,NA,83.9518750118792,16.048124988120808,NA,NA
House,MO,6,72253,NA,184865,NA,-42.83584133408396,-112612,NA,NA,27.483909742403725,70.31975107648768,NA,NA
House,CA,24,159019,NA,103533,NA,21.133337396020597,55486,NA,NA,60.5666686980103,39.4333313019897,NA,NA
House,CA,4,176900,NA,84007,NA,35.603874177388875,92893,NA,NA,67.80193708869444,32.19806291130556,NA,NA
House,GA,8,81886,NA,178700,NA,-37.152418011712065,-96814,NA,NA,31.423790994143967,68.57620900585603,NA,NA
House,PA,13,NA,NA,260345,NA,NA,NA,NA,NA,NA,100,NA,NA
House,TX,38,92302,NA,163597,NA,-27.434976853722453,-71295,NA,NA,35.5186651736067,62.95364202732915,NA,NA
House,KY,3,160920,NA,98637,NA,23.99311213581574,62283,NA,NA,61.99077765835732,37.997665522541574,NA,NA
House,UT,2,88224,NA,154883,NA,-25.69747763098547,-66659,NA,NA,34.01092525414516,59.70840288513063,NA,NA
House,NC,6,139553,NA,116635,NA,8.848716978509486,22918,NA,NA,53.88188325778577,45.03316627927629,NA,NA
House,NJ,4,81233,NA,173288,NA,-35.54768653315931,-92055,NA,NA,31.368695020891096,66.9163815540504,NA,NA
House,OK,5,96799,NA,152699,NA,-21.59752111457118,-55900,NA,NA,37.39925664345931,58.99677775803049,NA,NA
House,OH,3,182324,NA,76455,NA,40.90812490098417,105869,NA,NA,70.45058482130781,29.54245992032365,NA,NA
House,GA,14,88189,NA,170162,NA,-31.729313995300966,-81973,NA,NA,34.135343002349515,65.86465699765048,NA,NA
House,OH,2,65745,NA,192117,NA,-49.00760872094376,-126372,NA,NA,25.49619563952812,74.50380436047188,NA,NA
House,NC,1,134996,NA,122780,NA,4.738998199987586,12216,NA,NA,52.369499099993796,47.630500900006204,NA,NA
House,NC,14,148738,NA,109014,NA,15.411713585151618,39724,NA,NA,57.70585679257581,42.29414320742419,NA,NA
House,KY,4,79977,NA,167541,NA,-33.98840968990292,-87564,NA,NA,31.043477248291147,65.03188693819406,NA,NA
House,CA,48,101900,NA,155171,NA,-20.722290729020386,-53271,NA,NA,39.63885463548981,60.36114536451019,NA,NA
House,MD,6,140295,NA,115771,NA,9.564817198262077,24524,NA,NA,54.71766550441111,45.15284830614903,NA,NA
House,NY,2,93299,NA,130798,NA,-14.641355318077284,-37499,NA,NA,36.42827301584823,51.06962833392551,NA,NA
House,TX,4,79179,NA,170781,NA,-35.78077333218754,-91602,NA,NA,30.928209555132828,66.70898288732037,NA,NA
House,MO,4,67069,NA,181890,NA,-45.01389765523622,-114821,NA,NA,26.293422821949278,71.3073204771855,NA,NA
House,WI,4,191955,NA,57660,NA,52.66222765987483,134295,NA,NA,75.27292833278435,22.61070067290951,NA,NA
House,UT,4,82181,NA,155110,NA,-28.705536902845402,-72929,NA,NA,32.347210687281304,61.0527475901267,NA,NA
House,SC,7,89030,NA,164440,NA,-29.704764343253302,-75410,NA,NA,35.06982057392709,64.77458491718039,NA,NA
House,CT,5,123818,NA,123342,NA,0.18764388659371156,476,NA,NA,48.810274685420545,48.62263079882683,NA,NA
House,NV,3,131086,NA,121083,NA,3.966784180450412,10003,NA,NA,51.98339209022521,48.01660790977479,NA,NA
House,WI,6,NA,NA,239231,NA,NA,NA,NA,NA,NA,94.93331322743344,NA,NA
House,MO,7,67485,NA,178592,NA,-44.0993542292625,-111107,NA,NA,26.78539534108364,70.88474957034614,NA,NA
House,TX,10,86404,NA,159469,NA,-29.0012979435335,-73065,NA,NA,34.29587555619064,63.29717349972414,NA,NA
House,MA,3,154496,NA,88585,NA,26.218728743103316,65911,NA,NA,61.45694521239991,35.23821646929659,NA,NA
House,CA,10,198415,NA,NA,NA,NA,NA,NA,NA,78.93030471795687,NA,NA,NA
House,NY,26,141942,NA,70547,NA,28.41026661360923,71395,NA,NA,56.48308794269797,28.07282132908874,NA,NA
House,OH,15,108139,NA,143112,NA,-13.919546588869299,-34973,NA,NA,43.04022670556535,56.95977329443465,NA,NA
House,NY,12,184872,NA,40994,NA,57.30410470053131,143878,NA,NA,73.63130182652402,16.32719712599272,NA,NA
House,IL,9,179615,NA,70915,NA,43.388017403105415,108700,NA,NA,71.6940087015527,28.305991298447292,NA,NA
House,IL,13,141788,NA,108646,NA,13.232980634857256,33142,NA,NA,56.613296067079254,43.380315432222,NA,NA
House,NC,3,82378,NA,166520,NA,-33.805816037091496,-84142,NA,NA,33.09709198145425,66.90290801854574,NA,NA
House,VA,9,66027,NA,182207,NA,-46.69764301102929,-116180,NA,NA,26.539036624971864,73.23667963600116,NA,NA
House,FL,15,102835,NA,145219,NA,-17.086602110830707,-42384,NA,NA,41.456698944584645,58.543301055415355,NA,NA
House,MT,1,115265,NA,123102,NA,-3.160590417809324,-7837,NA,NA,46.48532021293757,49.6459106307469,NA,NA
House,KY,6,83005,NA,154762,NA,-29.072839096014068,-71757,NA,NA,33.63004318971874,62.702882285732805,NA,NA
House,CA,26,134575,NA,112214,NA,9.060776614841018,22361,NA,NA,54.53038830742051,45.46961169257949,NA,NA
House,AR,2,86887,NA,147975,NA,-24.787580240701818,-61088,NA,NA,35.25599928584761,60.04357952654943,NA,NA
House,CA,1,93386,NA,152839,NA,-24.145801604223777,-59453,NA,NA,37.92709919788811,62.07290080211189,NA,NA
House,SC,2,98081,NA,147699,NA,-20.15959305396423,-49618,NA,NA,39.84991427155197,60.009507325516196,NA,NA
House,KY,1,61701,NA,184157,NA,-49.80761252430265,-122456,NA,NA,25.096193737848676,74.90380626215132,NA,NA
House,MO,8,53738,NA,186472,NA,-54.08993663277573,-132734,NA,NA,21.898571690539743,75.98850832331547,NA,NA
House,VA,4,159044,NA,85503,NA,30.01943031619166,73541,NA,NA,64.92174807533738,34.90231775914572,NA,NA
House,WV,2,84278,NA,160493,NA,-31.12264482248883,-76215,NA,NA,34.41519727546695,65.53784209795579,NA,NA
House,LA,1,61467,NA,177670,NA,-47.61559390929504,-116203,NA,NA,25.18685155135959,72.80244546065464,NA,NA
House,CT,1,144873,NA,91506,NA,21.879522616670698,53367,NA,NA,59.39535818099076,37.515835564320064,NA,NA
House,CT,3,137924,NA,98704,NA,16.163131410956478,39220,NA,NA,56.840482833369734,40.67735142241326,NA,NA
House,IL,10,152566,NA,89599,NA,26.00169306051659,62967,NA,NA,63.00084653025829,36.99915346974171,NA,NA
House,CA,32,167411,NA,74618,NA,38.33962045870536,92793,NA,NA,69.16981022935268,30.83018977064732,NA,NA
House,SC,5,83299,NA,154725,NA,-29.550654304591923,-71426,NA,NA,34.4628000016549,64.01345430624681,NA,NA
House,GA,2,132675,NA,108665,NA,9.948620203861772,24010,NA,NA,54.97431010193088,45.02568989806912,NA,NA
House,TX,22,85653,NA,150014,NA,-26.682005679580456,-64361,NA,NA,35.508985759592065,62.19099143917252,NA,NA
House,CA,16,139235,NA,NA,NA,NA,NA,NA,NA,57.772180891011466,NA,NA,NA
House,IN,5,93434,NA,146575,NA,-22.14125303634447,-53141,NA,NA,38.92937348182777,61.07062651817223,NA,NA
House,CA,12,217110,NA,22859,NA,80.94837249811434,194251,NA,NA,90.47418624905717,9.525813750942831,NA,NA
House,WA,9,171746,NA,67631,NA,43.408742203395484,104115,NA,NA,71.60618391648043,28.197441713084952,NA,NA
House,ND,0,NA,NA,148399,NA,NA,NA,NA,NA,NA,62.19937464897354,NA,NA
House,KS,1,77092,NA,161333,NA,-35.332284785571986,-84241,NA,NA,32.33385760721401,67.66614239278599,NA,NA
House,TX,12,85026,NA,152953,NA,-28.54327482677043,-67927,NA,NA,35.728362586614786,64.27163741338522,NA,NA
House,FL,27,101404,NA,136038,NA,-14.58629896985369,-34634,NA,NA,42.70685051507316,57.29314948492684,NA,NA
House,IL,1,159142,NA,78258,NA,34.067179109192374,80884,NA,NA,67.02832473412657,32.96114562493419,NA,NA
House,KY,2,66769,NA,170487,NA,-43.71564891931079,-103718,NA,NA,28.142175540344606,71.85782445965539,NA,NA
House,CA,41,112769,NA,123869,NA,-4.690709015458211,-11100,NA,NA,47.654645492270895,52.345354507729105,NA,NA
House,IL,14,128141,NA,108451,NA,8.322062552831783,19690,NA,NA,54.15934065934066,45.837278106508876,NA,NA
House,CO,8,114377,NA,112745,NA,0.690060507143733,1632,NA,NA,48.36216337351639,47.67210286637266,NA,NA
House,NJ,2,94522,NA,139217,NA,-18.899798717883662,-44695,NA,NA,39.969723110231556,58.86952182811522,NA,NA
House,CT,4,140262,NA,93329,NA,19.879788549838192,46933,NA,NA,59.4119042374748,39.532115687636605,NA,NA
House,LA,6,NA,NA,189684,NA,NA,NA,NA,NA,NA,80.39910481163744,NA,NA
House,GA,7,143063,NA,91962,NA,21.741498219444434,51101,NA,NA,60.86777088057727,39.12627266113283,NA,NA
House,TX,1,51438,NA,183224,NA,-56.15992363484501,-131786,NA,NA,21.920038182577496,78.0799618174225,NA,NA
House,MI,13,166650,NA,56187,NA,47.11700875262323,110463,NA,NA,71.08307314326662,23.966064390643396,NA,NA
House,FL,25,129113,NA,105239,NA,10.187239707789992,23874,NA,NA,55.09361985389499,44.90638014610501,NA,NA
House,OK,1,80974,NA,142800,NA,-26.478511317158826,-61826,NA,NA,34.67911518447932,61.15762650163815,NA,NA
House,KS,2,98852,NA,134506,NA,-15.278670540542857,-35654,NA,NA,42.36066472972857,57.63933527027143,NA,NA
House,IL,17,121186,NA,111931,NA,3.970007249391952,9255,NA,NA,51.98371675038499,48.01370950099304,NA,NA
House,CA,51,144186,NA,88886,NA,23.726573762614127,55300,NA,NA,61.86328688130706,38.13671311869294,NA,NA
House,NC,9,101202,NA,131453,NA,-13.002514452730438,-30251,NA,NA,43.49874277363478,56.50125722636522,NA,NA
House,OK,2,54194,NA,167843,NA,-49.055992955557855,-113649,NA,NA,23.392554991539765,72.44854794709762,NA,NA
House,PA,14,NA,NA,230865,NA,NA,NA,NA,NA,NA,100,NA,NA
House,NM,3,134217,NA,96565,NA,16.314963905330572,37652,NA,NA,58.157481952665286,41.842518047334714,NA,NA
House,MO,5,140688,NA,84008,NA,24.584155624471386,56680,NA,NA,61.0214482444536,36.437292619982216,NA,NA
House,TX,2,78496,NA,151791,NA,-31.827675900072517,-73295,NA,NA,34.08616204996374,65.91383795003625,NA,NA
House,CA,20,74934,NA,153847,NA,-34.492811903086356,-78913,NA,NA,32.75359404845682,67.24640595154318,NA,NA
House,KS,4,83851,NA,144889,NA,-26.684445221649035,-61038,NA,NA,36.657777389175486,63.342222610824514,NA,NA
House,WV,1,65428,NA,151511,NA,-37.88931143153929,-86083,NA,NA,28.79804221905315,66.68735365059244,NA,NA
House,WA,4,70710,NA,150619,NA,-35.257029654043514,-79909,NA,NA,31.198295146196507,66.45532480024002,NA,NA
House,CA,28,150062,NA,76495,NA,32.471740003619395,73567,NA,NA,66.2358700018097,33.7641299981903,NA,NA
House,IN,9,75700,NA,143166,NA,-29.94815248850299,-67466,NA,NA,33.60322448907118,63.55137697757417,NA,NA
House,TX,8,68715,NA,153127,NA,-37.521780875502294,-84412,NA,NA,30.544344084492018,68.06612495999431,NA,NA
House,LA,3,23641,NA,144423,NA,-53.78798674694503,-120782,NA,NA,10.528073675585166,64.3160604225302,NA,NA
House,OK,4,74667,NA,149879,NA,-33.49514130734905,-75212,NA,NA,33.25242934632548,66.74757065367453,NA,NA
House,NV,1,115700,NA,103115,NA,5.609563670887769,12585,NA,NA,51.571435575821596,45.96187190493383,NA,NA
House,FL,18,NA,NA,167429,NA,NA,NA,NA,NA,NA,74.66708884468903,NA,NA
House,NC,12,140494,NA,83414,NA,25.492613037497545,57080,NA,NA,62.746306518748774,37.253693481251226,NA,NA
House,NJ,1,139559,NA,78794,NA,27.141287452430724,60765,NA,NA,62.335405835164636,35.19411838273392,NA,NA
House,AR,3,73541,NA,142401,NA,-30.797717229905004,-68860,NA,NA,32.891300069771184,63.68901729967619,NA,NA
House,LA,5,35149,NA,151080,NA,-51.858395995580466,-115931,NA,NA,15.72289345255935,67.58128944813981,NA,NA
House,NE,1,93929,NA,129236,NA,-15.821029283265744,-35307,NA,NA,42.08948535836713,57.91051464163287,NA,NA
House,NV,4,116617,NA,105870,NA,4.830394584852149,10747,NA,NA,52.41519729242607,47.58480270757393,NA,NA
House,NY,16,127024,NA,74156,NA,23.857723705645835,52868,NA,NA,57.32207565986904,33.464351954223204,NA,NA
House,TN,5,93648,NA,123558,NA,-13.517116709976273,-29910,NA,NA,42.321997514405155,55.839114224381426,NA,NA
House,MO,1,160999,NA,53767,NA,48.530489957367465,107232,NA,NA,72.86407371536671,24.333583757999257,NA,NA
House,CA,7,150618,NA,70033,NA,36.52147508962117,80585,NA,NA,68.26073754481058,31.739262455189415,NA,NA
House,NE,3,34836,NA,172700,NA,-62.50861474844935,-137864,NA,NA,15.794914577968008,78.30352932641735,NA,NA
House,NE,2,106807,NA,112663,NA,-2.6682462295530143,-5856,NA,NA,48.66587688522349,51.33412311477651,NA,NA
House,CA,45,103466,NA,113960,NA,-4.826469695436608,-10494,NA,NA,47.58676515228169,52.41323484771831,NA,NA
House,TX,17,72801,NA,144408,NA,-32.96686601383921,-71607,NA,NA,33.516566993080396,66.4834330069196,NA,NA
House,HI,2,128407,NA,72874,NA,25.59301334193608,55533,NA,NA,59.177823351844594,33.584810009908516,NA,NA
House,AR,4,56745,NA,153850,NA,-44.81162550300883,-97105,NA,NA,26.186454756894452,70.99808025990328,NA,NA
House,CA,6,121058,NA,95325,NA,11.892339046967646,25733,NA,NA,55.946169523483825,44.053830476516175,NA,NA
House,KY,5,38549,NA,177712,NA,-64.34688121329819,-139163,NA,NA,17.824478660933092,82.17135987423129,NA,NA
House,IN,8,68109,NA,141995,NA,-34.20014812071839,-73886,NA,NA,31.52610627661544,65.72625439733383,NA,NA
House,OH,11,167722,NA,47988,NA,55.50693060127023,119734,NA,NA,77.75346530063511,22.246534699364886,NA,NA
House,MT,2,43480,NA,121979,NA,-36.3973997551838,-78499,NA,NA,20.16024333246782,56.55764308765162,NA,NA
House,TX,13,52910,NA,161767,NA,-50.70734172733921,-108857,NA,NA,24.646329136330394,75.3536708636696,NA,NA
House,IN,1,112656,NA,100542,NA,5.681802192235715,12114,NA,NA,52.83879047123218,47.156988278996465,NA,NA
House,TX,14,63606,NA,149543,NA,-40.31780585412083,-85937,NA,NA,29.841097072939586,70.15890292706041,NA,NA
House,AL,5,62740,NA,142435,NA,-37.53585440638291,-79695,NA,NA,29.550153779490103,67.08600818587301,NA,NA
House,TX,5,71930,NA,135595,NA,-30.03561908805699,-63665,NA,NA,33.93484773429576,63.97046682235275,NA,NA
House,FL,28,76665,NA,134457,NA,-27.3701160312574,-57792,NA,NA,36.30831162680559,63.678427658062986,NA,NA
House,CA,30,150100,NA,NA,NA,NA,NA,NA,NA,71.11452233403453,NA,NA,NA
House,SC,6,130923,NA,79879,NA,24.188259377902458,51044,NA,NA,62.04058229239722,37.852322914494756,NA,NA
House,TN,8,51102,NA,155602,NA,-49.68737370135273,-104500,NA,NA,24.297838955851937,73.98521265720467,NA,NA
House,TX,36,64016,NA,145599,NA,-38.920401688810436,-81583,NA,NA,30.539799155594782,69.46020084440522,NA,NA
House,IL,2,140414,NA,68761,NA,34.25504959961754,71653,NA,NA,67.12752479980877,32.872475200191225,NA,NA
House,TX,23,80947,NA,116649,NA,-17.10062459286508,-35702,NA,NA,38.772176878568416,55.8728014714335,NA,NA
House,AR,1,54598,NA,153774,NA,-47.59564624805636,-99176,NA,NA,26.20217687597182,73.79782312402818,NA,NA
House,VA,3,139659,NA,67668,NA,34.63603560259803,71991,NA,NA,67.19220591772913,32.556170315131105,NA,NA
House,TN,2,66673,NA,141089,NA,-35.81790702823423,-74416,NA,NA,32.091046485882885,67.90895351411712,NA,NA
House,IL,8,117880,NA,89335,NA,13.775547137031586,28545,NA,NA,56.88777356851579,43.11222643148421,NA,NA
House,TX,27,73611,NA,133416,NA,-28.88753640829457,-59805,NA,NA,35.55623179585272,64.44376820414729,NA,NA
House,LA,2,158120,NA,46927,NA,54.22805503128551,111193,NA,NA,77.11402751564276,22.885972484357247,NA,NA
House,AZ,8,NA,NA,197555,NA,NA,NA,NA,NA,NA,96.50339743934191,NA,NA
House,HI,1,143546,NA,51217,NA,45.62205378054927,92329,NA,NA,70.9296465030784,25.30759272252913,NA,NA
House,FL,9,108541,NA,93827,NA,7.270912397216951,14714,NA,NA,53.63545619860847,46.36454380139153,NA,NA
House,NY,10,160582,NA,26711,NA,66.22982125453295,133871,NA,NA,79.44451865374435,13.214697399211403,NA,NA
House,FL,26,58868,NA,143240,NA,-41.74599718962139,-84372,NA,NA,29.127001405189304,70.8729985948107,NA,NA
House,IN,3,60577,NA,131579,NA,-35.229381468874976,-71002,NA,NA,30.056762362187534,65.2861438310625,NA,NA
House,RI,2,101432,NA,93969,NA,3.7112920149784423,7463,NA,NA,50.44134686631293,46.730054851334486,NA,NA
House,FL,10,117955,NA,78844,NA,19.564303936771548,39111,NA,NA,59.004051823320495,39.43974788654895,NA,NA
House,TN,3,60334,NA,136639,NA,-38.184957213631584,-76305,NA,NA,30.19266376419957,68.37762097783116,NA,NA
House,AL,2,58014,NA,137460,NA,-39.93043862867597,-79446,NA,NA,29.15847829474118,69.08891692341716,NA,NA
House,CA,14,137612,NA,60852,NA,38.67703966462432,76760,NA,NA,69.33851983231216,30.66148016768784,NA,NA
House,NJ,12,125127,NA,71175,NA,27.21728119781866,53952,NA,NA,63.12308615879774,35.90580496097908,NA,NA
House,WY,0,47250,NA,132206,NA,-42.864206500570134,-84956,NA,NA,23.839796567069293,66.70400306763943,NA,NA
House,OK,3,50354,NA,147418,NA,-49.07873713164654,-97064,NA,NA,25.46063143417673,74.53936856582327,NA,NA
House,IN,4,62834,NA,134864,NA,-36.43435947758703,-72030,NA,NA,31.782820261206485,68.21717973879352,NA,NA
House,AZ,9,NA,NA,192796,NA,NA,NA,NA,NA,NA,97.7741714633466,NA,NA
House,CA,27,91892,NA,104624,NA,-6.4788617720694495,-12732,NA,NA,46.760569113965275,53.239430886034725,NA,NA
