office_type,state,district,democratic_votes_1,democratic_votes_2,republican_votes_1,republican_votes_2,margin_pct_1,margin_votes_1,margin_pct_2,margin_votes_2,democratic_percent_1,republican_percent_1,democratic_percent_2,republican_percent_2
President,VT,0,242820,178179,112704,95053,35.41265227473138,130116,28.52515158898196,83126,66.08641693066397,30.67376465593259,61.143119901994766,32.6179683130128
President,WA,0,2369612,1610524,1584651,1129120,19.203323391959792,784961,16.274964147370028,481404,57.97030113530307,38.76697774334327,54.44745028807191,38.17248614070188
President,WI,0,1630673,1380823,1610065,1403694,0.6249863526854276,20608,-0.7786333556438747,-22871,49.45401643500603,48.8290300823206,47.00952498973556,47.788158345379436
President,WV,0,235984,187457,545382,486198,-38.935030680096446,-309398,-42.18159175178545,-298741,29.696521244519612,68.63155192461606,26.468528407598704,68.65012015938414
President,WY,0,73491,55949,193559,174248,-43.382653153397285,-120068,-47.55891646766529,-118299,26.553574332014524,69.9362274854118,22.49278368751558,70.05170015518087
Senate,AZ,0,1191100,943660,1135200,1024459,2.337720708724123,55900,-3.919806049496808,-80799,49.81143356281401,47.47371285408988,45.779826194237025,49.69963224373384
Senate,CA,0,11113364,6538196,0,4081156,100,11113364,23.048228820974344,2457040,100,0,61.331454711514326,38.28322589053999
Senate,CT,0,787685,815077,545717,637857,17.45439181085515,241968,11.9832463618809,177220,56.81975556079084,39.36536374993569,55.11380484653424,43.13055848465334
Senate,DE,0,217385,265374,137127,115694,22.165088560753986,80258,37.50078748558538,149680,60.03585657229816,37.87076801154417,66.48673154863532,28.985944063049935
Senate,FL,0,4088007,4521534,4099038,3457254,-0,-11031,0,1064280,0,0,0,0
Senate,HI,0,276316,266435,112035,159002,42.3573856044826,164281,25.29905496806898,107433,71.24392571684014,28.886540112357537,62.741929485516174,37.44287451744719
Senate,IN,0,1008030,1263837,1151904,1121320,-5.641446171530951,-143874,5.634942995884828,142517,39.52588365019631,45.167329821727265,49.970525979989006,44.33558298410418
Senate,MA,0,1633371,1678408,979210,1449180,23.648840714877785,654161,7.311411035391111,229228,59.048660203375995,35.39981948849821,53.53417022828243,46.22275919289132
Senate,MD,0,1491614,1335706,697017,642443,34.557632562158,794597,28.573008025608868,693263,64.87143613249324,30.313803570335253,55.05145703413267,26.478449008523803
Senate,ME,0,65570,91694,223253,213644,-24.49833825188221,-157683,-17.51828337805007,-121950,10.187249349491807,34.68558760137402,13.171967823427005,30.690251201477075
Senate,MI,0,2214478,2732886,1938818,1765548,6.613847600915393,275660,20.850433895517696,967338,53.1314663265614,46.51761872564601,58.905841481452995,38.0554075859353
Senate,MN,0,2936714,1856196,2036214,868977,17.455626735324213,900500,34.713635095337224,987219,56.926355816103175,39.470729080778966,65.26952034900522,30.555885253667988
Senate,MO,0,1023000,1484683,1234203,1063698,-9.028679558272126,-211203,0,420985,43.73204541655367,52.7607249748258,0,0
Senate,MS,0,770161,472930,1098540,673223,-17.48326223999236,-328379,-17.10319135612312,-200293,41.004226001098594,58.48748824109096,40.38389902818025,57.48709038430337
Senate,MT,0,253876,234465,235963,215701,3.5587411891451444,17913,3.8984296075287834,18764,50.43705566546154,46.878314476316405,48.712710399127914,44.81428079159913
Senate,ND,0,144376,160752,179720,157758,-10.84439824213382,-35344,0.9442783488970812,2994,44.298065884062716,55.142464126196536,50.69961026783687,49.75533191893979
Senate,NE,0,269917,318930,403151,444319,-19.132626606404884,-133234,-16.239159367898473,-125389,38.76053541679291,57.8931620231978,41.30470054952077,57.54385991741924
Senate,NJ,0,1684391,1828417,1340763,1244734,10.991615701498949,343628,18.68541185012039,583683,53.87855053448356,42.88693483298461,58.533013088888275,39.84760123876788
Senate,NM,0,376998,389274,212813,346938,23.550057475537585,164185,-0,42336,54.075126035647095,30.52506856010951,-0,-0
Senate,NV,0,490071,444337,441202,456471,5.0260821639647775,48869,-1.2233957658157666,-12134,50.40285481954577,45.37677265558099,44.799736640454945,46.02313240627071
Senate,NY,0,3656751,4095112,1650521,1504075,NA,2006230,45.60380601597639,2591037,NA,NA,72.07642857346194,26.47262255748555
Senate,OH,0,2358508,2645901,2057559,2371230,6.8040215449727,300949,0,274671,53.32245412342448,46.51843257845178,0,0
Senate,PA,0,2792615,2943289,2135149,2453730,13.12120403789811,657466,8.885457634187729,489559,55.732876246520476,42.611672208622366,53.42046559183013,44.5350079576424
Senate,RI,0,231338,265687,144418,144620,23.086885835471993,86920,29.486808236355717,121067,61.44585820762103,38.35897237214904,64.71013257033412,35.22332433397841
Senate,TN,0,985450,700753,1227483,1496668,-10.790234907191937,-242033,-34.599230335074,-795915,43.933004959209256,54.723239866401194,30.46244191275967,65.06167224783367
Senate,TX,0,4044073,3183314,4259630,4456599,-2.5792156174221743,-215557,-16.248416835536034,-1273285,48.388761393020616,50.967977010442794,40.62233733248845,56.870754168024476
Senate,UT,0,328532,275880,665087,595972,-31.592248650081594,-336555,-34.981027372857355,-320092,30.839133673570757,62.43138232365235,30.149350285617533,65.1303776584749
Senate,VA,0,1910370,1943812,1374313,1757337,15.995053392817297,536057,5.041637879673984,186475,57.002278022740825,41.00722462992353,52.55394133350232,47.51230345382834
Senate,VT,0,0,208253,74815,72629,-27.433630652432438,-74815,46.3311808294366,135624,0,27.433630652432438,71.14233027541334,24.81114944597675
Senate,WA,0,1802779,1714271,1282006,1135453,16.907579717925426,520773,20.44871289621217,578818,58.52958900769027,41.62200928976484,60.562448827269606,40.113735931057434
Senate,WI,0,1472914,1544274,1184885,1377253,10.956889330222982,288029,5.576190624438545,167021,56.031009693246354,45.07412036302337,51.557386199125915,45.98119557468737
Senate,WV,0,290510,394532,271113,237825,3.308152433712353,19397,24.053958421089256,156707,49.54639189141494,46.23823945770259,60.559236816410156,36.5052783953209
Senate,WY,0,61227,52596,136210,184531,-36.53676975027774,-74983,-54.218355932373086,-131935,29.833919708470656,66.3706894587484,21.614193721295294,75.83254965366838
House,MI,1,145403,NA,233094,NA,-22.565935578835767,-87691,NA,NA,37.41723473297667,59.98317031181244,NA,NA
House,WI,2,268740,NA,101890,NA,44.077593471708184,166850,NA,NA,70.99438099842287,26.916787526714693,NA,NA
House,WI,5,134581,NA,243741,NA,-28.838406120632037,-109160,NA,NA,35.55424637340399,64.39265249403603,NA,NA
House,MI,9,123702,NA,238300,NA,-30.729750457200165,-114598,NA,NA,33.17101163245933,63.9007620896595,NA,NA
House,MI,7,192809,NA,172624,NA,5.415767839702931,20185,NA,NA,51.731918821168314,46.316150981465384,NA,NA
House,PA,1,165809,NA,201571,NA,-9.734335020959225,-35762,NA,NA,45.13283248952039,54.86716751047961,NA,NA
House,MI,6,241759,NA,125167,NA,31.77525774881652,116592,NA,NA,65.88749260752138,34.112234858704866,NA,NA
House,PA,4,224799,NA,141986,NA,22.578077075125755,82813,NA,NA,61.289038537562874,38.710961462437126,NA,NA
House,MI,11,224537,NA,141642,NA,22.637835594067383,82895,NA,NA,61.31891779703369,38.68108220296631,NA,NA
House,CO,7,204984,NA,150510,NA,14.981806980728877,54474,NA,NA,56.37608257403033,41.39427559330145,NA,NA
House,PA,17,193615,NA,169013,NA,6.784363038706332,24602,NA,NA,53.392181519353166,46.607818480646834,NA,NA
House,AZ,1,179141,NA,182336,NA,-0.8838736627779914,-3195,NA,NA,49.55806316861101,50.44193683138899,NA,NA
House,ME,1,219753,NA,129263,NA,25.266796597959445,90490,NA,NA,61.359866866961895,36.09307026900245,NA,NA
House,CO,4,129619,NA,216024,NA,-24.37287208085458,-86405,NA,NA,36.562552007965856,60.93542408882044,NA,NA
House,OR,5,171514,NA,178813,NA,-2.0781076948919948,-7299,NA,NA,48.8319719388554,50.9100796337474,NA,NA
House,AZ,6,171969,NA,177201,NA,-1.4979257507522554,-5232,NA,NA,49.234861129800194,50.732786880552446,NA,NA
House,CO,2,244107,NA,97700,NA,41.9697912217384,146407,NA,NA,69.97698078483197,28.007189563093576,NA,NA
House,FL,17,123798,NA,222483,NA,-28.31658565419247,-98685,NA,NA,35.522487417720214,63.83907307191268,NA,NA
House,WA,6,208710,NA,138754,NA,20.109637712613512,69956,NA,NA,59.9960330350444,39.886395322430886,NA,NA
House,WA,7,295998,NA,49207,NA,71.19375041468699,246791,NA,NA,85.3888826385343,14.195132223847315,NA,NA
House,VA,1,147229,NA,191828,NA,-13.012411668251922,-44599,NA,NA,42.95621779647665,55.96862946472857,NA,NA
House,MA,9,197823,NA,136347,NA,17.951555678848315,61476,NA,NA,57.76612985647749,39.814574177629176,NA,NA
House,FL,8,120080,NA,222128,NA,-29.820460071067888,-102048,NA,NA,35.08976996446606,64.91023003553394,NA,NA
House,FL,13,153876,NA,181487,NA,-8.084123368448173,-27611,NA,NA,45.05278937536964,53.13691274381782,NA,NA
House,MI,2,116452,NA,216222,NA,-29.385516654345388,-99770,NA,NA,34.29890934581366,63.68442600015905,NA,NA
House,OR,4,171372,NA,146055,NA,7.46644567458129,25317,NA,NA,50.540732635949944,43.07428696136866,NA,NA
House,MI,3,185989,NA,142229,NA,12.909011528431686,43760,NA,NA,54.86595395707223,41.956942428640545,NA,NA
House,MI,4,143690,NA,183936,NA,-11.894853819144785,-40246,NA,NA,42.46810975681842,54.36296357596321,NA,NA
House,WI,7,128877,NA,209224,NA,-23.75246845696312,-80347,NA,NA,38.09908120188726,61.85154965885038,NA,NA
House,CA,3,156761,NA,181438,NA,-7.296591651660709,-24677,NA,NA,46.35170417416965,53.64829582583035,NA,NA
House,WA,2,202980,NA,134335,NA,20.313799297473093,68645,NA,NA,60.06693832618674,39.75313902871364,NA,NA
House,WA,8,179003,NA,155976,NA,6.852498824537701,23027,NA,NA,53.26867794713693,46.41617912259923,NA,NA
House,MI,8,178322,NA,143850,NA,10.26474783297452,34472,NA,NA,53.09904743187753,42.834299598903016,NA,NA
House,MN,3,198883,NA,134797,NA,19.191964566469316,64086,NA,NA,59.55989590352209,40.367931337052774,NA,NA
House,GA,6,125612,NA,206886,NA,-24.44345529897924,-81274,NA,NA,37.77827235051038,62.22172764948962,NA,NA
House,TX,21,122655,NA,207426,NA,-25.681878084470174,-84771,NA,NA,37.159060957764915,62.840939042235085,NA,NA
House,MN,8,NA,NA,188755,NA,NA,NA,NA,NA,NA,57.18462190984004,NA,NA
House,PA,12,184674,NA,143946,NA,12.393646156655103,40728,NA,NA,56.196823078327554,43.803176921672446,NA,NA
House,FL,21,119891,NA,208614,NA,-27.00811250970305,-88723,NA,NA,36.49594374514847,63.50405625485153,NA,NA
House,SD,0,NA,NA,253821,NA,NA,NA,NA,NA,NA,77.42198199737068,NA,NA
House,CO,3,163293,NA,163839,NA,-0.16682707731793392,-546,NA,NA,49.893212337870665,50.0600394151886,NA,NA
House,NY,1,135170,NA,154046,NA,-5.771559262747209,-18876,NA,NA,41.329819111333975,47.101378374081186,NA,NA
House,FL,11,115647,NA,205995,NA,-27.662434286869008,-90348,NA,NA,35.40839352253,63.070827809399006,NA,NA
House,PA,6,190386,NA,136097,NA,16.62843088307814,54289,NA,NA,58.31421544153907,41.68578455846093,NA,NA
House,MI,10,157602,NA,159202,NA,-0.4904409984152625,-1600,NA,NA,48.30905139515138,48.79949239356664,NA,NA
House,MN,2,165583,NA,148576,NA,5.225334283747911,17007,NA,NA,50.87472962343919,45.64939533969128,NA,NA
House,NC,11,144165,NA,174232,NA,-9.282459433426363,-30067,NA,NA,44.50745881597471,53.78991824940107,NA,NA
House,AZ,2,149151,NA,174169,NA,-7.736026419621764,-25018,NA,NA,46.12023649024725,53.85626290986902,NA,NA
House,MA,6,198119,NA,110770,NA,27.040355135094973,87349,NA,NA,61.33107555907774,34.29072042398276,NA,NA
House,FL,12,95390,NA,226601,NA,-40.749390518486315,-131211,NA,NA,29.62468361309958,70.3740741315859,NA,NA
House,DE,0,178416,NA,138201,NA,12.502759218900106,40215,NA,NA,55.469160482389185,42.96640126348908,NA,NA
House,AZ,5,120243,NA,182464,NA,-19.34792748530738,-62221,NA,NA,37.39015516651637,56.73808265182375,NA,NA
House,IA,2,145940,NA,172181,NA,-8.1618751691254,-26241,NA,NA,45.392479790486675,53.55435495961208,NA,NA
House,PA,16,130443,NA,190546,NA,-18.724317655745214,-60103,NA,NA,40.637841172127395,59.362158827872605,NA,NA
House,MN,6,NA,NA,198145,NA,NA,NA,NA,NA,NA,61.96543107950477,NA,NA
House,WA,3,160314,NA,157685,NA,0.8221817055970277,2629,NA,NA,50.1358835873267,49.31370188172968,NA,NA
House,WI,3,152977,NA,164743,NA,-3.700907769830336,-11766,NA,NA,48.11777731644869,51.818685086279025,NA,NA
House,MI,5,110946,NA,198020,NA,-27.445801209110567,-87074,NA,NA,34.97027655724994,62.4160777663605,NA,NA
House,WA,5,127585,NA,188648,NA,-19.2624114370075,-61063,NA,NA,40.246872298947025,59.509283735954526,NA,NA
House,PA,11,121835,NA,194991,NA,-23.09027668183798,-73156,NA,NA,38.45486165908101,61.54513834091899,NA,NA
House,ME,2,165136,NA,146142,NA,6.003502095568016,18994,NA,NA,52.19513120215436,46.19162910658634,NA,NA
House,MO,2,135895,NA,173277,NA,-11.842263658423777,-37382,NA,NA,43.0502493141485,54.89251297257228,NA,NA
House,PA,5,205128,NA,110058,NA,30.163141763910833,95070,NA,NA,65.08157088195541,34.918429118044585,NA,NA
House,IA,3,154117,NA,156262,NA,-0.6808680829992477,-2145,NA,NA,48.9199749872238,49.60084307022305,NA,NA
House,PA,10,145215,NA,169331,NA,-7.666923120942565,-24116,NA,NA,46.166538439528715,53.833461560471285,NA,NA
House,FL,19,100226,NA,213035,NA,-36.009691196843654,-112809,NA,NA,31.993079540593858,68.00277073743752,NA,NA
House,ID,1,82261,NA,222901,NA,-45.01315444146434,-140640,NA,NA,26.328406552256098,71.34156099372044,NA,NA
House,GA,3,97057,NA,213524,NA,-37.49971826995212,-116467,NA,NA,31.25014086502394,68.74985913497606,NA,NA
House,NV,2,117371,NA,185467,NA,-21.931220168889975,-68096,NA,NA,37.80088760636139,59.73210777525137,NA,NA
House,OR,1,210682,NA,99042,NA,35.98469586743295,111640,NA,NA,67.90870382248754,31.924007955054588,NA,NA
House,WI,8,NA,NA,223981,NA,NA,NA,NA,NA,NA,72.20628247946459,NA,NA
House,NJ,7,150701,NA,159392,NA,-2.802707574824327,-8691,NA,NA,48.59864621258784,51.40135378741216,NA,NA
House,NH,1,167391,NA,142229,NA,8.117769274943381,25162,NA,NA,54.0037165846136,45.885947309670215,NA,NA
House,IA,1,142173,NA,162947,NA,-6.7070020921042435,-20774,NA,NA,45.901348244957,52.60835033706124,NA,NA
House,CA,2,229720,NA,79029,NA,48.80695969865489,150691,NA,NA,74.40347984932745,25.596520150672553,NA,NA
House,OR,2,99882,NA,208369,NA,-35.14591351449416,-108487,NA,NA,32.35820083194029,67.50411434643445,NA,NA
House,VA,5,129996,NA,177191,NA,-15.333506611650801,-47195,NA,NA,42.23529029533123,57.56879690698203,NA,NA
House,GA,10,109107,NA,198523,NA,-29.066085882391185,-89416,NA,NA,35.46695705880441,64.53304294119559,NA,NA
House,NH,2,171636,NA,135579,NA,11.722651373283396,36057,NA,NA,55.80134207240949,44.07869069912609,NA,NA
House,NY,23,104114,NA,163000,NA,-19.235870197239045,-58886,NA,NA,34.010178815259074,53.24604901249812,NA,NA
House,MN,7,NA,NA,204766,NA,NA,NA,NA,NA,NA,66.94630982194818,NA,NA
House,FL,16,115575,NA,189762,NA,-24.29508969799383,-74187,NA,NA,37.84901656416403,62.14410626215786,NA,NA
House,PA,15,91729,NA,213417,NA,-39.878615482424806,-121688,NA,NA,30.060692258787597,69.9393077412124,NA,NA
House,FL,7,126079,NA,177966,NA,-17.065004686652085,-51887,NA,NA,41.46585321734555,58.530857903997635,NA,NA
House,GA,11,113571,NA,190086,NA,-25.197838350507315,-76515,NA,NA,37.401080824746344,62.598919175253656,NA,NA
House,OH,7,135485,NA,168002,NA,-10.711426905554841,-32517,NA,NA,44.63012191466303,55.341548820217874,NA,NA
House,OR,3,212119,NA,79766,NA,43.63276124667858,132353,NA,NA,69.92918696881985,26.29642572214127,NA,NA
House,PA,9,92622,NA,209185,NA,-38.62170194859629,-116563,NA,NA,30.689149025701855,69.31085097429815,NA,NA
House,FL,2,121153,NA,180236,NA,-19.603568809744218,-59083,NA,NA,40.19821559512789,59.80178440487211,NA,NA
House,KS,3,165527,NA,128839,NA,12.176810689890937,36688,NA,NA,54.93869775037007,42.76188706047913,NA,NA
House,WI,1,135825,NA,162610,NA,-8.902604805445595,-26785,NA,NA,45.14453230164823,54.04713710709383,NA,NA
House,FL,6,NA,NA,226548,NA,NA,NA,NA,NA,NA,75.32642848830443,NA,NA
House,IL,15,86396,NA,213007,NA,-42.28781942732705,-126611,NA,NA,28.856090286336475,71.14390971366352,NA,NA
House,IL,16,100325,NA,197621,NA,-32.65558188396555,-97296,NA,NA,33.67220905801722,66.32779094198277,NA,NA
House,TX,24,119878,NA,177947,NA,-19.49769159741459,-58069,NA,NA,40.25115420129271,59.74884579870729,NA,NA
House,OH,14,113639,NA,183389,NA,-23.4826346337719,-69750,NA,NA,38.25868268311405,61.74131731688595,NA,NA
House,VA,2,143219,NA,153328,NA,-3.4037495454484237,-10109,NA,NA,48.222534983636145,51.626284529084565,NA,NA
House,PA,7,151364,NA,145527,NA,1.9660414091366865,5837,NA,NA,50.98302070456835,49.01697929543165,NA,NA
House,MN,1,NA,NA,159621,NA,NA,NA,NA,NA,NA,53.826543515867634,NA,NA
House,OH,1,156416,NA,140058,NA,5.5175158698570534,16358,NA,NA,52.758757934928525,47.241242065071475,NA,NA
House,VA,10,157405,NA,138163,NA,6.497492782251937,19242,NA,NA,53.15132789680731,46.65383511455537,NA,NA
House,MN,4,200055,NA,95493,NA,35.328222506782716,104562,NA,NA,67.59231416379197,32.26409165700925,NA,NA
House,NY,20,145928,NA,110903,NA,11.843893927404793,35025,NA,NA,49.34634555427056,37.50245162686577,NA,NA
House,GA,5,243687,NA,51769,NA,64.95654175240983,191918,NA,NA,82.47827087620492,17.521729123795083,NA,NA
House,NC,2,190714,NA,104155,NA,29.355069539354766,86559,NA,NA,64.67753476967738,35.32246523032262,NA,NA
House,OR,6,147156,NA,139946,NA,2.449240259938786,7210,NA,NA,49.98895973530541,47.539719475366624,NA,NA
House,GA,9,81318,NA,212820,NA,-44.70758623503254,-131502,NA,NA,27.64620688248373,72.35379311751626,NA,NA
House,MD,1,126511,NA,159673,NA,-11.304276685824147,-33162,NA,NA,43.12512356915441,54.42940025497856,NA,NA
House,NY,19,124396,NA,129960,NA,-1.9017215980750366,-5564,NA,NA,42.517354405848714,44.419076003923756,NA,NA
House,VT,0,176494,NA,78397,NA,33.60004110222466,98097,NA,NA,60.45246698977582,26.852425887551163,NA,NA
