state,biden_pct,trump_pct,margin,eevp,votes,timestamp
AK,35.199999999999996,60.5,-25.300000000000004,31,113744,2020-11-04T07:47:41Z
AK,34.699999999999996,61.4,-26.700000000000003,36,132475,2020-11-04T08:57:55Z
AK,33,62.9,-29.9,56,172031,2020-11-04T18:34:58Z
AK,33.6,62.2,-28.6,61,190970,2020-11-09T19:09:13Z
AK,38.1,57.99999999999999,-19.89999999999999,75,240234,2020-11-11T02:46:15Z
AK,39.1,56.89999999999999,-17.79999999999999,75,260983,2020-11-11T13:18:28Z
AK,40.300000000000004,55.900000000000006,-15.600000000000001,78,286788,2020-11-12T16:41:43Z
AK,42.1,54.1,-12,99,312033,2020-11-13T02:25:15Z
AK,42.5,53.300000000000004,-10.800000000000004,99,325194,2020-11-13T13:55:46Z
AK,42.699999999999996,53.5,-10.800000000000004,99,334789,2020-11-14T02:43:02Z
AK,42.699999999999996,53.5,-10.800000000000004,99,339523,2020-11-15T18:48:47Z
AK,43,53.2,-10.200000000000003,99,349473,2020-11-16T17:01:35Z
AK,43,53.1,-10.100000000000001,99,356796,2020-11-19T13:17:03Z
AK,43,53.1,-10.100000000000001,99,356845,2020-11-19T00:39:05Z
AK,43,53.2,-10.200000000000003,99,356488,2020-11-25T01:55:49Z
AK,42.8,52.800000000000004,-10.000000000000007,99,358802,2020-11-25T02:13:33Z
AK,42.9,53.2,-10.300000000000004,99,357114,2020-12-01T14:01:35Z
AK,42.9,53.1,-10.200000000000003,99,357168,2020-12-01T17:29:44Z
AK,42.9,53.1,-10.200000000000003,99,357226,2020-12-01T17:33:59Z
AK,42.8,52.800000000000004,-10.000000000000007,99,359530,2020-12-02T14:51:36Z
AK,43,53.1,-10.100000000000001,100,357569,2020-12-01T01:26:11Z
AK,42.8,52.800000000000004,-10.000000000000007,99,359530,2020-12-02T14:51:36Z
AL,58.5,40.699999999999996,17.800000000000004,0,1053,2020-11-04T01:23:07Z
AL,60.199999999999996,39.5,20.699999999999996,0,2190,2020-11-04T01:28:39Z
AL,48.9,50.6,-1.7000000000000028,0,3709,2020-11-04T01:29:35Z
AL,47.4,52,-4.600000000000001,0,4280,2020-11-04T01:32:46Z
AL,47.599999999999994,51.6,-4.000000000000007,0,5249,2020-11-04T01:40:51Z
AL,52,47.199999999999996,4.800000000000004,0,8971,2020-11-04T01:41:31Z
AL,53,46.300000000000004,6.699999999999996,0,9234,2020-11-04T01:42:13Z
AL,55.1,43.9,11.200000000000003,0,10648,2020-11-04T01:43:04Z
AL,51.5,47.5,4,0,11670,2020-11-04T01:45:58Z
AL,51.5,47.5,4,0,11672,2020-11-04T01:46:29Z
AL,59.199999999999996,39.800000000000004,19.39999999999999,1,18631,2020-11-04T01:49:11Z
AL,57.99999999999999,40.6,17.39999999999999,1,21290,2020-11-04T01:52:02Z
AL,56.39999999999999,42.3,14.099999999999994,1,23626,2020-11-04T01:55:09Z
AL,53.300000000000004,45.2,8.100000000000001,1,30815,2020-11-04T01:56:07Z
AL,53,45.4,7.600000000000001,1,32278,2020-11-04T01:57:36Z
AL,51.9,46.800000000000004,5.099999999999994,2,40640,2020-11-04T02:00:03Z
AL,52.6,46.2,6.399999999999999,2,57276,2020-11-04T02:02:35Z
AL,52.300000000000004,46.5,5.800000000000004,2,57720,2020-11-04T02:02:42Z
AL,49.9,48.9,1,3,60973,2020-11-04T02:03:00Z
AL,49.7,49.1,0.6000000000000014,3,61798,2020-11-04T02:04:16Z
AL,49,49.8,-0.7999999999999972,3,64748,2020-11-04T02:06:06Z
AL,49,49.7,-0.7000000000000028,3,66834,2020-11-04T02:08:52Z
AL,44.9,53.800000000000004,-8.900000000000006,4,87270,2020-11-04T02:09:29Z
AL,44.7,54,-9.299999999999997,4,87819,2020-11-04T02:09:46Z
AL,48.5,50.1,-1.6000000000000014,4,96685,2020-11-04T02:10:50Z
AL,47.3,51.4,-4.100000000000001,4,102521,2020-11-04T02:12:20Z
AL,47,51.7,-4.700000000000003,4,106641,2020-11-04T02:12:31Z
AL,46.6,52.2,-5.600000000000001,5,110254,2020-11-04T02:16:36Z
AL,44.9,53.900000000000006,-9.000000000000007,5,115261,2020-11-04T02:16:48Z
AL,44.4,54.400000000000006,-10.000000000000007,5,117598,2020-11-04T02:17:24Z
AL,48.5,50.3,-1.7999999999999972,6,150325,2020-11-04T02:18:14Z
AL,49.9,48.9,1,7,167645,2020-11-04T02:19:55Z
AL,48.699999999999996,50.2,-1.500000000000007,7,177093,2020-11-04T02:22:05Z
AL,47.699999999999996,51,-3.3000000000000043,8,193780,2020-11-04T02:22:13Z
AL,46.5,52.300000000000004,-5.800000000000004,8,200496,2020-11-04T02:22:55Z
AL,45.7,53.1,-7.399999999999999,9,210956,2020-11-04T02:23:15Z
AL,44.7,54,-9.299999999999997,9,218259,2020-11-04T02:23:54Z
AL,44.7,54.1,-9.399999999999999,9,218829,2020-11-04T02:25:01Z
AL,44,54.7,-10.700000000000003,10,233304,2020-11-04T02:26:10Z
AL,43.2,55.50000000000001,-12.300000000000004,10,242977,2020-11-04T02:26:59Z
AL,42.8,56.00000000000001,-13.20000000000001,11,252138,2020-11-04T02:27:21Z
AL,42.9,55.900000000000006,-13.000000000000007,11,255016,2020-11-04T02:27:48Z
AL,42.5,56.2,-13.700000000000003,11,257678,2020-11-04T02:28:17Z
AL,42,56.8,-14.799999999999997,11,264984,2020-11-04T02:29:00Z
AL,41.9,56.89999999999999,-14.999999999999993,11,269473,2020-11-04T02:31:33Z
AL,41.8,56.99999999999999,-15.199999999999996,11,270553,2020-11-04T02:31:58Z
AL,41.6,57.199999999999996,-15.599999999999994,11,273485,2020-11-04T02:32:19Z
AL,39.7,59.099999999999994,-19.39999999999999,12,289656,2020-11-04T02:32:33Z
AL,38.6,60.3,-21.699999999999996,13,303052,2020-11-04T02:33:33Z
AL,38.800000000000004,60,-21.199999999999996,13,307778,2020-11-04T02:33:39Z
AL,38.6,60.199999999999996,-21.599999999999994,13,310028,2020-11-04T02:34:46Z
AL,38.4,60.5,-22.1,13,316226,2020-11-04T02:35:38Z
AL,42,56.8,-14.799999999999997,15,351230,2020-11-04T02:35:52Z
AL,41.9,56.89999999999999,-14.999999999999993,16,382216,2020-11-04T02:38:15Z
AL,41.4,57.3,-15.899999999999999,16,387164,2020-11-04T02:38:29Z
AL,41.5,57.3,-15.799999999999997,16,388800,2020-11-04T02:38:46Z
AL,41,57.8,-16.799999999999997,17,394235,2020-11-04T02:39:23Z
AL,41,57.8,-16.799999999999997,17,398903,2020-11-04T02:39:35Z
AL,41,57.8,-16.799999999999997,17,401116,2020-11-04T02:40:43Z
AL,40.9,57.9,-17,17,402460,2020-11-04T02:42:18Z
AL,40.699999999999996,58.099999999999994,-17.4,17,406849,2020-11-04T02:43:53Z
AL,41.9,56.99999999999999,-15.099999999999994,18,422048,2020-11-04T02:45:28Z
AL,41.699999999999996,57.099999999999994,-15.399999999999999,18,426538,2020-11-04T02:45:43Z
AL,40.6,58.199999999999996,-17.599999999999994,19,440871,2020-11-04T02:45:54Z
AL,40.2,58.599999999999994,-18.39999999999999,19,452145,2020-11-04T02:50:20Z
AL,40.1,58.699999999999996,-18.599999999999994,19,454854,2020-11-04T02:50:58Z
AL,40.1,58.699999999999996,-18.599999999999994,19,459786,2020-11-04T02:51:56Z
AL,39.5,59.3,-19.799999999999997,20,473200,2020-11-04T02:52:39Z
AL,39.2,59.599999999999994,-20.39999999999999,20,480531,2020-11-04T02:52:42Z
AL,39.6,59.199999999999996,-19.599999999999994,22,514594,2020-11-04T02:54:26Z
AL,39.6,59.199999999999996,-19.599999999999994,22,516083,2020-11-04T02:55:57Z
AL,39.300000000000004,59.5,-20.199999999999996,23,554303,2020-11-04T02:56:15Z
AL,39.1,59.699999999999996,-20.599999999999994,24,566449,2020-11-04T02:56:28Z
AL,39.4,59.4,-20,24,573225,2020-11-04T02:57:53Z
AL,39.300000000000004,59.5,-20.199999999999996,25,583921,2020-11-04T02:58:08Z
AL,39.6,59.199999999999996,-19.599999999999994,25,589136,2020-11-04T02:58:42Z
AL,39.6,59.199999999999996,-19.599999999999994,25,590341,2020-11-04T02:59:22Z
AL,39.6,59.199999999999996,-19.599999999999994,25,593003,2020-11-04T03:01:01Z
AL,39,59.8,-20.799999999999997,25,605794,2020-11-04T03:03:29Z
AL,38.1,60.699999999999996,-22.599999999999994,27,635162,2020-11-04T03:06:21Z
AL,38.2,60.6,-22.4,27,642315,2020-11-04T03:06:59Z
AL,37.8,61,-23.200000000000003,27,652784,2020-11-04T03:08:18Z
AL,37.5,61.3,-23.799999999999997,28,661443,2020-11-04T03:09:05Z
AL,40.1,58.599999999999994,-18.499999999999993,31,743828,2020-11-04T03:09:25Z
AL,39.7,59,-19.299999999999997,32,753131,2020-11-04T03:12:01Z
AL,39.7,59.099999999999994,-19.39999999999999,32,754766,2020-11-04T03:14:02Z
AL,39.4,59.3,-19.9,32,761603,2020-11-04T03:14:47Z
AL,39.5,59.3,-19.799999999999997,32,769023,2020-11-04T03:15:22Z
AL,39.2,59.599999999999994,-20.39999999999999,34,804036,2020-11-04T03:16:18Z
AL,38.3,60.5,-22.200000000000003,35,832953,2020-11-04T03:16:42Z
AL,37.9,60.9,-23,36,845228,2020-11-04T03:17:36Z
AL,38,60.8,-22.799999999999997,36,854682,2020-11-04T03:18:38Z
AL,38.2,60.6,-22.4,37,887955,2020-11-04T03:19:26Z
AL,37.8,61,-23.200000000000003,38,905303,2020-11-04T03:20:10Z
AL,37.6,61.199999999999996,-23.599999999999994,39,917962,2020-11-04T03:20:36Z
AL,37.4,61.4,-24,39,926122,2020-11-04T03:21:04Z
AL,37.4,61.4,-24,39,927741,2020-11-04T03:22:41Z
AL,36.8,62,-25.200000000000003,40,961095,2020-11-04T03:23:35Z
AL,36.7,62.1,-25.4,41,970877,2020-11-04T03:24:12Z
AL,36.199999999999996,62.5,-26.300000000000004,43,1019460,2020-11-04T03:25:19Z
AL,36.199999999999996,62.6,-26.400000000000006,43,1020191,2020-11-04T03:25:56Z
AL,36.3,62.4,-26.1,44,1036595,2020-11-04T03:26:28Z
AL,36.6,62.2,-25.6,44,1042877,2020-11-04T03:26:41Z
AL,36.5,62.3,-25.799999999999997,44,1045742,2020-11-04T03:28:28Z
AL,36.5,62.3,-25.799999999999997,44,1053693,2020-11-04T03:30:56Z
AL,36.5,62.3,-25.799999999999997,46,1091758,2020-11-04T03:32:55Z
AL,36.5,62.3,-25.799999999999997,46,1093509,2020-11-04T03:33:16Z
AL,36.3,62.5,-26.200000000000003,47,1109466,2020-11-04T03:33:50Z
AL,36.1,62.7,-26.6,47,1118645,2020-11-04T03:34:12Z
AL,35.9,62.9,-27,48,1131209,2020-11-04T03:35:23Z
AL,35.8,63.1,-27.300000000000004,48,1139283,2020-11-04T03:36:04Z
AL,35.6,63.2,-27.6,49,1163951,2020-11-04T03:36:19Z
AL,35.6,63.2,-27.6,49,1169348,2020-11-04T03:36:41Z
AL,36.1,62.7,-26.6,50,1181775,2020-11-04T03:39:21Z
AL,36.1,62.7,-26.6,52,1230361,2020-11-04T03:41:28Z
AL,36.4,62.4,-26,54,1274884,2020-11-04T03:44:11Z
AL,36.4,62.4,-26,54,1275671,2020-11-04T03:44:37Z
AL,36.5,62.2,-25.700000000000003,54,1281555,2020-11-04T03:44:58Z
AL,36.6,62.1,-25.5,54,1286158,2020-11-04T03:46:24Z
AL,36.7,62,-25.299999999999997,54,1291940,2020-11-04T03:48:07Z
AL,36.6,62.1,-25.5,55,1310559,2020-11-04T03:49:33Z
AL,36.3,62.4,-26.1,56,1326406,2020-11-04T03:49:58Z
AL,36.3,62.4,-26.1,57,1355319,2020-11-04T03:50:06Z
AL,35.6,63.1,-27.5,61,1441203,2020-11-04T03:51:49Z
AL,35.5,63.2,-27.700000000000003,61,1447063,2020-11-04T03:52:41Z
AL,35.5,63.2,-27.700000000000003,61,1458644,2020-11-04T03:53:35Z
AL,35.199999999999996,63.5,-28.300000000000004,63,1504394,2020-11-04T03:54:06Z
AL,35,63.7,-28.700000000000003,64,1527500,2020-11-04T03:54:19Z
AL,35,63.7,-28.700000000000003,64,1529147,2020-11-04T03:55:07Z
AL,35,63.800000000000004,-28.800000000000004,65,1537999,2020-11-04T03:55:21Z
AL,34.9,63.9,-29,65,1544770,2020-11-04T03:56:43Z
AL,34.9,63.9,-29,65,1546202,2020-11-04T03:59:40Z
AL,34.5,64.3,-29.799999999999997,66,1575524,2020-11-04T04:00:00Z
AL,34.300000000000004,64.4,-30.1,68,1607898,2020-11-04T04:03:03Z
AL,34.300000000000004,64.4,-30.1,68,1608907,2020-11-04T04:04:42Z
AL,34.2,64.5,-30.299999999999997,68,1619603,2020-11-04T04:12:03Z
AL,34.2,64.5,-30.299999999999997,69,1641573,2020-11-04T04:15:33Z
AL,33.900000000000006,64.8,-30.89999999999999,70,1662540,2020-11-04T04:17:29Z
AL,33.900000000000006,64.8,-30.89999999999999,70,1665303,2020-11-04T04:18:55Z
AL,33.900000000000006,64.8,-30.89999999999999,70,1669292,2020-11-04T04:27:41Z
AL,33.900000000000006,64.8,-30.89999999999999,72,1713773,2020-11-04T04:33:36Z
AL,33.900000000000006,64.8,-30.89999999999999,72,1715970,2020-11-04T04:39:13Z
AL,33.6,65.10000000000001,-31.500000000000007,74,1750084,2020-11-04T04:43:59Z
AL,33.800000000000004,64.8,-30.999999999999993,76,1801704,2020-11-04T04:47:53Z
AL,33.7,64.9,-31.200000000000003,77,1823884,2020-11-04T04:59:39Z
AL,33.900000000000006,64.7,-30.799999999999997,78,1866433,2020-11-04T05:04:23Z
AL,33.900000000000006,64.7,-30.799999999999997,78,1866604,2020-11-04T05:05:17Z
AL,34.699999999999996,64,-29.300000000000004,82,1962099,2020-11-04T05:06:58Z
AL,34.8,63.800000000000004,-29.000000000000007,83,1974957,2020-11-04T05:34:58Z
AL,34.699999999999996,63.9,-29.200000000000003,84,1997169,2020-11-04T05:40:33Z
AL,34.699999999999996,63.9,-29.200000000000003,84,2002041,2020-11-04T05:52:31Z
AL,34.8,63.9,-29.1,84,2009963,2020-11-04T06:12:38Z
AL,34.699999999999996,64,-29.300000000000004,89,2037602,2020-11-04T06:27:48Z
AL,34.599999999999994,64,-29.400000000000006,89,2039674,2020-11-04T06:29:29Z
AL,34.699999999999996,63.9,-29.200000000000003,89,2054943,2020-11-04T06:30:35Z
AL,34.699999999999996,63.9,-29.200000000000003,89,2056085,2020-11-04T06:31:52Z
AL,34.699999999999996,64,-29.300000000000004,90,2062702,2020-11-04T06:32:55Z
AL,34.5,64.1,-29.599999999999994,90,2075240,2020-11-04T06:33:57Z
AL,35.199999999999996,63.5,-28.300000000000004,92,2107783,2020-11-04T06:35:22Z
AL,35.199999999999996,63.5,-28.300000000000004,92,2109338,2020-11-04T06:36:18Z
AL,35.099999999999994,63.6,-28.500000000000007,92,2120162,2020-11-04T06:37:13Z
AL,35.199999999999996,63.4,-28.200000000000003,93,2141270,2020-11-04T06:38:09Z
AL,35.199999999999996,63.4,-28.200000000000003,93,2145118,2020-11-04T06:39:10Z
AL,35.3,63.4,-28.1,94,2157715,2020-11-04T06:55:35Z
AL,35.3,63.3,-28,94,2159275,2020-11-04T07:10:16Z
AL,35.5,63.2,-27.700000000000003,97,2230255,2020-11-04T08:02:25Z
AL,36.4,62.2,-25.800000000000004,99,2279481,2020-11-04T17:07:25Z
AL,36.3,62.3,-26,99,2294456,2020-11-04T20:19:14Z
AL,36.3,62.3,-26,99,2294523,2020-11-04T20:23:33Z
AL,36.3,62.3,-26,99,2297471,2020-11-04T20:58:46Z
AL,36.3,62.3,-26,99,2297624,2020-11-04T21:08:16Z
AL,36.3,62.3,-26,99,2297216,2020-11-06T18:37:30Z
AL,36.5,62.1,-25.6,99,2309900,2020-11-06T22:25:48Z
AL,36.6,62.3,-25.699999999999996,99,2303037,2020-11-15T15:56:03Z
AL,36.5,62.1,-25.6,99,2309900,2020-11-18T17:17:28Z
AL,36.5,62.1,-25.6,100,2309900,2020-11-20T14:19:13Z
AL,36.5,62.1,-25.6,100,2310826,2020-11-23T19:38:51Z
AL,36.5,62.1,-25.6,100,2311264,2020-11-23T19:41:03Z
AL,36.5,62.1,-25.6,100,2311410,2020-11-23T19:43:07Z
AL,36.5,62.1,-25.6,100,2314752,2020-11-23T19:44:50Z
AL,36.5,62.1,-25.6,100,2314940,2020-11-23T19:47:08Z
AL,36.5,62.1,-25.6,100,2315420,2020-11-23T19:49:19Z
AL,36.5,62.1,-25.6,100,2315441,2020-11-23T19:51:01Z
AL,36.5,62.1,-25.6,100,2317267,2020-11-23T19:53:25Z
AL,36.5,62.1,-25.6,100,2318322,2020-11-23T19:55:26Z
AL,36.5,62.1,-25.6,100,2319336,2020-11-23T19:57:10Z
AL,36.5,62.1,-25.6,100,2320717,2020-11-23T19:58:40Z
AL,36.6,62.1,-25.5,100,2320765,2020-11-23T20:04:11Z
AL,36.6,62,-25.4,100,2321683,2020-11-23T20:23:35Z
AL,36.6,62,-25.4,100,2322066,2020-11-23T20:25:40Z
AL,36.6,62,-25.4,100,2323173,2020-11-23T20:27:44Z
AL,36.6,62,-25.4,100,2323282,2020-11-23T20:29:01Z
AL,36.6,62,-25.4,100,2323304,2020-12-04T21:08:46Z
AL,36.7,62.2,-25.5,100,2315970,2020-11-23T21:10:14Z
AL,36.6,62,-25.4,100,2323304,2020-12-04T21:08:46Z
AL,36.6,62,-25.4,100,2323282,2021-01-05T14:36:37Z
AR,36.6,60.199999999999996,-23.599999999999994,0,2119,2020-11-04T01:37:24Z
AR,23.5,73.6,-50.099999999999994,1,13130,2020-11-04T01:37:46Z
AR,28.4,69.39999999999999,-40.99999999999999,5,60945,2020-11-04T01:42:45Z
AR,27.700000000000003,70,-42.3,5,64224,2020-11-04T01:43:29Z
AR,27.900000000000002,69.89999999999999,-41.999999999999986,5,67746,2020-11-04T01:48:46Z
AR,27.3,70.5,-43.2,6,73207,2020-11-04T01:49:46Z
AR,29.299999999999997,68.5,-39.2,9,112053,2020-11-04T01:50:45Z
AR,30.8,66.8,-36,12,158484,2020-11-04T01:52:47Z
AR,30.2,67.4,-37.2,13,166955,2020-11-04T01:54:46Z
AR,29.4,68.2,-38.800000000000004,14,179877,2020-11-04T01:56:45Z
AR,29.5,68.10000000000001,-38.60000000000001,14,180308,2020-11-04T02:00:47Z
AR,29.4,68.10000000000001,-38.70000000000001,14,180990,2020-11-04T02:01:17Z
AR,29.4,68.2,-38.800000000000004,15,185120,2020-11-04T02:01:45Z
AR,29.599999999999998,67.9,-38.30000000000001,15,191879,2020-11-04T02:05:15Z
AR,29.2,68.30000000000001,-39.10000000000001,16,197897,2020-11-04T02:07:32Z
AR,29.2,68.4,-39.2,16,203539,2020-11-04T02:08:46Z
AR,41.3,56.3,-15,26,331194,2020-11-04T02:09:59Z
AR,41.099999999999994,56.49999999999999,-15.399999999999999,27,336739,2020-11-04T02:10:50Z
AR,40,57.49999999999999,-17.499999999999993,35,439509,2020-11-04T02:11:45Z
AR,40.300000000000004,57.3,-16.999999999999993,35,442939,2020-11-04T02:12:53Z
AR,39.6,57.9,-18.299999999999997,36,460611,2020-11-04T02:14:13Z
AR,39.6,57.9,-18.299999999999997,36,460612,2020-11-04T02:14:47Z
AR,39.4,58.199999999999996,-18.799999999999997,37,466464,2020-11-04T02:15:46Z
AR,39.300000000000004,58.199999999999996,-18.89999999999999,37,471312,2020-11-04T02:16:30Z
AR,39.300000000000004,58.199999999999996,-18.89999999999999,38,481420,2020-11-04T02:23:26Z
AR,39.300000000000004,58.3,-18.999999999999993,38,481890,2020-11-04T02:26:59Z
AR,39.2,58.4,-19.199999999999996,38,484663,2020-11-04T02:27:27Z
AR,39,58.5,-19.5,38,488676,2020-11-04T02:29:04Z
AR,39,58.5,-19.5,39,495309,2020-11-04T02:30:56Z
AR,38.9,58.599999999999994,-19.699999999999996,39,497058,2020-11-04T02:31:49Z
AR,38.800000000000004,58.699999999999996,-19.89999999999999,39,501150,2020-11-04T02:32:03Z
AR,38.800000000000004,58.599999999999994,-19.79999999999999,40,503998,2020-11-04T02:36:37Z
AR,38.7,58.8,-20.099999999999994,40,507203,2020-11-04T02:39:31Z
AR,38.800000000000004,58.699999999999996,-19.89999999999999,40,508213,2020-11-04T02:40:34Z
AR,38.800000000000004,58.699999999999996,-19.89999999999999,40,509308,2020-11-04T02:40:46Z
AR,38.6,58.8,-20.199999999999996,40,511632,2020-11-04T02:42:40Z
AR,38.6,58.9,-20.299999999999997,40,512593,2020-11-04T02:45:05Z
AR,38.4,59,-20.6,41,516520,2020-11-04T02:46:03Z
AR,38.3,59.199999999999996,-20.9,41,519995,2020-11-04T02:49:07Z
AR,38.2,59.3,-21.099999999999994,41,524813,2020-11-04T02:49:28Z
AR,38.1,59.4,-21.299999999999997,41,526522,2020-11-04T02:51:05Z
AR,38,59.4,-21.4,42,527570,2020-11-04T02:51:30Z
AR,37.9,59.599999999999994,-21.699999999999996,42,531069,2020-11-04T02:52:36Z
AR,37.6,59.9,-22.299999999999997,42,538562,2020-11-04T02:54:49Z
AR,37.6,59.9,-22.299999999999997,42,539649,2020-11-04T02:58:07Z
AR,37.3,60.099999999999994,-22.799999999999997,43,545441,2020-11-04T02:59:25Z
AR,37.3,60.099999999999994,-22.799999999999997,43,547210,2020-11-04T03:02:04Z
AR,37.3,60.199999999999996,-22.9,43,549262,2020-11-04T03:02:38Z
AR,37.2,60.199999999999996,-22.999999999999993,43,551084,2020-11-04T03:06:32Z
AR,37.1,60.3,-23.199999999999996,44,553227,2020-11-04T03:07:07Z
AR,36.8,60.6,-23.800000000000004,45,565730,2020-11-04T03:09:54Z
AR,36.7,60.8,-24.099999999999994,45,570886,2020-11-04T03:10:39Z
AR,36.1,61.3,-25.199999999999996,47,595253,2020-11-04T03:11:29Z
AR,36.1,61.3,-25.199999999999996,47,597284,2020-11-04T03:12:19Z
AR,35.8,61.6,-25.800000000000004,48,605752,2020-11-04T03:14:47Z
AR,35.699999999999996,61.7,-26.000000000000007,48,611464,2020-11-04T03:16:50Z
AR,35.5,61.9,-26.4,49,624285,2020-11-04T03:18:29Z
AR,35.3,62.2,-26.900000000000006,52,657541,2020-11-04T03:20:48Z
AR,35.099999999999994,62.3,-27.200000000000003,53,671410,2020-11-04T03:21:20Z
AR,35.199999999999996,62.3,-27.1,53,673837,2020-11-04T03:22:16Z
AR,35.099999999999994,62.3,-27.200000000000003,53,675573,2020-11-04T03:22:32Z
AR,35,62.4,-27.4,54,681809,2020-11-04T03:23:33Z
AR,34.599999999999994,62.8,-28.200000000000003,55,698826,2020-11-04T03:26:40Z
AR,34.599999999999994,62.8,-28.200000000000003,55,699410,2020-11-04T03:30:29Z
AR,34.699999999999996,62.7,-28.000000000000007,56,707768,2020-11-04T03:33:22Z
AR,34.699999999999996,62.7,-28.000000000000007,56,709007,2020-11-04T03:35:29Z
AR,34.5,62.9,-28.4,57,718409,2020-11-04T03:36:02Z
AR,34.300000000000004,63.1,-28.799999999999997,57,729232,2020-11-04T03:38:49Z
AR,34.2,63.2,-29,58,735794,2020-11-04T03:39:03Z
AR,34.2,63.2,-29,58,735894,2020-11-04T03:40:21Z
AR,34,63.3,-29.299999999999997,59,743250,2020-11-04T03:40:55Z
AR,34.1,63.3,-29.199999999999996,60,757357,2020-11-04T03:45:40Z
AR,33.900000000000006,63.4,-29.499999999999993,63,798536,2020-11-04T03:47:58Z
AR,33.900000000000006,63.4,-29.499999999999993,63,801876,2020-11-04T03:48:30Z
AR,33.7,63.6,-29.9,64,812457,2020-11-04T03:50:39Z
AR,33.7,63.6,-29.9,64,814149,2020-11-04T03:51:06Z
AR,33.6,63.7,-30.1,65,822060,2020-11-04T03:53:11Z
AR,33.6,63.7,-30.1,65,822082,2020-11-04T03:54:06Z
AR,33.5,63.800000000000004,-30.300000000000004,65,830219,2020-11-04T03:56:37Z
AR,33.5,63.9,-30.4,66,832112,2020-11-04T03:57:18Z
AR,33.5,63.9,-30.4,66,834581,2020-11-04T04:04:19Z
AR,33.1,64.3,-31.199999999999996,67,856147,2020-11-04T04:08:49Z
AR,32.6,64.7,-32.1,70,887590,2020-11-04T04:11:41Z
AR,32.5,64.8,-32.3,70,891055,2020-11-04T04:11:46Z
AR,32.5,64.8,-32.3,70,892644,2020-11-04T04:12:32Z
AR,32.5,64.8,-32.3,73,926583,2020-11-04T04:16:23Z
AR,32.4,64.8,-32.4,73,928801,2020-11-04T04:18:12Z
AR,32.300000000000004,65,-32.699999999999996,73,931801,2020-11-04T04:18:16Z
AR,32.5,64.8,-32.3,74,938855,2020-11-04T04:19:42Z
AR,32.4,64.8,-32.4,74,941267,2020-11-04T04:20:39Z
AR,32.4,64.9,-32.50000000000001,74,943486,2020-11-04T04:22:48Z
AR,32.300000000000004,64.9,-32.6,75,948688,2020-11-04T04:26:30Z
AR,33,64.2,-31.200000000000003,77,973718,2020-11-04T04:34:14Z
AR,33,64.2,-31.200000000000003,77,976367,2020-11-04T04:35:48Z
AR,33.6,63.7,-30.1,78,994022,2020-11-04T04:44:01Z
AR,33.5,63.800000000000004,-30.300000000000004,79,999879,2020-11-04T04:57:51Z
AR,33.4,63.800000000000004,-30.400000000000006,79,1003467,2020-11-04T05:01:45Z
AR,33.5,63.7,-30.200000000000003,79,1008923,2020-11-04T05:04:06Z
AR,33.5,63.7,-30.200000000000003,79,1009586,2020-11-04T05:06:08Z
AR,33.5,63.7,-30.200000000000003,80,1013230,2020-11-04T05:07:23Z
AR,33.5,63.7,-30.200000000000003,80,1013564,2020-11-04T05:09:55Z
AR,33.6,63.6,-30,81,1032303,2020-11-04T05:12:11Z
AR,33.900000000000006,63.3,-29.39999999999999,83,1050915,2020-11-04T05:14:22Z
AR,33.5,63.7,-30.200000000000003,86,1087494,2020-11-04T05:21:19Z
AR,34.5,62.7,-28.200000000000003,93,1180961,2020-11-04T05:31:10Z
AR,34.5,62.7,-28.200000000000003,93,1183783,2020-11-04T05:37:13Z
AR,34.5,62.7,-28.200000000000003,93,1184070,2020-11-04T05:41:54Z
AR,34.5,62.6,-28.1,93,1185056,2020-11-04T05:48:28Z
AR,34.599999999999994,62.6,-28.000000000000007,94,1197343,2020-11-04T06:33:42Z
AR,34.599999999999994,62.6,-28.000000000000007,94,1197356,2020-11-04T06:37:41Z
AR,34.599999999999994,62.6,-28.000000000000007,94,1198055,2020-11-04T07:00:19Z
AR,34.599999999999994,62.6,-28.000000000000007,94,1198076,2020-11-04T14:36:42Z
AR,34.599999999999994,62.6,-28.000000000000007,94,1198100,2020-11-04T17:16:41Z
AR,34.5,62.7,-28.200000000000003,95,1207223,2020-11-04T18:51:43Z
AR,34.5,62.7,-28.200000000000003,95,1207308,2020-11-04T20:10:45Z
AR,34.5,62.7,-28.200000000000003,95,1207484,2020-11-04T20:18:41Z
AR,34.5,62.7,-28.200000000000003,99,1207484,2020-11-04T21:43:00Z
AR,34.4,62.7,-28.300000000000004,99,1211482,2020-11-04T22:26:42Z
AR,34.5,62.7,-28.200000000000003,99,1213314,2020-11-04T23:44:41Z
AR,34.5,62.7,-28.200000000000003,99,1213460,2020-11-05T16:02:43Z
AR,34.5,62.7,-28.200000000000003,99,1213461,2020-11-05T16:29:42Z
AR,34.5,62.7,-28.200000000000003,99,1213693,2020-11-05T21:24:36Z
AR,34.5,62.6,-28.1,99,1217570,2020-11-05T21:47:53Z
AR,34.5,62.7,-28.200000000000003,99,1219812,2020-11-05T21:50:46Z
AR,34.599999999999994,62.6,-28.000000000000007,99,1216812,2020-11-06T18:49:46Z
AR,34.5,62.6,-28.1,99,1212935,2020-11-06T19:10:54Z
AR,34.599999999999994,62.6,-28.000000000000007,99,1207938,2020-11-06T19:28:56Z
