state,biden_pct,trump_pct,margin,eevp,votes,timestamp
FL,50,49.1,0.8999999999999986,79,9195216,2020-11-04T00:45:09Z
FL,50,49.1,0.8999999999999986,79,9201386,2020-11-04T00:45:30Z
FL,49.9,49.1,0.7999999999999972,79,9243192,2020-11-04T00:45:46Z
FL,49.9,49.1,0.7999999999999972,79,9245017,2020-11-04T00:46:16Z
FL,49.9,49.1,0.7999999999999972,79,9246265,2020-11-04T00:46:51Z
FL,49.9,49.1,0.7999999999999972,79,9246169,2020-11-04T00:47:04Z
FL,49.8,49.2,0.5999999999999943,79,9286278,2020-11-04T00:47:56Z
FL,49.8,49.2,0.5999999999999943,79,9288153,2020-11-04T00:48:17Z
FL,49.8,49.3,0.5,80,9312766,2020-11-04T00:48:34Z
FL,49.7,49.4,0.30000000000000426,80,9367032,2020-11-04T00:48:49Z
FL,49.7,49.4,0.30000000000000426,80,9370786,2020-11-04T00:49:07Z
FL,49.6,49.4,0.20000000000000284,80,9373418,2020-11-04T00:50:07Z
FL,49.6,49.5,0.10000000000000142,80,9406927,2020-11-04T00:50:31Z
FL,49.6,49.5,0.10000000000000142,80,9415068,2020-11-04T00:50:48Z
FL,49.6,49.5,0.10000000000000142,80,9416971,2020-11-04T00:51:33Z
FL,49.6,49.5,0.10000000000000142,80,9418162,2020-11-04T00:52:14Z
FL,49.5,49.5,0,81,9418884,2020-11-04T00:52:49Z
FL,49.5,49.5,0,81,9425212,2020-11-04T00:53:23Z
FL,49.5,49.5,0,81,9434598,2020-11-04T00:54:47Z
FL,49.4,49.6,-0.20000000000000284,81,9479181,2020-11-04T00:55:55Z
FL,49.4,49.6,-0.20000000000000284,81,9480672,2020-11-04T00:56:47Z
FL,49.6,49.5,0.10000000000000142,81,9486073,2020-11-04T00:57:07Z
FL,49.6,49.5,0.10000000000000142,81,9488315,2020-11-04T00:57:53Z
FL,49.5,49.5,0,81,9502374,2020-11-04T00:58:22Z
FL,49.5,49.5,0,81,9509404,2020-11-04T00:58:47Z
FL,49.5,49.6,-0.10000000000000142,82,9549069,2020-11-04T00:59:55Z
FL,49.5,49.6,-0.10000000000000142,82,9551249,2020-11-04T01:00:30Z
FL,49.5,49.6,-0.10000000000000142,82,9552681,2020-11-04T01:00:52Z
FL,49.4,49.6,-0.20000000000000284,82,9554680,2020-11-04T01:01:09Z
FL,49.4,49.6,-0.20000000000000284,82,9554684,2020-11-04T01:02:02Z
FL,49.7,49.3,0.4000000000000057,83,9701852,2020-11-04T01:02:19Z
FL,49.7,49.3,0.4000000000000057,83,9703091,2020-11-04T01:02:48Z
FL,49.6,49.4,0.20000000000000284,83,9727600,2020-11-04T01:03:04Z
FL,49.4,49.6,-0.20000000000000284,85,9936134,2020-11-04T01:03:23Z
FL,49.4,49.6,-0.20000000000000284,85,9937674,2020-11-04T01:03:46Z
FL,49.4,49.6,-0.20000000000000284,85,9943246,2020-11-04T01:04:50Z
FL,49.4,49.6,-0.20000000000000284,85,9948411,2020-11-04T01:05:17Z
FL,49.2,49.8,-0.5999999999999943,86,10044950,2020-11-04T01:05:48Z
FL,49.2,49.8,-0.5999999999999943,86,10073689,2020-11-04T01:06:39Z
FL,49.2,49.8,-0.5999999999999943,86,10074970,2020-11-04T01:06:59Z
FL,49.1,49.8,-0.6999999999999957,86,10083128,2020-11-04T01:07:47Z
FL,49.1,49.8,-0.6999999999999957,86,10084392,2020-11-04T01:08:02Z
FL,49.1,49.8,-0.6999999999999957,86,10084405,2020-11-04T01:08:10Z
FL,49.1,49.8,-0.6999999999999957,86,10098346,2020-11-04T01:08:34Z
FL,49.1,49.9,-0.7999999999999972,86,10116126,2020-11-04T01:08:49Z
FL,49.1,49.9,-0.7999999999999972,87,10130392,2020-11-04T01:09:24Z
FL,49.1,49.9,-0.7999999999999972,87,10132631,2020-11-04T01:09:43Z
FL,49,50,-1,87,10171197,2020-11-04T01:09:49Z
FL,48.9,50,-1.1000000000000014,87,10183243,2020-11-04T01:10:15Z
FL,48.9,50.1,-1.2000000000000028,87,10201275,2020-11-04T01:10:50Z
FL,48.9,50.1,-1.2000000000000028,87,10202901,2020-11-04T01:11:47Z
FL,48.8,50.1,-1.3000000000000043,87,10231179,2020-11-04T01:12:08Z
FL,48.8,50.1,-1.3000000000000043,87,10231828,2020-11-04T01:13:10Z
FL,48.9,50.1,-1.2000000000000028,88,10264644,2020-11-04T01:13:46Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10368280,2020-11-04T01:13:52Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10386690,2020-11-04T01:16:04Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10386693,2020-11-04T01:16:49Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10387395,2020-11-04T01:17:02Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10391197,2020-11-04T01:17:24Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10392610,2020-11-04T01:19:04Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10394483,2020-11-04T01:20:47Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10424424,2020-11-04T01:21:58Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10425437,2020-11-04T01:22:14Z
FL,48.699999999999996,50.3,-1.6000000000000014,89,10425637,2020-11-04T01:22:34Z
FL,48.6,50.3,-1.6999999999999957,89,10428687,2020-11-04T01:22:48Z
FL,48.6,50.3,-1.6999999999999957,89,10431491,2020-11-04T01:22:58Z
FL,48.6,50.3,-1.6999999999999957,89,10431677,2020-11-04T01:23:19Z
FL,48.6,50.4,-1.7999999999999972,89,10444538,2020-11-04T01:23:50Z
FL,48.6,50.4,-1.7999999999999972,89,10444587,2020-11-04T01:24:20Z
FL,48.6,50.4,-1.7999999999999972,89,10448844,2020-11-04T01:24:47Z
FL,48.6,50.4,-1.7999999999999972,89,10448996,2020-11-04T01:24:52Z
FL,48.6,50.4,-1.7999999999999972,89,10451776,2020-11-04T01:25:48Z
FL,48.6,50.4,-1.7999999999999972,89,10451792,2020-11-04T01:26:10Z
FL,48.5,50.5,-2,90,10489841,2020-11-04T01:26:52Z
FL,48.5,50.5,-2,90,10490762,2020-11-04T01:27:40Z
FL,48.5,50.5,-2,90,10555391,2020-11-04T01:27:48Z
FL,48.5,50.5,-2,90,10556078,2020-11-04T01:28:24Z
FL,48.5,50.5,-2,90,10557468,2020-11-04T01:29:03Z
FL,48.4,50.5,-2.1000000000000014,90,10575143,2020-11-04T01:29:54Z
FL,48.4,50.5,-2.1000000000000014,90,10583176,2020-11-04T01:30:49Z
FL,48.4,50.5,-2.1000000000000014,90,10583193,2020-11-04T01:31:22Z
FL,48.4,50.5,-2.1000000000000014,90,10585220,2020-11-04T01:31:50Z
FL,48.4,50.5,-2.1000000000000014,90,10585220,2020-11-04T01:31:50Z
FL,48.4,50.5,-2.1000000000000014,90,10586664,2020-11-04T01:32:51Z
FL,48.4,50.6,-2.200000000000003,90,10588081,2020-11-04T01:33:18Z
FL,48.4,50.5,-2.1000000000000014,91,10588511,2020-11-04T01:33:31Z
FL,48.4,50.5,-2.1000000000000014,91,10588771,2020-11-04T01:33:43Z
FL,48.4,50.6,-2.200000000000003,91,10589922,2020-11-04T01:34:50Z
FL,48.4,50.6,-2.200000000000003,91,10594916,2020-11-04T01:35:48Z
FL,48.4,50.6,-2.200000000000003,91,10596505,2020-11-04T01:37:32Z
FL,48.4,50.6,-2.200000000000003,91,10598228,2020-11-04T01:37:46Z
FL,48.4,50.6,-2.200000000000003,91,10598890,2020-11-04T01:37:49Z
FL,48.4,50.6,-2.200000000000003,91,10599384,2020-11-04T01:38:25Z
FL,48.4,50.6,-2.200000000000003,91,10599553,2020-11-04T01:39:47Z
FL,48.4,50.6,-2.200000000000003,91,10615383,2020-11-04T01:40:49Z
FL,48.4,50.6,-2.200000000000003,91,10619753,2020-11-04T01:41:51Z
FL,48.4,50.6,-2.200000000000003,91,10629284,2020-11-04T01:42:50Z
FL,48.4,50.6,-2.200000000000003,91,10631766,2020-11-04T01:44:45Z
FL,48.3,50.6,-2.3000000000000043,91,10640578,2020-11-04T01:45:12Z
FL,48.3,50.7,-2.4000000000000057,91,10650316,2020-11-04T01:45:50Z
FL,48.3,50.7,-2.4000000000000057,91,10650320,2020-11-04T01:46:27Z
FL,48.3,50.7,-2.4000000000000057,91,10650367,2020-11-04T01:46:44Z
FL,48.3,50.7,-2.4000000000000057,91,10693181,2020-11-04T01:47:45Z
FL,48.3,50.7,-2.4000000000000057,91,10695097,2020-11-04T01:48:48Z
FL,48.3,50.7,-2.4000000000000057,91,10695506,2020-11-04T01:49:55Z
FL,48.3,50.7,-2.4000000000000057,91,10695548,2020-11-04T01:50:11Z
FL,48.3,50.7,-2.4000000000000057,91,10695553,2020-11-04T01:50:27Z
FL,48.3,50.7,-2.4000000000000057,91,10698039,2020-11-04T01:50:48Z
FL,48.199999999999996,50.8,-2.6000000000000014,92,10720188,2020-11-04T01:57:51Z
FL,48.199999999999996,50.8,-2.6000000000000014,92,10720977,2020-11-04T01:58:23Z
FL,48.1,51,-2.8999999999999986,92,10787415,2020-11-04T02:02:24Z
FL,48.1,51,-2.8999999999999986,92,10787426,2020-11-04T02:02:56Z
FL,48.1,51,-2.8999999999999986,92,10787781,2020-11-04T02:03:17Z
FL,48.1,51,-2.8999999999999986,92,10788007,2020-11-04T02:03:47Z
FL,48.1,51,-2.8999999999999986,92,10794836,2020-11-04T02:05:25Z
FL,48,51,-3,92,10800056,2020-11-04T02:07:06Z
FL,48,51,-3,92,10800100,2020-11-04T02:08:04Z
FL,48,51,-3,93,10824266,2020-11-04T02:09:10Z
FL,48,51,-3,93,10851692,2020-11-04T02:10:49Z
FL,48,51,-3,93,10851741,2020-11-04T02:11:02Z
FL,48,51,-3,93,10854891,2020-11-04T02:11:52Z
FL,48,51,-3,93,10855663,2020-11-04T02:13:48Z
FL,48,51,-3,93,10856723,2020-11-04T02:14:54Z
FL,48,51,-3,93,10866185,2020-11-04T02:18:37Z
FL,48,51,-3,93,10866637,2020-11-04T02:22:03Z
FL,48,51,-3,93,10872094,2020-11-04T02:23:16Z
FL,48,51,-3,93,10880727,2020-11-04T02:26:09Z
FL,48,51,-3,93,10881116,2020-11-04T02:26:57Z
FL,48,51,-3,93,10881955,2020-11-04T02:27:12Z
FL,48,51,-3,93,10882052,2020-11-04T02:27:40Z
FL,47.9,51.1,-3.200000000000003,93,10915001,2020-11-04T02:40:10Z
FL,47.8,51.2,-3.4000000000000057,93,10920511,2020-11-04T02:40:20Z
FL,47.8,51.2,-3.4000000000000057,93,10920512,2020-11-04T02:41:35Z
FL,47.8,51.2,-3.4000000000000057,93,10922583,2020-11-04T02:41:59Z
FL,47.8,51.2,-3.4000000000000057,93,10924603,2020-11-04T02:42:57Z
FL,47.8,51.2,-3.4000000000000057,93,10924613,2020-11-04T02:43:18Z
FL,47.8,51.2,-3.4000000000000057,93,10925115,2020-11-04T02:44:02Z
FL,47.8,51.2,-3.4000000000000057,93,10925478,2020-11-04T02:46:38Z
FL,47.8,51.2,-3.4000000000000057,93,10929987,2020-11-04T02:49:51Z
FL,47.8,51.2,-3.4000000000000057,93,10930091,2020-11-04T02:51:09Z
FL,47.8,51.2,-3.4000000000000057,93,10931707,2020-11-04T02:51:28Z
FL,47.699999999999996,51.2,-3.500000000000007,93,10931958,2020-11-04T02:52:22Z
FL,47.699999999999996,51.2,-3.500000000000007,93,10932881,2020-11-04T02:54:49Z
FL,47.699999999999996,51.2,-3.500000000000007,93,10933479,2020-11-04T02:55:06Z
FL,47.699999999999996,51.2,-3.500000000000007,93,10939376,2020-11-04T02:57:05Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10941669,2020-11-04T03:01:53Z
FL,47.8,51.2,-3.4000000000000057,94,10951818,2020-11-04T03:03:06Z
FL,47.8,51.2,-3.4000000000000057,94,10951964,2020-11-04T03:16:51Z
FL,47.8,51.2,-3.4000000000000057,94,10957826,2020-11-04T03:18:15Z
FL,47.8,51.2,-3.4000000000000057,94,10962206,2020-11-04T03:21:10Z
FL,47.8,51.2,-3.4000000000000057,94,10962330,2020-11-04T03:23:09Z
FL,47.8,51.2,-3.4000000000000057,94,10962635,2020-11-04T03:24:37Z
FL,47.8,51.2,-3.4000000000000057,94,10963458,2020-11-04T03:27:02Z
FL,47.8,51.2,-3.4000000000000057,94,10963961,2020-11-04T03:27:50Z
FL,47.8,51.2,-3.4000000000000057,94,10965774,2020-11-04T03:28:01Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10967227,2020-11-04T03:31:51Z
FL,47.8,51.2,-3.4000000000000057,94,10967589,2020-11-04T03:33:07Z
FL,47.8,51.2,-3.4000000000000057,94,10967847,2020-11-04T03:35:25Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10969385,2020-11-04T03:43:01Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10969893,2020-11-04T03:43:59Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10971992,2020-11-04T03:46:57Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10975715,2020-11-04T03:51:16Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10988526,2020-11-04T03:58:17Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10988636,2020-11-04T04:02:23Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10988726,2020-11-04T04:07:11Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10990130,2020-11-04T04:13:51Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10997208,2020-11-04T04:13:58Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10997833,2020-11-04T04:17:25Z
FL,47.699999999999996,51.2,-3.500000000000007,94,10998591,2020-11-04T04:20:49Z
FL,47.699999999999996,51.2,-3.500000000000007,94,11000546,2020-11-04T04:21:00Z
FL,47.699999999999996,51.2,-3.500000000000007,94,11003878,2020-11-04T04:22:20Z
FL,47.699999999999996,51.2,-3.500000000000007,94,11007116,2020-11-04T04:26:38Z
FL,47.8,51.2,-3.4000000000000057,94,11007499,2020-11-04T04:36:47Z
FL,47.8,51.2,-3.4000000000000057,94,11007601,2020-11-04T04:37:06Z
FL,47.699999999999996,51.2,-3.500000000000007,94,11008750,2020-11-04T04:45:56Z
FL,47.699999999999996,51.2,-3.500000000000007,94,11010618,2020-11-04T04:51:31Z
FL,47.699999999999996,51.2,-3.500000000000007,94,11011012,2020-11-04T04:53:58Z
FL,47.699999999999996,51.2,-3.500000000000007,96,11011473,2020-11-04T04:57:52Z
FL,47.8,51.2,-3.4000000000000057,96,11014145,2020-11-04T05:05:48Z
FL,47.8,51.2,-3.4000000000000057,96,11016195,2020-11-04T05:25:58Z
FL,47.8,51.2,-3.4000000000000057,96,11016196,2020-11-04T05:26:18Z
FL,47.8,51.2,-3.4000000000000057,96,11017318,2020-11-04T05:35:39Z
FL,47.8,51.2,-3.4000000000000057,96,11018531,2020-11-04T05:37:47Z
FL,47.8,51.2,-3.4000000000000057,96,11029024,2020-11-04T05:44:50Z
FL,47.8,51.2,-3.4000000000000057,96,11029172,2020-11-04T05:52:57Z
FL,47.8,51.2,-3.4000000000000057,96,11030632,2020-11-04T05:57:34Z
FL,47.8,51.2,-3.4000000000000057,96,11031440,2020-11-04T06:10:45Z
FL,47.8,51.2,-3.4000000000000057,99,11072446,2020-11-08T17:18:33Z
FL,47.8,51.2,-3.4000000000000057,99,11072455,2020-11-08T17:23:09Z
FL,47.8,51.2,-3.4000000000000057,99,11072612,2020-11-08T17:44:25Z
FL,47.8,51.2,-3.4000000000000057,99,11072712,2020-11-08T17:52:19Z
FL,47.8,51.2,-3.4000000000000057,99,11075562,2020-11-08T19:26:12Z
FL,47.8,51.2,-3.4000000000000057,99,11075668,2020-11-08T23:38:20Z
FL,47.8,51.2,-3.4000000000000057,99,11075685,2020-11-08T23:47:51Z
FL,47.8,51.2,-3.4000000000000057,99,11075687,2020-11-09T00:03:32Z
FL,47.8,51.2,-3.4000000000000057,99,11075706,2020-11-09T00:14:06Z
FL,47.8,51.2,-3.4000000000000057,99,11075721,2020-11-09T17:10:12Z
FL,47.8,51.2,-3.4000000000000057,99,11075722,2020-11-09T17:32:24Z
FL,47.8,51.2,-3.4000000000000057,99,11075804,2020-11-09T18:13:28Z
FL,47.8,51.2,-3.4000000000000057,99,11075806,2020-11-09T22:03:08Z
FL,47.8,51.2,-3.4000000000000057,99,11075446,2020-11-10T14:06:40Z
FL,47.8,51.2,-3.4000000000000057,99,11076213,2020-11-15T16:11:54Z
FL,47.8,51.2,-3.4000000000000057,99,11077284,2020-11-15T16:16:51Z
FL,47.8,51.2,-3.4000000000000057,99,11077366,2020-11-15T19:54:13Z
FL,47.8,51.2,-3.4000000000000057,99,11077588,2020-11-15T19:56:56Z
FL,47.8,51.2,-3.4000000000000057,99,11075152,2020-11-16T15:37:32Z
FL,47.8,51.2,-3.4000000000000057,99,11069991,2020-11-16T15:39:20Z
FL,47.9,51.2,-3.3000000000000043,99,11067365,2020-11-16T15:41:53Z
FL,47.9,51.2,-3.3000000000000043,99,11067031,2020-11-16T15:43:52Z
FL,47.9,51.2,-3.3000000000000043,99,11066637,2020-11-16T15:45:47Z
FL,47.9,51.2,-3.3000000000000043,99,11066420,2020-11-16T15:48:03Z
FL,47.9,51.2,-3.3000000000000043,99,11067389,2020-11-16T15:49:19Z
FL,47.9,51.2,-3.3000000000000043,99,11066520,2020-11-16T15:54:19Z
FL,47.9,51.2,-3.3000000000000043,99,11066398,2020-11-16T15:56:15Z
FL,47.9,51.2,-3.3000000000000043,99,11066428,2020-11-16T15:56:58Z
FL,47.9,51.2,-3.3000000000000043,99,11067083,2020-11-16T17:30:27Z
FL,47.9,51.2,-3.3000000000000043,99,11067102,2020-11-17T17:01:39Z
FL,47.9,51.2,-3.3000000000000043,99,11067473,2020-11-17T17:04:05Z
FL,47.9,51.2,-3.3000000000000043,99,11067475,2020-11-17T17:04:21Z
FL,47.9,51.2,-3.3000000000000043,99,11067456,2020-11-17T17:08:34Z
FL,47.9,51.2,-3.3000000000000043,100,11066401,2020-11-17T16:51:52Z
FL,47.9,51.2,-3.3000000000000043,100,11067456,2020-11-20T14:16:04Z
FL,47.9,51.2,-3.3000000000000043,100,11066401,2020-11-17T16:51:52Z
GA,32.6,67.4,-34.800000000000004,0,408,2020-11-04T00:14:11Z
GA,61.8,37,24.799999999999997,2,127106,2020-11-04T00:15:51Z
GA,55.7,43.1,12.600000000000001,3,173638,2020-11-04T00:19:55Z
GA,55.7,43.2,12.5,3,174006,2020-11-04T00:21:57Z
GA,55.60000000000001,43.3,12.300000000000011,3,174448,2020-11-04T00:22:23Z
GA,55.50000000000001,43.4,12.100000000000009,3,175150,2020-11-04T00:22:53Z
GA,55.50000000000001,43.4,12.100000000000009,3,175264,2020-11-04T00:23:58Z
GA,55.400000000000006,43.5,11.900000000000006,3,175564,2020-11-04T00:24:14Z
GA,55.400000000000006,43.5,11.900000000000006,3,176131,2020-11-04T00:24:49Z
GA,54.7,44.2,10.5,4,200351,2020-11-04T00:25:55Z
GA,53.300000000000004,45.6,7.700000000000003,4,213213,2020-11-04T00:28:08Z
GA,53.1,45.800000000000004,7.299999999999997,4,215268,2020-11-04T00:29:54Z
GA,53.1,45.800000000000004,7.299999999999997,4,215927,2020-11-04T00:30:54Z
GA,53.1,45.800000000000004,7.299999999999997,4,216354,2020-11-04T00:31:47Z
GA,53.2,45.800000000000004,7.399999999999999,4,217327,2020-11-04T00:31:54Z
GA,52.6,46.400000000000006,6.199999999999996,4,220869,2020-11-04T00:32:53Z
GA,52.6,46.400000000000006,6.199999999999996,4,221921,2020-11-04T00:34:05Z
GA,52,47,5,4,225197,2020-11-04T00:36:20Z
GA,50.4,48.6,1.7999999999999972,5,242777,2020-11-04T00:36:53Z
GA,50.2,48.8,1.4000000000000057,5,244354,2020-11-04T00:38:52Z
GA,49.9,49.1,0.7999999999999972,5,246674,2020-11-04T00:39:56Z
GA,48.8,50.3,-1.5,5,258621,2020-11-04T00:40:53Z
GA,47.9,51.1,-3.200000000000003,5,267419,2020-11-04T00:42:34Z
GA,47.699999999999996,51.300000000000004,-3.6000000000000085,5,271345,2020-11-04T00:43:54Z
GA,47.8,51.300000000000004,-3.500000000000007,5,271584,2020-11-04T00:44:40Z
GA,47.699999999999996,51.300000000000004,-3.6000000000000085,5,272419,2020-11-04T00:45:11Z
GA,46.6,52.400000000000006,-5.800000000000004,5,281914,2020-11-04T00:45:53Z
GA,46.7,52.400000000000006,-5.700000000000003,5,283301,2020-11-04T00:47:05Z
GA,46.6,52.400000000000006,-5.800000000000004,5,283359,2020-11-04T00:47:52Z
GA,47.9,51.2,-3.3000000000000043,6,316754,2020-11-04T00:48:54Z
GA,47.8,51.2,-3.4000000000000057,6,321460,2020-11-04T00:49:02Z
GA,48.199999999999996,50.8,-2.6000000000000014,7,350279,2020-11-04T00:49:56Z
GA,48.199999999999996,50.8,-2.6000000000000014,7,350408,2020-11-04T00:50:56Z
GA,48,51,-3,7,353296,2020-11-04T00:51:53Z
GA,46.7,52.300000000000004,-5.600000000000001,7,392153,2020-11-04T00:53:56Z
GA,45.5,53.400000000000006,-7.900000000000006,8,424293,2020-11-04T00:54:59Z
GA,45.5,53.400000000000006,-7.900000000000006,8,424812,2020-11-04T00:56:52Z
GA,45.5,53.400000000000006,-7.900000000000006,8,424815,2020-11-04T00:57:18Z
GA,45.5,53.5,-8,8,424929,2020-11-04T00:57:52Z
GA,45.2,53.800000000000004,-8.600000000000001,8,430471,2020-11-04T00:58:52Z
GA,50.3,48.699999999999996,1.6000000000000014,10,503994,2020-11-04T00:59:38Z
GA,50,49,1,10,510533,2020-11-04T00:59:54Z
GA,50,49,1,10,510673,2020-11-04T01:03:53Z
GA,49.5,49.5,0,10,519617,2020-11-04T01:04:54Z
GA,48.8,50.2,-1.4000000000000057,10,534401,2020-11-04T01:05:56Z
GA,47.4,51.6,-4.200000000000003,11,568435,2020-11-04T01:06:57Z
GA,47.099999999999994,52,-4.900000000000006,11,579645,2020-11-04T01:10:54Z
GA,47.8,51.2,-3.4000000000000057,12,648655,2020-11-04T01:11:58Z
GA,47.4,51.7,-4.300000000000004,12,657166,2020-11-04T01:12:16Z
GA,46.9,52.1,-5.200000000000003,13,666560,2020-11-04T01:12:54Z
GA,44.7,54.300000000000004,-9.600000000000001,15,781214,2020-11-04T01:13:56Z
GA,44.6,54.400000000000006,-9.800000000000004,15,781684,2020-11-04T01:14:54Z
GA,44.6,54.300000000000004,-9.700000000000003,15,782301,2020-11-04T01:15:55Z
GA,44.5,54.50000000000001,-10.000000000000007,15,810392,2020-11-04T01:17:02Z
GA,43.6,55.400000000000006,-11.800000000000004,16,841029,2020-11-04T01:17:56Z
GA,43.6,55.400000000000006,-11.800000000000004,16,842372,2020-11-04T01:18:54Z
GA,43.7,55.300000000000004,-11.600000000000001,16,849657,2020-11-04T01:19:54Z
GA,43.3,55.800000000000004,-12.500000000000007,16,863662,2020-11-04T01:20:54Z
GA,42.9,56.10000000000001,-13.20000000000001,17,882649,2020-11-04T01:21:57Z
GA,43.1,55.900000000000006,-12.800000000000004,17,896024,2020-11-04T01:23:01Z
GA,42.6,56.39999999999999,-13.79999999999999,17,915330,2020-11-04T01:23:56Z
GA,42.4,56.599999999999994,-14.199999999999996,18,928777,2020-11-04T01:24:58Z
GA,42.3,56.699999999999996,-14.399999999999999,18,929552,2020-11-04T01:25:53Z
GA,42.199999999999996,56.8,-14.600000000000001,18,941515,2020-11-04T01:26:57Z
GA,42.199999999999996,56.8,-14.600000000000001,18,943775,2020-11-04T01:28:00Z
GA,42,56.99999999999999,-14.999999999999993,18,955466,2020-11-04T01:29:03Z
GA,42.699999999999996,56.3,-13.600000000000001,20,1068686,2020-11-04T01:29:55Z
GA,42.8,56.2,-13.400000000000006,22,1153531,2020-11-04T01:30:56Z
GA,42.8,56.2,-13.400000000000006,22,1154064,2020-11-04T01:31:56Z
GA,43.2,55.800000000000004,-12.600000000000001,22,1191945,2020-11-04T01:32:58Z
GA,43.2,55.800000000000004,-12.600000000000001,22,1191964,2020-11-04T01:33:25Z
GA,43.1,55.900000000000006,-12.800000000000004,23,1200228,2020-11-04T01:33:55Z
GA,43.1,55.900000000000006,-12.800000000000004,23,1201399,2020-11-04T01:34:53Z
GA,42.8,56.2,-13.400000000000006,23,1218222,2020-11-04T01:35:55Z
GA,42.8,56.2,-13.400000000000006,23,1219202,2020-11-04T01:36:54Z
GA,42.699999999999996,56.3,-13.600000000000001,23,1224273,2020-11-04T01:36:59Z
GA,42.699999999999996,56.3,-13.600000000000001,23,1227774,2020-11-04T01:37:57Z
GA,42.699999999999996,56.3,-13.600000000000001,23,1227800,2020-11-04T01:38:19Z
GA,42.699999999999996,56.3,-13.600000000000001,23,1232747,2020-11-04T01:39:55Z
GA,42.4,56.599999999999994,-14.199999999999996,24,1245972,2020-11-04T01:40:53Z
GA,42.199999999999996,56.8,-14.600000000000001,24,1260369,2020-11-04T01:42:00Z
GA,42.199999999999996,56.8,-14.600000000000001,24,1260381,2020-11-04T01:42:47Z
GA,43.1,55.900000000000006,-12.800000000000004,25,1315583,2020-11-04T01:42:56Z
GA,43,56.00000000000001,-13.000000000000007,25,1320201,2020-11-04T01:43:55Z
GA,43.5,55.50000000000001,-12.000000000000007,26,1362223,2020-11-04T01:46:56Z
GA,43.2,55.800000000000004,-12.600000000000001,26,1388244,2020-11-04T01:47:56Z
GA,43.1,55.900000000000006,-12.800000000000004,27,1409056,2020-11-04T01:49:55Z
GA,43.1,55.900000000000006,-12.800000000000004,27,1409070,2020-11-04T01:50:53Z
GA,43.2,55.800000000000004,-12.600000000000001,28,1472557,2020-11-04T01:51:02Z
GA,43.2,55.800000000000004,-12.600000000000001,28,1474832,2020-11-04T01:51:28Z
GA,43.2,55.800000000000004,-12.600000000000001,28,1496455,2020-11-04T01:51:59Z
GA,43.1,55.900000000000006,-12.800000000000004,28,1508133,2020-11-04T01:53:09Z
GA,42.4,56.599999999999994,-14.199999999999996,29,1562887,2020-11-04T01:53:55Z
GA,42.1,56.89999999999999,-14.79999999999999,30,1579565,2020-11-04T01:54:55Z
GA,42.1,56.89999999999999,-14.79999999999999,30,1579866,2020-11-04T01:56:08Z
GA,42,56.89999999999999,-14.899999999999991,30,1586264,2020-11-04T01:56:54Z
GA,42,56.89999999999999,-14.899999999999991,30,1587187,2020-11-04T01:57:53Z
GA,42,56.99999999999999,-14.999999999999993,30,1588059,2020-11-04T01:58:53Z
GA,41.9,57.099999999999994,-15.199999999999996,30,1608796,2020-11-04T01:59:04Z
GA,41.8,57.099999999999994,-15.299999999999997,30,1616088,2020-11-04T01:59:54Z
GA,41.8,57.199999999999996,-15.399999999999999,31,1617974,2020-11-04T02:01:00Z
GA,41.8,57.199999999999996,-15.399999999999999,31,1622252,2020-11-04T02:01:57Z
GA,41.8,57.199999999999996,-15.399999999999999,31,1622654,2020-11-04T02:02:55Z
GA,41.8,57.199999999999996,-15.399999999999999,31,1623243,2020-11-04T02:03:30Z
GA,41.8,57.199999999999996,-15.399999999999999,31,1626224,2020-11-04T02:03:57Z
GA,41.5,57.4,-15.899999999999999,31,1645075,2020-11-04T02:04:55Z
GA,41.4,57.49999999999999,-16.099999999999994,31,1654891,2020-11-04T02:04:59Z
GA,41.4,57.49999999999999,-16.099999999999994,32,1682849,2020-11-04T02:06:18Z
GA,41.4,57.599999999999994,-16.199999999999996,32,1685153,2020-11-04T02:06:41Z
GA,41.3,57.699999999999996,-16.4,32,1699536,2020-11-04T02:06:59Z
GA,41.199999999999996,57.699999999999996,-16.5,32,1704418,2020-11-04T02:07:54Z
GA,41.199999999999996,57.8,-16.6,32,1705834,2020-11-04T02:08:55Z
