county,office_type,district,state,fips,margin_votes_1,margin_pct_1,democratic_percent_1,republican_percent_1,democratic_votes_1,republican_votes_1,margin_votes_2,margin_pct_2,democratic_percent_2,republican_percent_2,democratic_votes_2,republican_votes_2
Webb,Senate,0,TX,479,21345,43.2,71.2,28,35159,13814,15488,32.6,64,31.4,30431,14943
Newton,Senate,0,TX,351,-2667,-57.1,21.2,78.3,993,3660,-1710,-28.9,34,62.9,2006,3716
El Paso,Senate,0,TX,141,100539,49.4,74.4,25,151482,50943,42230,25.4,61,35.6,101467,59237
Harris,Senate,0,TX,201,201298,16.7,58,41.3,700200,498902,-18242,-1.6,48,49.6,562955,581197
Medina,Senate,0,TX,325,-6823,-42.1,28.6,70.7,4621,11444,-6117,-38.8,29.2,68,4586,10703
Deaf Smith,Senate,0,TX,117,-1613,-42.7,28.3,71,1067,2680,-1948,-46.3,25.7,72,1084,3032
Bastrop,Senate,0,TX,021,-2985,-10.9,44,54.9,12082,15067,-2468,-10.2,42.5,52.7,10240,12708
Kinney,Senate,0,TX,271,-469,-39.1,29.9,69,358,827,-401,-29.8,33.4,63.2,451,852
Castro,Senate,0,TX,069,-825,-50.8,24.3,75.1,394,1219,-797,-39.8,29.1,68.9,582,1379
Brown,Senate,0,TX,049,-8720,-71.8,13.8,85.6,1671,10391,-9197,-67,15.1,82.1,2069,11266
Victoria,Senate,0,TX,469,-10959,-40.3,29.6,69.9,8046,19005,-10200,-36.5,30.4,66.9,8519,18719
Loving,Senate,0,TX,301,-40,-75.5,11.3,86.8,6,46,-28,-46.7,25,71.7,15,43
Jim Hogg,Senate,0,TX,247,651,44.1,71.8,27.7,1060,409,706,44.3,71.4,27.1,1139,433
Windham,Senate,0,CT,015,1458,3.5,49,45.5,20490,19032,638,1.5,49.5,48,21411,20773
Middlesex,Senate,0,CT,007,9547,12.2,53.9,41.7,42383,32836,7212,9.1,53.4,44.3,42514,35302
New Haven,Senate,0,CT,009,53710,16.9,56.4,39.5,179714,126004,57097,16.8,57.6,40.8,195135,138038
Fairfield,Senate,0,CT,001,79578,22.6,59.9,37.3,210899,131321,28964,7.7,53.2,45.5,199442,170478
New London,Senate,0,CT,011,17614,16.8,55.9,39.1,58607,40993,14400,13.3,55.4,42.1,60214,45814
Hartford,Senate,0,CT,003,79727,23.4,59.7,36.3,203591,123864,73186,19.5,58.9,39.4,221319,148133
Tolland,Senate,0,CT,013,6686,10.1,52.8,42.7,34732,28046,5146,7.5,52.6,45.1,36035,30889
Litchfield,Senate,0,CT,005,-6352,-7.5,44.2,51.7,37269,43621,-9423,-10.6,43.9,54.5,39007,48430
Somerset,Senate,0,NJ,035,8986,6.6,51.6,45,70359,61373,5921,4.6,51.4,46.8,66129,60208
Salem,Senate,0,NJ,033,-4654,-19.5,37.9,57.4,9033,13687,2356,8.3,52.3,44,14804,12448
Ocean,Senate,0,NJ,029,-66305,-29.5,33.7,63.2,75597,141902,-31412,-14.1,42.1,56.2,93949,125361
Morris,Senate,0,NJ,027,-21020,-9.7,43.6,53.3,93763,114783,-20439,-10.8,44.1,54.9,83708,104147
Atlantic,Senate,0,NJ,001,-1337,-1.4,47.4,48.8,44617,45954,17347,18.2,58.3,40.1,55631,38284
Warren,Senate,0,NJ,041,-9905,-23.8,34.8,58.6,14452,24357,-5981,-14.5,41.8,56.3,17115,23096
Passaic,Senate,0,NJ,031,27860,18.6,57.7,39.1,86242,58382,44233,30.3,64.3,34,93851,49618
Monmouth,Senate,0,NJ,025,-28245,-10.8,43,53.8,112383,140628,-23765,-9.4,44.5,53.9,113513,137278
Mercer,Senate,0,NJ,021,39548,31.2,63.7,32.5,80773,41225,48298,36.9,67.4,30.5,88225,39927
Gloucester,Senate,0,NJ,015,-3787,-3.3,46.4,49.7,52303,56090,21078,16.4,57,40.6,73237,52159
Sussex,Senate,0,NJ,037,-17491,-28.7,33.2,61.9,20229,37720,-12481,-20.7,37.5,58.2,22618,35099
Middlesex,Senate,0,NJ,023,39281,18.6,57.8,39.2,121800,82519,74677,28,63.1,35.1,168293,93616
Cape May,Senate,0,NJ,009,-10268,-25.2,35.8,61,14555,24823,-2379,-5.6,46.3,51.9,19634,22013
Essex,Senate,0,NJ,013,140616,55.5,76.5,21,193796,53180,145541,58.2,78.3,20.1,195940,50399
Union,Senate,0,NJ,039,57179,31.1,64.2,33.1,117937,60758,63147,34.9,66.6,31.7,120551,57404
Camden,Senate,0,NJ,007,49830,27.2,61.8,34.6,113137,63307,76080,39.4,69.1,29.7,133329,57249
Hunterdon,Senate,0,NJ,019,-11233,-17.4,38.3,55.7,24865,36098,-11241,-18.9,39.1,58,23152,34393
Cumberland,Senate,0,NJ,011,142,0.4,48.3,47.9,19386,19244,12366,28.3,63.1,34.8,27547,15181
Burlington,Senate,0,NJ,005,16509,8.9,52.8,43.9,98749,82240,36247,19.4,59.3,39.9,110912,74665
Bergen,Senate,0,NJ,003,41829,12.2,54.7,42.5,188235,146406,49878,15.6,57,41.4,182546,132668
Hudson,Senate,0,NJ,017,96093,55.5,76.3,20.8,132180,36087,94212,60.2,79.1,18.9,123733,29521
Henry,Senate,0,MO,083,-2748,-31.9,32.1,64,2769,5517,1049,10.4,51,40.6,5116,4067
Jackson,Senate,0,MO,095,2069,1.3,49,47.7,74073,72004,114569,37.7,66,28.3,200343,85774
Howell,Senate,0,MO,091,-7771,-53.3,21.9,75.2,3195,10966,-1651,-10.2,41.2,51.4,6688,8339
Livingston,Senate,0,MO,117,-2120,-40.8,27.9,68.7,1445,3565,285,4.8,48.3,43.5,2877,2592
Daviess,Senate,0,MO,061,-1254,-41.5,27.2,68.7,820,2074,124,3.5,47.1,43.6,1651,1527
Douglas,Senate,0,MO,067,-3235,-57.9,19.7,77.6,1099,4334,-1013,-15.6,38,53.6,2485,3498
Cole,Senate,0,MO,051,-9020,-27,35,62,11718,20738,-3525,-9.7,42.1,51.8,15392,18917
Mcdonald,Senate,0,MO,119,-3845,-58.5,18.5,77,1217,5062,-2023,-26,34,60,2644,4667
Lawrence,Senate,0,MO,109,-7123,-50.8,22.7,73.5,3188,10311,-2684,-17.2,37.4,54.6,5826,8510
Knox,Senate,0,MO,103,-688,-43.6,25.9,69.5,409,1097,60,3.1,49.7,46.6,965,905
Oregon,Senate,0,MO,149,-1774,-46.4,25.2,71.6,964,2738,-47,-1.1,46.5,47.6,2048,2095
Hickory,Senate,0,MO,085,-1526,-36.9,29.7,66.6,1227,2753,309,6.7,49.4,42.7,2291,1982
Washington,Senate,0,MO,221,-2214,-30.2,33.1,63.3,2432,4646,1176,13.6,53.6,40,4617,3441
Stoddard,Senate,0,MO,207,-6713,-61.8,18.1,79.9,1970,8683,-1429,-11.2,41.8,53,5328,6757
Cooper,Senate,0,MO,053,-2423,-34.4,31.2,65.6,2195,4618,-159,-2.2,44.9,47.1,3335,3494
Madison,Senate,0,MO,123,-1956,-44,26.2,70.2,1166,3122,118,2.4,48.1,45.7,2360,2242
St. Francois,Senate,0,MO,187,-5341,-24.5,35.6,60.1,7770,13111,2608,11.6,52.4,40.8,11750,9142
Cape Girardeau,Senate,0,MO,031,-14078,-43.4,27.3,70.7,8886,22964,-4518,-12.9,40.8,53.7,14376,18894
Howard,Senate,0,MO,089,-1226,-29.2,33.5,62.7,1403,2629,196,4.1,47.8,43.7,2294,2098
Dunklin,Senate,0,MO,069,-3819,-47.8,24.9,72.7,1995,5814,541,5.1,50.7,45.6,5346,4805
Shannon,Senate,0,MO,203,-1358,-42,27.7,69.7,896,2254,400,10.9,52.3,41.4,1934,1534
Lincoln,Senate,0,MO,113,-5749,-26.7,34.4,61.1,7391,13140,-634,-2.8,45.3,48.1,10224,10858
Macon,Senate,0,MO,121,-2837,-43.1,27,70.1,1781,4618,-187,-2.6,46.1,48.7,3256,3443
Jasper,Senate,0,MO,097,-16998,-42.1,26.6,68.7,10745,27743,-7075,-15.8,39.1,54.9,17484,24559
Clark,Senate,0,MO,045,-1211,-45,25.7,70.7,692,1903,523,16.2,56.2,40,1811,1288
Platte,Senate,0,MO,165,-141,-0.3,48.3,48.6,21477,21618,5707,12.7,52.5,39.8,23575,17868
Vernon,Senate,0,MO,217,-3301,-45.9,24.8,70.7,1782,5083,-359,-4.2,45,49.2,3810,4169
Mercer,Senate,0,MO,129,-879,-64.3,16.3,80.6,223,1102,-149,-9.1,40.9,50,664,813
Ripley,Senate,0,MO,181,-2443,-54.7,21.1,75.8,941,3384,-624,-12,41.3,53.3,2147,2771
Pulaski,Senate,0,MO,169,-4259,-39.4,28.3,67.7,3065,7324,184,1.4,47,45.6,6278,6094
Lewis,Senate,0,MO,111,-1435,-40.4,24.6,65,872,2307,110,2.6,49.6,47,2092,1982
Warren,Senate,0,MO,219,-3574,-25.5,35.3,60.8,4945,8519,-449,-3.1,45.4,48.5,6591,7040
Morgan,Senate,0,MO,141,-3540,-45,25.6,70.6,2013,5553,-417,-4.8,43.8,48.6,3773,4190
Reynolds,Senate,0,MO,179,-1122,-44.3,26.5,70.8,673,1795,455,14.4,53.7,39.3,1699,1244
Audrain,Senate,0,MO,007,-2924,-33.5,31.2,64.7,2727,5651,220,2.2,47.2,45,4640,4420
Carter,Senate,0,MO,035,-1309,-55.7,20.8,76.5,490,1799,-189,-6.8,43.7,50.5,1211,1400
Osage,Senate,0,MO,151,-3371,-55.9,20.8,76.7,1255,4626,-1627,-23.9,34.6,58.5,2359,3986
Mississippi,Senate,0,MO,133,-1323,-34.7,31.2,65.9,1193,2516,518,10.6,53.7,43.1,2616,2098
Christian,Senate,0,MO,043,-15502,-42.6,27.2,69.8,9882,25384,-6066,-16.2,38.2,54.4,14309,20375
Dade,Senate,0,MO,057,-1815,-53.8,21.3,75.1,718,2533,-656,-17,38.2,55.2,1472,2128
Caldwell,Senate,0,MO,025,-1536,-40.6,27.1,67.7,1022,2558,-51,-1.2,44.3,45.5,1832,1883
Shelby,Senate,0,MO,205,-1226,-44.8,25.9,70.7,709,1935,-243,-7.6,44.2,51.8,1424,1667
Ralls,Senate,0,MO,173,-1903,-43.1,27.1,70.2,1192,3095,-348,-7,44.8,51.8,2248,2596
Randolph,Senate,0,MO,175,-3431,-38.5,28.7,67.2,2555,5986,-464,-4.7,43.5,48.2,4286,4750
Schuyler,Senate,0,MO,197,-751,-46.5,24.6,71.1,398,1149,192,10.1,51.8,41.7,985,793
Dent,Senate,0,MO,065,-3291,-54.6,20.8,75.4,1250,4541,-941,-14.3,38.9,53.2,2558,3499
Bates,Senate,0,MO,013,-2561,-38.3,28.5,66.8,1906,4467,371,4.8,48.3,43.5,3716,3345
Phelps,Senate,0,MO,161,-4761,-29.6,33.4,63,5363,10124,-446,-2.5,45.3,47.8,8133,8579
Montgomery,Senate,0,MO,139,-1825,-38.6,28.9,67.5,1363,3188,-229,-4.3,44.2,48.5,2323,2552
Cass,Senate,0,MO,037,-9521,-21.7,37.3,59,16340,25861,1069,2.2,46.8,44.6,22626,21557
Taney,Senate,0,MO,213,-10229,-49.6,23.8,73.4,4908,15137,-4103,-19.3,36.8,56.1,7812,11915
De Kalb,Senate,0,MO,063,-1573,-41.7,26.8,68.5,1011,2584,-65,-1.5,45,46.5,1950,2015
Holt,Senate,0,MO,087,-1059,-55.4,20.8,76.2,398,1457,-210,-9.2,42.1,51.3,959,1169
St. Louis,Senate,0,MO,189,120043,26.3,62.1,35.8,284015,163972,169847,32.9,64.4,31.5,332954,163107
Polk,Senate,0,MO,167,-5240,-44.7,25.8,70.5,3028,8268,-1563,-12,40.4,52.4,5226,6789
Chariton,Senate,0,MO,041,-1152,-34.3,31,65.3,1043,2195,166,4.4,49.1,44.7,1856,1690
Putnam,Senate,0,MO,171,-1151,-60.3,18.7,79,357,1508,-401,-17.6,39.2,56.8,895,1296
Benton,Senate,0,MO,015,-3367,-40.4,27.7,68.1,2318,5685,-194,-2.1,45.1,47.2,4083,4277
Jefferson,Senate,0,MO,099,-11227,-12.4,41.9,54.3,37915,49142,13123,13.5,53.5,40,51862,38739
Clay,Senate,0,MO,047,2149,2.2,49.5,47.3,48096,45947,19638,18.9,55.3,36.4,57572,37934
Butler,Senate,0,MO,023,-7766,-55.4,21.1,76.5,2961,10727,-2296,-13.7,40.6,54.3,6783,9079
Linn,Senate,0,MO,115,-1654,-35.5,30.3,65.8,1412,3066,741,13.5,52.8,39.3,2901,2160
Camden,Senate,0,MO,029,-8570,-42.8,27.1,69.9,5425,13995,-1657,-7.7,42.5,50.2,9224,10881
Franklin,Senate,0,MO,071,-10009,-23.3,36.4,59.7,15642,25651,552,1.2,47.2,46,21746,21194
Monroe,Senate,0,MO,137,-1542,-41.5,27.4,68.9,1017,2559,-29,-0.7,47.2,47.9,1888,1917
Pemiscot,Senate,0,MO,155,-1510,-33.3,32.2,65.5,1458,2968,1011,16.4,56.9,40.5,3497,2486
Andrew,Senate,0,MO,003,-2547,-33.5,31.3,64.8,2372,4919,288,3.5,48.1,44.6,3952,3664
Moniteau,Senate,0,MO,135,-2835,-47.6,24.5,72.1,1462,4297,-1090,-17.1,37.7,54.8,2393,3483
Cedar,Senate,0,MO,039,-2911,-53.2,21.6,74.8,1181,4092,-872,-14.6,39.1,53.7,2332,3204
Bollinger,Senate,0,MO,017,-2960,-61.4,18.4,79.8,886,3846,-937,-17.3,38.7,56,2098,3035
Barton,Senate,0,MO,011,-3281,-65.3,15.6,80.9,783,4064,-1748,-30.7,31.6,62.3,1801,3549
Gentry,Senate,0,MO,075,-955,-37.5,28.8,66.3,734,1689,228,7.7,49.3,41.6,1463,1235
Dallas,Senate,0,MO,059,-3088,-47.6,24.5,72.1,1594,4682,-442,-6.1,42.7,48.8,3072,3514
Ste. Genevieve,Senate,0,MO,186,-555,-7.4,44.5,51.9,3348,3903,2023,25.4,59.8,34.4,4758,2735
New Madrid,Senate,0,MO,143,-2304,-40.1,29,69.1,1663,3967,1058,14.8,55.5,40.7,3966,2908
Wright,Senate,0,MO,229,-3899,-57,20,77,1373,5272,-1521,-19.3,36.6,55.9,2881,4402
Lafayette,Senate,0,MO,107,-3923,-29.2,33.6,62.8,4506,8429,1032,6.6,49.3,42.7,7693,6661
Ray,Senate,0,MO,177,-1957,-20.7,37.2,57.9,3522,5479,1472,14.4,52.9,38.5,5426,3954
Newton,Senate,0,MO,145,-11565,-51.2,22.1,73.3,4985,16550,-5639,-22.7,35.9,58.6,8933,14572
Marion,Senate,0,MO,127,-4296,-40,28.2,68.2,3029,7325,-1070,-8.9,43.8,52.7,5283,6353
Clinton,Senate,0,MO,049,-2364,-27.4,34.2,61.6,2956,5320,649,6.7,48.9,42.2,4770,4121
Pike,Senate,0,MO,163,-1782,-28.3,33.8,62.1,2127,3909,66,0.9,47.3,46.4,3447,3381
Greene,Senate,0,MO,077,-15985,-13.8,41.3,55.1,47992,63977,4631,3.8,48.2,44.4,59858,55227
St. Charles,Senate,0,MO,183,-15199,-8.6,44.3,52.9,77973,93172,7715,4.2,49.1,44.9,89993,82278
Pettis,Senate,0,MO,159,-5611,-37.1,29.5,66.6,4452,10063,1050,6.2,48.7,42.5,8244,7194
Scotland,Senate,0,MO,199,-764,-47.3,24.7,72,399,1163,41,2.1,49.1,47,941,900
Stone,Senate,0,MO,209,-7814,-52.7,22.4,75.1,3314,11128,-3069,-19.5,36.2,55.7,5695,8764
Buchanan,Senate,0,MO,021,-3023,-10,42.8,52.8,12889,15912,8524,24.5,58.7,34.2,20437,11913
Ozark,Senate,0,MO,153,-2085,-51.6,22.7,74.3,915,3000,-336,-7.6,42.4,50,1866,2202
Harrison,Senate,0,MO,081,-1544,-53.7,21.2,74.9,611,2155,-186,-5.1,43.1,48.2,1558,1744
Texas,Senate,0,MO,215,-4927,-52.9,22.1,75,2062,6989,-796,-7.4,42.5,49.9,4544,5340
Gasconade,Senate,0,MO,073,-2552,-40.1,28.2,68.3,1799,4351,-676,-9.6,41.7,51.3,2927,3603
Barry,Senate,0,MO,009,-6197,-50.4,23,73.4,2822,9019,-2204,-16.2,37.6,53.8,5115,7319
Adair,Senate,0,MO,001,-1445,-16.6,40.2,56.8,3494,4939,1438,14.4,54.5,40.1,5454,4016
Crawford,Senate,0,MO,055,-3505,-41,27.6,68.6,2362,5867,-414,-4.3,44.6,48.9,4240,4654
Boone,Senate,0,MO,019,11605,15.5,56.3,40.8,42315,30710,20852,26.8,59.4,32.6,46252,25400
Laclede,Senate,0,MO,105,-7154,-52.9,22,74.9,2971,10125,-1449,-9.6,41.2,50.8,6272,7721
Maries,Senate,0,MO,125,-1882,-47.8,24.5,72.3,966,2848,-442,-9.8,41.5,51.3,1870,2312
Johnson,Senate,0,MO,101,-3989,-22.5,36.5,59,6476,10465,1587,7.6,49.1,41.5,10189,8602
Grundy,Senate,0,MO,079,-1770,-48.7,24,72.7,871,2641,120,2.8,46.8,44,2032,1912
Saline,Senate,0,MO,195,-1673,-21.4,36.9,58.3,2897,4570,2025,22.5,57.1,34.6,5138,3113
St. Clair,Senate,0,MO,185,-1623,-39.5,28,67.5,1149,2772,-31,-0.7,45.4,46.1,2101,2132
Sullivan,Senate,0,MO,211,-957,-48.5,24.4,72.9,482,1439,181,6.9,50.3,43.4,1309,1128
Wayne,Senate,0,MO,223,-2531,-53.4,21.9,75.3,1036,3567,4,0,47.5,47.5,2696,2692
Carroll,Senate,0,MO,033,-1891,-50.5,23.2,73.7,870,2761,-20,-0.5,45.3,45.8,1906,1926
Webster,Senate,0,MO,225,-6555,-44.9,26,70.9,3783,10338,-1376,-9,41.6,50.6,6361,7737
Perry,Senate,0,MO,157,-3391,-46.5,25.5,72,1854,5245,-573,-7.4,43.8,51.2,3439,4012
Miller,Senate,0,MO,131,-5416,-54.7,21.2,75.9,2097,7513,-2172,-20,36,56,3912,6084
Worth,Senate,0,MO,227,-422,-45.7,25.8,71.5,238,660,66,6.3,49.4,43.1,515,449
Iron,Senate,0,MO,093,-1005,-28.2,34.4,62.6,1231,2236,791,19.8,56.3,36.5,2252,1461
Atchison,Senate,0,MO,005,-1077,-48.4,24.3,72.7,542,1619,-185,-6.9,43.4,50.3,1155,1340
Nodaway,Senate,0,MO,147,-1949,-25.4,35.2,60.6,2712,4661,1113,12.5,52.3,39.8,4656,3543
Callaway,Senate,0,MO,027,-4956,-29,33.4,62.4,5705,10661,-694,-3.8,44.2,48,7967,8661
Scott,Senate,0,MO,201,-7026,-48.7,24.8,73.5,3568,10594,-887,-5.2,45.3,50.5,7627,8514
Kent,Senate,0,RI,003,5955,8.8,54.3,45.5,36704,30749,14040,19.2,59.6,40.4,43618,29578
Washington,Senate,0,RI,009,9882,17.6,58.7,41.1,33071,23189,10507,18.2,59.1,40.9,34095,23588
Providence,Senate,0,RI,007,56174,28.4,64.1,35.7,126669,70495,82692,37.8,68.9,31.1,150540,67848
Bristol,Senate,0,RI,001,5684,26.8,63.3,36.5,13441,7757,6146,26.8,63.4,36.6,14525,8379
Newport,Senate,0,RI,005,9225,27.4,63.6,36.2,21453,12228,7682,20.2,60.1,39.9,22909,15227
Stark,Senate,0,OH,151,-2062,-1.4,49.3,50.7,68526,70588,7637,4.4,49.1,44.7,84782,77145
Butler,Senate,0,OH,017,-24502,-18,41,59,55604,80106,-35300,-21.9,36.8,58.7,59186,94486
Perry,Senate,0,OH,127,-2296,-20,40,60,4599,6895,-518,-3.5,45.2,48.7,6582,7100
Defiance,Senate,0,OH,039,-2191,-15.8,42.1,57.9,5812,8003,-2283,-13.1,40.6,53.7,7063,9346
Greene,Senate,0,OH,057,-7859,-11.4,44.3,55.7,30243,38102,-14716,-18.4,38.9,57.3,31136,45852
Fulton,Senate,0,OH,051,-2747,-17,41.5,58.5,6707,9454,-2777,-13.6,40.5,54.1,8275,11052
Belmont,Senate,0,OH,013,-1556,-6.2,46.9,53.1,11603,13159,648,2.2,48.9,46.7,14712,14064
Adams,Senate,0,OH,001,-3365,-39,30.5,69.5,2635,6000,-2430,-22.8,35.8,58.6,3818,6248
Highland,Senate,0,OH,071,-5587,-41.4,29.3,70.7,3939,9526,-4583,-27,33.8,60.8,5732,10315
Medina,Senate,0,OH,103,-5985,-8,46,54,34493,40478,-6086,-6.9,44,50.9,38219,44305
Columbiana,Senate,0,OH,029,-7854,-22,39,61,13995,21849,-1552,-3.4,44.8,48.2,19929,21481
Delaware,Senate,0,OH,041,-4844,-5.2,47.4,52.6,44743,49587,-17810,-18.9,38.5,57.4,36362,54172
Morgan,Senate,0,OH,115,-801,-16,42,58,2115,2916,-428,-7.2,43.6,50.8,2591,3019
Vinton,Senate,0,OH,163,-826,-20.2,39.9,60.1,1641,2467,-260,-4.9,44.8,49.7,2369,2629
Richland,Senate,0,OH,139,-8515,-19.2,40.4,59.6,17984,26499,-7073,-12.8,41.2,54,22872,29945
Cuyahoga,Senate,0,OH,035,217414,45,72.5,27.5,350362,132948,243077,41.5,69.1,27.6,404532,161455
Washington,Senate,0,OH,167,-4649,-20,40,60,9259,13908,-4379,-15.6,39.7,55.3,11183,15562
Montgomery,Senate,0,OH,113,24958,12.2,56.1,43.9,115200,90242,15021,6,51.2,45.2,127813,112792
Pickaway,Senate,0,OH,129,-4821,-24.4,37.8,62.2,7481,12302,-3803,-16.4,39,55.4,9049,12852
Lawrence,Senate,0,OH,087,-4228,-20.8,39.6,60.4,8064,12292,-1355,-5.6,45,50.6,10817,12172
Fairfield,Senate,0,OH,045,-6189,-10.4,44.8,55.2,26518,32707,-9146,-13.2,40.8,54,28152,37298
Meigs,Senate,0,OH,105,-2028,-26,37,63,2898,4926,-1037,-10.7,41.7,52.4,4028,5065
Noble,Senate,0,OH,121,-1249,-26.8,36.6,63.4,1709,2958,-1168,-20.5,36.7,57.2,2084,3252
Williams,Senate,0,OH,171,-2655,-20.2,39.9,60.1,5272,7927,-2647,-15.8,38.7,54.5,6464,9111
Franklin,Senate,0,OH,049,181237,37.4,68.7,31.3,332825,151588,128678,24.1,60.1,36,320258,191580
Mercer,Senate,0,OH,107,-8133,-47.4,26.3,73.7,4504,12637,-10776,-51.7,22.2,73.9,4623,15399
Brown,Senate,0,OH,015,-5533,-37.2,31.4,68.6,4651,10184,-3798,-21.5,36.5,58,6461,10259
Licking,Senate,0,OH,089,-9673,-14,43,57,29469,39142,-9492,-12.4,41.1,53.5,31355,40847
Clark,Senate,0,OH,023,-921,-2,49,51,23525,24446,23,0,47.7,47.7,29501,29478
Mahoning,Senate,0,OH,099,18940,21,60.5,39.5,54594,35654,40949,36.7,66.1,29.4,73716,32767
Miami,Senate,0,OH,109,-12166,-29.4,35.3,64.7,14649,26815,-16566,-33.6,31.1,64.7,15391,31957
Carroll,Senate,0,OH,019,-2715,-26.4,36.8,63.2,3788,6503,-1569,-12.4,39.8,52.2,5036,6605
Madison,Senate,0,OH,097,-3501,-25.4,37.3,62.7,5116,8617,-2841,-17.1,38.5,55.6,6412,9253
Hocking,Senate,0,OH,073,-1066,-10.8,44.6,55.4,4408,5474,-332,-2.7,45.5,48.2,5600,5932
Hancock,Senate,0,OH,063,-6194,-22,39,61,10929,17123,-9556,-27.7,33.6,61.3,11587,21143
Seneca,Senate,0,OH,147,-1204,-6.4,46.8,53.2,8741,9945,-2357,-9.6,41.8,51.4,10200,12557
Ottawa,Senate,0,OH,123,678,3.8,51.9,48.1,9477,8799,1362,6.2,50.6,44.4,11019,9657
Scioto,Senate,0,OH,145,-2387,-10,45,55,10627,13014,2002,7.1,51.3,44.2,14548,12546
Hardin,Senate,0,OH,065,-2402,-25.6,37.2,62.8,3497,5899,-2658,-22.2,36,58.2,4315,6973
Auglaize,Senate,0,OH,011,-8046,-42,29,71,5557,13603,-10819,-48.5,23.7,72.2,5289,16108
Pike,Senate,0,OH,131,-997,-11.4,44.3,55.7,3900,4897,576,5.2,50.1,44.9,5562,4986
Geauga,Senate,0,OH,055,-4293,-10.2,44.9,55.1,19104,23397,-7166,-14.5,40.5,55,19924,27090
Clinton,Senate,0,OH,027,-5711,-38,31,69,4645,10356,-5461,-31.3,31.6,62.9,5498,10959
Guernsey,Senate,0,OH,059,-2515,-20,40,60,5014,7529,-1626,-10.2,42,52.2,6693,8319
Wood,Senate,0,OH,173,5435,11,55.5,44.5,27540,22105,3430,5.7,50.5,44.8,30620,27190
Summit,Senate,0,OH,153,46330,21.8,60.9,39.1,129479,83149,49318,19.4,57.3,37.9,145691,96373
Erie,Senate,0,OH,043,3026,10,55,45,16659,13633,4951,13.2,53.8,40.6,20301,15350
Champaign,Senate,0,OH,021,-3929,-26.6,36.7,63.3,5443,9372,-3931,-20.4,36.7,57.1,7078,11009
Muskingum,Senate,0,OH,119,-4109,-14.2,42.9,57.1,12395,16504,-3231,-9.1,42.4,51.5,15056,18287
Athens,Senate,0,OH,009,8346,37,68.5,31.5,15472,7126,9089,35.6,65.6,30,16752,7663
Union,Senate,0,OH,159,-5783,-24.4,37.8,62.2,8964,14747,-7208,-29.4,32.6,62,7967,15175
Coshocton,Senate,0,OH,031,-2483,-21,39.5,60.5,4680,7163,-1572,-10.2,41.4,51.6,6381,7953
Warren,Senate,0,OH,165,-27942,-28,36,64,35815,63757,-36078,-33.9,31,64.9,32871,68949
Logan,Senate,0,OH,091,-6008,-36.4,31.8,68.2,5235,11243,-6700,-32.8,30.7,63.5,6272,12972
Lake,Senate,0,OH,085,3963,4.2,52.1,47.9,49276,45313,1561,1.4,48,46.6,52896,51335
Sandusky,Senate,0,OH,143,-154,-0.6,49.7,50.3,10987,11141,192,0.7,47.3,46.6,13179,12987
Allen,Senate,0,OH,003,-7063,-19.6,40.2,59.8,14429,21492,-11468,-24.8,36,60.8,16569,28037
Monroe,Senate,0,OH,111,-247,-4.6,47.7,52.3,2518,2765,164,2.5,49.1,46.6,3262,3098
Holmes,Senate,0,OH,075,-4696,-53.2,23.4,76.6,2059,6755,-5637,-50.2,22.1,72.3,2478,8115
Huron,Senate,0,OH,077,-2248,-12,44,56,8274,10522,-2374,-10,41.4,51.4,9825,12199
Van Wert,Senate,0,OH,161,-4701,-43.8,28.1,71.9,3020,7721,-5721,-42.8,26.5,69.3,3536,9257
Lorain,Senate,0,OH,093,21049,18.4,59.2,40.8,67452,46403,25782,18.9,57.2,38.3,77844,52062
Clermont,Senate,0,OH,025,-24115,-30.2,34.9,65.1,27803,51918,-27813,-30.9,32,62.9,28875,56688
Trumbull,Senate,0,OH,155,11899,15.8,57.9,42.1,43381,31482,28856,29.8,62.3,32.5,60279,31423
Henry,Senate,0,OH,069,-1641,-15.6,42.2,57.8,4468,6109,-2270,-16.5,38.8,55.3,5321,7591
Darke,Senate,0,OH,037,-8352,-42.8,28.6,71.4,5569,13921,-10369,-42.3,26.4,68.7,6473,16842
Marion,Senate,0,OH,101,-3173,-15.4,42.3,57.7,8677,11850,-2387,-9.1,41.8,50.9,10912,13299
Morrow,Senate,0,OH,117,-4400,-33.6,33.2,66.8,4361,8761,-3803,-24.3,34.4,58.7,5400,9203
Tuscarawas,Senate,0,OH,157,-4156,-12.8,43.6,56.4,14088,18244,-2025,-5.2,44.2,49.4,17168,19193
Preble,Senate,0,OH,135,-5896,-37.4,31.3,68.7,4942,10838,-6635,-34.2,30.2,64.4,5869,12504
Putnam,Senate,0,OH,137,-6039,-40.8,29.6,70.4,4369,10408,-8233,-45.8,25.1,70.9,4510,12743
Shelby,Senate,0,OH,149,-8250,-44.4,27.8,72.2,5183,13433,-9837,-43.7,25.8,69.5,5823,15660
Paulding,Senate,0,OH,125,-2424,-35.2,32.4,67.6,2232,4656,-1856,-21.3,36.4,57.7,3186,5042
Ashtabula,Senate,0,OH,007,679,2.2,51.1,48.9,16473,15794,3937,9.5,51.4,41.9,21275,17338
Jefferson,Senate,0,OH,081,-1804,-7.4,46.3,53.7,11376,13180,1155,3.7,49.5,45.8,15648,14493
