county,office_type,district,state,fips,margin_votes_1,margin_pct_1,democratic_percent_1,republican_percent_1,democratic_votes_1,republican_votes_1,margin_votes_2,margin_pct_2,democratic_percent_2,republican_percent_2,democratic_votes_2,republican_votes_2
Menifee,President,0,KY,165,-1561,-50.322372662798195,24.2,74.5,750,2311,-1310,-47.13925872616049,25.2,72.3,700,2010
Mercer,President,0,KY,167,-5473,-46.63826161056668,25.8,72.5,3033,8506,-5345,-50.52462425560072,22.6,73.2,2395,7740
Metcalfe,President,0,KY,169,-2984,-59.53711093375898,19.5,79,975,3959,-2515,-54.484402079722706,21.1,75.6,976,3491
Monroe,President,0,KY,171,-3971,-74.50281425891183,12.3,86.8,657,4628,-3677,-73.67261069925867,12,85.7,601,4278
Montgomery,President,0,KY,173,-5363,-41.76140788039246,28.3,70,3630,8993,-4698,-41.07720556089884,27.6,68.7,3158,7856
Morgan,President,0,KY,175,-3126,-56.38528138528139,21.2,77.6,1175,4301,-2622,-55.01468736886278,21.1,76.1,1006,3628
Muhlenberg,President,0,KY,177,-6952,-48.83737267298911,24.9,73.7,3545,10497,-6121,-46.918595738157286,25.1,72,3272,9393
Nelson,President,0,KY,179,-8515,-36.614207086343306,30.9,67.5,7188,15703,-6996,-33.69779875728529,31,64.7,6434,13430
Nicholas,President,0,KY,181,-1453,-42.78563015312132,28.1,70.9,955,2408,-1170,-41.2407472682411,27.7,69,787,1957
Ohio,President,0,KY,183,-6178,-55.51262467427442,21.6,77.1,2404,8582,-5862,-56.376226197345645,20,76.4,2080,7942
Oldham,President,0,KY,185,-8149,-21.458289445965875,38.2,59.7,14505,22654,-10201,-31.064620257019307,31.3,62.3,10268,20469
Owen,President,0,KY,187,-3194,-58.51960425064126,20.1,78.6,1098,4292,-2683,-53.692215329197516,21.3,74.9,1062,3745
Owsley,President,0,KY,189,-1455,-76.74050632911393,11.4,88.1,216,1671,-1218,-69.32270916334662,14.6,83.9,256,1474
Pendleton,President,0,KY,191,-4193,-60.54873646209386,19.1,79.6,1322,5515,-3440,-57.27605727605727,19.4,76.7,1164,4604
Perry,President,0,KY,193,-5773,-54.32900432900433,22.2,76.5,2356,8129,-6022,-56.994132121900435,20.2,77.2,2136,8158
Pike,President,0,KY,195,-15418,-60.712738728096085,19.2,79.9,4866,20284,-15463,-62.76332345658968,17.4,80.1,4277,19740
Powell,President,0,KY,197,-2674,-48.57402361489555,24.8,73.4,1367,4041,-2241,-45.25444264943457,25.7,70.9,1272,3513
Pulaski,President,0,KY,199,-19776,-62.667553949995245,18,80.6,5666,25442,-18692,-66.72139925040157,15,81.7,4208,22900
Robertson,President,0,KY,201,-631,-55.06108202443281,22.1,77.1,253,884,-537,-53.01085883514314,21.9,74.9,222,759
Rockcastle,President,0,KY,203,-5443,-69.92548818088386,14.6,84.5,1134,6577,-4694,-70.20640143583607,13.7,83.9,915,5609
Rowan,President,0,KY,205,-2114,-21.00347739692002,38.5,59.6,3880,5994,-1879,-21.28213840752067,37.3,58.6,3295,5174
Russell,President,0,KY,207,-6188,-69.10106085985483,14.9,84,1331,7519,-5770,-70.61559172683882,13.4,84,1093,6863
Scott,President,0,KY,209,-7200,-24.854154440954122,36.5,61.3,10567,17767,-7339,-30.377912993087463,31.9,62.3,7713,15052
Shelby,President,0,KY,211,-6978,-29.630573248407643,34.3,63.9,8077,15055,-6920,-33.65267713854982,30.5,64.2,6276,13196
Simpson,President,0,KY,213,-3207,-36.726981218506644,30.7,67.4,2681,5888,-2933,-38.9819245082403,28.5,67.5,2144,5077
Spencer,President,0,KY,215,-6207,-54.29021254263973,22.1,76.4,2530,8737,-5275,-55.47376169944263,20.2,75.7,1921,7196
Taylor,President,0,KY,217,-6413,-51.23432132300072,23.7,74.9,2963,9376,-5767,-51.03088222281214,22.6,73.6,2553,8320
Todd,President,0,KY,219,-2857,-53.27242215178072,22.5,75.7,1205,4062,-2570,-53.8671138126179,21.8,75.7,1042,3612
Trigg,President,0,KY,221,-3696,-50.108459869848154,24.3,74.4,1791,5487,-3341,-49.56973293768546,23.5,73.1,1587,4928
Trimble,President,0,KY,223,-2215,-51.273148148148145,23.4,74.7,1012,3227,-1892,-49.97358689910195,23.2,73.2,879,2771
Union,President,0,KY,225,-3436,-52.242663828493235,23.2,75.5,1529,4965,-3370,-54.27605089386375,21.4,75.7,1331,4701
Warren,President,0,KY,227,-9312,-16.808360859912277,40.6,57.4,22479,31791,-11707,-24.180023132848646,35,59.2,16966,28673
Washington,President,0,KY,229,-2838,-45.59036144578313,26.4,72,1644,4482,-2593,-46.1305817470201,25.3,71.4,1420,4013
Wayne,President,0,KY,231,-5730,-62.01298701298701,18.4,80.4,1700,7430,-4939,-61.830245368052076,17.9,79.7,1431,6370
Webster,President,0,KY,233,-3094,-51.62689804772234,23.6,75.2,1412,4506,-3157,-54.393521709166095,21.4,75.8,1240,4397
Whitley,President,0,KY,235,-10015,-65.21880698098464,16.6,81.8,2552,12567,-9245,-67.16309480566655,15,82.2,2067,11312
Wolfe,President,0,KY,237,-1258,-42.22893588452501,28.2,70.4,839,2097,-1051,-39.901290812452544,28.6,68.5,753,1804
Woodford,President,0,KY,239,-1832,-12.043915587403852,42.9,55,6530,8362,-2739,-20.218498560566914,36.6,56.8,4958,7697
Acadia Parish,President,0,LA,001,-17153,-60.34476693051891,19.1,79.5,5443,22596,-15521,-56.67494340173811,20.6,77.3,5638,21159
Allen Parish,President,0,LA,003,-5466,-55.718654434250766,21.5,77.2,2108,7574,-4761,-51.498107084910764,22.8,74.3,2106,6867
Ascension Parish,President,0,LA,005,-20288,-32.55194544725231,32.7,65.3,20399,40687,-19664,-35.973144540182574,30.1,66.1,16471,36135
Assumption Parish,President,0,LA,007,-3438,-30.60080106809079,34.1,64.7,3833,7271,-2783,-25.52274394717535,36.1,61.6,3931,6714
Avoyelles Parish,President,0,LA,009,-7049,-40.764515382835995,28.8,69.6,4979,12028,-6131,-36.97605693263374,30.3,67.3,5032,11163
Beauregard Parish,President,0,LA,011,-11033,-67.45124411566913,15.5,83,2542,13575,-9845,-65.29380554450192,15.9,81.2,2393,12238
Bienville Parish,President,0,LA,013,-824,-11.687943262411348,43.5,55.2,3067,3891,-627,-8.950749464668094,44.7,53.6,3129,3756
Bossier Parish,President,0,LA,015,-22412,-41.0063123227518,28.7,69.7,15662,38074,-22813,-45.79268537476414,25.4,71.2,12638,35451
Caddo Parish,President,0,LA,017,7089,6.757091657770322,52.5,45.8,55110,48021,4471,4.2284157863378,50.5,46.3,53448,48977
Calcasieu Parish,President,0,LA,019,-29084,-35.18381863711697,31.4,66.6,25982,55066,-27889,-33.29115586167381,31.4,64.7,26293,54182
Caldwell Parish,President,0,LA,021,-3231,-67.84964300713986,15.6,83.5,745,3976,-3034,-64.66325660699063,16.8,81.5,788,3822
Cameron Parish,President,0,LA,023,-3347,-82.86704629858876,8,90.9,324,3671,-2933,-79.44203683640303,8.7,88.2,323,3256
Catahoula Parish,President,0,LA,025,-2272,-46.768217373404696,26.1,72.9,1269,3541,-2157,-44.419275123558485,27.2,71.6,1322,3479
Claiborne Parish,President,0,LA,027,-1039,-15.790273556231003,41.5,57.3,2731,3770,-868,-13.518143591340912,42.3,55.8,2717,3585
Concordia Parish,President,0,LA,029,-2373,-26.88038060715904,36,62.9,3177,5550,-2202,-24.828052768068552,36.9,61.7,3272,5474
De Soto Parish,President,0,LA,031,-3655,-24.803203040173724,37,61.8,5457,9112,-2904,-21.5158924205379,38.3,59.8,5163,8067
East Baton Rouge Parish,President,0,LA,033,27157,13.044835768702386,55.5,42.5,115577,88420,18091,9.214493816596377,52.3,43.1,102711,84620
East Carroll Parish,President,0,LA,035,820,27.009222661396574,62.6,35.6,1900,1080,779,26.505614154474312,62.5,36,1838,1059
East Feliciana Parish,President,0,LA,037,-1784,-16.975925397278523,40.7,57.7,4280,6064,-1334,-13.284206333399721,42.2,55.5,4235,5569
Evangeline Parish,President,0,LA,039,-6895,-44.73786659745653,27,71.7,4158,11053,-6149,-41.326702063310705,28.3,69.6,4208,10357
Franklin Parish,President,0,LA,041,-4312,-44.36213991769547,27.3,71.7,2658,6970,-4008,-43.74590700720367,27.4,71.1,2506,6514
Grant Parish,President,0,LA,043,-6960,-74.10562180579217,12.3,86.4,1157,8117,-6225,-70.58623426692368,13.4,84,1181,7406
Iberia Parish,President,0,LA,045,-10224,-31.253630055329687,33.7,65,11027,21251,-10205,-31.44450607013003,33,64.4,10698,20903
Iberville Parish,President,0,LA,047,621,3.7143369818769063,50.9,47.2,8514,7893,1004,6.258181138191111,51.9,45.6,8324,7320
Jackson Parish,President,0,LA,049,-3251,-42.59696016771488,28.1,70.7,2143,5394,-3030,-40.59485530546624,28.7,69.3,2139,5169
Jefferson Parish,President,0,LA,051,-21472,-11.083295050404423,43.6,54.7,84477,105949,-26752,-14.748494939025734,40.5,55.3,73540,100292
Jefferson Davis Parish,President,0,LA,053,-8215,-55.35341284280035,21.6,77,3208,11423,-7695,-53.8978777054003,21.6,75.5,3080,10775
Lafayette Parish,President,0,LA,055,-32834,-28.67072414666306,34.7,63.3,39685,72519,-35465,-33.58459833899942,31,64.6,32726,68191
Lafourche Parish,President,0,LA,057,-27352,-60.262624482242,19.1,79.4,8672,36024,-23535,-56.51474402074729,20.2,76.7,8423,31958
LaSalle Parish,President,0,LA,059,-5740,-81.10781404549951,9,90.1,638,6378,-5230,-79.6285018270402,9.2,88.8,605,5835
Lincoln Parish,President,0,LA,061,-3752,-19.46562905317769,39.2,58.7,7559,11311,-3659,-19.604586369481353,38.1,57.7,7102,10761
Livingston Parish,President,0,LA,063,-45628,-69.94940978077571,14.2,84.1,9249,54877,-41847,-72.52512998266897,12,84.6,6950,48797
Madison Parish,President,0,LA,065,724,15.50321199143469,56.8,41.3,2654,1930,817,17.265426880811496,58,40.7,2744,1927
Morehouse Parish,President,0,LA,067,-1564,-13.513046483497494,42.7,56.2,4946,6510,-1347,-11.365170435369558,43.5,54.9,5155,6502
Natchitoches Parish,President,0,LA,069,-2462,-14.872538359308928,41.7,56.5,6896,9358,-1822,-10.964674730697478,43,54,7143,8965
Orleans Parish,President,0,LA,071,121190,68.15357189051788,83.1,15,147854,26664,109566,66.15545317868119,80.8,14.7,133833,24267
Ouachita Parish,President,0,LA,073,-16342,-23.627215684006593,37.5,61.1,25913,42255,-17292,-25.43427419947931,35.9,61.4,24420,41712
Plaquemines Parish,President,0,LA,075,-3998,-36.2992554930089,31,67.3,3414,7412,-3553,-33.60764283011729,31.7,65.3,3347,6900
Pointe Coupee Parish,President,0,LA,077,-2820,-22.79524694850861,37.9,60.6,4683,7503,-2025,-17.217923645948474,40.5,57.7,4764,6789
Rapides Parish,President,0,LA,079,-18872,-32.05979784252102,33.1,65.1,19475,38347,-18496,-32.54160948661107,32.2,64.8,18318,36814
Red River Parish,President,0,LA,081,-769,-18.6108422071636,39.8,58.4,1644,2413,-453,-10.244233378561736,43.8,54.1,1938,2391
Richland Parish,President,0,LA,083,-3382,-34.02414486921529,32.4,66.5,3225,6607,-3129,-32.607336390162565,32.9,65.5,3157,6286
Sabine Parish,President,0,LA,085,-7045,-66.4873537183843,16.3,82.8,1731,8776,-6174,-63.096576392437406,17.4,80.5,1703,7877
St. Bernard Parish,President,0,LA,087,-5028,-28.48725212464589,34.8,63.3,6151,11179,-5275,-33.37129120010122,31.4,64.7,4957,10232
St. Charles Parish,President,0,LA,089,-8433,-29.571834344426133,34.4,63.9,9800,18233,-8062,-30.782741504390987,32.7,63.5,8558,16620
St. Helena Parish,President,0,LA,091,632,10.263072426112375,54.3,44.1,3346,2714,856,14.352783366867873,56.2,41.9,3353,2497
St. James Parish,President,0,LA,093,556,4.416203335980938,51.7,47.3,6510,5954,962,7.960281340504758,53.1,45.1,6418,5456
St. John the Baptist Parish,President,0,LA,095,6044,28.20082120194102,63.4,35.2,13582,7538,5089,24.53712632594021,61,36.5,12658,7569
St. Landry Parish,President,0,LA,097,-5799,-14.090975360839773,42.2,56.3,17372,23171,-4758,-11.90392794595947,43.1,55,17208,21966
St. Martin Parish,President,0,LA,099,-9764,-36.112138471780455,31.2,67.3,8439,18203,-8606,-33.422657190570504,32.1,65.5,8266,16872
St. Mary Parish,President,0,LA,101,-6756,-29.138273095833693,34.7,63.9,8055,14811,-6303,-27.55891740632242,35.2,62.8,8050,14353
St. Tammany Parish,President,0,LA,103,-61920,-44.19384769109985,26.9,71.1,37746,99666,-63198,-50.80674336155126,22.3,73.1,27716,90914
Tangipahoa Parish,President,0,LA,105,-18919,-32.81073862749519,32.8,65.6,18887,37806,-17064,-32.576697657547584,32.2,64.8,16869,33933
Tensas Parish,President,0,LA,107,132,5.168363351605325,52,46.9,1329,1197,149,5.859221392056626,52.3,46.4,1329,1180
Terrebonne Parish,President,0,LA,109,-23141,-50.0454152249135,24.2,74.3,11198,34339,-21236,-48.38129086642517,24.3,72.7,10664,31900
Union Parish,President,0,LA,111,-5753,-51.361485581644494,23.7,75.1,2654,8407,-5281,-48.47622544519919,24.7,73.2,2691,7972
Vermilion Parish,President,0,LA,113,-16921,-61.92724344898258,18.3,80.3,5009,21930,-15062,-59.644398685304715,18.8,78.4,4745,19807
Vernon Parish,President,0,LA,115,-11209,-64.9119759091962,16.8,81.7,2898,14107,-10806,-64.96723381230085,16,81,2665,13471
Washington Parish,President,0,LA,117,-7337,-37.600573976323474,30.6,68.2,5970,13307,-6862,-36.848888411556224,30.6,67.4,5690,12552
Webster Parish,President,0,LA,119,-5658,-31.060606060606062,33.9,64.9,6172,11830,-5279,-29.10143329658214,34.5,63.6,6259,11538
West Baton Rouge Parish,President,0,LA,121,-1484,-10.527062495566433,44,54.5,6200,7684,-1544,-12.147915027537373,42.3,54.5,5382,6926
West Carroll Parish,President,0,LA,123,-3607,-71.39746634996041,14.1,85.5,710,4317,-3255,-68.39672200042025,15,83.4,715,3970
West Feliciana Parish,President,0,LA,125,-1565,-24.968091895341416,36.7,61.6,2298,3863,-1143,-19.713694377371507,38.8,58.5,2247,3390
Winn Parish,President,0,LA,127,-3076,-49.4136546184739,24.8,74.2,1543,4619,-2962,-46.51381909547739,25.8,72.3,1643,4605
Androscoggin,President,0,ME,001,-1651,-2.812271109067062,47,49.9,27617,29268,-5214,-9.421756414889773,41.5,50.9,22975,28189
Aroostook,President,0,ME,003,-7124,-19.9295026016897,39,59,13956,21080,-6042,-17.28112576151932,38.3,55.5,13377,19419
Cumberland,President,0,ME,005,69175,35.70046189972389,66.5,30.8,128759,59584,45238,26.4165046219248,60.1,33.7,102935,57697
Franklin,President,0,ME,007,-685,-3.9390454284071303,46.4,50.3,8069,8754,-899,-5.487730435844219,42.7,48.2,7001,7900
Hancock,President,0,ME,009,4387,12.418966737438074,54.8,42.4,19369,14982,2425,7.5821530187912325,50.4,42.8,16107,13682
Kennebec,President,0,ME,011,181,0.25188566339168916,48.6,48.3,34902,34721,-2457,-3.722783678540584,44.4,48.1,29296,31753
Knox,President,0,ME,013,5128,19.926944897800574,58.7,38.8,15110,9982,3292,14.299986968420138,54,39.7,12440,9148
Lincoln,President,0,ME,015,2428,10.29075188607273,53.8,43.5,12684,10256,514,2.3982829413960434,47.8,45.4,10241,9727
Oxford,President,0,ME,017,-2943,-8.78717305625224,44.1,52.8,14755,17698,-4042,-12.999292468000258,39.1,52.1,12172,16214
Penobscot,President,0,ME,019,-7112,-8.340663078023667,44.2,52.6,37713,44825,-8769,-10.930099217230891,40.9,51.9,32832,41601
Piscataquis,President,0,ME,021,-2626,-26.50383528461849,35.5,62,3517,6143,-2305,-25.207786526684163,33.9,59.1,3098,5403
Sagadahoc,President,0,ME,023,3773,15.695981362842167,56.3,40.6,13528,9755,1375,6.3669197999629565,49.4,43.1,10679,9304
Somerset,President,0,ME,025,-6445,-23.37007759808543,37,60.4,10199,16644,-5906,-22.743376463339494,35,57.8,9092,14998
Waldo,President,0,ME,027,1149,4.724506578947368,50.8,46,12345,11196,64,0.2828104286345559,46.1,45.9,10442,10378
Washington,President,0,ME,029,-3433,-19.778763611223138,39,58.7,6761,10194,-2679,-16.17851319524126,38.4,54.6,6358,9037
York,President,0,ME,031,16372,12.626967661327019,54.9,42.3,71189,54817,5440,4.77352099822748,49,44.2,55828,50388
Allegany,President,0,MD,001,-11728,-38.27551320126628,29.9,68.2,9158,20886,-13360,-48.050640195655305,24,72,6665,20025
Anne Arundel,President,0,MD,003,45002,14.534731620033783,55.8,41.3,172823,127821,1565,0.644194633220685,47.8,47.1,116074,114509
Baltimore,President,0,MD,005,112207,27.042262346601373,62.3,35.2,258409,146202,58428,17.440308999244813,56.5,39.1,189437,131009
Calvert,President,0,MD,009,-2759,-5.617771624043003,46,51.6,22587,25346,-8011,-18.43940614570146,38.4,56.8,16669,24680
Caroline,President,0,MD,011,-5188,-32.847916930479926,32.3,65.1,5095,10283,-5252,-39.54223761481705,28.2,67.8,3747,8999
Carroll,President,0,MD,013,-23762,-23.68455151654091,36.3,60,36456,60218,-31279,-36.85128241378904,28.6,65.5,24314,55593
Cecil,President,0,MD,015,-12630,-26.610762294045763,35.4,62,16809,29439,-14928,-35.28327306246898,29.9,65.2,12651,27579
Charles,President,0,MD,017,36592,40.885829850946386,69.5,28.6,62171,25579,21900,30.21523178807947,63.6,33.3,46063,24163
Dorchester,President,0,MD,019,-1907,-11.935907867559617,42.9,54.9,6857,8764,-2243,-15.982613652558074,40.6,56.6,5695,7938
Frederick,President,0,MD,021,13993,9.609586924423995,53.3,43.7,77675,63682,-4581,-3.984794975731111,45.1,49.1,51891,56472
Garrett,President,0,MD,023,-8721,-55.864454551277944,21,76.9,3281,12002,-7937,-61.50329329717164,17.5,79,2252,10189
Harford,President,0,MD,025,-17835,-12.035549916996208,42.6,54.6,63095,80930,-30458,-24.51861154044307,35.3,59.8,43803,74261
Howard,President,0,MD,027,81043,44.27079350165518,70.7,26.4,129433,48390,49016,33.4806456240053,64.1,30.6,93808,44792
Kent,President,0,MD,029,134,1.2414304243098018,49.4,48.1,5329,5195,-420,-4.582151429194851,45.6,50.2,4178,4598
Montgomery,President,0,MD,031,318347,59.6442482618039,78.6,19,419569,101222,226776,55.541513592946366,75.9,20.3,309761,82985
Prince George's,President,0,MD,033,342118,80.52582645843876,89.3,8.7,379208,37090,284337,80.9866957569405,89.3,8.3,313627,29290
Queen Anne's,President,0,MD,035,-8032,-26.51700231099373,35.4,61.9,10709,18741,-8895,-36.110096212398005,29.7,65.8,7316,16211
St. Mary's,President,0,MD,037,-7688,-13.811191951854846,41.6,55.4,23138,30826,-11103,-24.581017954792003,34.9,59.5,15786,26889
Somerset,President,0,MD,039,-1498,-14.762984133241352,41.8,56.6,4241,5739,-1572,-17.92883211678832,39.7,57.7,3484,5056
Talbot,President,0,MD,041,116,0.5142983817335403,49,48.5,11062,10946,-2233,-11.921413699215204,42,53.9,7865,10098
Washington,President,0,MD,043,-14180,-20.920934212661738,38.4,59.3,26044,40224,-19649,-32.354151915825526,31.6,64,19193,38842
Wicomico,President,0,MD,045,-890,-1.9257400034620045,47.7,49.6,22054,22944,-4505,-11.634213108827023,42.2,53.8,16327,20832
Worcester,President,0,MD,047,-6011,-18.96753021362532,39.6,58.6,12560,18571,-7127,-27.87141683938837,34.3,62.2,8783,15910
Barnstable,President,0,MA,001,36683,24.402461333776817,61.2,36.8,91994,55311,17790,13.40951404644712,54,40.6,71632,53842
Berkshire,President,0,MA,003,33641,47.132749562171625,72.4,25.3,51705,18064,26741,41.45441579983568,67.5,26,43540,16799
Bristol,President,0,MA,005,33505,11.996963609866835,54.9,42.9,153377,119872,22844,9.283612659915146,51.9,42.6,127619,104775
Dukes,President,0,MA,007,7283,56.90732927019847,77.5,20.6,9914,2631,5864,51.28563932132237,72.9,21.6,8338,2474
Essex,President,0,MA,009,122361,29.049880107309892,63.4,34.4,267198,144837,84622,22.497474344658904,58.5,36,220027,135405
Franklin,President,0,MA,011,18829,44.34735503320929,70.7,26.4,30030,11201,14042,36.9652775949667,64.2,27.2,24369,10327
Hampden,President,0,MA,013,38630,17.705807669919377,57.7,40,125948,87318,32083,16.023873738887225,55.1,39.1,110313,78230
Hampshire,President,0,MA,015,41081,46.760534523186195,72.1,25.4,63362,22281,32483,39.45511302214287,66.3,26.8,54572,22089
Middlesex,President,0,MA,017,390240,45.188790345273205,71.5,26.3,617196,226956,292756,38.152206918211945,66.3,28.2,508919,216163
Nantucket,President,0,MA,019,3327,45.53791404325212,71.7,26.2,5241,1914,2252,35.16552154903186,64.7,29.5,4144,1892
Norfolk,President,0,MA,021,148018,36.301075901714526,67,30.7,273312,125294,99958,27.9383198101632,61.2,33.3,219129,119171
Plymouth,President,0,MA,023,52403,17.36256527155618,57.5,40.2,173630,121227,19106,7.232518700221071,50.7,43.4,133828,114722
Suffolk,President,0,MA,025,211909,63.16930084480507,80.6,17.5,270522,58613,191170,62.98493988804581,79.5,16.5,241212,50042
Worcester,President,0,MA,027,77090,17.84432911896374,57.6,39.7,248773,171683,39988,10.496309440063836,51.7,41.2,197126,157138
Alcona,President,0,MI,001,-2706,-38.30690826727067,30.3,68.6,2142,4848,-2469,-39.957921993850135,28,68,1732,4201
Alger,President,0,MI,003,-961,-18.7402496099844,40,58.8,2053,3014,-922,-20.429869266563262,36.8,57.3,1663,2585
Allegan,President,0,MI,005,-16943,-25.252630637612903,36.4,61.7,24449,41392,-15880,-28.7926314071764,32.5,61.3,17932,33812
Alpena,President,0,MI,007,-4686,-27.615062761506277,35.4,63,6000,10686,-4213,-28.683278867102395,33.2,61.9,4877,9090
Antrim,President,0,MI,009,-3788,-23.75070537337764,37.4,61.1,5960,9748,-4021,-29.627173592690834,32.8,62.4,4448,8469
Arenac,President,0,MI,011,-3154,-35.71509455327823,31.4,67.1,2774,5928,-2466,-33.06959903446426,30,63.1,2238,4704
Baraga,President,0,MI,013,-1034,-25.606736007924717,36.6,62.2,1478,2512,-1002,-28.74354561101549,33.2,61.9,1156,2158
Barry,President,0,MI,015,-11674,-32.51357749617045,32.9,65.4,11797,23471,-10088,-33.33223195109863,30.1,63.4,9109,19197
Bay,President,0,MI,017,-6974,-11.574143224628662,43.4,55,26151,33125,-6686,-12.631300536537445,40.9,53.5,21641,28327
Benzie,President,0,MI,019,-1121,-9.142064916000653,44.7,53.8,5480,6601,-1431,-14.000587026709715,40.2,54.2,4108,5539
Berrien,President,0,MI,021,-6081,-7.380660509036181,45.4,52.8,37438,43519,-9150,-12.72919506969756,41,53.8,29496,38646
Branch,President,0,MI,023,-7905,-38.49337748344371,30,68.5,6159,14064,-6285,-38.114008489993935,28.7,66.9,4740,11025
Calhoun,President,0,MI,025,-7344,-11.080098369065041,43.6,54.6,28877,36221,-7335,-12.477460619875481,41.1,53.6,24154,31489
Cass,President,0,MI,027,-7569,-28.871681415929203,34.8,63.7,9130,16699,-6971,-29.954451701615675,31.2,61.2,7270,14241
Charlevoix,President,0,MI,029,-2902,-17.070588235294117,40.8,57.9,6939,9841,-3537,-24.280908903686413,35.3,59.5,5137,8674
Cheboygan,President,0,MI,031,-4749,-29.928157297706075,34.3,64.2,5437,10186,-4378,-32.08031069099436,31.5,63.6,4302,8680
Chippewa,President,0,MI,033,-4033,-22.860219929713185,37.7,60.5,6648,10681,-3742,-24.245172994687053,34.8,59.1,5378,9120
Clare,President,0,MI,035,-5662,-34.77673361587126,31.9,66.7,5199,10861,-4257,-31.804258498319015,31.8,63.6,4250,8507
Clinton,President,0,MI,037,-3130,-6.530765539257621,45.8,52.4,21968,25098,-5145,-12.683660388521842,40.7,53.3,16490,21635
Crawford,President,0,MI,039,-2415,-30.721282279608193,34,64.7,2672,5087,-2244,-32.84062637201815,30.9,63.7,2110,4354
Delta,President,0,MI,041,-5601,-26.481017445983642,36,62.4,7606,13207,-4681,-25.347917907618996,34.8,60.2,6431,11112
Dickinson,President,0,MI,043,-4873,-33.40187812735623,32.5,65.9,4744,9617,-4657,-35.441400304414,29.9,65.3,3923,8580
Eaton,President,0,MI,045,-499,-0.7757240350086277,48.7,49.4,31299,31798,-3074,-5.520238480048845,44.1,49.6,24534,27608
Emmet,President,0,MI,047,-2473,-11.151192677097894,43.6,54.7,9662,12135,-3644,-19.409822094385852,37.1,56.5,6972,10616
Genesee,President,0,MI,049,20676,9.340440910733646,53.9,44.6,119390,98714,18570,9.467968491090321,52.4,42.9,102744,84174
Gladwin,President,0,MI,051,-5369,-36.76641785934397,31,67.7,4524,9893,-4330,-34.717767799871716,30.4,65.1,3794,8124
Gogebic,President,0,MI,053,-1030,-12.460682313089766,43.2,55.6,3570,4600,-1094,-14.959660877888691,40,55,2925,4019
Grand Traverse,President,0,MI,055,-1819,-3.019788830599641,47.6,50.6,28683,30502,-6448,-12.53012048192771,40.7,53.3,20964,27412
Gratiot,President,0,MI,057,-5409,-28.279395618758823,35,63.3,6693,12102,-4213,-25.62340347889551,34.5,60.1,5665,9878
Hillsdale,President,0,MI,059,-11154,-47.867135868165825,25.2,73.1,5883,17037,-9295,-46.75553319919517,24.1,70.9,4799,14094
Houghton,President,0,MI,061,-2628,-14.204637587157452,41.9,56.1,7750,10378,-2457,-15.726813032068105,38.5,54.2,6018,8475
Huron,President,0,MI,063,-7241,-39.274285404349946,29.8,69.1,5490,12731,-6050,-38.175164058556284,28.9,67.1,4579,10629
Ingham,President,0,MI,065,46573,32.21930127983397,65.2,33,94212,47639,36912,27.65399541497475,60.9,33.2,81266,44354
Ionia,President,0,MI,067,-9756,-30.289670588965816,33.8,64.1,10901,20657,-8168,-30.981641632529207,31.1,62.1,8206,16374
Iosco,President,0,MI,069,-4386,-28.549111501659834,35,63.5,5373,9759,-4000,-29.964791370140084,32.5,62.5,4344,8344
Iron,President,0,MI,071,-1723,-25.37929002798645,36.7,62.1,2493,4216,-1671,-28.274111675126903,33.9,62.2,2004,3675
Isabella,President,0,MI,073,-743,-2.5254070221950307,47.8,50.4,14072,14815,-934,-3.685290404040404,45,48.7,11404,12338
Jackson,President,0,MI,075,-15377,-19.016584014543476,39.6,58.6,31995,47372,-13998,-20.12160938375954,37.1,57.2,25795,39793
Kalamazoo,President,0,MI,077,26863,18.731086225891474,58.4,39.6,83686,56823,16111,12.789959195338424,53.3,40.5,67142,51031
Kalkaska,President,0,MI,079,-4434,-41.708211833317655,28.2,69.9,3002,7436,-3934,-44.10313901345292,25.5,69.7,2279,6213
Kent,President,0,MI,081,22174,6.141565664399193,52,45.9,187915,165741,-9392,-3.0665752440656937,45.2,48.3,138567,147959
Keweenaw,President,0,MI,083,-190,-12.202954399486192,43.2,55.4,672,862,-287,-20.083974807557734,36.9,57,527,814
Lake,President,0,MI,085,-1658,-26.22173019136486,36.2,62.4,2288,3946,-1220,-22.8978978978979,36.4,59.3,1939,3159
Lapeer,President,0,MI,087,-19115,-36.30579297245964,31.1,67.4,16367,35482,-17303,-38.34374861498914,28.2,66.6,12734,30037
Leelanau,President,0,MI,089,879,5.201183431952662,52,46.8,8795,7916,-465,-3.151046960764383,45.9,49.1,6774,7239
Lenawee,President,0,MI,091,-10623,-19.902576112412177,39.2,59.1,20918,31541,-9678,-21.08726440788757,36.5,57.6,16750,26428
Livingston,President,0,MI,093,-28762,-22.612168525987247,37.9,60.5,48220,76982,-31287,-29.63429534841869,32.6,62.2,34378,65665
Luce,President,0,MI,095,-1267,-42.21926024658447,28.1,70.3,842,2109,-1075,-41.73136645962733,26.4,68.2,681,1756
Mackinac,President,0,MI,097,-1672,-23.83464005702067,37.5,61.4,2632,4304,-1655,-27.184625492772668,34.2,61.4,2085,3740
Macomb,President,0,MI,099,-39911,-8.074965200220129,45.3,53.4,223952,263863,-48351,-11.545873301287333,42.1,53.6,176238,224589
Manistee,President,0,MI,101,-2214,-15.107471852610031,41.7,56.8,6107,8321,-1936,-15.367518653754564,39.5,54.9,4979,6915
